region,Resource,technology,cluster,R_ID,Zone,Num_VRE_Bins,THERM,VRE,MUST_RUN,STOR,FLEX,HYDRO,LDS,CapRes_1,Min_Share,Max_Share,Existing_Cap_MWh,Existing_Cap_MW,Existing_Charge_Cap_MW,num_units,unmodified_existing_cap_mw,New_Build,Cap_Size,Min_Cap_MW,Max_Cap_MW,Max_Cap_MWh,Min_Cap_MWh,Max_Charge_Cap_MW,Min_Charge_Cap_MW,Min_Share_percent,Max_Share_percent,capex_mw,Inv_Cost_per_MWyr,Fixed_OM_Cost_per_MWyr,capex_mwh,Inv_Cost_per_MWhyr,Fixed_OM_Cost_per_MWhyr,Var_OM_Cost_per_MWh,Var_OM_Cost_per_MWh_In,Inv_Cost_Charge_per_MWyr,Fixed_OM_Cost_Charge_per_MWyr,Start_Cost_per_MW,Start_Fuel_MMBTU_per_MW,Heat_Rate_MMBTU_per_MWh,heat_rate_mmbtu_mwh_iqr,heat_rate_mmbtu_mwh_std,Fuel,Min_Power,Self_Disch,Eff_Up,Eff_Down,Hydro_Energy_to_Power_Ratio,Min_Duration,Max_Duration,Reg_Max,Rsv_Max,Reg_Cost,Rsv_Cost,Max_Flexible_Demand_Delay,Max_Flexible_Demand_Advance,Flexible_Demand_Energy_Eff,CO2_Capture_Rate,CO2_Capture_Cost_per_Metric_Ton,Ramp_Up_Percentage,Ramp_Dn_Percentage,Up_Time,Down_Time,spur_miles,spur_inv_mwyr,spur_capex,offshore_spur_miles,offshore_spur_capex,tx_miles,tx_capex,interconnect_annuity,regional_cost_multiplier,cap_recovery_years,wacc_real,ids,MISO_CleanPower,NY_CleanPower,PJM_CleanPower,SERC_CleanPower,variable_CF,RETRO,Num_RETRO_Sources,Retro1_Source,Retro1_Efficiency,Retro1_Inv_Cost_per_MWyr,Retro2_Source,Retro2_Efficiency,Retro2_Inv_Cost_per_MWyr,MinCapTag_1,MinCapTag_2,MinCapTag_3,MaxCapTag_1,MaxCapTag_2,MaxCapTag_3,CapRes_2,CapRes_3,VRE_STOR
TRE,TRE_onshore_wind_turbine_1,Onshore Wind Turbine,1,31,2,1,0,1,0,0,0,0,0,0.0,0,0,0.0,21683.1,0,133,21683.123,0,163.03,0,0.0,0,0,0,0,0,0,0.0,0.0,43000,0.0,0,0,0.0,0.0,0,0,0,0.0,10.34,0.0,0.0,None,0.0,0,1.0,1.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0.32023413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.0,0
TRE,TRE_petroleum_liquids_1,Petroleum Liquids,1,32,2,0,1,0,0,0,0,0,0,0.0,0,0,0.0,23.7,0,16,23.696,0,1.48,0,0.0,0,0,0,0,0,0,0.0,0.0,21000,0.0,0,0,6.38,0.0,0,0,38,0.0,12.4,0.0,4.068,west_south_central_distillate,0.18,0,1.0,1.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,3.78,3.78,1,1,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0.0,0
TRE,TRE_small_hydroelectric_1,Small Hydroelectric,1,33,2,0,0,0,1,0,0,0,0,0.0,0,0,0.0,11.2,0,15,54.795,-1,0.75,0,0.0,0,0,0,0,0,0,0.0,0.0,47048,0.0,0,0,0.0,0.0,0,0,0,0.0,10.34,0.0,0.0,None,0.0,0,1.0,1.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0.094297837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.0,0
TRE,TRE_solar_photovoltaic_1,Solar Photovoltaic,1,34,2,1,0,1,0,0,0,0,0,0.0,0,0,0.0,1821.5,0,28,1821.512,0,65.05,0,0.0,0,0,0,0,0,0,0.0,0.0,22623,0.0,0,0,0.0,0.0,0,0,0,0.0,10.34,0.0,0.0,None,0.0,0,1.0,1.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0.223940321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.0,0
WECC,WECC_batteries_1,Batteries,1,35,3,0,0,0,0,1,0,0,0,0.0,0,0,3611.0,1357.5,0,48,1357.488,-1,28.28,0,0.0,0,0,0,0,0,0,0.0,0.0,6235,0.0,0,0,0.15,0.15,0,0,0,0.0,10.34,0.0,0.0,None,0.02,0,0.92,0.92,0,1,10,0.0,0.0,0,0,0,0,0,0.0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.95,0
WECC,WECC_biomass_1,Biomass,1,36,3,0,0,0,1,0,0,0,0,0.0,0,0,0.0,551.0,0,274,1535.496,-1,2.01,0,0.0,0,0,0,0,0,0,0.0,0.0,150850,0.0,0,0,7.14,0.0,0,0,172,0.0,16.63,2.779,3.894,biomass,0.362,0,1.0,1.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.93,0
WECC,WECC_conventional_hydroelectric_1,Conventional Hydroelectric,1,37,3,0,0,0,0,0,0,1,0,0.0,0,0,0.0,46528.0,0,640,46528.0,-1,72.7,0,0.0,0,0,0,0,0,0,0.0,0.0,47048,0.0,0,0,0.0,0.0,0,0,0,0.0,10.34,0.0,0.0,None,0.214,0,1.0,1.0,1,0,0,0.0,0.0,0,0,0,0,0,0.0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0.438570496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.8,0
WECC,WECC_conventional_steam_coal_1,Conventional Steam Coal,1,38,3,0,1,0,0,0,0,0,0,0.0,0,0,0.0,11415.2,0,23,11415.199,0,496.31,0,0.0,0,0,0,0,0,0,0.0,0.0,64165,0.0,0,0,1.88,0.0,0,0,124,16.5,10.63,0.447,0.29,mountain_coal,0.5,0,1.0,1.0,0,0,0,0.095,0.19,0,0,0,0,0,0.0,0,0.57,0.57,24,24,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.93,0
WECC,WECC_conventional_steam_coal_2,Conventional Steam Coal,2,39,3,0,1,0,0,0,0,0,0,0.0,0,0,0.0,2074.5,0,16,2074.496,0,129.66,0,0.0,0,0,0,0,0,0,0.0,0.0,77721,0.0,0,0,1.88,0.0,0,0,124,16.5,12.2,1.109,0.961,mountain_coal,0.5,0,1.0,1.0,0,0,0,0.095,0.19,0,0,0,0,0,0.0,0,0.57,0.57,24,24,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.93,0
WECC,WECC_geothermal_1,Geothermal,1,40,3,1,0,1,0,0,0,0,0,0.0,0,0,0.0,1752.4,0,146,2752.246,-1,12.0,0,0.0,0,0,0,0,0,0,0.0,0.0,209101,0.0,0,0,0.0,0.0,0,0,0,0.0,10.34,0.0,0.0,None,0.0,0,1.0,1.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.93,0
WECC,WECC_hydroelectric_pumped_storage_1,Hydroelectric Pumped Storage,1,41,3,0,0,0,0,1,0,0,0,0.0,0,0,70790.0,4567.1,0,45,4567.095,-1,101.49,0,0.0,0,0,0,0,0,0,0.0,0.0,47048,0.0,0,0,0.15,0.15,0,0,0,0.0,10.34,0.0,0.0,None,0.175,0,0.866,0.866,0,1,20,0.0,0.0,0,0,0,0,0,0.0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.95,0
WECC,WECC_natural_gas_fired_combined_cycle_1,Natural Gas Fired Combined Cycle,1,42,3,0,1,0,0,0,0,0,0,0.0,0,0,0.0,37593.3,0,79,37593.335,0,475.86,0,0.0,0,0,0,0,0,0,0.0,0.0,10399,0.0,0,0,3.6,0.0,0,0,92,2.0,7.78,0.722,1.232,mountain_naturalgas,0.3,0,1.0,1.0,0,0,0,0.106666667,0.213333333,0,0,0,0,0,0.0,0,0.64,0.64,6,6,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.93,0
WECC,WECC_natural_gas_fired_combined_cycle_2,Natural Gas Fired Combined Cycle,2,43,3,0,1,0,0,0,0,0,0,0.0,0,0,0.0,12502.4,0,79,12502.382,0,158.26,0,0.0,0,0,0,0,0,0,0.0,0.0,16492,0.0,0,0,4.55,0.0,0,0,92,2.0,8.51,2.587,2.585,mountain_naturalgas,0.3,0,1.0,1.0,0,0,0,0.106666667,0.213333333,0,0,0,0,0,0.0,0,0.64,0.64,6,6,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.93,0
WECC,WECC_natural_gas_fired_combustion_turbine_1,Natural Gas Fired Combustion Turbine,1,44,3,0,1,0,0,0,0,0,0,0.0,0,0,0.0,15252.7,0,213,15252.717,0,71.61,0,0.0,0,0,0,0,0,0,0.0,0.0,10479,0.0,0,0,5.28,0.0,0,0,119,3.5,11.06,1.753,1.288,mountain_naturalgas,0.3,0,1.0,1.0,0,0,0,0.106666667,0.213333333,0,0,0,0,0,0.0,0,3.78,3.78,1,1,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.93,0
WECC,WECC_natural_gas_fired_combustion_turbine_2,Natural Gas Fired Combustion Turbine,2,45,3,0,1,0,0,0,0,0,0,0.0,0,0,0.0,6281.6,0,225,6281.55,0,27.92,0,0.0,0,0,0,0,0,0,0.0,0.0,13486,0.0,0,0,5.28,0.0,0,0,119,3.5,12.78,4.552,3.282,mountain_naturalgas,0.3,0,1.0,1.0,0,0,0,0.106666667,0.213333333,0,0,0,0,0,0.0,0,3.78,3.78,1,1,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.93,0
WECC,WECC_natural_gas_internal_combustion_engine_1,Natural Gas Internal Combustion Engine,1,46,3,0,1,0,0,0,0,0,0,0.0,0,0,0.0,1282.7,0,197,1282.667,0,6.51,0,0.0,0,0,0,0,0,0,0.0,0.0,21000,0.0,0,0,4.88,0.0,0,0,38,0.0,9.49,1.759,1.665,mountain_naturalgas,0.18,0,1.0,1.0,0,0,0,0.106666667,0.213333333,0,0,0,0,0,0.0,0,3.78,3.78,1,1,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.93,0
WECC,WECC_natural_gas_steam_turbine_1,Natural Gas Steam Turbine,1,47,3,0,1,0,0,0,0,0,0,0.0,0,0,0.0,2669.5,0,28,2669.492,0,95.34,0,0.0,0,0,0,0,0,0,0.0,0.0,51303,0.0,0,0,1.06,0.0,0,0,87,13.7,12.4,4.616,3.843,mountain_naturalgas,0.5,0,1.0,1.0,0,0,0,0.63,1.26,0,0,0,0,0,0.0,0,0.64,0.64,6,6,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.93,0
WECC,WECC_nuclear_1,Nuclear,1,48,3,0,1,0,0,0,0,0,0,0.0,0,0,0.0,5175.0,0,4,5175.0,0,1293.75,0,0.0,0,0,0,0,0,0,0.0,0.0,211822,0.0,0,0,2.84,0.0,0,0,248,0.0,10.45,0.0,0.0,mountain_uranium,0.5,0,1.0,1.0,0,0,0,0.041666667,0.083333333,0,0,0,0,0,0.0,0,0.25,0.25,24,24,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.93,0
WECC,WECC_onshore_wind_turbine_1,Onshore Wind Turbine,1,49,3,1,0,1,0,0,0,0,0,0.0,0,0,0.0,20644.2,0,300,20644.2,0,68.81,0,0.0,0,0,0,0,0,0,0.0,0.0,43000,0.0,0,0,0.0,0.0,0,0,0,0.0,10.34,0.0,0.0,None,0.0,0,1.0,1.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0.303506275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.8,0
WECC,WECC_petroleum_liquids_1,Petroleum Liquids,1,50,3,0,1,0,0,0,0,0,0,0.0,0,0,0.0,636.2,0,150,636.15,0,4.24,0,0.0,0,0,0,0,0,0,0.0,0.0,21000,0.0,0,0,7.2,0.0,0,0,38,0.0,14.0,2.319,4.938,mountain_distillate,0.18,0,1.0,1.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,3.78,3.78,1,1,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.93,0
WECC,WECC_small_hydroelectric_1,Small Hydroelectric,1,51,3,0,0,0,1,0,0,0,0,0.0,0,0,0.0,1064.3,0,659,2966.818,-1,1.62,0,0.0,0,0,0,0,0,0,0.0,0.0,47048,0.0,0,0,0.0,0.0,0,0,0,0.0,10.34,0.0,0.0,None,0.181,0,1.0,1.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0.438570496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.8,0
WECC,WECC_solar_photovoltaic_1,Solar Photovoltaic,1,52,3,1,0,1,0,0,0,0,0,0.0,0,0,0.0,14659.8,0,986,14659.848,0,14.87,0,0.0,0,0,0,0,0,0,0.0,0.0,22623,0.0,0,0,0.0,0.0,0,0,0,0.0,10.34,0.0,0.0,None,0.0,0,1.0,1.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0.252030487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.8,0
WECC,WECC_distributed_generation_1,distributed_generation,1,53,3,0,0,0,1,0,0,0,0,0.0,0,0,0.0,250535.0,0,0,0.0,-1,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,None,0.0,0,1.0,1.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0.24602032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.8,0
EIC,EIC_distributed_generation_1,distributed_generation,1,54,1,0,0,0,1,0,0,0,0,0.8,0,0,0.0,1770000.0,0,0,0.0,-1,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,None,0.0,0,1.0,1.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0.22735468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
TRE,TRE_distributed_generation_1,distributed_generation,1,55,2,0,0,0,1,0,0,0,0,0.0,0,0,0.0,17006.0,0,0,0.0,-1,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,None,0.0,0,1.0,1.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0.214929566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.0,0
EIC,EIC_naturalgas_ccavgcf_moderate_0,NaturalGas_CCAvgCF_Moderate,0,56,1,0,1,0,0,0,0,0,0,0.93,0,0,0.0,0.0,0,0,0.0,1,500.0,0,-1.0,-1,0,0,0,0,0,880383.916,56026.0,28000,0.0,0,0,2.0,0.0,0,0,106,2.0,6.36,0.0,0.0,east_north_central_naturalgas,0.3,0,1.0,1.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.64,0.64,6,6,0,0,0,0,0,0,0,0.0,1.186,30,0.033,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
EIC,EIC_naturalgas_ctavgcf_moderate_0,NaturalGas_CTAvgCF_Moderate,0,57,1,0,1,0,0,0,0,0,0,0.93,0,0,0.0,0.0,0,0,0.0,1,100.0,0,-1.0,-1,0,0,0,0,0,746250.365,45192.0,21000,0.0,0,0,5.0,0.0,0,0,137,3.5,9.72,0.0,0.0,east_north_central_naturalgas,0.3,0,1.0,1.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,3.78,3.78,1,1,0,0,0,0,0,0,0,0.0,1.128,30,0.033,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
EIC,EIC_battery_moderate_0,Battery_*_Moderate,0,58,1,0,0,0,0,1,0,0,0,0.95,0,0,0.0,0.0,0,0,0.0,1,1.0,0,-1.0,-1,0,0,0,0,0,238220.323,19978.0,5955,141861.827,11897,3546,0.15,0.15,0,0,0,0.0,0.0,0.0,0.0,None,0.0,0,0.92,0.92,0,1,10,0.0,0.0,0,0,0,0,0,0.0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.0,1.03,15,0.026,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
EIC,EIC_naturalgas_ccccsavgcf_conservative_0,NaturalGas_CCCCSAvgCF_Conservative,0,59,1,0,1,0,0,0,0,0,0,0.93,0,0,0.0,0.0,0,0,0.0,1,500.0,0,-1.0,-1,0,0,0,0,0,2120000.0,120812.0,67000,0.0,0,0,6.0,0.0,0,0,106,0.0,7.16,0.0,0.0,east_north_central_naturalgas,0.6,0,1.0,1.0,0,0,0,0.106666667,0.213333333,0,0,0,0,0,0.9,27,0.64,0.64,6,6,0,0,0,0,0,0,0,0.0,1.062,30,0.033,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
EIC,EIC_advnuclear_atb_moderate_0,AdvNuclear_ATB_Moderate,0,60,1,0,1,0,0,0,0,0,0,0.93,0,0,0.0,0.0,0,0,0.0,1,500.0,0,-1.0,-1,0,0,0,0,0,6590000.0,45000.0,0,0.0,0,0,2.84,0.0,0,0,285,0.0,10.44,0.0,0.0,east_north_central_uranium,0.5,0,1.0,1.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.25,0.25,24,24,0,0,0,0,0,0,0,0.0,1.133,40,0.033,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
EIC,EIC_storage_metalair_advanced_0,Storage_MetalAir_Advanced,0,61,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,1,1.0,-1,-1.0,-1,0,-1,-1,0,0,0.0,0.0,0,0.0,0,0,0.15,0.0,0,0,0,0.0,0.0,0.0,0.0,None,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,1.03,25,0.026,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1
EIC,EIC_landbasedwind_class1_moderate_0,LandbasedWind_Class1_Moderate_,0,62,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,1,1.0,0,-1.0,-1,0,0,0,0,0,879445.731,14198.0,0,0.0,0,0,0.15,0.0,0,0,0,0.0,0.0,0.0,0.0,None,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,14197.521,1.266,30,0.03,0,0,0,0,0,0.46646145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1
EIC,EIC_landbasedwind_class1_moderate_1,LandbasedWind_Class1_Moderate_,1,63,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,1,1.0,0,-1.0,-1,0,0,0,0,0,879445.731,17082.0,0,0.0,0,0,0.15,0.0,0,0,0,0.0,0.0,0.0,0.0,None,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,17082.104,1.266,30,0.03,0,0,0,0,0,0.506161809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1
EIC,EIC_landbasedwind_class1_moderate_2,LandbasedWind_Class1_Moderate_,2,64,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,1,1.0,0,-1.0,-1,0,0,0,0,0,879445.731,17267.0,0,0.0,0,0,0.15,0.0,0,0,0,0.0,0.0,0.0,0.0,None,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,17266.619,1.266,30,0.03,0,0,0,0,0,0.428973228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1
EIC,EIC_landbasedwind_class1_moderate_3,LandbasedWind_Class1_Moderate_,3,65,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,1,1.0,0,-1.0,-1,0,0,0,0,0,879445.731,25483.0,0,0.0,0,0,0.15,0.0,0,0,0,0.0,0.0,0.0,0.0,None,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,25482.635,1.266,30,0.03,0,0,0,0,0,0.470765114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1
EIC,EIC_landbasedwind_class1_moderate_4,LandbasedWind_Class1_Moderate_,4,66,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,1,1.0,0,-1.0,-1,0,0,0,0,0,879445.731,16488.0,0,0.0,0,0,0.15,0.0,0,0,0,0.0,0.0,0.0,0.0,None,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,16487.938,1.266,30,0.03,0,0,0,0,0,0.369812936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1
EIC,EIC_landbasedwind_class1_moderate_5,LandbasedWind_Class1_Moderate_,5,67,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,1,1.0,0,-1.0,-1,0,0,0,0,0,879445.731,25720.0,0,0.0,0,0,0.15,0.0,0,0,0,0.0,0.0,0.0,0.0,None,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,25719.606,1.266,30,0.03,0,0,0,0,0,0.434300929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1
EIC,EIC_landbasedwind_class1_moderate_6,LandbasedWind_Class1_Moderate_,6,68,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,1,1.0,0,-1.0,-1,0,0,0,0,0,879445.731,21224.0,0,0.0,0,0,0.15,0.0,0,0,0,0.0,0.0,0.0,0.0,None,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,21223.571,1.266,30,0.03,0,0,0,0,0,0.325287282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1
EIC,EIC_landbasedwind_class1_moderate_7,LandbasedWind_Class1_Moderate_,7,69,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,1,1.0,0,-1.0,-1,0,0,0,0,0,879445.731,32633.0,0,0.0,0,0,0.15,0.0,0,0,0,0.0,0.0,0.0,0.0,None,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,32632.921,1.266,30,0.03,0,0,0,0,0,0.405135185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1
EIC,EIC_landbasedwind_class1_moderate_8,LandbasedWind_Class1_Moderate_,8,70,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,1,1.0,0,-1.0,-1,0,0,0,0,0,879445.731,28526.0,0,0.0,0,0,0.15,0.0,0,0,0,0.0,0.0,0.0,0.0,None,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,28526.156,1.266,30,0.03,0,0,0,0,0,0.301312625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1
EIC,EIC_landbasedwind_class1_moderate_9,LandbasedWind_Class1_Moderate_,9,71,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,1,1.0,0,-1.0,-1,0,0,0,0,0,879445.731,244462.0,0,0.0,0,0,0.15,0.0,0,0,0,0.0,0.0,0.0,0.0,None,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,244461.674,1.266,30,0.03,0,0,0,0,0,0.479932398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1
EIC,EIC_utilitypv_class1_moderate_0,UtilityPV_Class1_Moderate_,0,72,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,1,1.0,0,-1.0,-1,0,0,0,0,0,630556.245,8863.0,0,0.0,0,0,0.15,0.0,0,0,0,0.0,0.0,0.0,0.0,None,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,8863.386,1.017,30,0.026,0,0,0,0,0,0.26517567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1
EIC,EIC_utilitypv_class1_moderate_1,UtilityPV_Class1_Moderate_,1,73,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,1,1.0,0,-1.0,-1,0,0,0,0,0,630556.245,4464.0,0,0.0,0,0,0.15,0.0,0,0,0,0.0,0.0,0.0,0.0,None,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,4464.156,1.017,30,0.026,0,0,0,0,0,0.246608377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1
