Costs,Total,Zone1,Zone2,Zone3
cTotal,2.2953228296386425e10,1.2300162091772694e10,1.1364408375526335e10,3.0415184727674003e9
cFix,2.47747731446999e10,1.0723187380805954e10,1.0144918513351673e10,3.906667250542274e9
cVar,2.797297292327933e9,1.5769747109667413e9,1.2194898621746607e9,832719.1865504289
cNSE,0.0,0.0,0.0,0.0
cStart,0.0,0.0,0.0,0.0
cUnmetRsv,0.0,-,-,-
cNetworkExp,4.79407334017577e8,-,-,-
