region,Resource,zone,Cluster,R_ID,Inv_cost_MW,Inv_cost_MWh,Fixed_OM_cost_MW,Fixed_OM_cost_MWh,Var_OM_cost_out,Fuel_cost,Var_OM_cost_in,StartCost,Charge_cost,EnergyRevenue,SubsidyRevenue,ReserveMarginRevenue,ESRRevenue,EmissionsCost,RegSubsidyRevenue,Revenue,Cost,Profit
MO,NGCC_bf,1,1,1,0.0,0.0,-5.329070518200751e-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.329070518200751e-9,5.329070518200751e-9
MO,NGCC_gf,1,1,2,1.157460878129733e9,0.0,3.472382634389199e8,0.0,2.0340251628741825e8,1.7818060426777835e9,0.0,3.314077497526873e8,0.0,9.056144e9,0.0,0.0,0.0,5.234828630238667e9,0.0,9.056144384e9,9.05614408052521e9,303.4747905731201
MO,NGCT_bf,1,1,3,0.0,0.0,9.02e7,0.0,4.6068113963067215e6,5.928966267046751e7,0.0,1.7665790956938382e7,0.0,4.04376e8,0.0,0.0,0.0,1.745968948950643e8,0.0,4.04376e8,3.463591599187769e8,5.801684008122307e7
MO,NGCT_gf,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MO,NGST,1,1,5,0.0,0.0,1.166e7,0.0,1.3399470646108822e6,1.4592023533612506e7,0.0,5.095782337996144e6,0.0,9.202074e7,0.0,0.0,0.0,4.3054520291373245e7,0.0,9.2020736e7,7.574227322759278e7,1.6278462772407219e7
MO,Coal,1,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MO,Nuclear,1,1,7,0.0,0.0,2.36e8,0.0,4.134720000000001e7,1.0137919968000002e8,0.0,0.0,0.0,1.3443258e9,0.0,0.0,0.0,0.0,0.0,1.34432576e9,3.7872639968e8,9.655993603199999e8
MO,Biomass,1,1,8,0.0,0.0,2.0e6,0.0,37234.010989010996,98744.5971428572,0.0,95984.57142857145,0.0,1.9105232e6,0.0,0.0,0.0,814263.0853562288,0.0,1.91052325e6,3.046226264916668e6,-1.1357030149166682e6
MO,SolarPV,1,1,9,2.990902746368514e9,0.0,8.312063184356983e8,0.0,0.0,0.0,0.0,0.0,0.0,3.8235492e9,0.0,0.0,0.0,0.0,0.0,3.823549184e9,3.8221090648042126e9,1.4401191957874298e6
MO,Wind,1,1,10,3.3836442585121636e9,0.0,2.484562839008109e9,0.0,1.2978736101448849e7,0.0,0.0,0.0,0.0,6.224386e9,0.0,0.0,0.0,0.0,0.0,6.224386048e9,5.881185833621722e9,3.432002143782778e8
MO,Hydro,1,1,11,0.0,0.0,8.64e6,0.0,170491.96803836265,0.0,0.0,0.0,0.0,1.8828926e8,0.0,0.0,0.0,0.0,0.0,1.88289264e8,8.810491968038363e6,1.7947877203196165e8
MO,PHS,1,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MO,Li-ion,1,0,13,2.2075877905634958e8,7.09003207580981e8,5.5189694764087394e7,1.7016076981943542e8,3.5920678776601376e6,0.0,4.434651700814982e6,0.0,2.4832464e8,1.3282596e9,0.0,0.0,0.0,0.0,0.0,1.328259584e9,1.4114638107993283e9,-8.320422679932833e7
MO,Retro_NGCC_CCS,1,1,14,0.0,0.0,4.624e7,0.0,4.3189785554529235e7,4.308900938823542e8,0.0,3.7401899798348784e7,0.0,1.6300909e9,0.0,0.0,0.0,1.1074401975288077e8,0.0,1.63009088e9,6.68465798988113e8,9.61625081011887e8
MO,Retro_NGCC_H2,1,1,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
