Time_Index,NG,west_north_central_naturalgas_ccs90,None,west_north_central_naturalgas_ccs100,west_north_central_uranium
4709,3.23,4.32,0,4.45,0.66
4710,3.23,4.32,0,4.45,0.66
4711,3.23,4.32,0,4.45,0.66
4712,3.23,4.32,0,4.45,0.66
4713,3.23,4.32,0,4.45,0.66
4714,3.23,4.32,0,4.45,0.66
4715,3.23,4.32,0,4.45,0.66
4716,3.23,4.32,0,4.45,0.66
4717,3.23,4.32,0,4.45,0.66
4718,3.23,4.32,0,4.45,0.66
4719,3.23,4.32,0,4.45,0.66
4720,3.23,4.32,0,4.45,0.66
4721,3.23,4.32,0,4.45,0.66
4722,3.23,4.32,0,4.45,0.66
4723,3.23,4.32,0,4.45,0.66
4724,3.23,4.32,0,4.45,0.66
4725,3.23,4.32,0,4.45,0.66
4726,3.23,4.32,0,4.45,0.66
4727,3.23,4.32,0,4.45,0.66
4728,3.23,4.32,0,4.45,0.66
4729,3.23,4.32,0,4.45,0.66
4730,3.23,4.32,0,4.45,0.66
4731,3.23,4.32,0,4.45,0.66
4732,3.23,4.32,0,4.45,0.66
4733,3.23,4.32,0,4.45,0.66
4734,3.23,4.32,0,4.45,0.66
4735,3.23,4.32,0,4.45,0.66
4736,3.23,4.32,0,4.45,0.66
4737,3.23,4.32,0,4.45,0.66
4738,3.23,4.32,0,4.45,0.66
4739,3.23,4.32,0,4.45,0.66
4740,3.23,4.32,0,4.45,0.66
4741,3.23,4.32,0,4.45,0.66
4742,3.23,4.32,0,4.45,0.66
4743,3.23,4.32,0,4.45,0.66
4744,3.23,4.32,0,4.45,0.66
4745,3.23,4.32,0,4.45,0.66
4746,3.23,4.32,0,4.45,0.66
4747,3.23,4.32,0,4.45,0.66
4748,3.23,4.32,0,4.45,0.66
4749,3.23,4.32,0,4.45,0.66
4750,3.23,4.32,0,4.45,0.66
4751,3.23,4.32,0,4.45,0.66
4752,3.23,4.32,0,4.45,0.66
4753,3.23,4.32,0,4.45,0.66
4754,3.23,4.32,0,4.45,0.66
4755,3.23,4.32,0,4.45,0.66
4756,3.23,4.32,0,4.45,0.66
4757,3.23,4.32,0,4.45,0.66
4758,3.23,4.32,0,4.45,0.66
4759,3.23,4.32,0,4.45,0.66
4760,3.23,4.32,0,4.45,0.66
4761,3.23,4.32,0,4.45,0.66
4762,3.23,4.32,0,4.45,0.66
4763,3.23,4.32,0,4.45,0.66
4764,3.23,4.32,0,4.45,0.66
4765,3.23,4.32,0,4.45,0.66
4766,3.23,4.32,0,4.45,0.66
4767,3.23,4.32,0,4.45,0.66
4768,3.23,4.32,0,4.45,0.66
4769,3.23,4.32,0,4.45,0.66
4770,3.23,4.32,0,4.45,0.66
4771,3.23,4.32,0,4.45,0.66
4772,3.23,4.32,0,4.45,0.66
4773,3.23,4.32,0,4.45,0.66
4774,3.23,4.32,0,4.45,0.66
4775,3.23,4.32,0,4.45,0.66
4776,3.23,4.32,0,4.45,0.66
4777,3.23,4.32,0,4.45,0.66
4778,3.23,4.32,0,4.45,0.66
4779,3.23,4.32,0,4.45,0.66
4780,3.23,4.32,0,4.45,0.66
4781,3.23,4.32,0,4.45,0.66
4782,3.23,4.32,0,4.45,0.66
4783,3.23,4.32,0,4.45,0.66
4784,3.23,4.32,0,4.45,0.66
4785,3.23,4.32,0,4.45,0.66
4786,3.23,4.32,0,4.45,0.66
4787,3.23,4.32,0,4.45,0.66
4788,3.23,4.32,0,4.45,0.66
4789,3.23,4.32,0,4.45,0.66
4790,3.23,4.32,0,4.45,0.66
4791,3.23,4.32,0,4.45,0.66
4792,3.23,4.32,0,4.45,0.66
4793,3.23,4.32,0,4.45,0.66
4794,3.23,4.32,0,4.45,0.66
4795,3.23,4.32,0,4.45,0.66
4796,3.23,4.32,0,4.45,0.66
4797,3.23,4.32,0,4.45,0.66
4798,3.23,4.32,0,4.45,0.66
4799,3.23,4.32,0,4.45,0.66
4800,3.23,4.32,0,4.45,0.66
4801,3.23,4.32,0,4.45,0.66
4802,3.23,4.32,0,4.45,0.66
4803,3.23,4.32,0,4.45,0.66
4804,3.23,4.32,0,4.45,0.66
4805,3.23,4.32,0,4.45,0.66
4806,3.23,4.32,0,4.45,0.66
4807,3.23,4.32,0,4.45,0.66
4808,3.23,4.32,0,4.45,0.66
4809,3.23,4.32,0,4.45,0.66
4810,3.23,4.32,0,4.45,0.66
4811,3.23,4.32,0,4.45,0.66
4812,3.23,4.32,0,4.45,0.66
4813,3.23,4.32,0,4.45,0.66
4814,3.23,4.32,0,4.45,0.66
4815,3.23,4.32,0,4.45,0.66
4816,3.23,4.32,0,4.45,0.66
4817,3.23,4.32,0,4.45,0.66
4818,3.23,4.32,0,4.45,0.66
4819,3.23,4.32,0,4.45,0.66
4820,3.23,4.32,0,4.45,0.66
4821,3.23,4.32,0,4.45,0.66
4822,3.23,4.32,0,4.45,0.66
4823,3.23,4.32,0,4.45,0.66
4824,3.23,4.32,0,4.45,0.66
4825,3.23,4.32,0,4.45,0.66
4826,3.23,4.32,0,4.45,0.66
4827,3.23,4.32,0,4.45,0.66
4828,3.23,4.32,0,4.45,0.66
4829,3.23,4.32,0,4.45,0.66
4830,3.23,4.32,0,4.45,0.66
4831,3.23,4.32,0,4.45,0.66
4832,3.23,4.32,0,4.45,0.66
4833,3.23,4.32,0,4.45,0.66
4834,3.23,4.32,0,4.45,0.66
4835,3.23,4.32,0,4.45,0.66
4836,3.23,4.32,0,4.45,0.66
4837,3.23,4.32,0,4.45,0.66
4838,3.23,4.32,0,4.45,0.66
4839,3.23,4.32,0,4.45,0.66
4840,3.23,4.32,0,4.45,0.66
4841,3.23,4.32,0,4.45,0.66
4842,3.23,4.32,0,4.45,0.66
4843,3.23,4.32,0,4.45,0.66
4844,3.23,4.32,0,4.45,0.66
4845,3.23,4.32,0,4.45,0.66
4846,3.23,4.32,0,4.45,0.66
4847,3.23,4.32,0,4.45,0.66
4848,3.23,4.32,0,4.45,0.66
4849,3.23,4.32,0,4.45,0.66
4850,3.23,4.32,0,4.45,0.66
4851,3.23,4.32,0,4.45,0.66
4852,3.23,4.32,0,4.45,0.66
4853,3.23,4.32,0,4.45,0.66
4854,3.23,4.32,0,4.45,0.66
4855,3.23,4.32,0,4.45,0.66
4856,3.23,4.32,0,4.45,0.66
4857,3.23,4.32,0,4.45,0.66
4858,3.23,4.32,0,4.45,0.66
4859,3.23,4.32,0,4.45,0.66
4860,3.23,4.32,0,4.45,0.66
4861,3.23,4.32,0,4.45,0.66
4862,3.23,4.32,0,4.45,0.66
4863,3.23,4.32,0,4.45,0.66
4864,3.23,4.32,0,4.45,0.66
4865,3.23,4.32,0,4.45,0.66
4866,3.23,4.32,0,4.45,0.66
4867,3.23,4.32,0,4.45,0.66
4868,3.23,4.32,0,4.45,0.66
4869,3.23,4.32,0,4.45,0.66
4870,3.23,4.32,0,4.45,0.66
4871,3.23,4.32,0,4.45,0.66
4872,3.23,4.32,0,4.45,0.66
4873,3.23,4.32,0,4.45,0.66
4874,3.23,4.32,0,4.45,0.66
4875,3.23,4.32,0,4.45,0.66
4876,3.23,4.32,0,4.45,0.66
4877,3.23,4.32,0,4.45,0.66
4878,3.23,4.32,0,4.45,0.66
4879,3.23,4.32,0,4.45,0.66
4880,3.23,4.32,0,4.45,0.66
4881,3.23,4.32,0,4.45,0.66
4882,3.23,4.32,0,4.45,0.66
4883,3.23,4.32,0,4.45,0.66
4884,3.23,4.32,0,4.45,0.66
4885,3.23,4.32,0,4.45,0.66
4886,3.23,4.32,0,4.45,0.66
4887,3.23,4.32,0,4.45,0.66
4888,3.23,4.32,0,4.45,0.66
4889,3.23,4.32,0,4.45,0.66
4890,3.23,4.32,0,4.45,0.66
4891,3.23,4.32,0,4.45,0.66
4892,3.23,4.32,0,4.45,0.66
4893,3.23,4.32,0,4.45,0.66
4894,3.23,4.32,0,4.45,0.66
4895,3.23,4.32,0,4.45,0.66
4896,3.23,4.32,0,4.45,0.66
4897,3.23,4.32,0,4.45,0.66
4898,3.23,4.32,0,4.45,0.66
4899,3.23,4.32,0,4.45,0.66
4900,3.23,4.32,0,4.45,0.66
4901,3.23,4.32,0,4.45,0.66
4902,3.23,4.32,0,4.45,0.66
4903,3.23,4.32,0,4.45,0.66
4904,3.23,4.32,0,4.45,0.66
4905,3.23,4.32,0,4.45,0.66
4906,3.23,4.32,0,4.45,0.66
4907,3.23,4.32,0,4.45,0.66
4908,3.23,4.32,0,4.45,0.66
4909,3.23,4.32,0,4.45,0.66
4910,3.23,4.32,0,4.45,0.66
4911,3.23,4.32,0,4.45,0.66
4912,3.23,4.32,0,4.45,0.66
4913,3.23,4.32,0,4.45,0.66
4914,3.23,4.32,0,4.45,0.66
4915,3.23,4.32,0,4.45,0.66
4916,3.23,4.32,0,4.45,0.66
4917,3.23,4.32,0,4.45,0.66
4918,3.23,4.32,0,4.45,0.66
4919,3.23,4.32,0,4.45,0.66
4920,3.23,4.32,0,4.45,0.66
4921,3.23,4.32,0,4.45,0.66
4922,3.23,4.32,0,4.45,0.66
4923,3.23,4.32,0,4.45,0.66
4924,3.23,4.32,0,4.45,0.66
4925,3.23,4.32,0,4.45,0.66
4926,3.23,4.32,0,4.45,0.66
4927,3.23,4.32,0,4.45,0.66
4928,3.23,4.32,0,4.45,0.66
4929,3.23,4.32,0,4.45,0.66
4930,3.23,4.32,0,4.45,0.66
4931,3.23,4.32,0,4.45,0.66
4932,3.23,4.32,0,4.45,0.66
4933,3.23,4.32,0,4.45,0.66
4934,3.23,4.32,0,4.45,0.66
4935,3.23,4.32,0,4.45,0.66
4936,3.23,4.32,0,4.45,0.66
4937,3.23,4.32,0,4.45,0.66
4938,3.23,4.32,0,4.45,0.66
4939,3.23,4.32,0,4.45,0.66
4940,3.23,4.32,0,4.45,0.66
4941,3.23,4.32,0,4.45,0.66
4942,3.23,4.32,0,4.45,0.66
4943,3.23,4.32,0,4.45,0.66
4944,3.23,4.32,0,4.45,0.66
4945,3.23,4.32,0,4.45,0.66
4946,3.23,4.32,0,4.45,0.66
4947,3.23,4.32,0,4.45,0.66
4948,3.23,4.32,0,4.45,0.66
4949,3.23,4.32,0,4.45,0.66
4950,3.23,4.32,0,4.45,0.66
4951,3.23,4.32,0,4.45,0.66
4952,3.23,4.32,0,4.45,0.66
4953,3.23,4.32,0,4.45,0.66
4954,3.23,4.32,0,4.45,0.66
4955,3.23,4.32,0,4.45,0.66
4956,3.23,4.32,0,4.45,0.66
4957,3.23,4.32,0,4.45,0.66
4958,3.23,4.32,0,4.45,0.66
4959,3.23,4.32,0,4.45,0.66
4960,3.23,4.32,0,4.45,0.66
4961,3.23,4.32,0,4.45,0.66
4962,3.23,4.32,0,4.45,0.66
4963,3.23,4.32,0,4.45,0.66
4964,3.23,4.32,0,4.45,0.66
4965,3.23,4.32,0,4.45,0.66
4966,3.23,4.32,0,4.45,0.66
4967,3.23,4.32,0,4.45,0.66
4968,3.23,4.32,0,4.45,0.66
4969,3.23,4.32,0,4.45,0.66
4970,3.23,4.32,0,4.45,0.66
4971,3.23,4.32,0,4.45,0.66
4972,3.23,4.32,0,4.45,0.66
4973,3.23,4.32,0,4.45,0.66
4974,3.23,4.32,0,4.45,0.66
4975,3.23,4.32,0,4.45,0.66
4976,3.23,4.32,0,4.45,0.66
4977,3.23,4.32,0,4.45,0.66
4978,3.23,4.32,0,4.45,0.66
4979,3.23,4.32,0,4.45,0.66
4980,3.23,4.32,0,4.45,0.66
4981,3.23,4.32,0,4.45,0.66
4982,3.23,4.32,0,4.45,0.66
4983,3.23,4.32,0,4.45,0.66
4984,3.23,4.32,0,4.45,0.66
4985,3.23,4.32,0,4.45,0.66
4986,3.23,4.32,0,4.45,0.66
4987,3.23,4.32,0,4.45,0.66
4988,3.23,4.32,0,4.45,0.66
4989,3.23,4.32,0,4.45,0.66
4990,3.23,4.32,0,4.45,0.66
4991,3.23,4.32,0,4.45,0.66
4992,3.23,4.32,0,4.45,0.66
4993,3.23,4.32,0,4.45,0.66
4994,3.23,4.32,0,4.45,0.66
4995,3.23,4.32,0,4.45,0.66
4996,3.23,4.32,0,4.45,0.66
4997,3.23,4.32,0,4.45,0.66
4998,3.23,4.32,0,4.45,0.66
4999,3.23,4.32,0,4.45,0.66
5000,3.23,4.32,0,4.45,0.66
5001,3.23,4.32,0,4.45,0.66
5002,3.23,4.32,0,4.45,0.66
5003,3.23,4.32,0,4.45,0.66
5004,3.23,4.32,0,4.45,0.66
5005,3.23,4.32,0,4.45,0.66
5006,3.23,4.32,0,4.45,0.66
5007,3.23,4.32,0,4.45,0.66
5008,3.23,4.32,0,4.45,0.66
5009,3.23,4.32,0,4.45,0.66
5010,3.23,4.32,0,4.45,0.66
5011,3.23,4.32,0,4.45,0.66
5012,3.23,4.32,0,4.45,0.66
5013,3.23,4.32,0,4.45,0.66
5014,3.23,4.32,0,4.45,0.66
5015,3.23,4.32,0,4.45,0.66
5016,3.23,4.32,0,4.45,0.66
5017,3.23,4.32,0,4.45,0.66
5018,3.23,4.32,0,4.45,0.66
5019,3.23,4.32,0,4.45,0.66
5020,3.23,4.32,0,4.45,0.66
5021,3.23,4.32,0,4.45,0.66
5022,3.23,4.32,0,4.45,0.66
5023,3.23,4.32,0,4.45,0.66
5024,3.23,4.32,0,4.45,0.66
5025,3.23,4.32,0,4.45,0.66
5026,3.23,4.32,0,4.45,0.66
5027,3.23,4.32,0,4.45,0.66
5028,3.23,4.32,0,4.45,0.66
5029,3.23,4.32,0,4.45,0.66
5030,3.23,4.32,0,4.45,0.66
5031,3.23,4.32,0,4.45,0.66
5032,3.23,4.32,0,4.45,0.66
5033,3.23,4.32,0,4.45,0.66
5034,3.23,4.32,0,4.45,0.66
5035,3.23,4.32,0,4.45,0.66
5036,3.23,4.32,0,4.45,0.66
5037,3.23,4.32,0,4.45,0.66
5038,3.23,4.32,0,4.45,0.66
5039,3.23,4.32,0,4.45,0.66
5040,3.23,4.32,0,4.45,0.66
5041,3.23,4.32,0,4.45,0.66
5042,3.23,4.32,0,4.45,0.66
5043,3.23,4.32,0,4.45,0.66
5044,3.23,4.32,0,4.45,0.66
5045,3.23,4.32,0,4.45,0.66
5046,3.23,4.32,0,4.45,0.66
5047,3.23,4.32,0,4.45,0.66
5048,3.23,4.32,0,4.45,0.66
5049,3.23,4.32,0,4.45,0.66
5050,3.23,4.32,0,4.45,0.66
5051,3.23,4.32,0,4.45,0.66
5052,3.23,4.32,0,4.45,0.66
5053,3.23,4.32,0,4.45,0.66
5054,3.23,4.32,0,4.45,0.66
5055,3.23,4.32,0,4.45,0.66
5056,3.23,4.32,0,4.45,0.66
5057,3.23,4.32,0,4.45,0.66
5058,3.23,4.32,0,4.45,0.66
5059,3.23,4.32,0,4.45,0.66
5060,3.23,4.32,0,4.45,0.66
5061,3.23,4.32,0,4.45,0.66
5062,3.23,4.32,0,4.45,0.66
5063,3.23,4.32,0,4.45,0.66
5064,3.23,4.32,0,4.45,0.66
5065,3.23,4.32,0,4.45,0.66
5066,3.23,4.32,0,4.45,0.66
5067,3.23,4.32,0,4.45,0.66
5068,3.23,4.32,0,4.45,0.66
5069,3.23,4.32,0,4.45,0.66
5070,3.23,4.32,0,4.45,0.66
5071,3.23,4.32,0,4.45,0.66
5072,3.23,4.32,0,4.45,0.66
5073,3.23,4.32,0,4.45,0.66
5074,3.23,4.32,0,4.45,0.66
5075,3.23,4.32,0,4.45,0.66
5076,3.23,4.32,0,4.45,0.66
5077,3.23,4.32,0,4.45,0.66
5078,3.23,4.32,0,4.45,0.66
5079,3.23,4.32,0,4.45,0.66
5080,3.23,4.32,0,4.45,0.66
5081,3.23,4.32,0,4.45,0.66
5082,3.23,4.32,0,4.45,0.66
5083,3.23,4.32,0,4.45,0.66
5084,3.23,4.32,0,4.45,0.66
5085,3.23,4.32,0,4.45,0.66
5086,3.23,4.32,0,4.45,0.66
5087,3.23,4.32,0,4.45,0.66
5088,3.23,4.32,0,4.45,0.66
5089,3.23,4.32,0,4.45,0.66
5090,3.23,4.32,0,4.45,0.66
5091,3.23,4.32,0,4.45,0.66
5092,3.23,4.32,0,4.45,0.66
5093,3.23,4.32,0,4.45,0.66
5094,3.23,4.32,0,4.45,0.66
5095,3.23,4.32,0,4.45,0.66
5096,3.23,4.32,0,4.45,0.66
5097,3.23,4.32,0,4.45,0.66
5098,3.23,4.32,0,4.45,0.66
5099,3.23,4.32,0,4.45,0.66
5100,3.23,4.32,0,4.45,0.66
5101,3.23,4.32,0,4.45,0.66
5102,3.23,4.32,0,4.45,0.66
5103,3.23,4.32,0,4.45,0.66
5104,3.23,4.32,0,4.45,0.66
5105,3.23,4.32,0,4.45,0.66
5106,3.23,4.32,0,4.45,0.66
5107,3.23,4.32,0,4.45,0.66
5108,3.23,4.32,0,4.45,0.66
5109,3.23,4.32,0,4.45,0.66
5110,3.23,4.32,0,4.45,0.66
5111,3.23,4.32,0,4.45,0.66
5112,3.23,4.32,0,4.45,0.66
5113,3.23,4.32,0,4.45,0.66
5114,3.23,4.32,0,4.45,0.66
5115,3.23,4.32,0,4.45,0.66
5116,3.23,4.32,0,4.45,0.66
5117,3.23,4.32,0,4.45,0.66
5118,3.23,4.32,0,4.45,0.66
5119,3.23,4.32,0,4.45,0.66
5120,3.23,4.32,0,4.45,0.66
5121,3.23,4.32,0,4.45,0.66
5122,3.23,4.32,0,4.45,0.66
5123,3.23,4.32,0,4.45,0.66
5124,3.23,4.32,0,4.45,0.66
5125,3.23,4.32,0,4.45,0.66
5126,3.23,4.32,0,4.45,0.66
5127,3.23,4.32,0,4.45,0.66
5128,3.23,4.32,0,4.45,0.66
5129,3.23,4.32,0,4.45,0.66
5130,3.23,4.32,0,4.45,0.66
5131,3.23,4.32,0,4.45,0.66
5132,3.23,4.32,0,4.45,0.66
5133,3.23,4.32,0,4.45,0.66
5134,3.23,4.32,0,4.45,0.66
5135,3.23,4.32,0,4.45,0.66
5136,3.23,4.32,0,4.45,0.66
5137,3.23,4.32,0,4.45,0.66
5138,3.23,4.32,0,4.45,0.66
5139,3.23,4.32,0,4.45,0.66
5140,3.23,4.32,0,4.45,0.66
5141,3.23,4.32,0,4.45,0.66
5142,3.23,4.32,0,4.45,0.66
5143,3.23,4.32,0,4.45,0.66
5144,3.23,4.32,0,4.45,0.66
5145,3.23,4.32,0,4.45,0.66
5146,3.23,4.32,0,4.45,0.66
5147,3.23,4.32,0,4.45,0.66
5148,3.23,4.32,0,4.45,0.66
5149,3.23,4.32,0,4.45,0.66
5150,3.23,4.32,0,4.45,0.66
5151,3.23,4.32,0,4.45,0.66
5152,3.23,4.32,0,4.45,0.66
5153,3.23,4.32,0,4.45,0.66
5154,3.23,4.32,0,4.45,0.66
5155,3.23,4.32,0,4.45,0.66
5156,3.23,4.32,0,4.45,0.66
5157,3.23,4.32,0,4.45,0.66
5158,3.23,4.32,0,4.45,0.66
5159,3.23,4.32,0,4.45,0.66
5160,3.23,4.32,0,4.45,0.66
5161,3.23,4.32,0,4.45,0.66
5162,3.23,4.32,0,4.45,0.66
5163,3.23,4.32,0,4.45,0.66
5164,3.23,4.32,0,4.45,0.66
5165,3.23,4.32,0,4.45,0.66
5166,3.23,4.32,0,4.45,0.66
5167,3.23,4.32,0,4.45,0.66
5168,3.23,4.32,0,4.45,0.66
5169,3.23,4.32,0,4.45,0.66
5170,3.23,4.32,0,4.45,0.66
5171,3.23,4.32,0,4.45,0.66
5172,3.23,4.32,0,4.45,0.66
5173,3.23,4.32,0,4.45,0.66
5174,3.23,4.32,0,4.45,0.66
5175,3.23,4.32,0,4.45,0.66
5176,3.23,4.32,0,4.45,0.66
5177,3.23,4.32,0,4.45,0.66
5178,3.23,4.32,0,4.45,0.66
5179,3.23,4.32,0,4.45,0.66
5180,3.23,4.32,0,4.45,0.66
5181,3.23,4.32,0,4.45,0.66
5182,3.23,4.32,0,4.45,0.66
5183,3.23,4.32,0,4.45,0.66
5184,3.23,4.32,0,4.45,0.66
5185,3.23,4.32,0,4.45,0.66
5186,3.23,4.32,0,4.45,0.66
5187,3.23,4.32,0,4.45,0.66
5188,3.23,4.32,0,4.45,0.66
5189,3.23,4.32,0,4.45,0.66
5190,3.23,4.32,0,4.45,0.66
5191,3.23,4.32,0,4.45,0.66
5192,3.23,4.32,0,4.45,0.66
5193,3.23,4.32,0,4.45,0.66
5194,3.23,4.32,0,4.45,0.66
5195,3.23,4.32,0,4.45,0.66
5196,3.23,4.32,0,4.45,0.66
5197,3.23,4.32,0,4.45,0.66
5198,3.23,4.32,0,4.45,0.66
5199,3.23,4.32,0,4.45,0.66
5200,3.23,4.32,0,4.45,0.66
5201,3.23,4.32,0,4.45,0.66
5202,3.23,4.32,0,4.45,0.66
5203,3.23,4.32,0,4.45,0.66
5204,3.23,4.32,0,4.45,0.66
5205,3.23,4.32,0,4.45,0.66
5206,3.23,4.32,0,4.45,0.66
5207,3.23,4.32,0,4.45,0.66
5208,3.23,4.32,0,4.45,0.66
5209,3.23,4.32,0,4.45,0.66
5210,3.23,4.32,0,4.45,0.66
5211,3.23,4.32,0,4.45,0.66
5212,3.23,4.32,0,4.45,0.66
5213,3.23,4.32,0,4.45,0.66
5214,3.23,4.32,0,4.45,0.66
5215,3.23,4.32,0,4.45,0.66
5216,3.23,4.32,0,4.45,0.66
5217,3.23,4.32,0,4.45,0.66
5218,3.23,4.32,0,4.45,0.66
5219,3.23,4.32,0,4.45,0.66
5220,3.23,4.32,0,4.45,0.66
5221,3.23,4.32,0,4.45,0.66
5222,3.23,4.32,0,4.45,0.66
5223,3.23,4.32,0,4.45,0.66
5224,3.23,4.32,0,4.45,0.66
5225,3.23,4.32,0,4.45,0.66
5226,3.23,4.32,0,4.45,0.66
5227,3.23,4.32,0,4.45,0.66
5228,3.23,4.32,0,4.45,0.66
5229,3.23,4.32,0,4.45,0.66
5230,3.23,4.32,0,4.45,0.66
5231,3.23,4.32,0,4.45,0.66
5232,3.23,4.32,0,4.45,0.66
5233,3.23,4.32,0,4.45,0.66
5234,3.23,4.32,0,4.45,0.66
5235,3.23,4.32,0,4.45,0.66
5236,3.23,4.32,0,4.45,0.66
5237,3.23,4.32,0,4.45,0.66
5238,3.23,4.32,0,4.45,0.66
5239,3.23,4.32,0,4.45,0.66
5240,3.23,4.32,0,4.45,0.66
5241,3.23,4.32,0,4.45,0.66
5242,3.23,4.32,0,4.45,0.66
5243,3.23,4.32,0,4.45,0.66
5244,3.23,4.32,0,4.45,0.66
5245,3.23,4.32,0,4.45,0.66
5246,3.23,4.32,0,4.45,0.66
5247,3.23,4.32,0,4.45,0.66
5248,3.23,4.32,0,4.45,0.66
5249,3.23,4.32,0,4.45,0.66
5250,3.23,4.32,0,4.45,0.66
5251,3.23,4.32,0,4.45,0.66
5252,3.23,4.32,0,4.45,0.66
5253,3.23,4.32,0,4.45,0.66
5254,3.23,4.32,0,4.45,0.66
5255,3.23,4.32,0,4.45,0.66
5256,3.23,4.32,0,4.45,0.66
5257,3.23,4.32,0,4.45,0.66
5258,3.23,4.32,0,4.45,0.66
5259,3.23,4.32,0,4.45,0.66
5260,3.23,4.32,0,4.45,0.66
5261,3.23,4.32,0,4.45,0.66
5262,3.23,4.32,0,4.45,0.66
5263,3.23,4.32,0,4.45,0.66
5264,3.23,4.32,0,4.45,0.66
5265,3.23,4.32,0,4.45,0.66
5266,3.23,4.32,0,4.45,0.66
5267,3.23,4.32,0,4.45,0.66
5268,3.23,4.32,0,4.45,0.66
5269,3.23,4.32,0,4.45,0.66
5270,3.23,4.32,0,4.45,0.66
5271,3.23,4.32,0,4.45,0.66
5272,3.23,4.32,0,4.45,0.66
5273,3.23,4.32,0,4.45,0.66
5274,3.23,4.32,0,4.45,0.66
5275,3.23,4.32,0,4.45,0.66
5276,3.23,4.32,0,4.45,0.66
5277,3.23,4.32,0,4.45,0.66
5278,3.23,4.32,0,4.45,0.66
5279,3.23,4.32,0,4.45,0.66
5280,3.23,4.32,0,4.45,0.66
5281,3.23,4.32,0,4.45,0.66
5282,3.23,4.32,0,4.45,0.66
5283,3.23,4.32,0,4.45,0.66
5284,3.23,4.32,0,4.45,0.66
5285,3.23,4.32,0,4.45,0.66
5286,3.23,4.32,0,4.45,0.66
5287,3.23,4.32,0,4.45,0.66
5288,3.23,4.32,0,4.45,0.66
5289,3.23,4.32,0,4.45,0.66
5290,3.23,4.32,0,4.45,0.66
5291,3.23,4.32,0,4.45,0.66
5292,3.23,4.32,0,4.45,0.66
5293,3.23,4.32,0,4.45,0.66
5294,3.23,4.32,0,4.45,0.66
5295,3.23,4.32,0,4.45,0.66
5296,3.23,4.32,0,4.45,0.66
5297,3.23,4.32,0,4.45,0.66
5298,3.23,4.32,0,4.45,0.66
5299,3.23,4.32,0,4.45,0.66
5300,3.23,4.32,0,4.45,0.66
5301,3.23,4.32,0,4.45,0.66
5302,3.23,4.32,0,4.45,0.66
5303,3.23,4.32,0,4.45,0.66
5304,3.23,4.32,0,4.45,0.66
5305,3.23,4.32,0,4.45,0.66
5306,3.23,4.32,0,4.45,0.66
5307,3.23,4.32,0,4.45,0.66
5308,3.23,4.32,0,4.45,0.66
5309,3.23,4.32,0,4.45,0.66
5310,3.23,4.32,0,4.45,0.66
5311,3.23,4.32,0,4.45,0.66
5312,3.23,4.32,0,4.45,0.66
5313,3.23,4.32,0,4.45,0.66
5314,3.23,4.32,0,4.45,0.66
5315,3.23,4.32,0,4.45,0.66
5316,3.23,4.32,0,4.45,0.66
5317,3.23,4.32,0,4.45,0.66
5318,3.23,4.32,0,4.45,0.66
5319,3.23,4.32,0,4.45,0.66
5320,3.23,4.32,0,4.45,0.66
5321,3.23,4.32,0,4.45,0.66
5322,3.23,4.32,0,4.45,0.66
5323,3.23,4.32,0,4.45,0.66
5324,3.23,4.32,0,4.45,0.66
5325,3.23,4.32,0,4.45,0.66
5326,3.23,4.32,0,4.45,0.66
5327,3.23,4.32,0,4.45,0.66
5328,3.23,4.32,0,4.45,0.66
5329,3.23,4.32,0,4.45,0.66
5330,3.23,4.32,0,4.45,0.66
5331,3.23,4.32,0,4.45,0.66
5332,3.23,4.32,0,4.45,0.66
5333,3.23,4.32,0,4.45,0.66
5334,3.23,4.32,0,4.45,0.66
5335,3.23,4.32,0,4.45,0.66
5336,3.23,4.32,0,4.45,0.66
5337,3.23,4.32,0,4.45,0.66
5338,3.23,4.32,0,4.45,0.66
5339,3.23,4.32,0,4.45,0.66
5340,3.23,4.32,0,4.45,0.66
5341,3.23,4.32,0,4.45,0.66
5342,3.23,4.32,0,4.45,0.66
5343,3.23,4.32,0,4.45,0.66
5344,3.23,4.32,0,4.45,0.66
5345,3.23,4.32,0,4.45,0.66
5346,3.23,4.32,0,4.45,0.66
5347,3.23,4.32,0,4.45,0.66
5348,3.23,4.32,0,4.45,0.66
5349,3.23,4.32,0,4.45,0.66
5350,3.23,4.32,0,4.45,0.66
5351,3.23,4.32,0,4.45,0.66
5352,3.23,4.32,0,4.45,0.66
5353,3.23,4.32,0,4.45,0.66
5354,3.23,4.32,0,4.45,0.66
5355,3.23,4.32,0,4.45,0.66
5356,3.23,4.32,0,4.45,0.66
5357,3.23,4.32,0,4.45,0.66
5358,3.23,4.32,0,4.45,0.66
5359,3.23,4.32,0,4.45,0.66
5360,3.23,4.32,0,4.45,0.66
5361,3.23,4.32,0,4.45,0.66
5362,3.23,4.32,0,4.45,0.66
5363,3.23,4.32,0,4.45,0.66
5364,3.23,4.32,0,4.45,0.66
5365,3.23,4.32,0,4.45,0.66
5366,3.23,4.32,0,4.45,0.66
5367,3.23,4.32,0,4.45,0.66
5368,3.23,4.32,0,4.45,0.66
5369,3.23,4.32,0,4.45,0.66
5370,3.23,4.32,0,4.45,0.66
5371,3.23,4.32,0,4.45,0.66
5372,3.23,4.32,0,4.45,0.66
