Time_Index,NG,west_north_central_naturalgas_ccs90,None,west_north_central_naturalgas_ccs100,west_north_central_uranium
1784,3.23,4.32,0,4.45,0.66
1785,3.23,4.32,0,4.45,0.66
1786,3.23,4.32,0,4.45,0.66
1787,3.23,4.32,0,4.45,0.66
1788,3.23,4.32,0,4.45,0.66
1789,3.23,4.32,0,4.45,0.66
1790,3.23,4.32,0,4.45,0.66
1791,3.23,4.32,0,4.45,0.66
1792,3.23,4.32,0,4.45,0.66
1793,3.23,4.32,0,4.45,0.66
1794,3.23,4.32,0,4.45,0.66
1795,3.23,4.32,0,4.45,0.66
1796,3.23,4.32,0,4.45,0.66
1797,3.23,4.32,0,4.45,0.66
1798,3.23,4.32,0,4.45,0.66
1799,3.23,4.32,0,4.45,0.66
1800,3.23,4.32,0,4.45,0.66
1801,3.23,4.32,0,4.45,0.66
1802,3.23,4.32,0,4.45,0.66
1803,3.23,4.32,0,4.45,0.66
1804,3.23,4.32,0,4.45,0.66
1805,3.23,4.32,0,4.45,0.66
1806,3.23,4.32,0,4.45,0.66
1807,3.23,4.32,0,4.45,0.66
1808,3.23,4.32,0,4.45,0.66
1809,3.23,4.32,0,4.45,0.66
1810,3.23,4.32,0,4.45,0.66
1811,3.23,4.32,0,4.45,0.66
1812,3.23,4.32,0,4.45,0.66
1813,3.23,4.32,0,4.45,0.66
1814,3.23,4.32,0,4.45,0.66
1815,3.23,4.32,0,4.45,0.66
1816,3.23,4.32,0,4.45,0.66
1817,3.23,4.32,0,4.45,0.66
1818,3.23,4.32,0,4.45,0.66
1819,3.23,4.32,0,4.45,0.66
1820,3.23,4.32,0,4.45,0.66
1821,3.23,4.32,0,4.45,0.66
1822,3.23,4.32,0,4.45,0.66
1823,3.23,4.32,0,4.45,0.66
1824,3.23,4.32,0,4.45,0.66
1825,3.23,4.32,0,4.45,0.66
1826,3.23,4.32,0,4.45,0.66
1827,3.23,4.32,0,4.45,0.66
1828,3.23,4.32,0,4.45,0.66
1829,3.23,4.32,0,4.45,0.66
1830,3.23,4.32,0,4.45,0.66
1831,3.23,4.32,0,4.45,0.66
1832,3.23,4.32,0,4.45,0.66
1833,3.23,4.32,0,4.45,0.66
1834,3.23,4.32,0,4.45,0.66
1835,3.23,4.32,0,4.45,0.66
1836,3.23,4.32,0,4.45,0.66
1837,3.23,4.32,0,4.45,0.66
1838,3.23,4.32,0,4.45,0.66
1839,3.23,4.32,0,4.45,0.66
1840,3.23,4.32,0,4.45,0.66
1841,3.23,4.32,0,4.45,0.66
1842,3.23,4.32,0,4.45,0.66
1843,3.23,4.32,0,4.45,0.66
1844,3.23,4.32,0,4.45,0.66
1845,3.23,4.32,0,4.45,0.66
1846,3.23,4.32,0,4.45,0.66
1847,3.23,4.32,0,4.45,0.66
1848,3.23,4.32,0,4.45,0.66
1849,3.23,4.32,0,4.45,0.66
1850,3.23,4.32,0,4.45,0.66
1851,3.23,4.32,0,4.45,0.66
1852,3.23,4.32,0,4.45,0.66
1853,3.23,4.32,0,4.45,0.66
1854,3.23,4.32,0,4.45,0.66
1855,3.23,4.32,0,4.45,0.66
1856,3.23,4.32,0,4.45,0.66
1857,3.23,4.32,0,4.45,0.66
1858,3.23,4.32,0,4.45,0.66
1859,3.23,4.32,0,4.45,0.66
1860,3.23,4.32,0,4.45,0.66
1861,3.23,4.32,0,4.45,0.66
1862,3.23,4.32,0,4.45,0.66
1863,3.23,4.32,0,4.45,0.66
1864,3.23,4.32,0,4.45,0.66
1865,3.23,4.32,0,4.45,0.66
1866,3.23,4.32,0,4.45,0.66
1867,3.23,4.32,0,4.45,0.66
1868,3.23,4.32,0,4.45,0.66
1869,3.23,4.32,0,4.45,0.66
1870,3.23,4.32,0,4.45,0.66
1871,3.23,4.32,0,4.45,0.66
1872,3.23,4.32,0,4.45,0.66
1873,3.23,4.32,0,4.45,0.66
1874,3.23,4.32,0,4.45,0.66
1875,3.23,4.32,0,4.45,0.66
1876,3.23,4.32,0,4.45,0.66
1877,3.23,4.32,0,4.45,0.66
1878,3.23,4.32,0,4.45,0.66
1879,3.23,4.32,0,4.45,0.66
1880,3.23,4.32,0,4.45,0.66
1881,3.23,4.32,0,4.45,0.66
1882,3.23,4.32,0,4.45,0.66
1883,3.23,4.32,0,4.45,0.66
1884,3.23,4.32,0,4.45,0.66
1885,3.23,4.32,0,4.45,0.66
1886,3.23,4.32,0,4.45,0.66
1887,3.23,4.32,0,4.45,0.66
1888,3.23,4.32,0,4.45,0.66
1889,3.23,4.32,0,4.45,0.66
1890,3.23,4.32,0,4.45,0.66
1891,3.23,4.32,0,4.45,0.66
1892,3.23,4.32,0,4.45,0.66
1893,3.23,4.32,0,4.45,0.66
1894,3.23,4.32,0,4.45,0.66
1895,3.23,4.32,0,4.45,0.66
1896,3.23,4.32,0,4.45,0.66
1897,3.23,4.32,0,4.45,0.66
1898,3.23,4.32,0,4.45,0.66
1899,3.23,4.32,0,4.45,0.66
1900,3.23,4.32,0,4.45,0.66
1901,3.23,4.32,0,4.45,0.66
1902,3.23,4.32,0,4.45,0.66
1903,3.23,4.32,0,4.45,0.66
1904,3.23,4.32,0,4.45,0.66
1905,3.23,4.32,0,4.45,0.66
1906,3.23,4.32,0,4.45,0.66
1907,3.23,4.32,0,4.45,0.66
1908,3.23,4.32,0,4.45,0.66
1909,3.23,4.32,0,4.45,0.66
1910,3.23,4.32,0,4.45,0.66
1911,3.23,4.32,0,4.45,0.66
1912,3.23,4.32,0,4.45,0.66
1913,3.23,4.32,0,4.45,0.66
1914,3.23,4.32,0,4.45,0.66
1915,3.23,4.32,0,4.45,0.66
1916,3.23,4.32,0,4.45,0.66
1917,3.23,4.32,0,4.45,0.66
1918,3.23,4.32,0,4.45,0.66
1919,3.23,4.32,0,4.45,0.66
1920,3.23,4.32,0,4.45,0.66
1921,3.23,4.32,0,4.45,0.66
1922,3.23,4.32,0,4.45,0.66
1923,3.23,4.32,0,4.45,0.66
1924,3.23,4.32,0,4.45,0.66
1925,3.23,4.32,0,4.45,0.66
1926,3.23,4.32,0,4.45,0.66
1927,3.23,4.32,0,4.45,0.66
1928,3.23,4.32,0,4.45,0.66
1929,3.23,4.32,0,4.45,0.66
1930,3.23,4.32,0,4.45,0.66
1931,3.23,4.32,0,4.45,0.66
1932,3.23,4.32,0,4.45,0.66
1933,3.23,4.32,0,4.45,0.66
1934,3.23,4.32,0,4.45,0.66
1935,3.23,4.32,0,4.45,0.66
1936,3.23,4.32,0,4.45,0.66
1937,3.23,4.32,0,4.45,0.66
1938,3.23,4.32,0,4.45,0.66
1939,3.23,4.32,0,4.45,0.66
1940,3.23,4.32,0,4.45,0.66
1941,3.23,4.32,0,4.45,0.66
1942,3.23,4.32,0,4.45,0.66
1943,3.23,4.32,0,4.45,0.66
1944,3.23,4.32,0,4.45,0.66
1945,3.23,4.32,0,4.45,0.66
1946,3.23,4.32,0,4.45,0.66
1947,3.23,4.32,0,4.45,0.66
1948,3.23,4.32,0,4.45,0.66
1949,3.23,4.32,0,4.45,0.66
1950,3.23,4.32,0,4.45,0.66
1951,3.23,4.32,0,4.45,0.66
1952,3.23,4.32,0,4.45,0.66
1953,3.23,4.32,0,4.45,0.66
1954,3.23,4.32,0,4.45,0.66
1955,3.23,4.32,0,4.45,0.66
1956,3.23,4.32,0,4.45,0.66
1957,3.23,4.32,0,4.45,0.66
1958,3.23,4.32,0,4.45,0.66
1959,3.23,4.32,0,4.45,0.66
1960,3.23,4.32,0,4.45,0.66
1961,3.23,4.32,0,4.45,0.66
1962,3.23,4.32,0,4.45,0.66
1963,3.23,4.32,0,4.45,0.66
1964,3.23,4.32,0,4.45,0.66
1965,3.23,4.32,0,4.45,0.66
1966,3.23,4.32,0,4.45,0.66
1967,3.23,4.32,0,4.45,0.66
1968,3.23,4.32,0,4.45,0.66
1969,3.23,4.32,0,4.45,0.66
1970,3.23,4.32,0,4.45,0.66
1971,3.23,4.32,0,4.45,0.66
1972,3.23,4.32,0,4.45,0.66
1973,3.23,4.32,0,4.45,0.66
1974,3.23,4.32,0,4.45,0.66
1975,3.23,4.32,0,4.45,0.66
1976,3.23,4.32,0,4.45,0.66
1977,3.23,4.32,0,4.45,0.66
1978,3.23,4.32,0,4.45,0.66
1979,3.23,4.32,0,4.45,0.66
1980,3.23,4.32,0,4.45,0.66
1981,3.23,4.32,0,4.45,0.66
1982,3.23,4.32,0,4.45,0.66
1983,3.23,4.32,0,4.45,0.66
1984,3.23,4.32,0,4.45,0.66
1985,3.23,4.32,0,4.45,0.66
1986,3.23,4.32,0,4.45,0.66
1987,3.23,4.32,0,4.45,0.66
1988,3.23,4.32,0,4.45,0.66
1989,3.23,4.32,0,4.45,0.66
1990,3.23,4.32,0,4.45,0.66
1991,3.23,4.32,0,4.45,0.66
1992,3.23,4.32,0,4.45,0.66
1993,3.23,4.32,0,4.45,0.66
1994,3.23,4.32,0,4.45,0.66
1995,3.23,4.32,0,4.45,0.66
1996,3.23,4.32,0,4.45,0.66
1997,3.23,4.32,0,4.45,0.66
1998,3.23,4.32,0,4.45,0.66
1999,3.23,4.32,0,4.45,0.66
2000,3.23,4.32,0,4.45,0.66
2001,3.23,4.32,0,4.45,0.66
2002,3.23,4.32,0,4.45,0.66
2003,3.23,4.32,0,4.45,0.66
2004,3.23,4.32,0,4.45,0.66
2005,3.23,4.32,0,4.45,0.66
2006,3.23,4.32,0,4.45,0.66
2007,3.23,4.32,0,4.45,0.66
2008,3.23,4.32,0,4.45,0.66
2009,3.23,4.32,0,4.45,0.66
2010,3.23,4.32,0,4.45,0.66
2011,3.23,4.32,0,4.45,0.66
2012,3.23,4.32,0,4.45,0.66
2013,3.23,4.32,0,4.45,0.66
2014,3.23,4.32,0,4.45,0.66
2015,3.23,4.32,0,4.45,0.66
2016,3.23,4.32,0,4.45,0.66
2017,3.23,4.32,0,4.45,0.66
2018,3.23,4.32,0,4.45,0.66
2019,3.23,4.32,0,4.45,0.66
2020,3.23,4.32,0,4.45,0.66
2021,3.23,4.32,0,4.45,0.66
2022,3.23,4.32,0,4.45,0.66
2023,3.23,4.32,0,4.45,0.66
2024,3.23,4.32,0,4.45,0.66
2025,3.23,4.32,0,4.45,0.66
2026,3.23,4.32,0,4.45,0.66
2027,3.23,4.32,0,4.45,0.66
2028,3.23,4.32,0,4.45,0.66
2029,3.23,4.32,0,4.45,0.66
2030,3.23,4.32,0,4.45,0.66
2031,3.23,4.32,0,4.45,0.66
2032,3.23,4.32,0,4.45,0.66
2033,3.23,4.32,0,4.45,0.66
2034,3.23,4.32,0,4.45,0.66
2035,3.23,4.32,0,4.45,0.66
2036,3.23,4.32,0,4.45,0.66
2037,3.23,4.32,0,4.45,0.66
2038,3.23,4.32,0,4.45,0.66
2039,3.23,4.32,0,4.45,0.66
2040,3.23,4.32,0,4.45,0.66
2041,3.23,4.32,0,4.45,0.66
2042,3.23,4.32,0,4.45,0.66
2043,3.23,4.32,0,4.45,0.66
2044,3.23,4.32,0,4.45,0.66
2045,3.23,4.32,0,4.45,0.66
2046,3.23,4.32,0,4.45,0.66
2047,3.23,4.32,0,4.45,0.66
2048,3.23,4.32,0,4.45,0.66
2049,3.23,4.32,0,4.45,0.66
2050,3.23,4.32,0,4.45,0.66
2051,3.23,4.32,0,4.45,0.66
2052,3.23,4.32,0,4.45,0.66
2053,3.23,4.32,0,4.45,0.66
2054,3.23,4.32,0,4.45,0.66
2055,3.23,4.32,0,4.45,0.66
2056,3.23,4.32,0,4.45,0.66
2057,3.23,4.32,0,4.45,0.66
2058,3.23,4.32,0,4.45,0.66
2059,3.23,4.32,0,4.45,0.66
2060,3.23,4.32,0,4.45,0.66
2061,3.23,4.32,0,4.45,0.66
2062,3.23,4.32,0,4.45,0.66
2063,3.23,4.32,0,4.45,0.66
2064,3.23,4.32,0,4.45,0.66
2065,3.23,4.32,0,4.45,0.66
2066,3.23,4.32,0,4.45,0.66
2067,3.23,4.32,0,4.45,0.66
2068,3.23,4.32,0,4.45,0.66
2069,3.23,4.32,0,4.45,0.66
2070,3.23,4.32,0,4.45,0.66
2071,3.23,4.32,0,4.45,0.66
2072,3.23,4.32,0,4.45,0.66
2073,3.23,4.32,0,4.45,0.66
2074,3.23,4.32,0,4.45,0.66
2075,3.23,4.32,0,4.45,0.66
2076,3.23,4.32,0,4.45,0.66
2077,3.23,4.32,0,4.45,0.66
2078,3.23,4.32,0,4.45,0.66
2079,3.23,4.32,0,4.45,0.66
2080,3.23,4.32,0,4.45,0.66
2081,3.23,4.32,0,4.45,0.66
2082,3.23,4.32,0,4.45,0.66
2083,3.23,4.32,0,4.45,0.66
2084,3.23,4.32,0,4.45,0.66
2085,3.23,4.32,0,4.45,0.66
2086,3.23,4.32,0,4.45,0.66
2087,3.23,4.32,0,4.45,0.66
2088,3.23,4.32,0,4.45,0.66
2089,3.23,4.32,0,4.45,0.66
2090,3.23,4.32,0,4.45,0.66
2091,3.23,4.32,0,4.45,0.66
2092,3.23,4.32,0,4.45,0.66
2093,3.23,4.32,0,4.45,0.66
2094,3.23,4.32,0,4.45,0.66
2095,3.23,4.32,0,4.45,0.66
2096,3.23,4.32,0,4.45,0.66
2097,3.23,4.32,0,4.45,0.66
2098,3.23,4.32,0,4.45,0.66
2099,3.23,4.32,0,4.45,0.66
2100,3.23,4.32,0,4.45,0.66
2101,3.23,4.32,0,4.45,0.66
2102,3.23,4.32,0,4.45,0.66
2103,3.23,4.32,0,4.45,0.66
2104,3.23,4.32,0,4.45,0.66
2105,3.23,4.32,0,4.45,0.66
2106,3.23,4.32,0,4.45,0.66
2107,3.23,4.32,0,4.45,0.66
2108,3.23,4.32,0,4.45,0.66
2109,3.23,4.32,0,4.45,0.66
2110,3.23,4.32,0,4.45,0.66
2111,3.23,4.32,0,4.45,0.66
2112,3.23,4.32,0,4.45,0.66
2113,3.23,4.32,0,4.45,0.66
2114,3.23,4.32,0,4.45,0.66
2115,3.23,4.32,0,4.45,0.66
2116,3.23,4.32,0,4.45,0.66
2117,3.23,4.32,0,4.45,0.66
2118,3.23,4.32,0,4.45,0.66
2119,3.23,4.32,0,4.45,0.66
2120,3.23,4.32,0,4.45,0.66
2121,3.23,4.32,0,4.45,0.66
2122,3.23,4.32,0,4.45,0.66
2123,3.23,4.32,0,4.45,0.66
2124,3.23,4.32,0,4.45,0.66
2125,3.23,4.32,0,4.45,0.66
2126,3.23,4.32,0,4.45,0.66
2127,3.23,4.32,0,4.45,0.66
2128,3.23,4.32,0,4.45,0.66
2129,3.23,4.32,0,4.45,0.66
2130,3.23,4.32,0,4.45,0.66
2131,3.23,4.32,0,4.45,0.66
2132,3.23,4.32,0,4.45,0.66
2133,3.23,4.32,0,4.45,0.66
2134,3.23,4.32,0,4.45,0.66
2135,3.23,4.32,0,4.45,0.66
2136,3.23,4.32,0,4.45,0.66
2137,3.23,4.32,0,4.45,0.66
2138,3.23,4.32,0,4.45,0.66
2139,3.23,4.32,0,4.45,0.66
2140,3.23,4.32,0,4.45,0.66
2141,3.23,4.32,0,4.45,0.66
2142,3.23,4.32,0,4.45,0.66
2143,3.23,4.32,0,4.45,0.66
2144,3.23,4.32,0,4.45,0.66
2145,3.23,4.32,0,4.45,0.66
2146,3.23,4.32,0,4.45,0.66
2147,3.23,4.32,0,4.45,0.66
2148,3.23,4.32,0,4.45,0.66
2149,3.23,4.32,0,4.45,0.66
2150,3.23,4.32,0,4.45,0.66
2151,3.23,4.32,0,4.45,0.66
2152,3.23,4.32,0,4.45,0.66
2153,3.23,4.32,0,4.45,0.66
2154,3.23,4.32,0,4.45,0.66
2155,3.23,4.32,0,4.45,0.66
2156,3.23,4.32,0,4.45,0.66
2157,3.23,4.32,0,4.45,0.66
2158,3.23,4.32,0,4.45,0.66
2159,3.23,4.32,0,4.45,0.66
2160,3.23,4.32,0,4.45,0.66
2161,3.23,4.32,0,4.45,0.66
2162,3.23,4.32,0,4.45,0.66
2163,3.23,4.32,0,4.45,0.66
2164,3.23,4.32,0,4.45,0.66
2165,3.23,4.32,0,4.45,0.66
2166,3.23,4.32,0,4.45,0.66
2167,3.23,4.32,0,4.45,0.66
2168,3.23,4.32,0,4.45,0.66
2169,3.23,4.32,0,4.45,0.66
2170,3.23,4.32,0,4.45,0.66
2171,3.23,4.32,0,4.45,0.66
2172,3.23,4.32,0,4.45,0.66
2173,3.23,4.32,0,4.45,0.66
2174,3.23,4.32,0,4.45,0.66
2175,3.23,4.32,0,4.45,0.66
2176,3.23,4.32,0,4.45,0.66
2177,3.23,4.32,0,4.45,0.66
2178,3.23,4.32,0,4.45,0.66
2179,3.23,4.32,0,4.45,0.66
2180,3.23,4.32,0,4.45,0.66
2181,3.23,4.32,0,4.45,0.66
2182,3.23,4.32,0,4.45,0.66
2183,3.23,4.32,0,4.45,0.66
2184,3.23,4.32,0,4.45,0.66
2185,3.23,4.32,0,4.45,0.66
2186,3.23,4.32,0,4.45,0.66
2187,3.23,4.32,0,4.45,0.66
2188,3.23,4.32,0,4.45,0.66
2189,3.23,4.32,0,4.45,0.66
2190,3.23,4.32,0,4.45,0.66
2191,3.23,4.32,0,4.45,0.66
2192,3.23,4.32,0,4.45,0.66
2193,3.23,4.32,0,4.45,0.66
2194,3.23,4.32,0,4.45,0.66
2195,3.23,4.32,0,4.45,0.66
2196,3.23,4.32,0,4.45,0.66
2197,3.23,4.32,0,4.45,0.66
2198,3.23,4.32,0,4.45,0.66
2199,3.23,4.32,0,4.45,0.66
2200,3.23,4.32,0,4.45,0.66
2201,3.23,4.32,0,4.45,0.66
2202,3.23,4.32,0,4.45,0.66
2203,3.23,4.32,0,4.45,0.66
2204,3.23,4.32,0,4.45,0.66
2205,3.23,4.32,0,4.45,0.66
2206,3.23,4.32,0,4.45,0.66
2207,3.23,4.32,0,4.45,0.66
2208,3.23,4.32,0,4.45,0.66
2209,3.23,4.32,0,4.45,0.66
2210,3.23,4.32,0,4.45,0.66
2211,3.23,4.32,0,4.45,0.66
2212,3.23,4.32,0,4.45,0.66
2213,3.23,4.32,0,4.45,0.66
2214,3.23,4.32,0,4.45,0.66
2215,3.23,4.32,0,4.45,0.66
2216,3.23,4.32,0,4.45,0.66
2217,3.23,4.32,0,4.45,0.66
2218,3.23,4.32,0,4.45,0.66
2219,3.23,4.32,0,4.45,0.66
2220,3.23,4.32,0,4.45,0.66
2221,3.23,4.32,0,4.45,0.66
2222,3.23,4.32,0,4.45,0.66
2223,3.23,4.32,0,4.45,0.66
2224,3.23,4.32,0,4.45,0.66
2225,3.23,4.32,0,4.45,0.66
2226,3.23,4.32,0,4.45,0.66
2227,3.23,4.32,0,4.45,0.66
2228,3.23,4.32,0,4.45,0.66
2229,3.23,4.32,0,4.45,0.66
2230,3.23,4.32,0,4.45,0.66
2231,3.23,4.32,0,4.45,0.66
2232,3.23,4.32,0,4.45,0.66
2233,3.23,4.32,0,4.45,0.66
2234,3.23,4.32,0,4.45,0.66
2235,3.23,4.32,0,4.45,0.66
2236,3.23,4.32,0,4.45,0.66
2237,3.23,4.32,0,4.45,0.66
2238,3.23,4.32,0,4.45,0.66
2239,3.23,4.32,0,4.45,0.66
2240,3.23,4.32,0,4.45,0.66
2241,3.23,4.32,0,4.45,0.66
2242,3.23,4.32,0,4.45,0.66
2243,3.23,4.32,0,4.45,0.66
2244,3.23,4.32,0,4.45,0.66
2245,3.23,4.32,0,4.45,0.66
2246,3.23,4.32,0,4.45,0.66
2247,3.23,4.32,0,4.45,0.66
2248,3.23,4.32,0,4.45,0.66
2249,3.23,4.32,0,4.45,0.66
2250,3.23,4.32,0,4.45,0.66
2251,3.23,4.32,0,4.45,0.66
2252,3.23,4.32,0,4.45,0.66
2253,3.23,4.32,0,4.45,0.66
2254,3.23,4.32,0,4.45,0.66
2255,3.23,4.32,0,4.45,0.66
2256,3.23,4.32,0,4.45,0.66
2257,3.23,4.32,0,4.45,0.66
2258,3.23,4.32,0,4.45,0.66
2259,3.23,4.32,0,4.45,0.66
2260,3.23,4.32,0,4.45,0.66
2261,3.23,4.32,0,4.45,0.66
2262,3.23,4.32,0,4.45,0.66
2263,3.23,4.32,0,4.45,0.66
2264,3.23,4.32,0,4.45,0.66
2265,3.23,4.32,0,4.45,0.66
2266,3.23,4.32,0,4.45,0.66
2267,3.23,4.32,0,4.45,0.66
2268,3.23,4.32,0,4.45,0.66
2269,3.23,4.32,0,4.45,0.66
2270,3.23,4.32,0,4.45,0.66
2271,3.23,4.32,0,4.45,0.66
2272,3.23,4.32,0,4.45,0.66
2273,3.23,4.32,0,4.45,0.66
2274,3.23,4.32,0,4.45,0.66
2275,3.23,4.32,0,4.45,0.66
2276,3.23,4.32,0,4.45,0.66
2277,3.23,4.32,0,4.45,0.66
2278,3.23,4.32,0,4.45,0.66
2279,3.23,4.32,0,4.45,0.66
2280,3.23,4.32,0,4.45,0.66
2281,3.23,4.32,0,4.45,0.66
2282,3.23,4.32,0,4.45,0.66
2283,3.23,4.32,0,4.45,0.66
2284,3.23,4.32,0,4.45,0.66
2285,3.23,4.32,0,4.45,0.66
2286,3.23,4.32,0,4.45,0.66
2287,3.23,4.32,0,4.45,0.66
2288,3.23,4.32,0,4.45,0.66
2289,3.23,4.32,0,4.45,0.66
2290,3.23,4.32,0,4.45,0.66
2291,3.23,4.32,0,4.45,0.66
2292,3.23,4.32,0,4.45,0.66
2293,3.23,4.32,0,4.45,0.66
2294,3.23,4.32,0,4.45,0.66
2295,3.23,4.32,0,4.45,0.66
2296,3.23,4.32,0,4.45,0.66
2297,3.23,4.32,0,4.45,0.66
2298,3.23,4.32,0,4.45,0.66
2299,3.23,4.32,0,4.45,0.66
2300,3.23,4.32,0,4.45,0.66
2301,3.23,4.32,0,4.45,0.66
2302,3.23,4.32,0,4.45,0.66
2303,3.23,4.32,0,4.45,0.66
2304,3.23,4.32,0,4.45,0.66
2305,3.23,4.32,0,4.45,0.66
2306,3.23,4.32,0,4.45,0.66
2307,3.23,4.32,0,4.45,0.66
2308,3.23,4.32,0,4.45,0.66
2309,3.23,4.32,0,4.45,0.66
2310,3.23,4.32,0,4.45,0.66
2311,3.23,4.32,0,4.45,0.66
2312,3.23,4.32,0,4.45,0.66
2313,3.23,4.32,0,4.45,0.66
2314,3.23,4.32,0,4.45,0.66
2315,3.23,4.32,0,4.45,0.66
2316,3.23,4.32,0,4.45,0.66
2317,3.23,4.32,0,4.45,0.66
2318,3.23,4.32,0,4.45,0.66
2319,3.23,4.32,0,4.45,0.66
2320,3.23,4.32,0,4.45,0.66
2321,3.23,4.32,0,4.45,0.66
2322,3.23,4.32,0,4.45,0.66
2323,3.23,4.32,0,4.45,0.66
2324,3.23,4.32,0,4.45,0.66
2325,3.23,4.32,0,4.45,0.66
2326,3.23,4.32,0,4.45,0.66
2327,3.23,4.32,0,4.45,0.66
2328,3.23,4.32,0,4.45,0.66
2329,3.23,4.32,0,4.45,0.66
2330,3.23,4.32,0,4.45,0.66
2331,3.23,4.32,0,4.45,0.66
2332,3.23,4.32,0,4.45,0.66
2333,3.23,4.32,0,4.45,0.66
2334,3.23,4.32,0,4.45,0.66
2335,3.23,4.32,0,4.45,0.66
2336,3.23,4.32,0,4.45,0.66
2337,3.23,4.32,0,4.45,0.66
2338,3.23,4.32,0,4.45,0.66
2339,3.23,4.32,0,4.45,0.66
2340,3.23,4.32,0,4.45,0.66
2341,3.23,4.32,0,4.45,0.66
2342,3.23,4.32,0,4.45,0.66
2343,3.23,4.32,0,4.45,0.66
2344,3.23,4.32,0,4.45,0.66
2345,3.23,4.32,0,4.45,0.66
2346,3.23,4.32,0,4.45,0.66
2347,3.23,4.32,0,4.45,0.66
2348,3.23,4.32,0,4.45,0.66
2349,3.23,4.32,0,4.45,0.66
2350,3.23,4.32,0,4.45,0.66
2351,3.23,4.32,0,4.45,0.66
2352,3.23,4.32,0,4.45,0.66
2353,3.23,4.32,0,4.45,0.66
2354,3.23,4.32,0,4.45,0.66
2355,3.23,4.32,0,4.45,0.66
2356,3.23,4.32,0,4.45,0.66
2357,3.23,4.32,0,4.45,0.66
2358,3.23,4.32,0,4.45,0.66
2359,3.23,4.32,0,4.45,0.66
2360,3.23,4.32,0,4.45,0.66
2361,3.23,4.32,0,4.45,0.66
2362,3.23,4.32,0,4.45,0.66
2363,3.23,4.32,0,4.45,0.66
2364,3.23,4.32,0,4.45,0.66
2365,3.23,4.32,0,4.45,0.66
2366,3.23,4.32,0,4.45,0.66
2367,3.23,4.32,0,4.45,0.66
2368,3.23,4.32,0,4.45,0.66
2369,3.23,4.32,0,4.45,0.66
2370,3.23,4.32,0,4.45,0.66
2371,3.23,4.32,0,4.45,0.66
2372,3.23,4.32,0,4.45,0.66
2373,3.23,4.32,0,4.45,0.66
2374,3.23,4.32,0,4.45,0.66
2375,3.23,4.32,0,4.45,0.66
2376,3.23,4.32,0,4.45,0.66
2377,3.23,4.32,0,4.45,0.66
2378,3.23,4.32,0,4.45,0.66
2379,3.23,4.32,0,4.45,0.66
2380,3.23,4.32,0,4.45,0.66
2381,3.23,4.32,0,4.45,0.66
2382,3.23,4.32,0,4.45,0.66
2383,3.23,4.32,0,4.45,0.66
2384,3.23,4.32,0,4.45,0.66
2385,3.23,4.32,0,4.45,0.66
2386,3.23,4.32,0,4.45,0.66
2387,3.23,4.32,0,4.45,0.66
2388,3.23,4.32,0,4.45,0.66
2389,3.23,4.32,0,4.45,0.66
2390,3.23,4.32,0,4.45,0.66
2391,3.23,4.32,0,4.45,0.66
2392,3.23,4.32,0,4.45,0.66
2393,3.23,4.32,0,4.45,0.66
2394,3.23,4.32,0,4.45,0.66
2395,3.23,4.32,0,4.45,0.66
2396,3.23,4.32,0,4.45,0.66
2397,3.23,4.32,0,4.45,0.66
2398,3.23,4.32,0,4.45,0.66
2399,3.23,4.32,0,4.45,0.66
2400,3.23,4.32,0,4.45,0.66
2401,3.23,4.32,0,4.45,0.66
2402,3.23,4.32,0,4.45,0.66
2403,3.23,4.32,0,4.45,0.66
2404,3.23,4.32,0,4.45,0.66
2405,3.23,4.32,0,4.45,0.66
2406,3.23,4.32,0,4.45,0.66
2407,3.23,4.32,0,4.45,0.66
2408,3.23,4.32,0,4.45,0.66
2409,3.23,4.32,0,4.45,0.66
2410,3.23,4.32,0,4.45,0.66
2411,3.23,4.32,0,4.45,0.66
2412,3.23,4.32,0,4.45,0.66
2413,3.23,4.32,0,4.45,0.66
2414,3.23,4.32,0,4.45,0.66
2415,3.23,4.32,0,4.45,0.66
2416,3.23,4.32,0,4.45,0.66
2417,3.23,4.32,0,4.45,0.66
2418,3.23,4.32,0,4.45,0.66
2419,3.23,4.32,0,4.45,0.66
2420,3.23,4.32,0,4.45,0.66
2421,3.23,4.32,0,4.45,0.66
2422,3.23,4.32,0,4.45,0.66
2423,3.23,4.32,0,4.45,0.66
2424,3.23,4.32,0,4.45,0.66
2425,3.23,4.32,0,4.45,0.66
2426,3.23,4.32,0,4.45,0.66
2427,3.23,4.32,0,4.45,0.66
2428,3.23,4.32,0,4.45,0.66
2429,3.23,4.32,0,4.45,0.66
2430,3.23,4.32,0,4.45,0.66
2431,3.23,4.32,0,4.45,0.66
2432,3.23,4.32,0,4.45,0.66
2433,3.23,4.32,0,4.45,0.66
2434,3.23,4.32,0,4.45,0.66
2435,3.23,4.32,0,4.45,0.66
2436,3.23,4.32,0,4.45,0.66
2437,3.23,4.32,0,4.45,0.66
2438,3.23,4.32,0,4.45,0.66
2439,3.23,4.32,0,4.45,0.66
2440,3.23,4.32,0,4.45,0.66
2441,3.23,4.32,0,4.45,0.66
2442,3.23,4.32,0,4.45,0.66
2443,3.23,4.32,0,4.45,0.66
2444,3.23,4.32,0,4.45,0.66
2445,3.23,4.32,0,4.45,0.66
2446,3.23,4.32,0,4.45,0.66
2447,3.23,4.32,0,4.45,0.66
