Time_Index,USA_Single_conventional_hydroelectric_1.0_old,USA_Single_nuclear_1.0_old,USA_Single_naturalgas_ccavgcf_mid_0.0_old,USA_Single_landbasedwind_ltrg1_low_40_1.0_old,USA_Single_landbasedwind_ltrg1_low_40_2.0_old,USA_Single_landbasedwind_ltrg1_low_40_4.0_old,USA_Single_utilitypv_losangeles_low_0_2_1.0_old,USA_Single_utilitypv_losangeles_low_0_2_2.0_old,USA_Single_utilitypv_losangeles_low_0_2_4.0_old,USA_Single_utilitypv_losangeles_low_0_2_5.0_old,USA_Single_utilitypv_losangeles_low_0_2_7.0_old,USA_Single_utilitypv_losangeles_low_0_2_11.0_old,USA_Single_utilitypv_losangeles_low_0_2_13.0_old,USA_Single_utilitypv_losangeles_low_0_2_15.0_old,USA_Single_naturalgas_ccccsavgcf_mid_0.0,USA_Single_naturalgas_ccavgcf_mid_0.0,USA_Single_naturalgas_ctavgcf_mid_0.0,USA_Single_battery_high_0.0,USA_Single_netl_ngcc_0.0,USA_Single_netl_ngcc_ccs_0.0,USA_Single_naturalgas_ccs100_mid_0.0,USA_Single_landbasedwind_ltrg1_low_40_1.0,USA_Single_landbasedwind_ltrg1_low_40_2.0,USA_Single_landbasedwind_ltrg1_low_40_3.0,USA_Single_landbasedwind_ltrg1_low_40_4.0,USA_Single_landbasedwind_ltrg1_low_40_5.0,USA_Single_landbasedwind_ltrg1_low_40_6.0,USA_Single_landbasedwind_ltrg1_low_40_7.0,USA_Single_landbasedwind_ltrg1_low_40_8.0,USA_Single_landbasedwind_ltrg1_low_40_9.0,USA_Single_landbasedwind_ltrg1_low_40_10.0,USA_Single_landbasedwind_ltrg1_low_40_11.0,USA_Single_landbasedwind_ltrg1_low_40_12.0,USA_Single_landbasedwind_ltrg1_low_40_13.0,USA_Single_landbasedwind_ltrg1_low_40_14.0,USA_Single_landbasedwind_ltrg1_low_40_15.0,USA_Single_utilitypv_losangeles_low_0_2_1.0,USA_Single_utilitypv_losangeles_low_0_2_2.0,USA_Single_utilitypv_losangeles_low_0_2_3.0,USA_Single_utilitypv_losangeles_low_0_2_4.0,USA_Single_utilitypv_losangeles_low_0_2_5.0,USA_Single_utilitypv_losangeles_low_0_2_6.0,USA_Single_utilitypv_losangeles_low_0_2_7.0,USA_Single_utilitypv_losangeles_low_0_2_8.0,USA_Single_utilitypv_losangeles_low_0_2_9.0,USA_Single_utilitypv_losangeles_low_0_2_10.0,USA_Single_utilitypv_losangeles_low_0_2_11.0,USA_Single_utilitypv_losangeles_low_0_2_12.0,USA_Single_utilitypv_losangeles_low_0_2_13.0,USA_Single_utilitypv_losangeles_low_0_2_14.0,USA_Single_utilitypv_losangeles_low_0_2_15.0,USA_Single_ev_load_shifting_1.0
4696,0.389946226,1,1,0.095928989,0.034637995,0.17063871,0.934995532,0.870394349,0.685121596,0.715430021,0.85385406,0.599680066,0.701430917,0.758215785,1,1,1,1,1,1,1,0.095928989,0.034637995,0.080939427,0.17063871,0.165668681,0.333806276,0.275972426,0.791101575,0.166447222,0.156167984,0.121335313,0.078845218,0.603777289,0.262579769,0.225194752,0.934995532,0.870394349,0.605536461,0.685121596,0.715430021,0.738968253,0.85385406,0.748655438,0.991452634,0.788322985,0.599680066,0.893042862,0.701430917,0.735128522,0.758215785,0.732491428
4697,0.389946226,1,1,0.313159704,0.116095498,0.146625414,0.939627886,0.83396399,0.442403227,0.512165427,0.841220617,0.454692781,0.533569157,0.616202116,1,1,1,1,1,1,1,0.313159704,0.116095498,0.075475119,0.146625414,0.292071104,0.698988676,0.248315245,0.794044733,0.181360766,0.306626976,0.191034645,0.127301484,0.538873613,0.227431864,0.239760876,0.939627886,0.83396399,0.335851252,0.442403227,0.512165427,0.691063225,0.841220617,0.629583955,0.966034889,0.833233953,0.454692781,0.902994752,0.533569157,0.499955058,0.616202116,0.724346016
4698,0.389946226,1,1,0.364229202,0.250386059,0.212124392,0.912376165,0.785591245,0.365483612,0.30681619,0.785964012,0.404750526,0.359110713,0.403933227,1,1,1,1,1,1,1,0.364229202,0.250386059,0.220365435,0.212124392,0.357702017,0.682477653,0.241260856,0.812978268,0.254588395,0.211028665,0.282930404,0.188275561,0.587199807,0.380427301,0.240301818,0.912376165,0.785591245,0.25277859,0.365483612,0.30681619,0.657474756,0.785964012,0.448240221,0.967945099,0.850902677,0.404750526,0.887463987,0.359110713,0.308447599,0.403933227,0.761674282
4699,0.389946226,1,1,0.545174003,0.329680324,0.36489597,0.743496358,0.65345484,0.308032334,0.232857972,0.686443865,0.349923909,0.274564475,0.171804801,1,1,1,1,1,1,1,0.545174003,0.329680324,0.265267134,0.36489597,0.353368968,0.700060368,0.281894982,0.810078502,0.303442836,0.566679358,0.322718978,0.240509793,0.625620842,0.390367687,0.264018595,0.743496358,0.65345484,0.187037557,0.308032334,0.232857972,0.63354516,0.686443865,0.304870278,0.925925493,0.35436368,0.349923909,0.724418461,0.274564475,0.198934212,0.171804801,0.80261648
4700,0.389946226,1,1,0.646573126,0.308021903,0.555149198,0.478326261,0.411190212,0.186802909,0.207840934,0.445991695,0.175673023,0.16196695,0.067599706,1,1,1,1,1,1,1,0.646573126,0.308021903,0.397342175,0.555149198,0.381157935,0.716619909,0.321112305,0.844242215,0.471943378,0.657796025,0.395385087,0.310744524,0.659239173,0.524498701,0.296067357,0.478326261,0.411190212,0.132726699,0.186802909,0.207840934,0.514200747,0.445991695,0.257289916,0.799953759,0.308933765,0.175673023,0.469873369,0.16196695,0.110418908,0.067599706,0.74525189
4701,0.389946226,1,1,0.656091809,0.291988313,0.640131474,0,0.077735186,0,0,0.088747829,0,0,0,1,1,1,1,1,1,1,0.656091809,0.291988313,0.428903282,0.640131474,0.372728258,0.723801434,0.486479044,0.85022366,0.467071801,0.636453509,0.430742323,0.317689657,0.726778626,0.624056339,0.490668267,0,0.077735186,0.008142689,0,0,0.265996814,0.088747829,0.074819386,0.554032683,0.070709892,0,0,0,0.016171686,0,0.680433499
4702,0.389946226,1,1,0.49906373,0.470134258,0.534744918,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.49906373,0.470134258,0.463190436,0.534744918,0.459834665,0.741342485,0.570648909,0.837740779,0.552939653,0.416239291,0.556266546,0.414098978,0.781425834,0.568215132,0.581875682,0,0,0,0,0,0,0,0,0.214829117,0,0,0,0,0,0,0.574621822
4703,0.389946226,1,1,0.450696945,0.390064001,0.568511486,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.450696945,0.390064001,0.541120648,0.568511486,0.557331502,0.691593647,0.497340381,0.702782154,0.544160724,0.331456244,0.487040401,0.485442549,0.816704154,0.556854486,0.53146404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44516197
4704,0.389946226,1,1,0.249619812,0.370139807,0.57151854,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.249619812,0.370139807,0.627890229,0.57151854,0.638028026,0.69085896,0.40699923,0.664828002,0.544820428,0.16035828,0.445673108,0.556937933,0.833504796,0.44044444,0.443086207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.308706421
4705,0.389946226,1,1,0.200575039,0.313495219,0.631916165,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.200575039,0.313495219,0.649052382,0.631916165,0.624090195,0.718107224,0.449454248,0.720129848,0.601436794,0.135050982,0.407550216,0.582902789,0.851368427,0.452592909,0.469568908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185900877
4706,0.389946226,1,1,0.185518503,0.196282387,0.569419026,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.185518503,0.196282387,0.647227764,0.569419026,0.5954808,0.707309544,0.450373501,0.715066552,0.631913364,0.128024638,0.359664917,0.582666755,0.846309423,0.398722589,0.460067064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115615425
4707,0.389946226,1,1,0.241512254,0.234358579,0.582744539,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.241512254,0.234358579,0.618632674,0.582744539,0.663489461,0.719263971,0.410341591,0.735741258,0.610012889,0.16051513,0.338538766,0.564139187,0.824148178,0.415121794,0.41014567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071007356
4708,0.389946226,1,1,0.318944931,0.296830028,0.463257909,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.318944931,0.296830028,0.576224566,0.463257909,0.678524852,0.67337364,0.409328789,0.77683866,0.519516528,0.21639657,0.345292866,0.468093514,0.812357783,0.336687207,0.37975204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033142825
4709,0.389946226,1,1,0.443415552,0.301282823,0.509217918,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.443415552,0.301282823,0.508935332,0.509217918,0.59644568,0.554760098,0.408291727,0.780311823,0.408561409,0.285837233,0.328082174,0.492753834,0.830730855,0.394340456,0.36979866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027017033
4710,0.389946226,1,1,0.396273136,0.368211597,0.492558658,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.396273136,0.368211597,0.558255076,0.492558658,0.749503255,0.492342919,0.436899483,0.687543273,0.417099893,0.212894246,0.325820714,0.648043573,0.824588776,0.381289124,0.378961027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038281146
4711,0.389946226,1,1,0.197557032,0.360118628,0.480770707,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.197557032,0.360118628,0.331907064,0.480770707,0.461030096,0.330351889,0.461885571,0.517285109,0.333914489,0.135521352,0.361424983,0.454458117,0.820462108,0.383892715,0.425379694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05794338
4712,0.389946226,1,1,0.107435949,0.244703263,0.396088421,0.176842004,0.339413017,0.375387549,0.224673614,0.330226541,0.358670294,0.240005389,0.269819707,1,1,1,1,1,1,1,0.107435949,0.244703263,0.374396265,0.396088421,0.434114277,0.401878029,0.347474158,0.494855046,0.398347348,0.059479188,0.256768107,0.332465291,0.809548616,0.329017162,0.343702793,0.176842004,0.339413017,0.033707269,0.375387549,0.224673614,0.062857494,0.330226541,0.069682814,0.170270845,0.135762468,0.358670294,0.223881185,0.240005389,0.043865517,0.269819707,0.109558471
4713,0.389946226,1,1,0.117031269,0.334272146,0.265591741,0.502877831,0.639348149,0.601144791,0.462750167,0.638391018,0.61429441,0.474390388,0.519692421,1,1,1,1,1,1,1,0.117031269,0.334272146,0.32501182,0.265591741,0.319943666,0.344258606,0.296028733,0.337526083,0.334029824,0.049874261,0.277365655,0.144032314,0.76173687,0.260053873,0.307587266,0.502877831,0.639348149,0.421003699,0.601144791,0.462750167,0.444391549,0.638391018,0.419470906,0.536312878,0.476915777,0.61429441,0.537547529,0.474390388,0.405709922,0.519692421,0.196563892
4714,0.389946226,1,1,0.128754899,0.310976803,0.208099738,0.726333857,0.821736455,0.682964027,0.579543173,0.799286664,0.737370253,0.591426253,0.599515378,1,1,1,1,1,1,1,0.128754899,0.310976803,0.230414435,0.208099738,0.189244926,0.240449876,0.261069179,0.224582493,0.248500049,0.061402522,0.221639991,0.102347091,0.562343717,0.217509985,0.259077311,0.726333857,0.821736455,0.65129602,0.682964027,0.579543173,0.668447018,0.799286664,0.645811677,0.756675005,0.765076637,0.737370253,0.744917154,0.591426253,0.648080647,0.599515378,0.29731388
4715,0.389946226,1,1,0.021033458,0.314624637,0.296796888,0.822359681,0.867299199,0.77555263,0.556837678,0.855866969,0.793543816,0.553766489,0.64381814,1,1,1,1,1,1,1,0.021033458,0.314624637,0.194461733,0.296796888,0.098170847,0.168971866,0.239922732,0.079643525,0.253286988,0.019556493,0.244001538,0.046090037,0.552668691,0.229616731,0.220845953,0.822359681,0.867299199,0.765131772,0.77555263,0.556837678,0.795232892,0.855866969,0.770095468,0.876891434,0.849573314,0.793543816,0.849375248,0.553766489,0.759067059,0.64381814,0.407561687
4716,0.389946226,1,1,0.058193281,0.270977974,0.125098705,0.846150577,0.909488499,0.861635029,0.618160963,0.870003581,0.85838443,0.622301638,0.628510118,1,1,1,1,1,1,1,0.058193281,0.270977974,0.158040583,0.125098705,0.084971428,0.129074201,0.221414939,0.06710989,0.173505649,0.039948143,0.238810271,0.061292015,0.414772034,0.138030037,0.225622743,0.846150577,0.909488499,0.792982578,0.861635029,0.618160963,0.820684016,0.870003581,0.822070777,0.932171106,0.906581998,0.85838443,0.884753168,0.622301638,0.801554441,0.628510118,0.531810204
4717,0.389946226,1,1,0.116371825,0.292411029,0.079892449,0.911938667,0.904896259,0.87106055,0.700920343,0.893317819,0.86321348,0.682892799,0.689885497,1,1,1,1,1,1,1,0.116371825,0.292411029,0.25345999,0.079892449,0.151368573,0.153197318,0.202372298,0.035006385,0.235291094,0.058727425,0.254951924,0.136705309,0.417762756,0.111443006,0.218008563,0.911938667,0.904896259,0.802710414,0.87106055,0.700920343,0.840648413,0.893317819,0.849124849,0.94251138,0.920083761,0.86321348,0.910177886,0.682892799,0.803337634,0.689885497,0.61349595
4718,0.389946226,1,1,0.19975169,0.311657697,0.07751064,0.860226154,0.914650559,0.880919755,0.732682109,0.921971798,0.872375727,0.700382054,0.66207397,1,1,1,1,1,1,1,0.19975169,0.311657697,0.403125763,0.07751064,0.319476634,0.104660973,0.206655309,0.047810629,0.279906869,0.128863752,0.246604845,0.305143088,0.400810301,0.114375859,0.231422633,0.860226154,0.914650559,0.812524199,0.880919755,0.732682109,0.859075665,0.921971798,0.866205454,0.967588842,0.828574061,0.872375727,0.894051492,0.700382054,0.817004919,0.66207397,0.659775888
4719,0.389946226,1,1,0.124771446,0.300460458,0.114308782,0.856396258,0.932296872,0.891375005,0.71348691,0.879127026,0.839306712,0.671669424,0.590406239,1,1,1,1,1,1,1,0.124771446,0.300460458,0.531816661,0.114308782,0.464898288,0.16317147,0.160978928,0.03518508,0.340610981,0.133309498,0.1860843,0.418170542,0.422811449,0.184466913,0.220642731,0.856396258,0.932296872,0.83659333,0.891375005,0.71348691,0.866281271,0.879127026,0.862385809,0.972679973,0.701099634,0.839306712,0.86200279,0.671669424,0.830685496,0.590406239,0.700990298
4720,0.389946226,1,1,0.079218864,0.328849733,0.180166915,0.820554078,0.869433641,0.84156096,0.550131857,0.79116869,0.778444588,0.596632481,0.515655875,1,1,1,1,1,1,1,0.079218864,0.328849733,0.436644226,0.180166915,0.560819924,0.33896631,0.274108946,0.049911618,0.298199356,0.065448977,0.252401322,0.427194774,0.365082145,0.258495867,0.319122255,0.820554078,0.869433641,0.844425261,0.84156096,0.550131857,0.871424913,0.79116869,0.856724143,0.983518004,0.826402068,0.778444588,0.825981259,0.596632481,0.831119895,0.515655875,0.748278501
4721,0.389946226,1,1,0.244576931,0.286398411,0.265500039,0.822854698,0.688395143,0.754128575,0.419043988,0.649684429,0.673632026,0.532182157,0.52917099,1,1,1,1,1,1,1,0.244576931,0.286398411,0.473294139,0.265500039,0.585998416,0.472249329,0.301586717,0.072285026,0.34793359,0.135022655,0.262231022,0.427660704,0.321552336,0.307766914,0.247088253,0.822854698,0.688395143,0.785677671,0.754128575,0.419043988,0.869010806,0.649684429,0.803569078,0.939339817,0.49339202,0.673632026,0.814974368,0.532182157,0.780968904,0.52917099,0.740131436
4722,0.389946226,1,1,0.485506266,0.355737269,0.143904462,0.78695631,0.530624986,0.593088984,0.269590735,0.507022619,0.540532053,0.351789027,0.209550425,1,1,1,1,1,1,1,0.485506266,0.355737269,0.648374915,0.143904462,0.508869231,0.453793168,0.380042732,0.162866712,0.55479461,0.389097959,0.352314889,0.418070018,0.255387753,0.200725913,0.285117477,0.78695631,0.530624986,0.770995498,0.593088984,0.269590735,0.855417728,0.507022619,0.757991791,0.947072148,0.441906154,0.540532053,0.768164396,0.351789027,0.75729537,0.209550425,0.776043629
4723,0.389946226,1,1,0.394206494,0.533109009,0.113818757,0.59563911,0.436584949,0.4255265,0.165068626,0.418569803,0.386285156,0.231005132,0.105643317,1,1,1,1,1,1,1,0.394206494,0.533109009,0.695937097,0.113818757,0.598970413,0.646087885,0.412651777,0.187334925,0.6044631,0.34597522,0.460468888,0.441972613,0.321077049,0.090485096,0.347637713,0.59563911,0.436584949,0.701771379,0.4255265,0.165068626,0.837722182,0.418569803,0.686617672,0.933941424,0.652016401,0.386285156,0.578416407,0.231005132,0.664168596,0.105643317,0.814818037
4724,0.389946226,1,1,0.27615875,0.594393611,0.384590089,0.283811688,0.271276504,0.123326361,0.048486471,0.274452686,0.141140938,0.094338007,0.013157698,1,1,1,1,1,1,1,0.27615875,0.594393611,0.700979233,0.384590089,0.451640725,0.635997057,0.522236228,0.269716918,0.655975342,0.262414694,0.56595242,0.524494708,0.45904699,0.257183284,0.461322784,0.283811688,0.271276504,0.470232069,0.123326361,0.048486471,0.695786834,0.274452686,0.47460711,0.820027292,0.597998381,0.141140938,0.266837656,0.094338007,0.451211452,0.013157698,0.758108314
4725,0.389946226,1,1,0.214797944,0.536480546,0.552368104,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.214797944,0.536480546,0.743175387,0.552368104,0.389318734,0.638672471,0.526206493,0.271358699,0.663805604,0.169771254,0.561313331,0.452899754,0.51794982,0.463543057,0.476136625,0,0,0.16114673,0,0,0.43940258,0,0.177034274,0.580312073,0.29736501,0,0,0,0.128467977,0,0.691269796
4726,0.389946226,1,1,0.369938433,0.535740793,0.59072721,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.369938433,0.535740793,0.76076591,0.59072721,0.461338907,0.563286781,0.511428773,0.325773954,0.6776613,0.271550059,0.556436419,0.487817824,0.575880766,0.55152899,0.489450574,0,0,0,0,0,0,0,0,0.215491772,0,0,0,0,0,0,0.579858932
4727,0.389946226,1,1,0.569424629,0.500402331,0.641157508,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.569424629,0.500402331,0.739323556,0.641157508,0.554550529,0.724870741,0.588001251,0.404388785,0.671968281,0.494879127,0.541023254,0.513145864,0.605501592,0.555486381,0.569686413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.446655674
4728,0.389946226,1,1,0.62321198,0.582865596,0.666959107,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.62321198,0.582865596,0.689044118,0.666959107,0.640520334,0.747405887,0.623028398,0.449903071,0.637790143,0.529221654,0.553164005,0.548582554,0.626027703,0.610442281,0.591558039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26448388
4729,0.389946226,1,1,0.623755991,0.672964811,0.694105566,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.623755991,0.672964811,0.65811336,0.694105566,0.644420385,0.757385135,0.676877201,0.343207538,0.604167223,0.487624228,0.613505125,0.554597139,0.608325243,0.678650796,0.625812232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144325846
4730,0.389946226,1,1,0.610728741,0.656065822,0.621796429,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.610728741,0.656065822,0.651315808,0.621796429,0.673891187,0.746851563,0.609744728,0.383427083,0.597235739,0.458129764,0.570148051,0.597688735,0.566827774,0.610556781,0.548139691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082633921
4731,0.389946226,1,1,0.642742634,0.495113969,0.652758479,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.642742634,0.495113969,0.616407871,0.652758479,0.673585951,0.692320347,0.545228779,0.376196027,0.567192495,0.506669283,0.434721887,0.6425969,0.47666049,0.586482167,0.482337803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034516872
4732,0.389946226,1,1,0.625320971,0.37104696,0.658806145,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.625320971,0.37104696,0.48655647,0.658806145,0.692015231,0.63912183,0.584648371,0.300501466,0.466537148,0.509222031,0.337215781,0.633916438,0.403686523,0.461425722,0.504252315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024899209
4733,0.389946226,1,1,0.664968014,0.409725547,0.665783823,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.664968014,0.409725547,0.42201066,0.665783823,0.648429751,0.53485328,0.521020234,0.343796432,0.446758777,0.567397118,0.353258312,0.585045815,0.31747967,0.452243865,0.443141222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038836011
4734,0.389946226,1,1,0.634250283,0.545740783,0.6055516,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.634250283,0.545740783,0.503050923,0.6055516,0.649958372,0.543833137,0.55439198,0.370553136,0.520846248,0.558853507,0.474503219,0.511297405,0.313948035,0.46369946,0.484615862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098821273
4735,0.389946226,1,1,0.534804106,0.537876844,0.574802756,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.534804106,0.537876844,0.554848194,0.574802756,0.686910093,0.647468388,0.497356027,0.314406335,0.473799229,0.475646287,0.448189259,0.535307765,0.25397104,0.500394046,0.456440389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194832027
4736,0.389946226,1,1,0.519193053,0.564825296,0.457998753,0.052461799,0.291766644,0.380582869,0.222425833,0.28630507,0.386836559,0.258267432,0.400837511,1,1,1,1,1,1,1,0.519193053,0.564825296,0.518622339,0.457998753,0.695993185,0.619057715,0.537455797,0.252505422,0.477154821,0.453865409,0.428736657,0.508125722,0.126593128,0.426044554,0.465694487,0.052461799,0.291766644,0.049398549,0.380582869,0.222425833,0.216003031,0.28630507,0.084659368,0.173600182,0.323692709,0.386836559,0.078657359,0.258267432,0.054880455,0.400837511,0.269370143
4737,0.389946226,1,1,0.612502813,0.638713419,0.286567062,0.278816223,0.591197312,0.652453601,0.543110788,0.573450804,0.657972336,0.556972504,0.668892384,1,1,1,1,1,1,1,0.612502813,0.638713419,0.623076558,0.286567062,0.710569978,0.455022514,0.59914571,0.251888752,0.55302465,0.513000488,0.534855545,0.532232225,0.121787906,0.213875294,0.537084758,0.278816223,0.591197312,0.392682552,0.652453601,0.543110788,0.539502382,0.573450804,0.435175836,0.551494598,0.628644824,0.657972336,0.348207533,0.556972504,0.402408779,0.668892384,0.296055585
4738,0.389946226,1,1,0.498602808,0.509720504,0.223051786,0.500970602,0.763329089,0.795876741,0.731666625,0.759894073,0.800369382,0.744900107,0.818427503,1,1,1,1,1,1,1,0.498602808,0.509720504,0.623654008,0.223051786,0.643790603,0.21733579,0.498769015,0.191531464,0.613041043,0.452042878,0.470133483,0.48952508,0.082211271,0.141876563,0.477316499,0.500970602,0.763329089,0.651455164,0.795876741,0.731666625,0.769571424,0.759894073,0.703931093,0.786579728,0.830523372,0.800369382,0.622534394,0.744900107,0.643266559,0.818427503,0.335524681
4739,0.389946226,1,1,0.369681984,0.560436368,0.150801942,0.683677733,0.845558405,0.866152287,0.842656195,0.828468323,0.864729285,0.840065658,0.886922479,1,1,1,1,1,1,1,0.369681984,0.560436368,0.490765959,0.150801942,0.547645748,0.103033736,0.457107604,0.189785212,0.520409942,0.30410251,0.476377964,0.466445893,0.058571897,0.125255302,0.454938322,0.683677733,0.845558405,0.773152828,0.866152287,0.842656195,0.880403519,0.828468323,0.812287807,0.891165733,0.895664573,0.864729285,0.774516463,0.840065658,0.775695026,0.886922479,0.391260825
4740,0.389946226,1,1,0.264359653,0.466218412,0.129763603,0.713392496,0.911503077,0.901099801,0.898471892,0.90457499,0.903225183,0.885660827,0.914767265,1,1,1,1,1,1,1,0.264359653,0.466218412,0.43457365,0.129763603,0.33877185,0.054437175,0.319523871,0.230394036,0.441569299,0.209192812,0.41210413,0.360854447,0.104266927,0.129412904,0.328136146,0.713392496,0.911503077,0.823486447,0.901099801,0.898471892,0.929065228,0.90457499,0.850916982,0.9331038,0.927645445,0.903225183,0.774714708,0.885660827,0.822012186,0.914767265,0.44517704
4741,0.389946226,1,1,0.258845568,0.419295967,0.141957089,0.832118928,0.939595938,0.918657184,0.910646439,0.931569815,0.915782034,0.89577508,0.92452842,1,1,1,1,1,1,1,0.258845568,0.419295967,0.490927219,0.141957089,0.293092787,0.031727649,0.38982439,0.272358865,0.410099268,0.188514918,0.410417825,0.345576704,0.149335086,0.145434245,0.384584755,0.832118928,0.939595938,0.846470952,0.918657184,0.910646439,0.95185411,0.931569815,0.881321073,0.96043843,0.959571362,0.915782034,0.816023767,0.89577508,0.857091904,0.92452842,0.483678901
4742,0.389946226,1,1,0.254880458,0.411266625,0.1989021,0.880663276,0.955401063,0.925884485,0.904486299,0.941549778,0.920353889,0.8908571,0.924600065,1,1,1,1,1,1,1,0.254880458,0.411266625,0.528057516,0.1989021,0.371822506,0.093719438,0.330557227,0.243358612,0.412778437,0.177901417,0.422497839,0.301891983,0.234582797,0.208738014,0.341085017,0.880663276,0.955401063,0.878113389,0.925884485,0.904486299,0.963785291,0.941549778,0.892174184,0.959958255,0.969577432,0.920353889,0.854374468,0.8908571,0.885254502,0.924600065,0.533296855
4743,0.389946226,1,1,0.297735333,0.475957572,0.25493294,0.911513329,0.917144418,0.909576058,0.889285803,0.895556927,0.897026062,0.87938565,0.909816206,1,1,1,1,1,1,1,0.297735333,0.475957572,0.584437609,0.25493294,0.39653039,0.141270161,0.348048031,0.180521011,0.451363891,0.223606139,0.508499742,0.313724339,0.261805534,0.171797588,0.364805937,0.911513329,0.917144418,0.858455658,0.909576058,0.889285803,0.967591643,0.895556927,0.893150568,0.963608384,0.969778299,0.897026062,0.875306845,0.87938565,0.869302154,0.909816206,0.65161419
4744,0.389946226,1,1,0.297683656,0.47856769,0.259822309,0.810049951,0.85178113,0.881127417,0.868812978,0.807708979,0.867101908,0.84993279,0.876003146,1,1,1,1,1,1,1,0.297683656,0.47856769,0.453287423,0.259822309,0.279135436,0.35679546,0.326650739,0.165548548,0.397281229,0.265257418,0.477760017,0.240818202,0.337266862,0.189317033,0.326474845,0.810049951,0.85178113,0.908130765,0.881127417,0.868812978,0.990666449,0.807708979,0.887273252,0.979837835,0.964965343,0.867101908,0.772921681,0.84993279,0.886245489,0.876003146,0.820763021
4745,0.389946226,1,1,0.370028913,0.546558976,0.127323568,0.643238068,0.743974984,0.851993561,0.836898506,0.738788784,0.837388039,0.80681622,0.850358367,1,1,1,1,1,1,1,0.370028913,0.546558976,0.454454362,0.127323568,0.313593119,0.624428511,0.324481219,0.095786363,0.4252446,0.358822584,0.499376595,0.267639399,0.376106441,0.086576849,0.322643518,0.643238068,0.743974984,0.905916333,0.851993561,0.836898506,0.965359151,0.738788784,0.872881293,0.953885317,0.959098876,0.837388039,0.617444754,0.80681622,0.879578054,0.850358367,0.98884308
4746,0.389946226,1,1,0.345789522,0.509685159,0.199012697,0.42127192,0.650145233,0.774541855,0.772641778,0.667808354,0.756701827,0.7452811,0.755593419,1,1,1,1,1,1,1,0.345789522,0.509685159,0.443366468,0.199012697,0.400102168,0.622882605,0.482451141,0.127011329,0.419810474,0.338412374,0.491320252,0.331222296,0.390120685,0.206766948,0.475608557,0.42127192,0.650145233,0.873191953,0.774541855,0.772641778,0.949161232,0.667808354,0.846008122,0.959131241,0.936352253,0.756701827,0.496467292,0.7452811,0.856334507,0.755593419,0.965307358
4747,0.389946226,1,1,0.490519971,0.532156467,0.163034275,0.261371553,0.505299151,0.600290895,0.592225075,0.533786893,0.588884473,0.583376408,0.494018078,1,1,1,1,1,1,1,0.490519971,0.532156467,0.506790638,0.163034275,0.379176587,0.559958339,0.460419506,0.18984957,0.44812113,0.445397735,0.524622262,0.301178634,0.369848669,0.139834687,0.458728045,0.261371553,0.505299151,0.756625891,0.600290895,0.592225075,0.900774658,0.533786893,0.748654962,0.92592454,0.877975583,0.588884473,0.343694389,0.583376408,0.749687672,0.494018078,0.7476242
