Time_Index,USA_Single_conventional_hydroelectric_1.0_old,USA_Single_nuclear_1.0_old,USA_Single_naturalgas_ccavgcf_mid_0.0_old,USA_Single_landbasedwind_ltrg1_low_40_1.0_old,USA_Single_landbasedwind_ltrg1_low_40_2.0_old,USA_Single_landbasedwind_ltrg1_low_40_4.0_old,USA_Single_utilitypv_losangeles_low_0_2_1.0_old,USA_Single_utilitypv_losangeles_low_0_2_2.0_old,USA_Single_utilitypv_losangeles_low_0_2_4.0_old,USA_Single_utilitypv_losangeles_low_0_2_5.0_old,USA_Single_utilitypv_losangeles_low_0_2_7.0_old,USA_Single_utilitypv_losangeles_low_0_2_11.0_old,USA_Single_utilitypv_losangeles_low_0_2_13.0_old,USA_Single_utilitypv_losangeles_low_0_2_15.0_old,USA_Single_naturalgas_ccccsavgcf_mid_0.0,USA_Single_naturalgas_ccavgcf_mid_0.0,USA_Single_naturalgas_ctavgcf_mid_0.0,USA_Single_battery_high_0.0,USA_Single_netl_ngcc_0.0,USA_Single_netl_ngcc_ccs_0.0,USA_Single_naturalgas_ccs100_mid_0.0,USA_Single_landbasedwind_ltrg1_low_40_1.0,USA_Single_landbasedwind_ltrg1_low_40_2.0,USA_Single_landbasedwind_ltrg1_low_40_3.0,USA_Single_landbasedwind_ltrg1_low_40_4.0,USA_Single_landbasedwind_ltrg1_low_40_5.0,USA_Single_landbasedwind_ltrg1_low_40_6.0,USA_Single_landbasedwind_ltrg1_low_40_7.0,USA_Single_landbasedwind_ltrg1_low_40_8.0,USA_Single_landbasedwind_ltrg1_low_40_9.0,USA_Single_landbasedwind_ltrg1_low_40_10.0,USA_Single_landbasedwind_ltrg1_low_40_11.0,USA_Single_landbasedwind_ltrg1_low_40_12.0,USA_Single_landbasedwind_ltrg1_low_40_13.0,USA_Single_landbasedwind_ltrg1_low_40_14.0,USA_Single_landbasedwind_ltrg1_low_40_15.0,USA_Single_utilitypv_losangeles_low_0_2_1.0,USA_Single_utilitypv_losangeles_low_0_2_2.0,USA_Single_utilitypv_losangeles_low_0_2_3.0,USA_Single_utilitypv_losangeles_low_0_2_4.0,USA_Single_utilitypv_losangeles_low_0_2_5.0,USA_Single_utilitypv_losangeles_low_0_2_6.0,USA_Single_utilitypv_losangeles_low_0_2_7.0,USA_Single_utilitypv_losangeles_low_0_2_8.0,USA_Single_utilitypv_losangeles_low_0_2_9.0,USA_Single_utilitypv_losangeles_low_0_2_10.0,USA_Single_utilitypv_losangeles_low_0_2_11.0,USA_Single_utilitypv_losangeles_low_0_2_12.0,USA_Single_utilitypv_losangeles_low_0_2_13.0,USA_Single_utilitypv_losangeles_low_0_2_14.0,USA_Single_utilitypv_losangeles_low_0_2_15.0,USA_Single_ev_load_shifting_1.0
1912,0.424091948,1,1,0.468646407,0.010879104,0.218750328,1,0.999976277,0.775579929,0.663827419,0.999950469,0.735072732,0.69778353,0.629386008,1,1,1,1,1,1,1,0.468646407,0.010879104,0.20894888,0.218750328,0.702083588,0.788173735,0.14566429,0.020839982,0.214038238,0.32478866,0.100327,0.644318938,0.072989687,0.1256046,0.071135089,1,0.999976277,1,0.775579929,0.663827419,1,0.999950469,0.99983871,0.982511401,0.995503068,0.735072732,0.999992728,0.69778353,1,0.629386008,0.701663057
1913,0.424091948,1,1,0.626802206,0.105201349,0.222221315,0.999683619,0.999599814,0.771972239,0.658957124,0.999681652,0.711395979,0.692102432,0.540698171,1,1,1,1,1,1,1,0.626802206,0.105201349,0.04587692,0.222221315,0.585369468,0.768333673,0.005800595,0.026882082,0.104292005,0.418037772,0.083866701,0.518392146,0.09730199,0.145925939,0.002328148,0.999683619,0.999599814,0.99587369,0.771972239,0.658957124,0.99994123,0.999681652,0.996530771,0.997787237,0.876411378,0.711395979,0.998039007,0.692102432,0.998795867,0.540698171,0.848104298
1914,0.424091948,1,1,0.745781124,0.157222435,0.232211351,0.871274948,0.895870328,0.600370169,0.55448854,0.894088507,0.585328221,0.582102954,0.413117051,1,1,1,1,1,1,1,0.745781124,0.157222435,0.074638464,0.232211351,0.470534205,0.776655436,0.029154383,0.090588287,0.050398435,0.565443516,0.066427872,0.429812849,0.165199578,0.148190692,0.035053223,0.871274948,0.895870328,0.918778598,0.600370169,0.55448854,0.98465091,0.894088507,0.924594164,0.98793155,0.885944724,0.585328221,0.872576594,0.582102954,0.920817375,0.413117051,0.819037122
1915,0.424091948,1,1,0.663926542,0.090714492,0.265122592,0.61440593,0.626787066,0.348141283,0.38610357,0.626113594,0.340175331,0.349059731,0.228821605,1,1,1,1,1,1,1,0.663926542,0.090714492,0.04488574,0.265122592,0.474479765,0.780624866,0.047520634,0.069785118,0.034174532,0.464970231,0.096129566,0.430254549,0.255169034,0.186795026,0.050321359,0.61440593,0.626787066,0.718691766,0.348141283,0.38610357,0.809130788,0.626113594,0.726934791,0.807043791,0.625021219,0.340175331,0.616323888,0.349059731,0.716701984,0.228821605,0.645988686
1916,0.424091948,1,1,0.305649936,0.086906664,0.139824525,0.208869129,0.234729946,0,0,0.235252231,0,0,0,1,1,1,1,1,1,1,0.305649936,0.086906664,0.054470591,0.139824525,0.303806245,0.74328059,0.098295189,0.195374548,0.074727274,0.201591641,0.168236881,0.262063801,0.368745387,0.105328232,0.109981924,0.208869129,0.234729946,0.377639294,0,0,0.49248001,0.235252231,0.383140862,0.420075685,0.412149221,0,0.212108552,0,0.371766329,0,0.514520204
1917,0.424091948,1,1,0.328595519,0.05230685,0.085496455,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.328595519,0.05230685,0.07597746,0.085496455,0.169171363,0.499190837,0.09673091,0.317046165,0.090841308,0.243115768,0.115679786,0.170763254,0.446841002,0.06294363,0.086596891,0,0,0,0,0,0,0,0,0.025472673,0,0,0,0,0,0,0.384104656
1918,0.424091948,1,1,0.166777402,0.043898068,0.064588815,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.166777402,0.043898068,0.116409317,0.064588815,0.155680865,0.252366126,0.300427735,0.285803139,0.130582377,0.15384981,0.206556231,0.174692392,0.458337694,0.061119087,0.233307004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.253362764
1919,0.424091948,1,1,0.270723939,0.042207662,0.054067656,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.270723939,0.042207662,0.201286763,0.054067656,0.229449734,0.227118954,0.195972815,0.228796542,0.181675389,0.291764408,0.171471149,0.221605599,0.380223215,0.064826228,0.101746798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18216739
1920,0.424091948,1,1,0.244252503,0.044271309,0.066076942,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.244252503,0.044271309,0.232160017,0.066076942,0.162713617,0.237508386,0.147938266,0.280842543,0.256319851,0.279438555,0.122795358,0.181005463,0.302841187,0.055525303,0.117284477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123189476
1921,0.424091948,1,1,0.154041156,0.045945946,0.1304335,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.154041156,0.045945946,0.144396931,0.1304335,0.22601217,0.442256391,0.126562685,0.354410529,0.195694551,0.201126248,0.098227419,0.26176697,0.368323445,0.133402243,0.10629639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076368464
1922,0.424091948,1,1,0.007634742,0.023953158,0.21052134,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.007634742,0.023953158,0.133599177,0.21052134,0.071535923,0.156673282,0.071018852,0.04462168,0.235083565,0.026657695,0.037828304,0.133841172,0.097203493,0.108825453,0.029252734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046370228
1923,0.424091948,1,1,0.214981794,0.094522826,0.089816421,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.214981794,0.094522826,0.343246073,0.089816421,0.472437263,0.626466036,0.174726322,0.321927488,0.456873477,0.257908076,0.143148243,0.546635389,0.282283217,0.108983658,0.13487193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030835334
1924,0.424091948,1,1,0.422229767,0.118800312,0.131855339,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.422229767,0.118800312,0.399347395,0.131855339,0.61176908,0.778098345,0.211145073,0.34158051,0.436537653,0.413341939,0.219733447,0.664428115,0.252437949,0.133853868,0.190456808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021985355
1925,0.424091948,1,1,0.539315879,0.120208606,0.18038854,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.539315879,0.120208606,0.623304904,0.18038854,0.695207357,0.796758771,0.124155916,0.243058383,0.440171093,0.443106532,0.162290469,0.750718594,0.287643284,0.166651621,0.106372617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034405652
1926,0.424091948,1,1,0.683055162,0.114215478,0.446429312,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.683055162,0.114215478,0.568490267,0.446429312,0.779954553,0.778766394,0.099329464,0.176110044,0.433432788,0.576846242,0.096680835,0.791418433,0.256981105,0.222775191,0.086239271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088819863
1927,0.424091948,1,1,0.750717521,0.040681891,0.517422438,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.750717521,0.040681891,0.522385597,0.517422438,0.86471355,0.788246155,0.135683909,0.136510059,0.404398501,0.686411262,0.03122326,0.842266917,0.263961166,0.252044529,0.102152601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170533241
1928,0.424091948,1,1,0.841105223,0.006255339,0.588440657,0,0,0.002436844,0,0,0.001376072,0.002380697,0.00141604,1,1,1,1,1,1,1,0.841105223,0.006255339,0.530130029,0.588440657,0.874401391,0.793152809,0.351441324,0.157399401,0.452247679,0.776436687,0.044090237,0.860376358,0.273983657,0.364734203,0.274186313,0,0,0,0.002436844,0,0,0,0,0,0,0.001376072,0,0.002380697,0,0.00141604,0.230397021
1929,0.424091948,1,1,0.897666693,0.00107097,0.585141838,0.489141762,0.462640882,0.181238025,0.442196488,0.452444494,0.20890829,0.45931074,0.317063004,1,1,1,1,1,1,1,0.897666693,0.00107097,0.5477525,0.585141838,0.877021492,0.795701444,0.416419208,0.167882219,0.37971127,0.891523778,0.043180332,0.867860198,0.264710605,0.422807097,0.323193789,0.489141762,0.462640882,0.333429933,0.181238025,0.442196488,0.227903336,0.452444494,0.312531739,0,0.295178831,0.20890829,0.477659345,0.45931074,0.335987121,0.317063004,0.255286903
1930,0.424091948,1,1,0.886448801,0.014955252,0.43752414,0.768467903,0.776923418,0.426700592,0.735082805,0.775790274,0.423312813,0.719770014,0.639649332,1,1,1,1,1,1,1,0.886448801,0.014955252,0.399628878,0.43752414,0.853320181,0.705522835,0.324116349,0.206042886,0.286312342,0.889403939,0.072333723,0.844157934,0.247934878,0.334839016,0.264115036,0.768467903,0.776923418,0.67114979,0.426700592,0.735082805,0.616783023,0.775790274,0.652986526,0.362743974,0.66255939,0.423312813,0.763582289,0.719770014,0.671481609,0.639649332,0.29133812
1931,0.424091948,1,1,0.738080502,0.086931743,0.273787051,0.950823069,0.971592605,0.587179363,0.861090899,0.972466707,0.570306838,0.871542871,0.920116484,1,1,1,1,1,1,1,0.738080502,0.086931743,0.353857487,0.273787051,0.871737838,0.786700606,0.281829923,0.068438463,0.323198736,0.766042233,0.080547959,0.856257856,0.247753531,0.236055002,0.220910043,0.950823069,0.971592605,0.883852959,0.587179363,0.861090899,0.860102296,0.972466707,0.867928922,0.685949981,0.903514624,0.570306838,0.951197624,0.871542871,0.883395076,0.920116484,0.335838488
1932,0.424091948,1,1,0.764897346,0.128024876,0.169507548,0.999634147,1,0.755744994,0.88727349,1,0.751529336,0.898274779,0.970305145,1,1,1,1,1,1,1,0.764897346,0.128024876,0.374598742,0.169507548,0.860949278,0.691248655,0.267721921,0.048184656,0.346328139,0.760063231,0.110873476,0.838941574,0.25517109,0.181013957,0.332917452,0.999634147,1,0.976472139,0.755744994,0.88727349,0.983722031,1,0.970359683,0.849380255,0.958173156,0.751529336,0.99754703,0.898274779,0.979203343,0.970305145,0.380215487
1933,0.424091948,1,1,0.689976811,0.11000894,0.157857597,1,1,0.790341198,0.936908245,1,0.801845908,0.942967534,0.981693923,1,1,1,1,1,1,1,0.689976811,0.11000894,0.353882015,0.157857597,0.710351765,0.67011416,0.290974557,0.118158266,0.334765583,0.724720716,0.098526239,0.639777362,0.242504895,0.159339428,0.361139596,1,1,0.99619031,0.790341198,0.936908245,0.999957919,1,0.996153057,0.910851359,0.990559459,0.801845908,0.999974966,0.942967534,0.997713268,0.981693923,0.411257113
1934,0.424091948,1,1,0.790608406,0.060538348,0.092512824,1,1,0.801406741,0.962415814,1,0.831904292,0.968975306,0.972576976,1,1,1,1,1,1,1,0.790608406,0.060538348,0.299483836,0.092512824,0.476221859,0.674766123,0.246080965,0.144151956,0.291442543,0.734896064,0.09088774,0.44092685,0.208836138,0.120307952,0.28237918,1,1,0.998034477,0.801406741,0.962415814,1,1,0.99889487,0.933018923,0.973916411,0.831904292,1,0.968975306,0.999777913,0.972576976,0.455365367
1935,0.424091948,1,1,0.855996251,0.073399328,0.133853853,1,1,0.826842368,0.985262275,1,0.842702866,0.976532519,0.977612734,1,1,1,1,1,1,1,0.855996251,0.073399328,0.268192708,0.133853853,0.329566538,0.632580936,0.197217882,0.131800115,0.275394201,0.767974794,0.12871635,0.353271663,0.171029598,0.134223431,0.226020604,1,1,0.999220014,0.826842368,0.985262275,1,1,0.999709249,0.892936051,1,0.842702866,1,0.976532519,0.99997139,0.977612734,0.55736526
1936,0.424091948,1,1,0.739750922,0.163690716,0.10806109,1,1,0.858137727,0.98766005,1,0.860421419,0.983419299,0.94108367,1,1,1,1,1,1,1,0.739750922,0.163690716,0.237564087,0.10806109,0.215074912,0.599740624,0.036477424,0.147876725,0.313806146,0.667941928,0.195243299,0.276193798,0.188070446,0.115557544,0.067157418,1,1,1,0.858137727,0.98766005,1,1,0.998303533,0.890332997,0.983207583,0.860421419,1,0.983419299,1,0.94108367,0.70010344
1937,0.424091948,1,1,0.570366383,0.314642936,0.115358695,0.9999367,0.999303102,0.813379049,0.952652752,0.999498248,0.771459579,0.953496933,0.903126955,1,1,1,1,1,1,1,0.570366383,0.314642936,0.273630947,0.115358695,0.164846241,0.333365142,0.021328701,0.140152499,0.268913239,0.55031383,0.196795583,0.263828397,0.135671705,0.098486863,0.035003196,0.9999367,0.999303102,0.99886775,0.813379049,0.952652752,0.998614192,0.999498248,0.996802211,0.930292845,0.892109513,0.771459579,0.99925983,0.953496933,0.99930644,0.903126955,0.847985345
1938,0.424091948,1,1,0.23745954,0.36445874,0.136071339,0.867307723,0.892715812,0.591529906,0.781123638,0.899266601,0.564188242,0.773497939,0.73325932,1,1,1,1,1,1,1,0.23745954,0.36445874,0.141467869,0.136071339,0.095043689,0.242636681,0.025180744,0.179911286,0.15407002,0.266849458,0.248718262,0.154326513,0.108889133,0.093999699,0.030481635,0.867307723,0.892715812,0.920358539,0.591529906,0.781123638,0.937290311,0.899266601,0.928763211,0.880711377,0.710604608,0.564188242,0.868343055,0.773497939,0.921662092,0.73325932,0.823460316
1939,0.424091948,1,1,0.33878839,0.249895588,0.181107029,0.605062127,0.649415612,0.316937953,0.505521417,0.653986096,0.316753447,0.498302221,0.415660411,1,1,1,1,1,1,1,0.33878839,0.249895588,0.077134982,0.181107029,0.071848951,0.200576842,0.090138882,0.234126955,0.073822305,0.300062537,0.197787106,0.098782331,0.08394108,0.150698408,0.082594447,0.605062127,0.649415612,0.724893451,0.316937953,0.505521417,0.744787037,0.653986096,0.734068573,0.741569996,0.281606942,0.316753447,0.608567417,0.498302221,0.723435223,0.415660411,0.651210164
1940,0.424091948,1,1,0.254948258,0.278173774,0.127965808,0.203412592,0.253802389,0,0,0.258311033,0,0,0,1,1,1,1,1,1,1,0.254948258,0.278173774,0.095542192,0.127965808,0.083586566,0.28673768,0.092776604,0.311704934,0.074322268,0.237468392,0.197910428,0.12045493,0.079703584,0.1207119,0.103158228,0.203412592,0.253802389,0.38598001,0,0,0.439823002,0.258311033,0.398789436,0.44574666,0.074294358,0,0.20801264,0,0.381695449,0,0.518616513
1941,0.424091948,1,1,0.091833711,0.257596105,0.107180573,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.091833711,0.257596105,0.070532545,0.107180573,0.107793979,0.328997821,0.064423323,0.225257009,0.067996442,0.105756626,0.200505674,0.129139796,0.14003031,0.085570917,0.074394658,0,0,0,0,0,0,0,0,0.039454155,0,0,0,0,0,0,0.386876144
1942,0.424091948,1,1,0.054354839,0.266343981,0.076481417,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.054354839,0.266343981,0.048413057,0.076481417,0.10670083,0.388895005,0.047542237,0.158144832,0.055691443,0.046027381,0.202745348,0.082944773,0.082046457,0.121112734,0.047732219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255413412
1943,0.424091948,1,1,0.088694662,0.347196341,0.152022094,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.088694662,0.347196341,0.069942251,0.152022094,0.059126943,0.264429659,0.016513413,0.147743881,0.099991508,0.03361943,0.250635266,0.060426585,0.037948005,0.179548711,0.009241409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184087093
1944,0.424091948,1,1,0.028502621,0.388408542,0.217148334,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.028502621,0.388408542,0.051405404,0.217148334,0.039359998,0.217051029,0.010216344,0.111847624,0.108152099,0.026190512,0.274576634,0.057634547,0.040016398,0.1766866,0.005468656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124500673
1945,0.424091948,1,1,0.011314204,0.356769711,0.233819827,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.011314204,0.356769711,0.098170429,0.233819827,0.031064659,0.203516722,0.044270601,0.078425117,0.172806561,0.017000116,0.281434715,0.055893876,0.037314624,0.148922473,0.053220909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077649564
1946,0.424091948,1,1,0.013170213,0.386878788,0.332351863,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.013170213,0.386878788,0.122775152,0.332351863,0.020148352,0.157127693,0.042406365,0.03629053,0.213554949,0.046079032,0.35265255,0.059618417,0.077688843,0.200531393,0.067335948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047365577
1947,0.424091948,1,1,0.060237654,0.546525002,0.415577054,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.060237654,0.546525002,0.169743344,0.415577054,0.069068447,0.208492994,0.084087893,0.068574488,0.22695443,0.111413851,0.577368915,0.1310644,0.080981232,0.223279804,0.09994898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031528021
1948,0.424091948,1,1,0.133338124,0.547845602,0.3911286,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.133338124,0.547845602,0.198111445,0.3911286,0.184013784,0.372407019,0.103496015,0.092810623,0.201829553,0.167448595,0.57407403,0.284134477,0.076693743,0.240508974,0.094057024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022457227
1949,0.424091948,1,1,0.063082501,0.594080925,0.462706506,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.063082501,0.594080925,0.204387933,0.462706506,0.308345884,0.5220052,0.115184516,0.080054961,0.208301708,0.107106462,0.58510071,0.298510671,0.052867353,0.342033178,0.1167318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03480034
1950,0.424091948,1,1,0.075061858,0.515181482,0.550239682,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.075061858,0.515181482,0.332589269,0.550239682,0.457366139,0.592201471,0.111459635,0.08899533,0.301035911,0.102336064,0.521433473,0.418142974,0.069857419,0.37938273,0.14234446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0896064
1951,0.424091948,1,1,0.158350319,0.505616128,0.566166878,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.158350319,0.505616128,0.169230327,0.566166878,0.231383845,0.485412359,0.200654879,0.075433992,0.170159832,0.163236722,0.495117128,0.184888288,0.058224745,0.40309903,0.231835201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171530803
1952,0.424091948,1,1,0.241549015,0.567089081,0.535585821,0,0,0.209355518,0.179241732,0,0.204282254,0.167877674,0.231412739,1,1,1,1,1,1,1,0.241549015,0.567089081,0.183693081,0.535585821,0.242093533,0.416231751,0.211797863,0.107989252,0.158531591,0.212739393,0.473110318,0.226949185,0.036343407,0.436582386,0.221231461,0,0,0,0.209355518,0.179241732,0,0,0,0,0,0.204282254,0,0.167877674,0,0.231412739,0.231959939
1953,0.424091948,1,1,0.166477025,0.483645499,0.476064444,0.507651567,0.501691222,0.600342155,0.568388104,0.500613093,0.598192573,0.566827595,0.613820255,1,1,1,1,1,1,1,0.166477025,0.483645499,0.15156275,0.476064444,0.216766164,0.321805894,0.271485835,0.106838256,0.114763722,0.165532827,0.461287528,0.227019966,0.019883344,0.412935138,0.213789701,0.507651567,0.501691222,0.347962558,0.600342155,0.568388104,0.140989348,0.500613093,0.324143797,0,0.022732694,0.598192573,0.493637085,0.566827595,0.348919332,0.613820255,0.257122142
1954,0.424091948,1,1,0.02303151,0.145408869,0.352951914,0.783281446,0.794513464,0.841199756,0.811823189,0.795101047,0.841245532,0.812502325,0.847276568,1,1,1,1,1,1,1,0.02303151,0.145408869,0.078336075,0.352951914,0.049498964,0.152740613,0.127974674,0.035353798,0.045577779,0.026123032,0.189990714,0.054900587,0.005891008,0.310390443,0.104637668,0.783281446,0.794513464,0.688483953,0.841199756,0.811823189,0.466675162,0.795101047,0.663908303,0.55872345,0.209041774,0.841245532,0.776182771,0.812502325,0.687220395,0.847276568,0.29305777
1955,0.424091948,1,1,0,0.037816867,0.099233434,0.956609428,0.978286743,0.96037513,0.955098808,0.982785225,0.960177839,0.959626019,0.962865353,1,1,1,1,1,1,1,0,0.037816867,0.03389008,0.099233434,0.009919032,0.018424252,0.03168039,0.00566168,0.011857324,0.008623904,0.087713666,0.026873369,0.00077674,0.136025488,0.024292793,0.956609428,0.978286743,0.907461882,0.96037513,0.955098808,0.690211475,0.982785225,0.873561621,0.841100156,0.30418542,0.960177839,0.952583313,0.959626019,0.900947154,0.962865353,0.337090938
1956,0.424091948,1,1,0,0.033643045,0.065503694,0.99936676,0.999634504,0.984889865,0.994637132,0.999900877,0.985390723,0.995821476,0.987180173,1,1,1,1,1,1,1,0,0.033643045,0.050410062,0.065503694,0.024195524,0.021166045,0.06225276,0.003369189,0.026672654,0.001114657,0.07826329,0.033265296,0.001499884,0.127985165,0.049113736,0.99936676,0.999634504,0.998778462,0.984889865,0.994637132,0.809657812,0.999900877,0.968057394,0.988436937,0.404954255,0.985390723,0.997019768,0.995821476,0.992841601,0.987180173,0.381032174
1957,0.424091948,1,1,0,0.015665416,0.071981616,1,1,0.991783261,0.999920309,1,0.994130254,0.999833226,0.994278729,1,1,1,1,1,1,1,0,0.015665416,0.014527977,0.071981616,0.007749409,0.017208649,0.104924321,0.006919275,0.016780963,0,0.056309778,0.029043656,0.006004634,0.143836543,0.078514583,1,1,0.975351393,0.991783261,0.999920309,0.830123067,1,0.951236367,0.980166018,0.45884645,0.994130254,0.999867558,0.999833226,0.96688956,0.994278729,0.412391874
1958,0.424091948,1,1,0,0.019479923,0.077836409,1,1,0.990373731,0.999941468,1,0.993505597,0.999956012,0.99547708,1,1,1,1,1,1,1,0,0.019479923,0.011404567,0.077836409,0.002838642,0.001531998,0.132007986,0.003554004,0.016769625,0,0.04400944,0.01481842,0.012560583,0.154487818,0.085440919,1,1,0.971159101,0.990373731,0.999941468,0.897957563,1,0.969492853,0.945321321,0.607745767,0.993505597,0.999948978,0.999956012,0.96798557,0.99547708,0.456666268
1959,0.424091948,1,1,0,0.009783935,0.123046122,1,1,0.985960424,0.999883652,1,0.99041146,0.999795377,0.988663912,1,1,1,1,1,1,1,0,0.009783935,0.006800442,0.123046122,0.001395471,0.004500863,0.08070112,0.002557273,0.012620439,0.000240879,0.02671041,0.015141035,0.006650306,0.096569546,0.050341975,1,1,0.992137909,0.985960424,0.999883652,0.907154143,1,0.966464996,0.992550969,0.638008475,0.99041146,0.999958038,0.999795377,0.98226583,0.988663912,0.560188732
1960,0.424091948,1,1,0,0.004828352,0.238779798,1,0.999996662,0.964668334,0.998307407,0.999986887,0.97138238,0.998142242,0.973942399,1,1,1,1,1,1,1,0,0.004828352,0.001259945,0.238779798,0.003386756,0.019311659,0.06242555,0.004670061,0.003098525,7.01E-06,0.013882997,0.008640827,0.00837871,0.147407189,0.036294211,1,0.999996662,0.999780536,0.964668334,0.998307407,0.897895396,0.999986887,0.984820843,1,0.631384373,0.97138238,1,0.998142242,0.995719552,0.973942399,0.7042257
1961,0.424091948,1,1,0,0.003570686,0.287358314,0.999946058,0.999213219,0.921758056,0.969295263,0.999358535,0.928036451,0.970027149,0.919140279,1,1,1,1,1,1,1,0,0.003570686,0.000401224,0.287358314,0.004959791,0.02800994,0.050583404,0.011588561,0.001435502,0.002598739,0.011453846,0.003976936,0.012572085,0.22773847,0.028562315,0.999946058,0.999213219,0.980108142,0.921758056,0.969295263,0.785212636,0.999358535,0.955537379,0.999143243,0.358739257,0.928036451,0.998562753,0.970027149,0.972025156,0.919140279,0.852694926
1962,0.424091948,1,1,0.002224408,0.002823739,0.216496304,0.861884356,0.901878297,0.7593925,0.810791731,0.904168308,0.764735222,0.813246965,0.742289126,1,1,1,1,1,1,1,0.002224408,0.002823739,0.0027485,0.216496304,0.01102387,0.038995452,0.039046787,0.017154157,0.004428385,0.013836512,0.011401527,0.021745538,0.015898922,0.251211464,0.021055095,0.861884356,0.901878297,0.909224331,0.7593925,0.810791731,0.684592545,0.904168308,0.893516839,0.991556168,0.266816854,0.764735222,0.861193955,0.813246965,0.898903012,0.742289126,0.827465236
1963,0.424091948,1,1,0.026220364,0.016604148,0.236543745,0.609591901,0.655535102,0.479001254,0.538383901,0.657306552,0.483670712,0.538786948,0.447479904,1,1,1,1,1,1,1,0.026220364,0.016604148,0.016458938,0.236543745,0.039186291,0.069366917,0.013503904,0.023266328,0.012964104,0.055135921,0.013239633,0.036812827,0.012429588,0.333826095,0.007161121,0.609591901,0.655535102,0.723361373,0.479001254,0.538383901,0.442730546,0.657306552,0.714819312,0.777506232,0.171887189,0.483670712,0.610645592,0.538786948,0.712787032,0.447479904,0.651728605
1964,0.424091948,1,1,0.084103726,0.067647085,0.265925825,0.209865987,0.264111996,0,0,0.262628704,0,0,0,1,1,1,1,1,1,1,0.084103726,0.067647085,0.152383015,0.265925825,0.237230957,0.238821581,0.003376929,0.028607674,0.107198313,0.116491422,0.058246896,0.164508343,0.018867329,0.369632065,0.001275709,0.209865987,0.264111996,0.401793897,0,0,0.188826367,0.262628704,0.397489011,0.42289862,0.029608393,0,0.213053703,0,0.389340401,0,0.516982212
1965,0.424091948,1,1,0.153706387,0.074607864,0.306336313,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.153706387,0.074607864,0.322380245,0.306336313,0.424344122,0.407613784,0.000752616,0.051752597,0.210469186,0.190937549,0.077435531,0.349031121,0.041010208,0.381924093,0.001404355,0,0,0,0,0,0,0,0,0.059195783,0,0,0,0,0,0,0.385595853
1966,0.424091948,1,1,0.244971603,0.059988298,0.302219272,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.244971603,0.059988298,0.36615479,0.302219272,0.537191808,0.377454996,0.000497113,0.084637702,0.253640532,0.267676711,0.049202055,0.455941945,0.064004682,0.405456543,0.001542602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255685173
