Resource,NGCC_bf,NGCC_gf,NGCT_bf,NGCT_gf,NGST,Coal,Nuclear,Biomass,SolarPV,Wind,Hydro,PHS,Li-ion,Retro_NGCC_CCS,Retro_NGCC_H2,Retro_Coal_TES,Retro_Coal_SMR,unmet,Total
t37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2052.08182212,0.0,0.0,0.0,0.0,2052.08182212
t38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2081.96514504,0.0,0.0,0.0,0.0,2081.96514504
t39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2096.8346526600003,0.0,0.0,0.0,0.0,2096.8346526600003
t40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2087.38848516,0.0,0.0,0.0,0.0,2087.38848516
t41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2060.2802757900004,0.0,0.0,0.0,0.0,2060.2802757900004
t42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2006.7835058699982,0.0,0.0,1.8189894035458565e-12,0.0,2006.78350587
t43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1933.2196785,0.0,0.0,0.0,0.0,1933.2196785
t44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1875.74065305,0.0,0.0,0.0,0.0,1875.74065305
t45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1775.29951401,0.0,0.0,0.0,0.0,1775.29951401
t46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1651.9160852700002,0.0,0.0,0.0,0.0,1651.9160852700002
t47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3705.996605427652,0.0,0.0,0.0,0.0,3705.996605427652
t48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1437.75613971,0.0,0.0,0.0,0.0,1437.75613971
t49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12489.767035742057,0.0,0.0,0.0,0.0,12489.767035742057
t50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12489.767035742057,0.0,0.0,0.0,0.0,12489.767035742057
t51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12489.767035742057,0.0,0.0,0.0,0.0,12489.767035742057
t52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12489.767035742056,0.0,0.0,0.0,0.0,12489.767035742056
t53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12489.767035742057,0.0,0.0,0.0,0.0,12489.767035742057
t54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12489.767035742057,0.0,0.0,0.0,0.0,12489.767035742057
t55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1501.56817932,0.0,0.0,0.0,0.0,1501.56817932
t56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1620.5610861,0.0,0.0,0.0,0.0,1620.5610861
t57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1748.45928114,0.0,0.0,0.0,0.0,1748.45928114
t58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1875.59277741,0.0,0.0,0.0,0.0,1875.59277741
t59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1973.0998079100002,0.0,0.0,0.0,0.0,1973.0998079100002
t60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2050.19296614,0.0,0.0,0.0,0.0,2050.19296614
t61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2099.20798956,0.0,0.0,0.0,0.0,2099.20798956
t62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2127.0335169600003,0.0,0.0,0.0,0.0,2127.0335169600003
t63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2136.62616255,0.0,0.0,0.0,0.0,2136.62616255
t64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2122.18841208,0.0,0.0,0.0,0.0,2122.18841208
t65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2099.54123115,0.0,0.0,0.0,0.0,2099.54123115
t66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2056.07544945,0.0,0.0,0.0,0.0,2056.07544945
t67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1975.251951090002,0.0,0.0,-1.8189894035458565e-12,0.0,1975.2519510900001
t68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1910.2883358900017,0.0,0.0,-1.8189894035458565e-12,0.0,1910.2883358899999
t69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1811.74800246,0.0,0.0,0.0,0.0,1811.74800246
t70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1693.1048072400001,0.0,0.0,0.0,0.0,1693.1048072400001
t71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1565.78150025,0.0,0.0,0.0,0.0,1565.78150025
t72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1482.3190961700002,0.0,0.0,0.0,0.0,1482.3190961700002
t73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1407.0758799900002,0.0,0.0,0.0,0.0,1407.0758799900002
t74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1352.07901191,0.0,0.0,0.0,0.0,1352.07901191
t75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1325.8174439400002,0.0,0.0,0.0,0.0,1325.8174439400002
t76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1325.7399899700001,0.0,0.0,0.0,0.0,1325.7399899700001
t77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1359.3612618299999,0.0,0.0,0.0,0.0,1359.3612618299999
t78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1425.52922886,0.0,0.0,0.0,0.0,1425.52922886
t79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1528.1895971100002,0.0,0.0,0.0,0.0,1528.1895971100002
t80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1646.5274331,0.0,0.0,0.0,0.0,1646.5274331
t81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1776.0319655100002,0.0,0.0,0.0,0.0,1776.0319655100002
t82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1902.04089801,0.0,0.0,0.0,0.0,1902.04089801
t83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2006.05996173,0.0,0.0,0.0,0.0,2006.05996173
t84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2080.9126169700003,0.0,0.0,0.0,0.0,2080.9126169700003
t85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2114.97887931,0.0,0.0,0.0,0.0,2114.97887931
t86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4721.1538604757425,0.0,0.0,0.0,0.0,4721.1538604757425
t87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2112.2158391400003,0.0,0.0,0.0,0.0,2112.2158391400003
t88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2096.33190591,0.0,0.0,0.0,0.0,2096.33190591
t89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2062.14793026,0.0,0.0,0.0,0.0,2062.14793026
t90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.02433252,0.0,0.0,0.0,0.0,2016.02433252
t91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1945.6048870500001,0.0,0.0,0.0,0.0,1945.6048870500001
t92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1903.94547585,0.0,0.0,0.0,0.0,1903.94547585
t93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1810.70324226,0.0,0.0,0.0,0.0,1810.70324226
t94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1679.1859788000002,0.0,0.0,0.0,0.0,1679.1859788000002
t95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1555.91180019,0.0,0.0,0.0,0.0,1555.91180019
t96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1458.3982347,0.0,0.0,0.0,0.0,1458.3982347
t97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8874.335164857963,0.0,0.0,0.0,0.0,8874.335164857963
t98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1337.7054315900002,0.0,0.0,0.0,0.0,1337.7054315900002
t99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9031.465532139642,0.0,0.0,0.0,0.0,9031.465532139642
t100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9031.465532139642,0.0,0.0,0.0,0.0,9031.465532139642
t101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9031.465532139642,0.0,0.0,0.0,0.0,9031.465532139642
t102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9031.465532139642,0.0,0.0,0.0,0.0,9031.465532139642
t103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1492.2245382,0.0,0.0,0.0,0.0,1492.2245382
t104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1603.03794453,0.0,0.0,0.0,0.0,1603.03794453
t105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1728.16929747,0.0,0.0,0.0,0.0,1728.16929747
t106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1851.7466985600001,0.0,0.0,0.0,0.0,1851.7466985600001
t107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1952.5388658600002,0.0,0.0,0.0,0.0,1952.5388658600002
t108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2035.04728053,0.0,0.0,0.0,0.0,2035.04728053
t109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2084.1590899800003,0.0,0.0,0.0,0.0,2084.1590899800003
t110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2116.1061500700002,0.0,0.0,0.0,0.0,2116.1061500700002
t111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2124.2409012000003,0.0,0.0,0.0,0.0,2124.2409012000003
t112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3845.513450397957,0.0,0.0,0.0,0.0,3845.513450397957
t113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2066.4703118400002,0.0,0.0,0.0,0.0,2066.4703118400002
t114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2005.3185444599967,0.0,0.0,3.410605131648481e-12,0.0,2005.31854446
t115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1927.3228161000002,0.0,0.0,0.0,0.0,1927.3228161000002
t116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1873.6946537100002,0.0,0.0,0.0,0.0,1873.6946537100002
t117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1781.8837264800002,0.0,0.0,0.0,0.0,1781.8837264800002
t118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1661.90983002,0.0,0.0,0.0,0.0,1661.90983002
t119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1544.51289399,0.0,0.0,0.0,0.0,1544.51289399
t120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1454.51414922,0.0,0.0,0.0,0.0,1454.51414922
t121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1382.47630884,0.0,0.0,0.0,0.0,1382.47630884
t122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5976.025896772531,0.0,0.0,0.0,0.0,5976.025896772531
t123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7550.79453600068,0.0,0.0,0.0,0.0,7550.79453600068
t124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7550.79453600068,0.0,0.0,0.0,0.0,7550.79453600068
t125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7550.79453600068,0.0,0.0,0.0,0.0,7550.79453600068
t126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7550.79453600068,0.0,0.0,0.0,0.0,7550.79453600068
t127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7550.79453600068,0.0,0.0,0.0,0.0,7550.79453600068
t128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1483.3658535299999,0.0,0.0,0.0,0.0,1483.3658535299999
t129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1612.8012351,0.0,0.0,0.0,0.0,1612.8012351
t130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5322.45734078341,0.0,0.0,0.0,0.0,5322.45734078341
t131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1829.90734509,0.0,0.0,0.0,0.0,1829.90734509
t132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1886.42175876,0.0,0.0,0.0,0.0,1886.42175876
t133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1927.8498934200002,0.0,0.0,0.0,0.0,1927.8498934200002
t134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1942.21545012,0.0,0.0,0.0,0.0,1942.21545012
t135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1943.0555859,0.0,0.0,0.0,0.0,1943.0555859
t136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1937.20804761,0.0,0.0,0.0,0.0,1937.20804761
t137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3172.94892984505,0.0,0.0,0.0,0.0,3172.94892984505
t138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1861.32536205,0.0,0.0,0.0,0.0,1861.32536205
t139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1803.7005307200002,0.0,0.0,0.0,0.0,1803.7005307200002
t140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1758.0277489500002,0.0,0.0,0.0,0.0,1758.0277489500002
t141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1679.35073394,0.0,0.0,0.0,0.0,1679.35073394
t142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1569.88626399,0.0,0.0,0.0,0.0,1569.88626399
t143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6637.4057442424455,0.0,0.0,0.0,0.0,6637.4057442424455
t144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5214.225596410726,0.0,0.0,0.0,0.0,5214.225596410726
t145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1319.43015402,0.0,0.0,0.0,0.0,1319.43015402
t146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7771.448466188909,0.0,0.0,0.0,0.0,7771.448466188909
t147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7771.448466188909,0.0,0.0,0.0,0.0,7771.448466188909
t148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7771.448466188909,0.0,0.0,0.0,0.0,7771.448466188909
t149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7771.448466188909,0.0,0.0,0.0,0.0,7771.448466188909
t150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7771.448466188909,0.0,0.0,0.0,0.0,7771.448466188909
t151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7771.44846618891,0.0,0.0,0.0,0.0,7771.44846618891
t152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7771.44846618891,0.0,0.0,0.0,0.0,7771.44846618891
t153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7771.44846618891,0.0,0.0,0.0,0.0,7771.44846618891
t154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1627.6274038200002,0.0,0.0,0.0,0.0,1627.6274038200002
t155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7771.44846618891,0.0,0.0,0.0,0.0,7771.44846618891
