Resource,MA_natural_gas,MA_natural_gas_CCS_retro,MA_natural_gas_H2_retro,MA_wind,MA_solar_pv,CT_natural_gas,CT_wind,CT_solar_pv,ME_natural_gas,ME_wind,ME_solar_pv,MA_battery,CT_battery,ME_battery,Total
Zone,1,1,1,1,1,2,2,2,3,3,3,1,2,3,0
AnnualSum,0.0,2.571319e7,0.0,4.616074e7,7.01604e6,651133.25,1.1672191e7,1.2277933e7,180157.19,2.3803014e7,149962.22,1.0454591e7,1.3367366e6,1.4500574e6,1.4086576e8
t1,0.0,0.0,0.0,11140.836258790612,0.0,0.0,2438.9947171509025,0.0,0.0,1456.385894729502,0.0,9.294897662696311,0.0,0.0,15045.511768333714
t2,0.0,0.0,0.0,10896.370727514672,0.0,0.0,2363.4143702207366,0.0,0.0,424.4824010470044,0.0,0.0,0.0,498.28413798021825,14182.55163676263
t3,0.0,0.0,0.0,4773.309828023912,0.0,0.0,2329.059667070661,0.0,0.0,1404.3646019720234,0.0,3001.165141588731,0.0,0.0,11507.899238655325
t4,0.0,0.0,0.0,10234.50238564173,0.0,0.0,2072.603330459024,0.0,0.0,1404.3646019720234,0.0,269.58731305369633,128.22816830581846,0.0,14109.285799432293
t5,0.0,0.0,0.0,6214.273450806503,0.0,0.0,1597.7091450009775,0.0,0.0,1431.8475490891817,0.0,2382.7645017143705,395.1221494491922,0.0,12021.716796060226
t6,0.0,0.0,0.0,7651.217587870723,0.0,0.0,2238.3553726357954,0.0,0.0,499.64037071092247,0.0,2009.7979367780426,173.44611181985692,513.2172128185443,13085.674592633884
t7,0.0,1216.8529552453556,0.0,2202.525648398305,13.56776177891125,0.0,644.3464797388511,0.0,0.0,5741.768578958316,0.29,1854.7452494373524,620.1585760911934,0.0,12294.255249648284
t8,0.0,1901.3327425708678,0.0,1941.6453759595752,832.3120070580384,0.0,568.0262401532419,1379.2769462242404,0.0,4524.433722699369,17.79,962.6259453023187,620.1585760911934,0.0,12747.601556058846
t9,0.0,1901.3327425708678,0.0,1091.9222487712784,1842.4084788052585,0.0,319.44066470052235,3139.7329789774276,0.0,4333.300390991637,39.379999999999995,387.72827190784875,0.0,0.0,13055.24577672484
t10,0.0,1901.3327425708678,0.0,367.62027778832874,2607.349530823186,0.0,107.54691190351654,4499.0319856561255,0.0,2189.4750391492407,55.730000000000004,1470.8130067873847,0.0,0.0,13198.89949467865
t11,0.0,1901.3327425708678,0.0,24.282843967881508,3165.499179176328,0.0,7.103919557136854,5363.677209187196,0.0,1093.8402645111146,67.66,1201.5178982317814,0.0,588.7099928877815,13413.624050090088
