Costs,Total,Zone1,Zone2,Zone3
cTotal,6.866003070360364e9,3.942069971504906e9,1.3326813379576592e9,9.368615733964645e8
cFix,5.961716609122865e9,3.606401190538383e9,1.3769045133771393e9,9.784109052073423e8
cVar,7.630248278248651e8,7.423476757706072e8,1.2707091102057736e7,7.970060952198468e6
cNSE,0.0,0.0,0.0,0.0
cStart,1.0273963341271716e8,9.457807394751757e7,6.603324847684583e6,1.5582346175150184e6
cUnmetRsv,0.0,-,-,-
cNetworkExp,3.8522e7,-,-,-
