Resource,Zone,StartCap_p1,EndCap_p1,EndCap_p2,EndCap_p3
MA_natural_gas_combined_cycle,1,0.0,14812.937981122994,12526.740239444456,2452.657708377881
MA_solar_pv,1,0.0,0.0,0.0,39050.88601350087
CT_natural_gas_combined_cycle,2,0.0,5934.358192153826,5839.151109575,1406.5921446564107
CT_onshore_wind,2,0.0,0.0,0.0,0.0
CT_solar_pv,2,0.0,0.0,0.0,27453.4832587877
ME_natural_gas_combined_cycle,3,0.0,1489.903814131911,1998.9271686075447,182.8814736487725
ME_onshore_wind,3,0.0,0.0,0.0,6599.849005447885
MA_battery,1,0.0,0.0,879.174735728875,10882.893064712564
CT_battery,2,0.0,989.8725388620858,0.0,16748.030001680956
ME_battery,3,0.0,0.0,0.0,0.0
Total,n/a,0.0,23227.072526270815,21243.993253355875,104777.27267081305
