Zone,1,2,3
t1,0.10198489006280309,0.1,0.1
t2,0.1019848900628031,0.1,0.10000000000000003
t3,0.10198489006280358,0.1,0.1
t4,0.10198489006280309,0.1,0.1
t5,0.10198489006280309,0.1,0.1
t6,0.10198489006280292,0.1,0.1
t7,0.1019848900628031,0.10073755537788583,0.1
t8,0.10123820225757736,0.09999999999999999,0.1
t9,0.09930063696142125,0.09966437593767068,0.10000000000000085
t10,0.09805374103793144,0.09926784467310218,0.1
t11,0.09805374103793144,0.09926784467310218,0.09999999999999999
t12,0.09805374103793144,0.09926784467310218,0.09999999999999999
t13,0.09805374103793144,0.09926784467310218,0.09999999999999999
t14,0.09805374103793144,0.09926784467310218,0.09999999999999999
t15,0.09805374103793144,0.09926784467310218,0.1
t16,0.09805374103793144,0.09926784467310218,0.1
t17,0.10123820225757738,0.1,0.10000000000000085
t18,0.1019848900628031,0.09999999999999999,0.10000000000000003
t19,0.1019848900628031,0.1,0.10000000000000003
t20,0.10198489006280309,0.1,0.1
t21,0.10198489006280309,0.09999999999999999,0.1
t22,0.10198489006280292,0.09999999999999999,0.1
t23,0.10198489006280292,0.1,0.1
t24,0.1019848900628031,0.1,0.10000000000000003
t25,0.10198489006280309,0.1,0.1
t26,0.1019848900628031,0.1,0.10000000000000003
t27,0.1019848900628031,0.1,0.10000000000000003
t28,0.1019848900628031,0.10073755537788583,0.10000000000000003
t29,0.10198489006280309,0.10073755537788583,0.1
t30,0.10198489006280292,0.10073755537788583,0.1
t31,0.1019848900628031,0.10073755537788583,0.10000000000000128
t32,0.1019301938266391,0.10068352810858996,0.1
t33,0.10011820734075108,0.1,0.1
t34,0.09805374103793144,0.09926784467310218,0.1
t35,0.09805374103793144,0.09926784467310218,0.09999999999999999
t36,0.09805374103793144,0.09926784467310562,0.09999999999999999
t37,0.09805374103793144,0.09926784467310218,0.09999999999999999
t38,0.09805374103793144,0.09926784467310218,0.09999999999999999
t39,0.09805374103793144,0.09926784467310218,0.09999999999999999
t40,0.09805374103793144,0.09926784467310218,0.1
t41,0.10123820225757738,0.1,0.1
t42,0.10198489006280312,0.10073755537788584,0.10000000000000005
t43,0.10198489006280309,0.10073755537788584,0.1
t44,0.1019848900628031,0.10073755537788583,0.1
t45,0.1019848900628031,0.10073755537788584,0.1
t46,0.10198489006280292,0.10073755537788584,0.1
t47,0.1019848900628031,0.10073755537788312,0.10000000000000003
t48,0.1019848900628031,0.10073755537788583,0.1
t49,0.10198489006280292,0.10073755537788581,0.1
t50,0.10198489006280309,0.10073755537788583,0.1
t51,0.10198489006280309,0.10073755537788583,0.1
t52,0.10198489006280292,0.10073755537788583,0.1
t53,0.1019848900628031,0.10073755537788583,0.10000000000000003
t54,0.1019848900628031,0.10073755537788584,0.10000000000000085
t55,0.10198489006280309,0.10073755537788583,0.1
