Resource,MA_natural_gas_combined_cycle,MA_solar_pv,CT_natural_gas_combined_cycle,CT_onshore_wind,CT_solar_pv,ME_natural_gas_combined_cycle,ME_onshore_wind,MA_battery,CT_battery,ME_battery
Zone,1,1,2,2,2,3,3,1,2,3
t1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35210.36400686762,44979.63419356833,0.0
t2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30202.59903025558,41630.2021927389,0.0
t3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29811.655413712422,34862.98901239273,0.0
t4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24169.302360123038,31569.75179417199,0.0
t5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22868.517610087518,24803.542092086685,0.0
t6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17915.31648071253,21430.026612996382,0.0
t7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12437.321092595466,17941.11113390608,0.0
t8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5677.709657345102,14326.76087220708,0.0
t9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9895.92319822628,13550.044744266479,0.0
t10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19424.977567394435,18406.5240461706,0.0
t11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29437.239186929994,30836.561375449943,0.0
t12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39095.0462004443,43708.74555660905,0.0
t13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49107.30781997986,57471.50568388005,0.0
t14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59119.56943951542,67021.1969670527,0.0
t15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68058.78910873755,71346.74769005198,0.0
t16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69768.26006997953,77466.75311885097,0.0
t17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66011.37668120625,77466.75311885097,0.0
t18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57726.746778414185,73242.28807454328,0.0
t19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50348.13177044343,69016.81955197471,0.0
t20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43470.41432729451,66019.45883990283,0.0
