region,Resource,technology,cluster,Zone,LDS,Min_Share,Max_Share,Existing_Cap_MW,num_units,unmodified_existing_cap_mw,New_Build,Cap_Size,Min_Cap_MW,Max_Cap_MW,Min_Share_percent,Max_Share_percent,capex_mw,Inv_Cost_per_MWyr,Fixed_OM_Cost_per_MWyr,capex_mwh,Var_OM_Cost_per_MWh,Start_Cost_per_MW,Start_Fuel_MMBTU_per_MW,Heat_Rate_MMBTU_per_MWh,heat_rate_mmbtu_mwh_iqr,heat_rate_mmbtu_mwh_std,Fuel,Reg_Max,Rsv_Max,Reg_Cost,Rsv_Cost,CO2_Capture_Rate,CO2_Capture_Cost_per_Metric_Ton,spur_miles,spur_capex,spur_inv_mwyr,offshore_spur_miles,offshore_spur_capex,tx_miles,tx_capex,interconnect_annuity,regional_cost_multiplier,cap_recovery_years,wacc_real,ids,MISO_CleanPower,NY_CleanPower,PJM_CleanPower,SERC_CleanPower,variable_CF,RETRO,Num_RETRO_Sources,Retro1_Source,Retro1_Efficiency,Retro1_Inv_Cost_per_MWyr,Retro2_Source,Retro2_Efficiency,Retro2_Inv_Cost_per_MWyr,Can_Retire
EIC,EIC_biomass_1,Biomass,1,1,0,0.0,0.0,2477.3,1561.0,10013.815,0,1.59,0.0,0.0,0.0,0.0,0.0,0,150850,0.0,6.12,172.0,0.0,14.26,1.412,3.151,biomass,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
EIC,EIC_small_hydroelectric_1,Small Hydroelectric,1,1,0,0.0,0.0,1855.7,1749.0,3949.242,0,1.06,0.0,0.0,0.0,0.0,0.0,0,47048,0.0,0.0,0.0,0.0,8.77,0.0,0.002,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
TRE,TRE_biomass_1,Biomass,1,2,0,0.0,0.0,48.8,30.0,162.9,0,1.63,0.0,0.0,0.0,0.0,0.0,0,150850,0.0,6.51,172.0,0.0,15.15,0.636,1.888,biomass,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
TRE,TRE_small_hydroelectric_1,Small Hydroelectric,1,2,0,0.0,0.0,18.4,16.0,56.096,0,1.15,0.0,0.0,0.0,0.0,0.0,0,47048,0.0,0.0,0.0,0.0,8.78,0.0,0.014,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
WECC,WECC_biomass_1,Biomass,1,3,0,0.0,0.0,630.1,356.0,1983.276,0,1.77,0.0,0.0,0.0,0.0,0.0,0,150850,0.0,6.42,172.0,0.0,14.94,3.468,3.778,biomass,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
WECC,WECC_small_hydroelectric_1,Small Hydroelectric,1,3,0,0.0,0.0,1384.9,670.0,3023.04,0,2.07,0.0,0.0,0.0,0.0,0.0,0,47048,0.0,0.0,0.0,0.0,8.78,0.0,0.079,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
EIC,EIC_distributed_generation_1,distributed_generation,1,1,0,0.0,0.0,57980.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2469077625570776,0,0,0,0,0,0,0,0,0
TRE,TRE_distributed_generation_1,distributed_generation,1,2,0,0.0,0.0,8971.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2465506849315068,0,0,0,0,0,0,0,0,0
WECC,WECC_distributed_generation_1,distributed_generation,1,3,0,0.0,0.0,25592.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2582433789954338,0,0,0,0,0,0,0,0,0
