region,Resource,technology,cluster,Zone,Num_VRE_Bins,LDS,Min_Share,Max_Share,Existing_Cap_MW,num_units,unmodified_existing_cap_mw,New_Build,Cap_Size,Min_Cap_MW,Max_Cap_MW,Min_Share_percent,Max_Share_percent,capex_mw,Inv_Cost_per_MWyr,Fixed_OM_Cost_per_MWyr,capex_mwh,Var_OM_Cost_per_MWh,Start_Cost_per_MW,Start_Fuel_MMBTU_per_MW,Heat_Rate_MMBTU_per_MWh,heat_rate_mmbtu_mwh_iqr,heat_rate_mmbtu_mwh_std,Fuel,Reg_Max,Rsv_Max,Reg_Cost,Rsv_Cost,CO2_Capture_Rate,CO2_Capture_Cost_per_Metric_Ton,spur_miles,spur_capex,spur_inv_mwyr,offshore_spur_miles,offshore_spur_capex,tx_miles,tx_capex,interconnect_annuity,regional_cost_multiplier,cap_recovery_years,wacc_real,ids,MISO_CleanPower,NY_CleanPower,PJM_CleanPower,SERC_CleanPower,variable_CF,RETRO,Num_RETRO_Sources,Retro1_Source,Retro1_Efficiency,Retro1_Inv_Cost_per_MWyr,Retro2_Source,Retro2_Efficiency,Retro2_Inv_Cost_per_MWyr,Can_Retire
EIC,EIC_offshorewind_class12_moderate_floating_1_0,OffShoreWind_Class12_Moderate_floating_1,0,1,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,2163.4,0.0,0.0,2.765423683e6,226643,68827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74470.406,1.0,30.0,0.036,0.0,0.0,0.0,0.0,0.0,0.4745121598243713,0,0,0,0,0,0,0,0,1
EIC,EIC_offshorewind_class12_moderate_floating_1_1,OffShoreWind_Class12_Moderate_floating_1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,5110.6,0.0,0.0,2.765423683e6,225693,68827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73520.876,1.0,30.0,0.036,0.0,0.0,0.0,0.0,0.0,0.4542273283004761,0,0,0,0,0,0,0,0,1
EIC,EIC_offshorewind_class12_moderate_floating_1_2,OffShoreWind_Class12_Moderate_floating_1,2,1,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,5012.5,0.0,0.0,2.765423683e6,225032,68827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72859.236,1.0,30.0,0.036,0.0,0.0,0.0,0.0,0.0,0.4515711069107055,0,0,0,0,0,0,0,0,1
EIC,EIC_offshorewind_class12_moderate_floating_1_3,OffShoreWind_Class12_Moderate_floating_1,3,1,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,2048.0,0.0,0.0,2.765423683e6,226880,68827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74707.733,1.0,30.0,0.036,0.0,0.0,0.0,0.0,0.0,0.4543125033378601,0,0,0,0,0,0,0,0,1
EIC,EIC_offshorewind_class12_moderate_floating_1_4,OffShoreWind_Class12_Moderate_floating_1,4,1,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,2173.2,0.0,0.0,2.765423683e6,245398,68827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93225.26,1.0,30.0,0.036,0.0,0.0,0.0,0.0,0.0,0.318198025226593,0,0,0,0,0,0,0,0,1
EIC,EIC_offshorewind_class12_moderate_floating_1_5,OffShoreWind_Class12_Moderate_floating_1,5,1,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1728.8,0.0,0.0,2.765423683e6,227765,68827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75592.546,1.0,30.0,0.036,0.0,0.0,0.0,0.0,0.0,0.4527588486671448,0,0,0,0,0,0,0,0,1
EIC,EIC_offshorewind_class12_moderate_floating_1_6,OffShoreWind_Class12_Moderate_floating_1,6,1,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,4387.1,0.0,0.0,2.765423683e6,245590,68827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93417.498,1.0,30.0,0.036,0.0,0.0,0.0,0.0,0.0,0.3175086081027984,0,0,0,0,0,0,0,0,1
EIC,EIC_offshorewind_class12_moderate_floating_1_7,OffShoreWind_Class12_Moderate_floating_1,7,1,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,707.8,0.0,0.0,2.765423683e6,250950,68827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98777.364,1.0,30.0,0.036,0.0,0.0,0.0,0.0,0.0,0.3214982151985168,0,0,0,0,0,0,0,0,1
EIC,EIC_offshorewind_class12_moderate_floating_1_8,OffShoreWind_Class12_Moderate_floating_1,8,1,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,3673.7,0.0,0.0,2.765423683e6,246690,68827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94517.674,1.0,30.0,0.036,0.0,0.0,0.0,0.0,0.0,0.3175665736198425,0,0,0,0,0,0,0,0,1
EIC,EIC_offshorewind_class12_moderate_floating_1_9,OffShoreWind_Class12_Moderate_floating_1,9,1,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1540.7,0.0,0.0,2.765423683e6,249118,68827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96945.107,1.0,30.0,0.036,0.0,0.0,0.0,0.0,0.0,0.3194457590579986,0,0,0,0,0,0,0,0,1
EIC,EIC_offshorewind_class12_moderate_floating_0_0,OffShoreWind_Class12_Moderate_floating_0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,256900.0,0.0,0.0,2.765423683e6,226904,68827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74731.154,1.0,30.0,0.036,0.0,0.0,0.0,0.0,0.0,0.4911052584648132,0,0,0,0,0,0,0,0,1
EIC,EIC_offshorewind_class12_moderate_floating_0_1,OffShoreWind_Class12_Moderate_floating_0,1,1,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,26878.7,0.0,0.0,2.765423683e6,252214,68827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100041.08,1.0,30.0,0.036,0.0,0.0,0.0,0.0,0.0,0.5318893194198608,0,0,0,0,0,0,0,0,1
EIC,EIC_offshorewind_class12_moderate_floating_0_2,OffShoreWind_Class12_Moderate_floating_0,2,1,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,181377.6,0.0,0.0,2.765423683e6,225126,68827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72953.853,1.0,30.0,0.036,0.0,0.0,0.0,0.0,0.0,0.4666028618812561,0,0,0,0,0,0,0,0,1
EIC,EIC_offshorewind_class12_moderate_floating_0_3,OffShoreWind_Class12_Moderate_floating_0,3,1,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,102548.1,0.0,0.0,2.765423683e6,251183,68827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99010.275,1.0,30.0,0.036,0.0,0.0,0.0,0.0,0.0,0.5009571313858032,0,0,0,0,0,0,0,0,1
EIC,EIC_offshorewind_class12_moderate_floating_0_4,OffShoreWind_Class12_Moderate_floating_0,4,1,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,179762.4,0.0,0.0,2.765423683e6,230976,68827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78803.365,1.0,30.0,0.036,0.0,0.0,0.0,0.0,0.0,0.4631390869617462,0,0,0,0,0,0,0,0,1
EIC,EIC_offshorewind_class12_moderate_floating_0_5,OffShoreWind_Class12_Moderate_floating_0,5,1,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,125493.1,0.0,0.0,2.765423683e6,232264,68827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80091.633,1.0,30.0,0.036,0.0,0.0,0.0,0.0,0.0,0.4957830011844635,0,0,0,0,0,0,0,0,1
EIC,EIC_offshorewind_class12_moderate_floating_0_6,OffShoreWind_Class12_Moderate_floating_0,6,1,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,95482.5,0.0,0.0,2.765423683e6,235675,68827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83502.29,1.0,30.0,0.036,0.0,0.0,0.0,0.0,0.0,0.3515189886093139,0,0,0,0,0,0,0,0,1
EIC,EIC_offshorewind_class12_moderate_floating_0_7,OffShoreWind_Class12_Moderate_floating_0,7,1,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,206863.2,0.0,0.0,2.765423683e6,232756,68827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80583.66,1.0,30.0,0.036,0.0,0.0,0.0,0.0,0.0,0.4490938484668731,0,0,0,0,0,0,0,0,1
EIC,EIC_offshorewind_class12_moderate_floating_0_8,OffShoreWind_Class12_Moderate_floating_0,8,1,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,188017.0,0.0,0.0,2.765423683e6,239014,68827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86841.574,1.0,30.0,0.036,0.0,0.0,0.0,0.0,0.0,0.3141512870788574,0,0,0,0,0,0,0,0,1
EIC,EIC_offshorewind_class12_moderate_floating_0_9,OffShoreWind_Class12_Moderate_floating_0,9,1,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,58127.1,0.0,0.0,2.765423683e6,220912,68827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68739.976,1.0,30.0,0.036,0.0,0.0,0.0,0.0,0.0,0.2930057048797607,0,0,0,0,0,0,0,0,1
TRE,TRE_landbasedwind_class1_moderate_0,LandbasedWind_Class1_Moderate_,0,2,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,44186.6,0.0,0.0,879445.731,59145,36613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17503.381,0.933,30.0,0.03,0.0,0.0,0.0,0.0,0.0,0.4688116908073425,0,0,0,0,0,0,0,0,1
TRE,TRE_landbasedwind_class1_moderate_1,LandbasedWind_Class1_Moderate_,1,2,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,49050.9,0.0,0.0,879445.731,66742,36613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25100.501,0.933,30.0,0.03,0.0,0.0,0.0,0.0,0.0,0.5135576725006104,0,0,0,0,0,0,0,0,1
TRE,TRE_landbasedwind_class1_moderate_2,LandbasedWind_Class1_Moderate_,2,2,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,60602.4,0.0,0.0,879445.731,62067,36613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20425.987,0.933,30.0,0.03,0.0,0.0,0.0,0.0,0.0,0.4363199174404144,0,0,0,0,0,0,0,0,1
TRE,TRE_landbasedwind_class1_moderate_3,LandbasedWind_Class1_Moderate_,3,2,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,31922.2,0.0,0.0,879445.731,77411,36613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35769.383,0.933,30.0,0.03,0.0,0.0,0.0,0.0,0.0,0.4875296652317047,0,0,0,0,0,0,0,0,1
TRE,TRE_landbasedwind_class1_moderate_4,LandbasedWind_Class1_Moderate_,4,2,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,61867.4,0.0,0.0,879445.731,75515,36613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33873.293,0.933,30.0,0.03,0.0,0.0,0.0,0.0,0.0,0.4447067081928253,0,0,0,0,0,0,0,0,1
TRE,TRE_landbasedwind_class1_moderate_5,LandbasedWind_Class1_Moderate_,5,2,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,30104.0,0.0,0.0,879445.731,55167,36613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13525.793,0.933,30.0,0.03,0.0,0.0,0.0,0.0,0.0,0.3855383992195129,0,0,0,0,0,0,0,0,1
TRE,TRE_landbasedwind_class1_moderate_6,LandbasedWind_Class1_Moderate_,6,2,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,57758.4,0.0,0.0,879445.731,65384,36613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23742.775,0.933,30.0,0.03,0.0,0.0,0.0,0.0,0.0,0.3716546297073364,0,0,0,0,0,0,0,0,1
TRE,TRE_landbasedwind_class1_moderate_7,LandbasedWind_Class1_Moderate_,7,2,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,37670.6,0.0,0.0,879445.731,82600,36613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40958.856,0.933,30.0,0.03,0.0,0.0,0.0,0.0,0.0,0.4287576675415039,0,0,0,0,0,0,0,0,1
TRE,TRE_landbasedwind_class1_moderate_8,LandbasedWind_Class1_Moderate_,8,2,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,81812.8,0.0,0.0,879445.731,81167,36613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39525.152,0.933,30.0,0.03,0.0,0.0,0.0,0.0,0.0,0.3412910401821136,0,0,0,0,0,0,0,0,1
TRE,TRE_landbasedwind_class1_moderate_9,LandbasedWind_Class1_Moderate_,9,2,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,12145.4,0.0,0.0,879445.731,89308,36613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47666.02,0.933,30.0,0.03,0.0,0.0,0.0,0.0,0.0,0.2595709562301636,0,0,0,0,0,0,0,0,1
TRE,TRE_utilitypv_class1_moderate_0,UtilityPV_Class1_Moderate_,0,2,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,391008.1,0.0,0.0,630556.245,39072,14425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9617.573,0.968,30.0,0.026,0.0,0.0,0.0,0.0,0.0,0.260668009519577,0,0,0,0,0,0,0,0,1
TRE,TRE_utilitypv_class1_moderate_1,UtilityPV_Class1_Moderate_,1,2,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,172885.2,0.0,0.0,630556.245,36769,14425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7314.634,0.968,30.0,0.026,0.0,0.0,0.0,0.0,0.0,0.2503046691417694,0,0,0,0,0,0,0,0,1
TRE,TRE_utilitypv_class1_moderate_2,UtilityPV_Class1_Moderate_,2,2,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,506248.2,0.0,0.0,630556.245,43363,14425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13908.126,0.968,30.0,0.026,0.0,0.0,0.0,0.0,0.0,0.2535984814167022,0,0,0,0,0,0,0,0,1
TRE,TRE_utilitypv_class1_moderate_3,UtilityPV_Class1_Moderate_,3,2,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,256687.7,0.0,0.0,630556.245,47712,14425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18257.047,0.968,30.0,0.026,0.0,0.0,0.0,0.0,0.0,0.2667713761329651,0,0,0,0,0,0,0,0,1
TRE,TRE_utilitypv_class1_moderate_4,UtilityPV_Class1_Moderate_,4,2,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,566317.4,0.0,0.0,630556.245,56516,14425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27061.205,0.968,30.0,0.026,0.0,0.0,0.0,0.0,0.0,0.2753448188304901,0,0,0,0,0,0,0,0,1
TRE,TRE_utilitypv_class1_moderate_5,UtilityPV_Class1_Moderate_,5,2,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,283789.6,0.0,0.0,630556.245,48856,14425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19401.46,0.968,30.0,0.026,0.0,0.0,0.0,0.0,0.0,0.2534067332744598,0,0,0,0,0,0,0,0,1
TRE,TRE_utilitypv_class1_moderate_6,UtilityPV_Class1_Moderate_,6,2,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,593081.5,0.0,0.0,630556.245,65789,14425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36334.298,0.968,30.0,0.026,0.0,0.0,0.0,0.0,0.0,0.2855913341045379,0,0,0,0,0,0,0,0,1
TRE,TRE_utilitypv_class1_moderate_7,UtilityPV_Class1_Moderate_,7,2,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,288773.5,0.0,0.0,630556.245,54705,14425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25250.432,0.968,30.0,0.026,0.0,0.0,0.0,0.0,0.0,0.2529091835021972,0,0,0,0,0,0,0,0,1
TRE,TRE_utilitypv_class1_moderate_8,UtilityPV_Class1_Moderate_,8,2,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,578927.2,0.0,0.0,630556.245,74896,14425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45441.156,0.968,30.0,0.026,0.0,0.0,0.0,0.0,0.0,0.2865871489048004,0,0,0,0,0,0,0,0,1
TRE,TRE_utilitypv_class1_moderate_9,UtilityPV_Class1_Moderate_,9,2,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,251384.8,0.0,0.0,630556.245,60751,14425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31296.317,0.968,30.0,0.026,0.0,0.0,0.0,0.0,0.0,0.24930040538311,0,0,0,0,0,0,0,0,1
TRE,TRE_offshorewind_class3_moderate_fixed_1_0,OffShoreWind_Class3_Moderate_fixed_1,0,2,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,18388.7,0.0,0.0,1.732074611e6,163630,78449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70542.394,0.977,30.0,0.036,0.0,0.0,0.0,0.0,0.0,0.3914285004138946,0,0,0,0,0,0,0,0,1
TRE,TRE_offshorewind_class3_moderate_fixed_1_1,OffShoreWind_Class3_Moderate_fixed_1,1,2,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,23555.6,0.0,0.0,1.732074611e6,173242,78449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80154.023,0.977,30.0,0.036,0.0,0.0,0.0,0.0,0.0,0.4230102300643921,0,0,0,0,0,0,0,0,1
TRE,TRE_offshorewind_class3_moderate_fixed_1_2,OffShoreWind_Class3_Moderate_fixed_1,2,2,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,32435.0,0.0,0.0,1.732074611e6,152377,78449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59289.505,0.977,30.0,0.036,0.0,0.0,0.0,0.0,0.0,0.3602459728717804,0,0,0,0,0,0,0,0,1
TRE,TRE_offshorewind_class3_moderate_fixed_1_3,OffShoreWind_Class3_Moderate_fixed_1,3,2,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,10415.8,0.0,0.0,1.732074611e6,159585,78449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66497.331,0.977,30.0,0.036,0.0,0.0,0.0,0.0,0.0,0.3738483786582947,0,0,0,0,0,0,0,0,1
TRE,TRE_offshorewind_class3_moderate_fixed_1_4,OffShoreWind_Class3_Moderate_fixed_1,4,2,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,41306.1,0.0,0.0,1.732074611e6,155323,78449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62235.204,0.977,30.0,0.036,0.0,0.0,0.0,0.0,0.0,0.3551328778266907,0,0,0,0,0,0,0,0,1
TRE,TRE_offshorewind_class3_moderate_fixed_1_5,OffShoreWind_Class3_Moderate_fixed_1,5,2,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,408.7,0.0,0.0,1.732074611e6,176190,78449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83102.186,0.977,30.0,0.036,0.0,0.0,0.0,0.0,0.0,0.3762750625610351,0,0,0,0,0,0,0,0,1
TRE,TRE_offshorewind_class3_moderate_fixed_1_6,OffShoreWind_Class3_Moderate_fixed_1,6,2,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,22661.2,0.0,0.0,1.732074611e6,161376,78449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68288.699,0.977,30.0,0.036,0.0,0.0,0.0,0.0,0.0,0.3492127656936645,0,0,0,0,0,0,0,0,1
TRE,TRE_offshorewind_class3_moderate_fixed_1_7,OffShoreWind_Class3_Moderate_fixed_1,7,2,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,19017.9,0.0,0.0,1.732074611e6,166237,78449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73149.361,0.977,30.0,0.036,0.0,0.0,0.0,0.0,0.0,0.3435081243515014,0,0,0,0,0,0,0,0,1
TRE,TRE_offshorewind_class3_moderate_fixed_1_8,OffShoreWind_Class3_Moderate_fixed_1,8,2,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,17931.3,0.0,0.0,1.732074611e6,175778,78449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82690.688,0.977,30.0,0.036,0.0,0.0,0.0,0.0,0.0,0.3300804495811462,0,0,0,0,0,0,0,0,1
TRE,TRE_offshorewind_class3_moderate_fixed_1_9,OffShoreWind_Class3_Moderate_fixed_1,9,2,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,18639.3,0.0,0.0,1.732074611e6,170772,78449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77684.254,0.977,30.0,0.036,0.0,0.0,0.0,0.0,0.0,0.3385494947433471,0,0,0,0,0,0,0,0,1
TRE,TRE_offshorewind_class3_moderate_fixed_0_0,OffShoreWind_Class3_Moderate_fixed_0,0,2,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,2277.0,0.0,0.0,1.732074611e6,161264,78449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68176.221,0.977,30.0,0.036,0.0,0.0,0.0,0.0,0.0,0.4745574593544006,0,0,0,0,0,0,0,0,1
TRE,TRE_offshorewind_class3_moderate_fixed_0_1,OffShoreWind_Class3_Moderate_fixed_0,1,2,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1814.6,0.0,0.0,1.732074611e6,174863,78449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81775.315,0.977,30.0,0.036,0.0,0.0,0.0,0.0,0.0,0.5219442248344421,0,0,0,0,0,0,0,0,1
