region,Resource,technology,cluster,Zone,Num_VRE_Bins,LDS,Min_Share,Max_Share,Existing_Cap_MW,num_units,unmodified_existing_cap_mw,New_Build,Cap_Size,Min_Cap_MW,Max_Cap_MW,Min_Share_percent,Max_Share_percent,capex_mw,Inv_Cost_per_MWyr,Fixed_OM_Cost_per_MWyr,capex_mwh,Var_OM_Cost_per_MWh,Start_Cost_per_MW,Start_Fuel_MMBTU_per_MW,Heat_Rate_MMBTU_per_MWh,heat_rate_mmbtu_mwh_iqr,heat_rate_mmbtu_mwh_std,Fuel,Reg_Max,Rsv_Max,Reg_Cost,Rsv_Cost,CO2_Capture_Rate,CO2_Capture_Cost_per_Metric_Ton,spur_miles,spur_capex,spur_inv_mwyr,offshore_spur_miles,offshore_spur_capex,tx_miles,tx_capex,interconnect_annuity,regional_cost_multiplier,cap_recovery_years,wacc_real,ids,MISO_CleanPower,NY_CleanPower,PJM_CleanPower,SERC_CleanPower,variable_CF,RETRO,Num_RETRO_Sources,Retro1_Source,Retro1_Efficiency,Retro1_Inv_Cost_per_MWyr,Retro2_Source,Retro2_Efficiency,Retro2_Inv_Cost_per_MWyr,Can_Retire
TRE,TRE_offshorewind_class3_moderate_fixed_0_2,OffShoreWind_Class3_Moderate_fixed_0,2,2,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,2116.2,0.0,0.0,1.732074611e6,146492,78449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53404.279,0.977,30.0,0.036,0.0,0.0,0.0,0.0,0.0,0.4159779846668243,0,0,0,0,0,0,0,0,1
TRE,TRE_offshorewind_class3_moderate_fixed_0_3,OffShoreWind_Class3_Moderate_fixed_0,3,2,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1543.2,0.0,0.0,1.732074611e6,161862,78449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68774.693,0.977,30.0,0.036,0.0,0.0,0.0,0.0,0.0,0.4361916482448578,0,0,0,0,0,0,0,0,1
TRE,TRE_offshorewind_class3_moderate_fixed_0_4,OffShoreWind_Class3_Moderate_fixed_0,4,2,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,2595.7,0.0,0.0,1.732074611e6,170455,78449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77367.252,0.977,30.0,0.036,0.0,0.0,0.0,0.0,0.0,0.4296076893806457,0,0,0,0,0,0,0,0,1
TRE,TRE_offshorewind_class3_moderate_fixed_0_5,OffShoreWind_Class3_Moderate_fixed_0,5,2,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1778.1,0.0,0.0,1.732074611e6,150204,78449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57116.494,0.977,30.0,0.036,0.0,0.0,0.0,0.0,0.0,0.4065980017185211,0,0,0,0,0,0,0,0,1
TRE,TRE_offshorewind_class3_moderate_fixed_0_6,OffShoreWind_Class3_Moderate_fixed_0,6,2,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,2785.7,0.0,0.0,1.732074611e6,155604,78449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62516.13,0.977,30.0,0.036,0.0,0.0,0.0,0.0,0.0,0.3926678895950317,0,0,0,0,0,0,0,0,1
TRE,TRE_offshorewind_class3_moderate_fixed_0_7,OffShoreWind_Class3_Moderate_fixed_0,7,2,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,897.6,0.0,0.0,1.732074611e6,179268,78449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86180.158,0.977,30.0,0.036,0.0,0.0,0.0,0.0,0.0,0.4212192893028259,0,0,0,0,0,0,0,0,1
TRE,TRE_offshorewind_class3_moderate_fixed_0_8,OffShoreWind_Class3_Moderate_fixed_0,8,2,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,3429.0,0.0,0.0,1.732074611e6,149244,78449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56156.379,0.977,30.0,0.036,0.0,0.0,0.0,0.0,0.0,0.3589244484901428,0,0,0,0,0,0,0,0,1
TRE,TRE_offshorewind_class3_moderate_fixed_0_9,OffShoreWind_Class3_Moderate_fixed_0,9,2,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,755.0,0.0,0.0,1.732074611e6,167969,78449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74881.889,0.977,30.0,0.036,0.0,0.0,0.0,0.0,0.0,0.3814802467823028,0,0,0,0,0,0,0,0,1
TRE,TRE_offshorewind_class12_moderate_floating_1_0,OffShoreWind_Class12_Moderate_floating_1,0,2,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,11206.9,0.0,0.0,2.765423683e6,236107,68827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87483.705,0.977,30.0,0.036,0.0,0.0,0.0,0.0,0.0,0.408994048833847,0,0,0,0,0,0,0,0,1
TRE,TRE_offshorewind_class12_moderate_floating_1_1,OffShoreWind_Class12_Moderate_floating_1,1,2,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,8796.0,0.0,0.0,2.765423683e6,237479,68827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88855.933,0.977,30.0,0.036,0.0,0.0,0.0,0.0,0.0,0.4162805080413818,0,0,0,0,0,0,0,0,1
TRE,TRE_offshorewind_class12_moderate_floating_1_2,OffShoreWind_Class12_Moderate_floating_1,2,2,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,15219.0,0.0,0.0,2.765423683e6,236758,68827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88134.901,0.977,30.0,0.036,0.0,0.0,0.0,0.0,0.0,0.4030101597309112,0,0,0,0,0,0,0,0,1
TRE,TRE_offshorewind_class12_moderate_floating_1_3,OffShoreWind_Class12_Moderate_floating_1,3,2,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,4221.8,0.0,0.0,2.765423683e6,241329,68827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92705.729,0.977,30.0,0.036,0.0,0.0,0.0,0.0,0.0,0.4094550013542175,0,0,0,0,0,0,0,0,1
TRE,TRE_offshorewind_class12_moderate_floating_1_4,OffShoreWind_Class12_Moderate_floating_1,4,2,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,7005.5,0.0,0.0,2.765423683e6,233101,68827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84477.648,0.977,30.0,0.036,0.0,0.0,0.0,0.0,0.0,0.3939734399318695,0,0,0,0,0,0,0,0,1
TRE,TRE_offshorewind_class12_moderate_floating_1_5,OffShoreWind_Class12_Moderate_floating_1,5,2,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,10023.9,0.0,0.0,2.765423683e6,242382,68827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93758.996,0.977,30.0,0.036,0.0,0.0,0.0,0.0,0.0,0.4028381407260895,0,0,0,0,0,0,0,0,1
TRE,TRE_offshorewind_class12_moderate_floating_1_6,OffShoreWind_Class12_Moderate_floating_1,6,2,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,12335.3,0.0,0.0,2.765423683e6,230400,68827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81776.105,0.977,30.0,0.036,0.0,0.0,0.0,0.0,0.0,0.3842875063419342,0,0,0,0,0,0,0,0,1
TRE,TRE_offshorewind_class12_moderate_floating_1_7,OffShoreWind_Class12_Moderate_floating_1,7,2,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,4418.7,0.0,0.0,2.765423683e6,244079,68827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95455.112,0.977,30.0,0.036,0.0,0.0,0.0,0.0,0.0,0.3978695273399353,0,0,0,0,0,0,0,0,1
TRE,TRE_offshorewind_class12_moderate_floating_1_8,OffShoreWind_Class12_Moderate_floating_1,8,2,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,15895.1,0.0,0.0,2.765423683e6,226192,68827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77568.332,0.977,30.0,0.036,0.0,0.0,0.0,0.0,0.0,0.3695276081562042,0,0,0,0,0,0,0,0,1
TRE,TRE_offshorewind_class12_moderate_floating_1_9,OffShoreWind_Class12_Moderate_floating_1,9,2,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,804.1,0.0,0.0,2.765423683e6,242702,68827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94078.993,0.977,30.0,0.036,0.0,0.0,0.0,0.0,0.0,0.3253690302371979,0,0,0,0,0,0,0,0,1
TRE,TRE_offshorewind_class12_moderate_floating_0_0,OffShoreWind_Class12_Moderate_floating_0,0,2,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,393.8,0.0,0.0,2.765423683e6,248509,68827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99885.391,0.977,30.0,0.036,0.0,0.0,0.0,0.0,0.0,0.4079999923706054,0,0,0,0,0,0,0,0,1
TRE,TRE_offshorewind_class12_moderate_floating_0_1,OffShoreWind_Class12_Moderate_floating_0,1,2,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,16.2,0.0,0.0,2.765423683e6,248328,68827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99704.963,0.977,30.0,0.036,0.0,0.0,0.0,0.0,0.0,0.4080000221729278,0,0,0,0,0,0,0,0,1
TRE,TRE_offshorewind_class12_moderate_floating_0_2,OffShoreWind_Class12_Moderate_floating_0,2,2,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,227.9,0.0,0.0,2.765423683e6,246127,68827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97503.222,0.977,30.0,0.036,0.0,0.0,0.0,0.0,0.0,0.402999997138977,0,0,0,0,0,0,0,0,1
TRE,TRE_offshorewind_class12_moderate_floating_0_3,OffShoreWind_Class12_Moderate_floating_0,3,2,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,19.9,0.0,0.0,2.765423683e6,248742,68827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100118.903,0.977,30.0,0.036,0.0,0.0,0.0,0.0,0.0,0.4080000221729278,0,0,0,0,0,0,0,0,1
TRE,TRE_offshorewind_class12_moderate_floating_0_4,OffShoreWind_Class12_Moderate_floating_0,4,2,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,116.0,0.0,0.0,2.765423683e6,246870,68827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98246.961,0.977,30.0,0.036,0.0,0.0,0.0,0.0,0.0,0.4029999673366546,0,0,0,0,0,0,0,0,1
TRE,TRE_offshorewind_class12_moderate_floating_0_5,OffShoreWind_Class12_Moderate_floating_0,5,2,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,10.0,0.0,0.0,2.765423683e6,246322,68827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97698.551,0.977,30.0,0.036,0.0,0.0,0.0,0.0,0.0,0.402999997138977,0,0,0,0,0,0,0,0,1
TRE,TRE_offshorewind_class12_moderate_floating_0_6,OffShoreWind_Class12_Moderate_floating_0,6,2,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,166.5,0.0,0.0,2.765423683e6,246414,68827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97790.387,0.977,30.0,0.036,0.0,0.0,0.0,0.0,0.0,0.398999959230423,0,0,0,0,0,0,0,0,1
TRE,TRE_offshorewind_class12_moderate_floating_0_7,OffShoreWind_Class12_Moderate_floating_0,7,2,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,10.0,0.0,0.0,2.765423683e6,246265,68827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97641.159,0.977,30.0,0.036,0.0,0.0,0.0,0.0,0.0,0.3989999890327453,0,0,0,0,0,0,0,0,1
TRE,TRE_offshorewind_class12_moderate_floating_0_8,OffShoreWind_Class12_Moderate_floating_0,8,2,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,225.5,0.0,0.0,2.765423683e6,245940,68827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97316.044,0.977,30.0,0.036,0.0,0.0,0.0,0.0,0.0,0.3959999978542328,0,0,0,0,0,0,0,0,1
TRE,TRE_offshorewind_class12_moderate_floating_0_9,OffShoreWind_Class12_Moderate_floating_0,9,2,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,42.2,0.0,0.0,2.765423683e6,246062,68827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97438.45,0.977,30.0,0.036,0.0,0.0,0.0,0.0,0.0,0.3959999978542328,0,0,0,0,0,0,0,0,1
WECC,WECC_landbasedwind_class1_moderate_0,LandbasedWind_Class1_Moderate_,0,3,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,305490.5,0.0,0.0,879445.731,109573,36613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35658.682,1.657,30.0,0.03,0.0,0.0,0.0,0.0,0.0,0.4743931889533996,0,0,0,0,0,0,0,0,1
WECC,WECC_landbasedwind_class1_moderate_1,LandbasedWind_Class1_Moderate_,1,3,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,104200.7,0.0,0.0,879445.731,98107,36613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24192.925,1.657,30.0,0.03,0.0,0.0,0.0,0.0,0.0,0.4156419932842254,0,0,0,0,0,0,0,0,1
WECC,WECC_landbasedwind_class1_moderate_2,LandbasedWind_Class1_Moderate_,2,3,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,284135.6,0.0,0.0,879445.731,118826,36613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44911.007,1.657,30.0,0.03,0.0,0.0,0.0,0.0,0.0,0.4115008413791656,0,0,0,0,0,0,0,0,1
WECC,WECC_landbasedwind_class1_moderate_3,LandbasedWind_Class1_Moderate_,3,3,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,90189.0,0.0,0.0,879445.731,98091,36613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24176.712,1.657,30.0,0.03,0.0,0.0,0.0,0.0,0.0,0.3315784931182861,0,0,0,0,0,0,0,0,1
WECC,WECC_landbasedwind_class1_moderate_4,LandbasedWind_Class1_Moderate_,4,3,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,255663.6,0.0,0.0,879445.731,110425,36613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36510.447,1.657,30.0,0.03,0.0,0.0,0.0,0.0,0.0,0.3121059238910675,0,0,0,0,0,0,0,0,1
WECC,WECC_landbasedwind_class1_moderate_5,LandbasedWind_Class1_Moderate_,5,3,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,101837.7,0.0,0.0,879445.731,127253,36613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53338.887,1.657,30.0,0.03,0.0,0.0,0.0,0.0,0.0,0.3975534439086914,0,0,0,0,0,0,0,0,1
WECC,WECC_landbasedwind_class1_moderate_6,LandbasedWind_Class1_Moderate_,6,3,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,164832.0,0.0,0.0,879445.731,120312,36613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46397.978,1.657,30.0,0.03,0.0,0.0,0.0,0.0,0.0,0.305006206035614,0,0,0,0,0,0,0,0,1
WECC,WECC_landbasedwind_class1_moderate_7,LandbasedWind_Class1_Moderate_,7,3,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,179117.4,0.0,0.0,879445.731,108490,36613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34575.917,1.657,30.0,0.03,0.0,0.0,0.0,0.0,0.0,0.2485047429800033,0,0,0,0,0,0,0,0,1
WECC,WECC_landbasedwind_class1_moderate_8,LandbasedWind_Class1_Moderate_,8,3,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,264065.6,0.0,0.0,879445.731,115612,36613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41697.208,1.657,30.0,0.03,0.0,0.0,0.0,0.0,0.0,0.216909185051918,0,0,0,0,0,0,0,0,1
WECC,WECC_landbasedwind_class1_moderate_9,LandbasedWind_Class1_Moderate_,9,3,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,41074.8,0.0,0.0,879445.731,116024,36613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42109.243,1.657,30.0,0.03,0.0,0.0,0.0,0.0,0.0,0.2850912809371948,0,0,0,0,0,0,0,0,1
WECC,WECC_utilitypv_class1_moderate_0,UtilityPV_Class1_Moderate_,0,3,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,776591.6,0.0,0.0,630556.245,48330,14425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16133.332,1.059,30.0,0.026,0.0,0.0,0.0,0.0,0.0,0.2759785056114197,0,0,0,0,0,0,0,0,1
WECC,WECC_utilitypv_class1_moderate_1,UtilityPV_Class1_Moderate_,1,3,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1.6361057e6,0.0,0.0,630556.245,51445,14425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19248.968,1.059,30.0,0.026,0.0,0.0,0.0,0.0,0.0,0.2964898347854614,0,0,0,0,0,0,0,0,1
WECC,WECC_utilitypv_class1_moderate_2,UtilityPV_Class1_Moderate_,2,3,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1.2243469e6,0.0,0.0,630556.245,61106,14425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28909.682,1.059,30.0,0.026,0.0,0.0,0.0,0.0,0.0,0.2754747271537781,0,0,0,0,0,0,0,0,1
WECC,WECC_utilitypv_class1_moderate_3,UtilityPV_Class1_Moderate_,3,3,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1.5267016e6,0.0,0.0,630556.245,67155,14425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34958.176,1.059,30.0,0.026,0.0,0.0,0.0,0.0,0.0,0.2951880693435669,0,0,0,0,0,0,0,0,1
WECC,WECC_utilitypv_class1_moderate_4,UtilityPV_Class1_Moderate_,4,3,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,2.0356378e6,0.0,0.0,630556.245,68737,14425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36540.484,1.059,30.0,0.026,0.0,0.0,0.0,0.0,0.0,0.2761925458908081,0,0,0,0,0,0,0,0,1
WECC,WECC_utilitypv_class1_moderate_5,UtilityPV_Class1_Moderate_,5,3,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,798112.6,0.0,0.0,630556.245,77725,14425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45528.402,1.059,30.0,0.026,0.0,0.0,0.0,0.0,0.0,0.2995071709156036,0,0,0,0,0,0,0,0,1
WECC,WECC_utilitypv_class1_moderate_6,UtilityPV_Class1_Moderate_,6,3,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1.9934061e6,0.0,0.0,630556.245,75643,14425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43446.632,1.059,30.0,0.026,0.0,0.0,0.0,0.0,0.0,0.2686400711536407,0,0,0,0,0,0,0,0,1
WECC,WECC_utilitypv_class1_moderate_7,UtilityPV_Class1_Moderate_,7,3,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,789006.1,0.0,0.0,630556.245,84775,14425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52578.04,1.059,30.0,0.026,0.0,0.0,0.0,0.0,0.0,0.2942663729190826,0,0,0,0,0,0,0,0,1
WECC,WECC_utilitypv_class1_moderate_8,UtilityPV_Class1_Moderate_,8,3,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,2.1118088e6,0.0,0.0,630556.245,84657,14425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52460.628,1.059,30.0,0.026,0.0,0.0,0.0,0.0,0.0,0.2537170350551605,0,0,0,0,0,0,0,0,1
WECC,WECC_utilitypv_class1_moderate_9,UtilityPV_Class1_Moderate_,9,3,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,751914.0,0.0,0.0,630556.245,91605,14425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59408.135,1.059,30.0,0.026,0.0,0.0,0.0,0.0,0.0,0.2818794548511505,0,0,0,0,0,0,0,0,1
WECC,WECC_offshorewind_class3_moderate_fixed_0_0,OffShoreWind_Class3_Moderate_fixed_0,0,3,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,271.5,0.0,0.0,1.732074611e6,192361,78449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97050.354,1.0,30.0,0.036,0.0,0.0,0.0,0.0,0.0,0.5263898372650146,0,0,0,0,0,0,0,0,1
WECC,WECC_offshorewind_class3_moderate_fixed_0_1,OffShoreWind_Class3_Moderate_fixed_0,1,3,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1063.0,0.0,0.0,1.732074611e6,193542,78449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98231.299,1.0,30.0,0.036,0.0,0.0,0.0,0.0,0.0,0.496447741985321,0,0,0,0,0,0,0,0,1
WECC,WECC_offshorewind_class3_moderate_fixed_0_2,OffShoreWind_Class3_Moderate_fixed_0,2,3,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,507.7,0.0,0.0,1.732074611e6,192217,78449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96906.848,1.0,30.0,0.036,0.0,0.0,0.0,0.0,0.0,0.4821742177009582,0,0,0,0,0,0,0,0,1
WECC,WECC_offshorewind_class3_moderate_fixed_0_3,OffShoreWind_Class3_Moderate_fixed_0,3,3,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,876.1,0.0,0.0,1.732074611e6,189622,78449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94311.798,1.0,30.0,0.036,0.0,0.0,0.0,0.0,0.0,0.529643177986145,0,0,0,0,0,0,0,0,1
