Resource,natural_gas_combined_cycle,coal_super_1,coal_super_2,coal_super_3,coal_super_4,coal_super_5,20A_retrofit_1,20A_retrofit_2,20A_retrofit_3,20A_retrofit_4,20A_retrofit_5,solar_pv,onshore_wind,battery,Total
Zone,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
AnnualSum,0.0,2211.2549711427127,0.0,0.0,0.0,0.0,1.793977397435955e7,4.069024450404906e7,1.4209206542759081e7,8176.048880163747,4.4032960390675895e7,0.0,31951.28430511806,0.0,1.16914524e8
t1,0.0,0.0,0.0,0.0,0.0,0.0,2907.683464007625,5612.458917374249,0.0,0.0,2596.9723800215233,0.0,4.885238596604243,0.0,11122.0
t2,0.0,0.0,0.0,0.0,0.0,0.0,2907.683464007625,3296.4170725509885,0.0,0.0,4444.772917674138,0.0,6.126545767248621,0.0,10655.0
t3,0.0,0.0,0.0,0.0,0.0,0.0,2907.683464007625,4929.2818439549665,0.0,0.0,2596.9723800215233,0.0,7.062312015886611,0.0,10441.000000000002
t4,0.0,0.0,0.0,0.0,0.0,0.0,2907.683464007625,3296.4170725509885,0.0,0.0,4154.895059796447,0.0,6.004403644940898,0.0,10365.000000000002
t5,0.0,0.0,0.0,0.0,0.0,0.0,2907.683464007625,5129.984354943869,0.0,0.0,2596.9723800215233,0.0,4.35980102698321,0.0,10639.000000000002
t6,0.0,0.0,0.0,0.0,0.0,0.0,2907.683464007625,5993.4855864563415,0.0,0.0,2670.668748018567,0.0,5.162201517465497,0.0,11576.999999999998
t7,0.0,0.0,0.0,0.0,0.0,0.0,2907.683464007625,5993.4855864563415,0.0,0.0,4440.565952952405,0.0,7.264996583629626,0.0,13349.000000000002
t8,0.0,0.0,0.0,0.0,0.0,0.0,3827.9819809099295,5993.4855864563415,0.0,0.0,4721.7679636754965,0.0,6.764468958232066,0.0,14550.0
t9,0.0,0.0,0.0,0.0,0.0,0.0,5286.69720728659,4906.201429759212,0.0,0.0,4721.7679636754965,0.0,7.3333992787010605,0.0,14922.0
t10,0.0,0.0,0.0,0.0,0.0,0.0,4444.250312270049,5993.4855864563415,0.0,0.0,4721.7679636754965,0.0,5.496137598111286,0.0,15164.999999999998
t11,0.0,0.0,0.0,0.0,0.0,0.0,4608.673451096167,5993.4855864563415,0.0,0.0,4721.7679636754965,0.0,4.072998771994378,0.0,15328.0
t12,0.0,0.0,0.0,0.0,0.0,0.0,4659.767925558434,5993.4855864563415,0.0,0.0,4721.7679636754965,0.0,4.978524309727276,0.0,15380.0
t13,0.0,0.0,0.0,0.0,0.0,0.0,4554.624190865272,5993.4855864563415,0.0,0.0,4721.7679636754965,0.0,5.1222590028903285,0.0,15275.0
t14,0.0,0.0,0.0,0.0,0.0,0.0,4435.975677052446,5993.4855864563415,0.0,0.0,4721.7679636754965,0.0,2.770772815716249,0.0,15154.0
t15,0.0,0.0,0.0,0.0,0.0,0.0,4236.731260670706,5993.4855864563415,0.0,0.0,4721.7679636754965,0.0,1.0151891974544993,0.0,14953.0
t16,0.0,0.0,0.0,0.0,0.0,0.0,4168.833605203942,5993.4855864563415,0.0,0.0,4721.7679636754965,0.0,0.9128446642198733,0.0,14885.000000000002
t17,0.0,0.0,0.0,0.0,0.0,0.0,4623.8869075470575,5993.4855864563415,0.0,0.0,4721.7679636754965,0.0,0.8595423211031498,0.0,15339.999999999998
t18,0.0,0.0,0.0,0.0,0.0,0.0,5286.69720728659,5993.4855864563415,0.0,0.0,4721.7679636754965,0.0,1.0492425815734607,0.0,16003.000000000002
t19,0.0,0.0,0.0,0.0,0.0,0.0,5048.327713904977,5993.4855864563415,0.0,0.0,4721.7679636754965,0.0,3.418735963184029,0.0,15766.999999999998
t20,0.0,0.0,0.0,0.0,0.0,0.0,4513.337369035955,5993.4855864563415,0.0,0.0,4721.7679636754965,0.0,7.409080832206731,0.0,15236.0
t21,0.0,0.0,0.0,0.0,0.0,0.0,3939.0605040093096,5993.4855864563415,0.0,0.0,4721.7679636754965,0.0,8.685945858852955,0.0,14663.0
t22,0.0,0.0,0.0,0.0,0.0,0.0,3164.422983153883,5993.4855864563415,0.0,0.0,4721.7679636754965,0.0,9.323466714277277,0.0,13888.999999999998
t23,0.0,0.0,0.0,0.0,0.0,0.0,2907.683464007625,5993.4855864563415,0.0,0.0,3944.5074828217557,0.0,9.323466714277277,0.0,12854.999999999998
t24,0.0,0.0,0.0,0.0,0.0,0.0,2907.683464007625,5993.4855864563415,0.0,0.0,2898.5074828217544,0.0,9.323466714277277,0.0,11808.999999999998
t25,0.0,0.0,0.0,0.0,0.0,0.0,2907.683464007625,3296.4170725509885,5195.235087792395,233.05090909090762,3300.0000000000005,0.0,2.6134665580825587,0.0,14934.999999999998
t26,0.0,0.0,0.0,0.0,0.0,0.0,2907.683464007625,4675.1869778980345,2940.449090909092,233.05090909090762,3300.0000000000005,0.0,5.629558094340069,0.0,14062.0
t27,0.0,0.0,0.0,0.0,0.0,0.0,2907.683464007625,3296.4170725509885,3753.931847594881,233.05090909090762,3300.0000000000005,0.0,6.916706755596673,0.0,13498.0
t28,0.0,0.0,0.0,0.0,0.0,0.0,2907.683464007625,3760.69488598187,2940.449090909092,233.05090909090762,3300.0000000000005,0.0,4.121650010506017,0.0,13145.999999999998
t29,0.0,0.0,0.0,0.0,0.0,0.0,2907.683464007625,3296.4170725509885,3435.8641171634263,233.05090909090762,3300.0000000000005,0.0,4.984437187053203,0.0,13178.0
t30,0.0,0.0,0.0,0.0,0.0,0.0,2907.683464007625,4325.33889560214,2940.449090909092,233.05090909090762,3300.0000000000005,0.0,5.477640390234697,0.0,13711.999999999998
