Resource,natural_gas_combined_cycle,coal_super_1,coal_super_2,coal_super_3,coal_super_4,coal_super_5,20A_retrofit_1,20A_retrofit_2,20A_retrofit_3,20A_retrofit_4,20A_retrofit_5,solar_pv,onshore_wind,battery,Total
Zone,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
AnnualSum,0.0,1708.126963810503,0.0,0.0,0.0,0.0,896988.6987179774,2.0345122252024529e6,710460.3271379541,408.8024440081873,2.201648019533795e6,0.0,0.0,0.0,5.845726199999997e6
t1,0.0,0.0,0.0,0.0,0.0,0.0,145.38417320038124,280.62294586871246,0.0,0.0,129.84861900107617,0.0,0.0,0.0,555.8557380701699
t2,0.0,0.0,0.0,0.0,0.0,0.0,145.38417320038124,164.8208536275494,0.0,0.0,222.2386458837069,0.0,0.0,0.0,532.4436727116375
t3,0.0,0.0,0.0,0.0,0.0,0.0,145.38417320038124,246.46409219774836,0.0,0.0,129.84861900107617,0.0,0.0,0.0,521.6968843992057
t4,0.0,0.0,0.0,0.0,0.0,0.0,145.38417320038124,164.8208536275494,0.0,0.0,207.7447529898223,0.0,0.0,0.0,517.9497798177529
t5,0.0,0.0,0.0,0.0,0.0,0.0,145.38417320038124,256.4992177471935,0.0,0.0,129.84861900107617,0.0,0.0,0.0,531.7320099486509
t6,0.0,0.0,0.0,0.0,0.0,0.0,145.38417320038124,299.6742793228171,0.0,0.0,133.53343740092836,0.0,0.0,0.0,578.5918899241267
t7,0.0,0.0,0.0,0.0,0.0,0.0,145.38417320038124,299.6742793228171,0.0,0.0,222.0282976476202,0.0,0.0,0.0,667.0867501708185
t8,0.0,0.0,0.0,0.0,0.0,0.0,191.39909904549648,299.6742793228171,0.0,0.0,236.08839818377484,0.0,0.0,0.0,727.1617765520884
t9,0.0,0.0,0.0,0.0,0.0,0.0,264.33486036432953,245.31007148796064,0.0,0.0,236.08839818377484,0.0,0.0,0.0,745.733330036065
t10,0.0,0.0,0.0,0.0,0.0,0.0,222.21251561350246,299.6742793228171,0.0,0.0,236.08839818377484,0.0,0.0,0.0,757.9751931200944
t11,0.0,0.0,0.0,0.0,0.0,0.0,230.43367255480834,299.6742793228171,0.0,0.0,236.08839818377484,0.0,0.0,0.0,766.1963500614003
t12,0.0,0.0,0.0,0.0,0.0,0.0,232.98839627792174,299.6742793228171,0.0,0.0,236.08839818377484,0.0,0.0,0.0,768.7510737845137
t13,0.0,0.0,0.0,0.0,0.0,0.0,227.7312095432636,299.6742793228171,0.0,0.0,236.08839818377484,0.0,0.0,0.0,763.4938870498555
t14,0.0,0.0,0.0,0.0,0.0,0.0,221.7987838526223,299.6742793228171,0.0,0.0,236.08839818377484,0.0,0.0,0.0,757.5614613592143
t15,0.0,0.0,0.0,0.0,0.0,0.0,211.8365630335353,299.6742793228171,0.0,0.0,236.08839818377484,0.0,0.0,0.0,747.5992405401272
t16,0.0,0.0,0.0,0.0,0.0,0.0,208.44168026019713,299.6742793228171,0.0,0.0,236.08839818377484,0.0,0.0,0.0,744.204357766789
t17,0.0,0.0,0.0,0.0,0.0,0.0,231.19434537735287,299.6742793228171,0.0,0.0,236.08839818377484,0.0,0.0,0.0,766.9570228839448
t18,0.0,0.0,0.0,0.0,0.0,0.0,264.33486036432953,299.6742793228171,0.0,0.0,236.08839818377484,0.0,0.0,0.0,800.0975378709215
t19,0.0,0.0,0.0,0.0,0.0,0.0,252.4163856952489,299.6742793228171,0.0,0.0,236.08839818377484,0.0,0.0,0.0,788.1790632018408
t20,0.0,0.0,0.0,0.0,0.0,0.0,225.66686845179774,299.6742793228171,0.0,0.0,236.08839818377484,0.0,0.0,0.0,761.4295459583897
t21,0.0,0.0,0.0,0.0,0.0,0.0,196.95302520046545,299.6742793228171,0.0,0.0,236.08839818377484,0.0,0.0,0.0,732.7157027070574
t22,0.0,0.0,0.0,0.0,0.0,0.0,158.22114915769413,299.6742793228171,0.0,0.0,236.08839818377484,0.0,0.0,0.0,693.9838266642861
t23,0.0,0.0,0.0,0.0,0.0,0.0,145.38417320038124,299.6742793228171,0.0,0.0,197.2253741410878,0.0,0.0,0.0,642.2838266642862
t24,0.0,0.0,0.0,0.0,0.0,0.0,145.38417320038124,299.6742793228171,0.0,0.0,144.92537414108773,0.0,0.0,0.0,589.983826664286
t25,0.0,0.0,0.0,0.0,0.0,0.0,145.38417320038124,164.8208536275494,259.76175438961974,11.65254545454538,165.0,0.0,0.0,0.0,746.6193266720957
t26,0.0,0.0,0.0,0.0,0.0,0.0,145.38417320038124,233.75934889490173,147.0224545454546,11.65254545454538,165.0,0.0,0.0,0.0,702.8185220952829
t27,0.0,0.0,0.0,0.0,0.0,0.0,145.38417320038124,164.8208536275494,187.69659237974406,11.65254545454538,165.0,0.0,0.0,0.0,674.55416466222
t28,0.0,0.0,0.0,0.0,0.0,0.0,145.38417320038124,188.03474429909352,147.0224545454546,11.65254545454538,165.0,0.0,0.0,0.0,657.0939174994747
