Resource,natural_gas_combined_cycle,coal_super_1,coal_super_2,coal_super_3,coal_super_4,coal_super_5,20A_retrofit_1,20A_retrofit_2,20A_retrofit_3,20A_retrofit_4,20A_retrofit_5
t67,0.0,0.0,0.0,0.0,0.0,0.0,26433.48603643295,23956.76681508619,13462.368804661517,0.0,30000.0
t68,0.0,0.0,0.0,0.0,0.0,0.0,17513.26836131959,29967.42793228171,13462.368804661517,0.0,30000.0
t69,0.0,0.0,0.0,0.0,0.0,0.0,17251.05758420213,29967.42793228171,13462.368804661517,0.0,30000.0
t70,0.0,0.0,0.0,0.0,0.0,0.0,25487.558613021847,16482.08536275494,13462.368804661517,0.0,30000.0
t71,0.0,0.0,0.0,0.0,0.0,0.0,14538.417320038125,19379.990939600877,13462.368804661517,0.0,30000.0
t72,0.0,0.0,0.0,0.0,0.0,0.0,14538.417320038125,16482.08536275494,8216.738692861934,0.0,30000.0
t73,0.0,0.0,0.0,0.0,0.0,0.0,4166.437827682527,20833.522371749168,0.0,0.0,30000.0
t74,0.0,0.0,0.0,0.0,0.0,0.0,4166.437827682527,29967.42793228171,0.0,0.0,17919.089547617255
t75,0.0,0.0,0.0,0.0,0.0,0.0,4166.437827682527,29669.684000041834,0.0,0.0,16500.0
t76,0.0,0.0,0.0,0.0,0.0,0.0,4166.437827682527,28737.540260712136,0.0,0.0,16500.0
t77,0.0,0.0,0.0,0.0,0.0,0.0,4166.437827682527,28764.685666446894,0.0,0.0,16500.0
t78,0.0,0.0,0.0,0.0,0.0,0.0,4166.437827682527,29967.42793228171,0.0,0.0,16833.504677295263
t79,0.0,0.0,0.0,0.0,0.0,0.0,4166.437827682527,29967.42793228171,0.0,0.0,19286.230145997022
t80,0.0,0.0,0.0,0.0,0.0,0.0,4166.437827682527,22990.34712381296,0.0,0.0,30000.0
t81,0.0,0.0,0.0,0.0,0.0,0.0,4166.437827682527,27802.551485897293,0.0,0.0,30000.0
t82,0.0,0.0,0.0,0.0,0.0,0.0,5259.971477557377,29967.42793228171,0.0,0.0,30000.0
t83,0.0,0.0,0.0,0.0,0.0,0.0,7575.341504877322,29967.42793228171,0.0,0.0,29230.945160846997
t84,0.0,0.0,0.0,0.0,0.0,0.0,7265.925902559998,29967.42793228171,0.0,0.0,30000.0
t85,0.0,0.0,0.0,0.0,0.0,0.0,7218.466835836623,29967.42793228171,0.0,0.0,30000.0
t86,0.0,0.0,0.0,0.0,0.0,0.0,6738.841737317091,29967.42793228171,0.0,0.0,30000.0
t87,0.0,0.0,0.0,0.0,0.0,0.0,6182.996094887945,29967.42793228171,0.0,0.0,30000.0
t88,0.0,0.0,0.0,0.0,0.0,0.0,5906.512686907384,29967.42793228171,0.0,0.0,30000.0
t89,0.0,0.0,0.0,0.0,0.0,0.0,6058.627689505513,29967.42793228171,0.0,0.0,30000.0
t90,0.0,0.0,0.0,0.0,0.0,0.0,6076.709539937327,29967.42793228171,0.0,0.0,30000.0
t91,0.0,0.0,0.0,0.0,0.0,0.0,5731.643838572378,29967.42793228171,0.0,0.0,30000.0
t92,0.0,0.0,0.0,0.0,0.0,0.0,7575.341504877322,29967.42793228171,0.0,0.0,30000.0
t93,0.0,0.0,0.0,0.0,0.0,0.0,5922.880868630637,29967.42793228171,0.0,0.0,30000.0
t94,0.0,0.0,0.0,0.0,0.0,0.0,4166.437827682527,29967.42793228171,0.0,0.0,27945.335536161274
t95,0.0,0.0,0.0,0.0,0.0,0.0,4166.437827682527,23105.631729498095,0.0,0.0,30000.0
t96,0.0,0.0,0.0,0.0,0.0,0.0,4166.437827682527,29967.42793228171,0.0,0.0,18071.914511224964
t97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11928.864996738539,17651.015480706974,0.0,16500.0
t98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14729.782775814396,12643.078311384448,0.0,16500.0
t99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11928.864996738539,12643.078311384448,0.0,18269.05294366522
t100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11928.864996738539,14288.979405532447,0.0,16500.0
t101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14884.772675491673,12643.078311384448,0.0,16500.0
t102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11928.864996738539,12643.078311384448,0.0,24260.244511474204
t103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21688.845448615524,12643.078311384448,0.0,23214.395277990974
t104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21688.845448615524,12643.078311384448,0.0,28565.1484690859
t105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21688.845448615524,22987.415111608087,0.0,20632.98374478218
t106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14067.4640401337,22987.415111608087,0.0,30000.0
t107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15537.415305207753,22987.415111608087,0.0,30000.0
t108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16366.890402236393,22987.415111608087,0.0,30000.0
t109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21688.845448615524,22987.415111608087,0.0,24802.658058235415
t110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21688.845448615524,22987.415111608087,0.0,25058.77653457631
t111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16203.655921562244,22987.415111608087,0.0,30000.0
t112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15667.182921600666,22987.415111608087,0.0,30000.0
t113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15713.864800443878,22987.415111608087,0.0,30000.0
t114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16410.799690458258,22987.415111608087,0.0,30000.0
t115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21688.845448615524,22987.415111608087,0.0,26039.63924183981
t116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21688.845448615524,21465.804952651986,0.0,30000.0
t117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16967.61274503484,22987.415111608087,0.0,30000.0
t118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21688.845448615524,12643.078311384448,0.0,30000.0
t119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11928.864996738539,22987.415111608087,0.0,22512.225348086184
t120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11928.864996738539,22987.415111608087,0.0,16500.0
t121,0.0,0.0,0.0,0.0,0.0,0.0,14538.417320038125,19947.71250359893,5173.862958041777,0.0,16500.0
t122,0.0,0.0,0.0,0.0,0.0,0.0,14538.417320038125,20240.95537254221,2845.6246269229778,0.0,16500.0
t123,0.0,0.0,0.0,0.0,0.0,0.0,14538.417320038125,19275.95470591434,2845.6246269229778,0.0,16500.0
t124,0.0,0.0,0.0,0.0,0.0,0.0,14538.417320038125,19225.956351506215,2845.6246269229778,0.0,16500.0
t125,0.0,0.0,0.0,0.0,0.0,0.0,14538.417320038125,20855.95665451889,2845.6246269229778,0.0,16500.0
t126,0.0,0.0,0.0,0.0,0.0,0.0,14538.417320038125,16482.08536275494,2845.6246269229778,0.0,26053.872690283948
t127,0.0,0.0,0.0,0.0,0.0,0.0,14538.417320038125,19682.683708305074,5173.862958041777,0.0,30000.0
t128,0.0,0.0,0.0,0.0,0.0,0.0,14538.417320038125,24737.676356984655,5173.862958041777,0.0,30000.0
t129,0.0,0.0,0.0,0.0,0.0,0.0,14538.417320038125,25957.683429160486,5173.862958041777,0.0,30000.0
t130,0.0,0.0,0.0,0.0,0.0,0.0,14538.417320038125,26492.713591600885,5173.862958041777,0.0,30000.0
t131,0.0,0.0,0.0,0.0,0.0,0.0,14538.417320038125,27087.449700665176,5173.862958041777,0.0,30000.0
t132,0.0,0.0,0.0,0.0,0.0,0.0,14538.417320038125,27322.59970186543,5173.862958041777,0.0,30000.0
t133,0.0,0.0,0.0,0.0,0.0,0.0,14538.417320038125,29967.42793228171,5173.862958041777,0.0,27245.291318803313
t134,0.0,0.0,0.0,0.0,0.0,0.0,14538.417320038125,27147.71344326453,5173.862958041777,0.0,30000.0
t135,0.0,0.0,0.0,0.0,0.0,0.0,14538.417320038125,26712.69564812302,5173.862958041777,0.0,30000.0
t136,0.0,0.0,0.0,0.0,0.0,0.0,14538.417320038125,27697.66227505361,5173.862958041777,0.0,30000.0
t137,0.0,0.0,0.0,0.0,0.0,0.0,17578.58533357005,29967.42793228171,5173.862958041777,0.0,30000.0
t138,0.0,0.0,0.0,0.0,0.0,0.0,26433.48603643295,26955.74140721135,2845.6246269229778,0.0,30000.0
t139,0.0,0.0,0.0,0.0,0.0,0.0,26433.48603643295,23962.47020560463,5173.862958041777,0.0,30000.0
t140,0.0,0.0,0.0,0.0,0.0,0.0,18143.439602610782,29967.42793228171,5173.862958041777,0.0,30000.0
t141,0.0,0.0,0.0,0.0,0.0,0.0,14538.417320038125,29967.42793228171,5173.862958041777,0.0,30000.0
t142,0.0,0.0,0.0,0.0,0.0,0.0,14538.417320038125,24202.3426409285,5173.862958041777,0.0,30000.0
t143,0.0,0.0,0.0,0.0,0.0,0.0,15068.328450991032,29967.42793228171,5173.862958041777,0.0,16500.0
t144,0.0,0.0,0.0,0.0,0.0,0.0,14538.417320038125,24047.38825011561,5173.862958041777,0.0,16500.0
t145,0.0,0.0,0.0,0.0,0.0,0.0,14538.417320038125,24742.008509343807,0.0,0.0,16500.0
t146,0.0,0.0,0.0,0.0,0.0,0.0,14538.417320038125,22076.25769921828,0.0,0.0,16500.0
t147,0.0,0.0,0.0,0.0,0.0,0.0,14538.417320038125,20965.146782541597,0.0,0.0,16500.0
t148,0.0,0.0,0.0,0.0,0.0,0.0,14538.417320038125,20971.03538742305,0.0,0.0,16500.0
t149,0.0,0.0,0.0,0.0,0.0,0.0,14538.417320038125,22719.57697408269,0.0,0.0,16500.0
t150,0.0,0.0,0.0,0.0,0.0,0.0,14538.417320038125,28201.437044804137,0.0,0.0,16500.0
t151,0.0,0.0,0.0,0.0,0.0,0.0,14538.417320038125,24505.24754561457,0.0,0.0,30000.0
t152,0.0,0.0,0.0,0.0,0.0,0.0,26433.48603643295,29967.42793228171,0.0,0.0,17691.071139172578
t153,0.0,0.0,0.0,0.0,0.0,0.0,14847.478512417127,29967.42793228171,0.0,0.0,30000.0
t154,0.0,0.0,0.0,0.0,0.0,0.0,26433.48603643295,18121.336356187872,0.0,0.0,30000.0
t155,0.0,0.0,0.0,0.0,0.0,0.0,14538.417320038125,29967.42793228171,0.0,0.0,29608.23311707506
t156,0.0,0.0,0.0,0.0,0.0,0.0,14538.417320038125,28806.361041625423,0.0,0.0,30000.0
t157,0.0,0.0,0.0,0.0,0.0,0.0,25791.943045445183,29967.42793228171,0.0,0.0,16500.0
t158,0.0,0.0,0.0,0.0,0.0,0.0,14538.417320038125,27576.41727070729,0.0,0.0,30000.0
t159,0.0,0.0,0.0,0.0,0.0,0.0,14538.417320038125,27826.35868218231,0.0,0.0,30000.0
t160,0.0,0.0,0.0,0.0,0.0,0.0,14538.417320038125,29421.392871126434,0.0,0.0,30000.0
t161,0.0,0.0,0.0,0.0,0.0,0.0,26433.48603643295,23702.415327881477,0.0,0.0,30000.0
t162,0.0,0.0,0.0,0.0,0.0,0.0,26433.48603643295,28083.88955227209,0.0,0.0,30000.0
t163,0.0,0.0,0.0,0.0,0.0,0.0,26433.48603643295,27581.22248436733,0.0,0.0,30000.0
t164,0.0,0.0,0.0,0.0,0.0,0.0,22425.28936991906,29967.42793228171,0.0,0.0,30000.0
t165,0.0,0.0,0.0,0.0,0.0,0.0,26433.48603643295,23642.119253238237,0.0,0.0,30000.0
t166,0.0,0.0,0.0,0.0,0.0,0.0,15322.864116993384,29967.42793228171,0.0,0.0,30000.0
t167,0.0,0.0,0.0,0.0,0.0,0.0,21584.008857995108,16482.08536275494,0.0,0.0,30000.0
t168,0.0,0.0,0.0,0.0,0.0,0.0,14538.417320038125,29967.42793228171,0.0,0.0,16508.445481677478
t169,0.0,0.0,0.0,0.0,0.0,0.0,14538.417320038125,27590.292010829053,0.0,0.0,16500.0
t170,0.0,0.0,0.0,0.0,0.0,0.0,14538.417320038125,24526.804760924806,0.0,0.0,16500.0
t171,0.0,0.0,0.0,0.0,0.0,0.0,14538.417320038125,22901.45687347895,0.0,0.0,16500.0
t172,0.0,0.0,0.0,0.0,0.0,0.0,14538.417320038125,22144.48351010779,0.0,0.0,16500.0
t173,0.0,0.0,0.0,0.0,0.0,0.0,14538.417320038125,22279.793291706083,0.0,0.0,16500.0
t174,0.0,0.0,0.0,0.0,0.0,0.0,14538.417320038125,23728.4918910351,0.0,0.0,16500.0
t175,0.0,0.0,0.0,0.0,0.0,0.0,14538.417320038125,26674.384738886412,0.0,0.0,16500.0
t176,0.0,0.0,0.0,0.0,0.0,0.0,16816.18376138886,27590.292010829053,0.0,0.0,16500.0
t177,0.0,0.0,0.0,0.0,0.0,0.0,14538.417320038125,27590.292010829053,0.0,0.0,22933.525921847977
t178,0.0,0.0,0.0,0.0,0.0,0.0,14538.417320038125,27590.292010829053,0.0,0.0,25665.40966877819
t179,0.0,0.0,0.0,0.0,0.0,0.0,14538.417320038125,27590.292010829053,0.0,0.0,26584.57459617678
t180,0.0,0.0,0.0,0.0,0.0,0.0,14538.417320038125,24760.024802346055,0.0,0.0,30000.0
t181,0.0,0.0,0.0,0.0,0.0,0.0,14538.417320038125,27590.292010829053,0.0,0.0,27395.69785778697
t182,0.0,0.0,0.0,0.0,0.0,0.0,14538.417320038125,27590.292010829053,0.0,0.0,26926.88092901657
t183,0.0,0.0,0.0,0.0,0.0,0.0,14538.417320038125,23978.191814301797,0.0,0.0,30000.0
t184,0.0,0.0,0.0,0.0,0.0,0.0,14538.417320038125,24410.159322779866,0.0,0.0,30000.0
t185,0.0,0.0,0.0,0.0,0.0,0.0,17576.478818411408,27590.292010829053,0.0,0.0,30000.0
t186,0.0,0.0,0.0,0.0,0.0,0.0,26433.48603643295,23984.142539857807,0.0,0.0,30000.0
t187,0.0,0.0,0.0,0.0,0.0,0.0,22754.680683643965,27590.292010829053,0.0,0.0,30000.0
t188,0.0,0.0,0.0,0.0,0.0,0.0,21288.32169864291,27590.292010829053,0.0,0.0,30000.0
t189,0.0,0.0,0.0,0.0,0.0,0.0,19332.395393939925,27590.292010829053,0.0,0.0,30000.0
t190,0.0,0.0,0.0,0.0,0.0,0.0,15692.185753004747,27590.292010829053,0.0,0.0,30000.0
t191,0.0,0.0,0.0,0.0,0.0,0.0,14538.417320038125,23520.193339286463,0.0,0.0,30000.0
t192,0.0,0.0,0.0,0.0,0.0,0.0,17803.684319417636,27590.292010829053,0.0,0.0,16500.0
