Resource,MA_natural_gas,MA_natural_gas_CCS_retro,MA_wind,MA_solar_pv,CT_natural_gas,CT_wind,CT_solar_pv,ME_natural_gas,ME_wind,ME_solar_pv,MA_battery,CT_battery,ME_battery,Total
Zone,1,1,1,1,2,2,2,3,3,3,1,2,3,0
AnnualSum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3627405e7,8.831484e6,2.9712492e6,2.5430138e7
t1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3287.515706099775,1993.2939157506853,865.6702987958371,6146.479920646297
t2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531.7935953287958,865.6702987958371,1397.463894124633
t3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4246.698549413191,2757.420996451504,36.569553537803586,7040.689099402499
t4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4246.698549413191,548.4839622214727,865.6702987958371,5660.852810430501
t5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4246.698549413191,2113.8782835561615,806.2439190650144,7166.820752034368
t6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1520.1612408551084,2668.371550424514,72.01416697088416,4260.546958250507
t7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,777.7620894893159,865.6702987958371,1643.4323882851531
t8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,973.2985543398725,601.8184364596805,0.0,1575.116990799553
t9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1599.6530751347752,1370.6103838063025,865.6702987958371,3835.9337577369147
t10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2892.7521866191173,1597.3363675978494,540.8563998542447,5030.944954071212
t11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3945.7659418256635,1865.0835891705954,468.8422328833606,6279.691763879619
t12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3921.318091390489,1885.6036826353716,468.8422328833606,6275.764006909221
t13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3215.981240837278,1860.8436586922678,468.8422328833606,5545.6671324129065
t14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2825.152591211183,2627.422263939465,468.8422328833606,5921.417088034008
t15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2721.3313028035823,1808.450062302478,468.8422328833606,4998.623597989421
t16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2299.9883824811477,1540.050538784489,468.8422328833606,4308.881154148997
t17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2299.9883824811477,1493.4039192220016,0.0,3793.3923017031493
t18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,432.38456135480465,1493.4039192220016,865.6702987958371,2791.458779372643
t19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2220.882036675447,229.38684199249928,144.0283339417682,2594.2972126097147
t20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4246.698549413191,2757.420996451504,865.6702987958371,7869.789844660532
t21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1480.2130995944613,468.8422328833606,1949.0553324778218
t22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,862.2024678831076,1304.2037499597877,0.0,2166.4062178428953
t23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,277.623150934608,865.6702987958371,1143.293449730445
t24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4246.698549413191,2523.013248412958,0.0,6769.711797826149
t25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4246.698549413191,1881.966347208193,612.8705668251289,6741.535463446513
t26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2405.7004802253714,511.765155057584,865.6702987958371,3783.135934078792
t27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4246.698549413191,2212.205456098941,27.986183230364304,6486.890188742496
