Resource,MA_natural_gas,MA_natural_gas_CCS_retro,MA_wind,MA_solar_pv,CT_natural_gas,CT_wind,CT_solar_pv,ME_natural_gas,ME_wind,ME_solar_pv,MA_battery,CT_battery,ME_battery
Zone,1,1,1,1,2,2,2,3,3,3,1,2,3
t1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4615.976684144773,2419.160218611639,1592.83334978434
t2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,489.2501077024922,2389.2500246765103
t3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3906.962665460136,3026.077424437876,1521.6975516942962
t4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7813.925330920272,1129.6641542142056,2318.1142265864664
t5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11720.887996380408,2374.929226286589,2995.2647411145163
t6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10155.808828664845,4733.03817656085,2198.848066222346
t7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5539.832144520072,3296.7761391495123,2995.2647411145163
t8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2877.2233416069735,1507.4028398317407,2054.3187641625195
t9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1471.6808291239934,1260.9615531017982,2850.73543905469
t10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2661.332011689588,1469.5494581900216,2995.2647411145163
t11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5964.336017747972,2215.494395791199,2995.2647411145163
t12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9218.274250932982,3002.622268798206,2995.2647411145163
t13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11056.632091877285,3740.0578502741837,2995.2647411145163
t14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12110.613825572,6015.98336297671,2995.2647411145163
t15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12956.23074740172,6648.2672744808315,2995.2647411145163
t16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12956.23074740172,6741.88501182885,2995.2647411145163
t17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12956.23074740172,6741.88501182885,2054.3187641625195
t18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9208.031078567285,6741.88501182885,2850.73543905469
t19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9049.268081941584,4205.0576950934665,2198.848066222346
t20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12956.23074740172,6741.88501182885,2995.2647411145163
t21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8340.254063256947,6715.411610350274,2995.2647411145163
t22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5454.68024508975,6335.695096735326,2054.3187641625195
t23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,838.7035609449777,3895.675954815931,2850.73543905469
t24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4745.666226405114,5962.057112879173,1909.789462102693
t25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8652.62889186525,6741.88501182885,2198.848066222346
t26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8864.788475859745,4771.778692097132,2995.2647411145163
t27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12771.75114131988,6214.382124368415,2110.4858171152855
t28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12956.23074740172,6741.88501182885,2906.9024920074557
t29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8467.58674266779,5515.411869541608,2002.0260418217047
t30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6074.526048831463,3486.2070220372025,2798.4427167138747
t31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.049982575424,1089.6865733955344,2597.902496106366
t32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2204.809960208297,1614.5166010134033,1656.956519154369
t33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2040.8115151398335,1170.3004656376393,716.0105422023723
t34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2179.619799045781,1546.285002619686,190.38535197208213
