Resource,Zone,StartCap,RetCap,NewCap,EndCap,StartEnergyCap,RetEnergyCap,NewEnergyCap,EndEnergyCap,StartChargeCap,RetChargeCap,NewChargeCap,EndChargeCap
MA_natural_gas,1,14400,7520.050534875678,0.0,6879.949465124322,0,0.0,0.0,0.0,0,0.0,0.0,0.0
MA_natural_gas_CCS_retro,1,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
MA_wind,1,200,0.0,17071.07317985666,17271.07317985666,0,0.0,0.0,0.0,0,0.0,0.0,0.0
MA_solar_pv,1,1100,0.0,17792.340862271623,18892.340862271623,0,0.0,0.0,0.0,0,0.0,0.0,0.0
CT_natural_gas,2,9300,5727.039497502489,0.0,3572.960502497511,0,0.0,0.0,0.0,0,0.0,0.0,0.0
CT_wind,2,100,0.0,6445.729450538551,6545.729450538551,0,0.0,0.0,0.0,0,0.0,0.0,0.0
CT_solar_pv,2,100,0.0,5236.957432439334,5336.957432439334,0,0.0,0.0,0.0,0,0.0,0.0,0.0
ME_natural_gas,3,2000,1203.3396849059095,0.0,796.6603150940905,0,0.0,0.0,0.0,0,0.0,0.0,0.0
ME_wind,3,1700,0.0,7178.858553588625,8878.858553588625,0,0.0,0.0,0.0,0,0.0,0.0,0.0
ME_solar_pv,3,100,0.0,0.0,100.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
MA_battery,1,0,0.0,4246.698549413191,4246.698549413191,0,0.0,12956.23074740172,12956.23074740172,0,0.0,0.0,0.0
CT_battery,2,0,0.0,2757.420996451504,2757.420996451504,0,0.0,6741.88501182885,6741.88501182885,0,0.0,0.0,0.0
ME_battery,3,0,0.0,865.6702987958371,865.6702987958371,0,0.0,2995.2647411145163,2995.2647411145163,0,0.0,0.0,0.0
Total,n/a,29000,14450.429717284078,61594.74932335532,76144.31960607127,0,0.0,22693.380500345083,22693.380500345083,0,0.0,0.0,0.0
