Resource,natural_gas_combined_cycle,solar_pv,onshore_wind_1,onshore_wind_2,onshore_wind_3,battery,Total
t63,9733.872061941627,10887.737830061264,21723.397319111744,0.0,0.0,7018.628969465927,49363.63618058056
t64,9733.872061941627,4475.25171477009,21847.50744897384,0.0,0.0,7018.628969465927,43075.26019515149
t65,9733.872061941627,282.9141521977919,23221.76505257245,0.0,0.0,7018.628969465927,40257.180236177795
t66,9733.872061941627,0.0,24121.992593385632,0.0,0.0,7014.825975627403,40870.69063095466
t67,9733.872061941627,0.0,24450.71061317037,0.0,0.0,7014.825975627403,41199.4086507394
t68,9733.872061941627,0.0,24782.74968690869,0.0,0.0,7021.847823450854,41538.46957230117
t69,9733.872061941627,0.0,24820.36856287515,0.0,0.0,7021.847823450854,41576.08844826763
t70,9733.872061941627,0.0,24817.74086260306,0.0,0.0,7014.825975627403,41566.43890017209
t71,9733.872061941627,0.0,24649.37471606305,0.0,0.0,7014.825975627403,41398.07275363208
t72,9733.872061941627,0.0,24231.61883415678,0.0,0.0,7021.847823450854,40987.338719549254
t73,9733.872061941627,0.0,23834.87037032282,0.0,0.0,7014.825975627403,40583.56840789186
t74,9733.872061941627,0.0,23291.971432874372,0.0,0.0,7020.0057477465125,40045.849242562515
t75,9733.872061941627,0.0,22063.180770017407,0.0,0.0,7014.825975627403,38811.878807586436
t76,9733.872061941627,0.0,21362.391055017015,0.0,0.0,7014.825975627403,38111.089092586044
t77,9733.872061941627,0.0,20639.829662873002,0.0,0.0,7021.847823450854,37395.54954826548
t78,9733.872061941627,0.0,19898.820073215986,0.0,0.0,7021.847823450854,36654.53995860847
t79,9733.872061941627,0.0,19753.16196867979,0.0,0.0,7018.576845395238,36505.61087601665
t80,9733.872061941627,1855.0617303924967,19366.783612279574,0.0,0.0,7021.33544375468,37977.05284836838
t81,9733.872061941627,11510.08477167527,18538.093613049386,0.0,0.0,7021.847823450854,46803.89827011713
t82,9733.872061941627,15240.129038367553,14243.235788406593,0.0,0.0,7018.386591750524,46235.623480466296
t83,9733.872061941627,11835.956325828623,11713.930068573689,0.0,0.0,7016.709801604108,40300.46825794804
t84,9733.872061941627,9359.529762010057,9618.226474943764,0.0,0.0,7020.3447760341005,35731.97307492955
t85,9733.872061941627,9112.47809065901,8228.206110695606,0.0,0.0,7019.630920660928,34094.18718395717
t86,9733.872061941627,9874.465403434991,7526.600294724553,0.0,0.0,7019.7031416303,34154.64090173147
t87,9733.872061941627,10157.813376193764,7385.788813832006,0.0,0.0,7016.148390217904,34293.6226421853
t88,9733.872061941627,3984.466643867708,7475.068380543638,0.0,0.0,7016.750402554349,28210.157488907324
t89,9733.872061941627,0.0,9352.578925051426,0.0,0.0,7015.222369972087,26101.67335696514
t90,9733.872061941627,0.0,12067.179046097268,0.0,0.0,7016.000528691329,28817.051636730226
t91,9733.872061941627,0.0,14729.525776132938,0.0,0.0,7017.364534562218,31480.762372636782
t92,9733.872061941627,0.0,17245.618593076404,0.0,0.0,7017.2665935884215,33996.75724860645
t93,9733.872061941627,0.0,18962.86455702204,0.0,0.0,7020.000822740842,35716.73744170451
t94,9733.872061941627,0.0,20495.072091892183,0.0,0.0,7021.303693378914,37250.247847212726
t95,9733.872061941627,0.0,21952.811760595512,0.0,0.0,7017.465086802636,38704.148909339776
t96,9733.872061941627,0.0,22926.19546303958,0.0,0.0,7014.825975627403,39674.89350060861
t97,9733.872061941627,0.0,23586.780638033444,0.0,0.0,7021.847823450854,40342.50052342592
t98,9733.872061941627,0.0,23955.594547522505,0.0,0.0,7018.606732132698,40708.07334159683
t99,9733.872061941627,0.0,24122.81820982111,0.0,0.0,7015.4323528142295,40872.122624576965
t100,9733.872061941627,0.0,24017.834664554306,0.0,0.0,7021.847823450854,40773.554549946784
t101,9733.872061941627,0.0,23742.087819026656,0.0,0.0,7021.847823450854,40497.80770441913
t102,9733.872061941627,0.0,23482.74303635976,0.0,0.0,7021.847823450854,40238.46292175224
t103,9733.872061941627,0.0,23264.304890496922,0.0,0.0,7021.847823450854,40020.0247758894
t104,9733.872061941627,313.924909957081,23190.594931665102,0.0,0.0,7021.341170160523,40259.73307372433
t105,9733.872061941627,2457.6648571928326,22942.668956397178,0.0,0.0,7015.4101154810005,42149.61599101264
t106,9733.872061941627,3596.21489563362,22241.963639497055,0.0,0.0,7021.847823450854,42593.89842052315
t107,9733.872061941627,3085.300963756424,20552.848464408355,0.0,0.0,7014.825975627403,40386.84746573381
t108,9733.872061941627,2923.9792402094517,18457.937041570156,0.0,0.0,7021.138559339819,38136.92690306106
t109,9733.872061941627,3374.8457183564456,17052.55226212712,0.0,0.0,7019.911579594589,37181.18162201978
t110,9733.872061941627,3991.1804796135134,15971.782017284237,0.0,0.0,7014.825975627403,36711.660534466784
t111,9733.872061941627,4853.7613424646615,15754.99923932546,0.0,0.0,7014.825975627403,37357.45861935915
t112,9733.872061941627,2157.824630263012,18954.9550308826,0.0,0.0,7021.191856326489,37867.84357941373
t113,9733.872061941627,0.0,22179.203608086103,0.0,0.0,7014.825975627403,38927.90164565513
t114,9733.872061941627,0.0,23166.849400893243,0.0,0.0,7021.434919259295,39922.15638209417
t115,9733.872061941627,0.0,23243.829104066048,0.0,0.0,7021.559947639262,39999.261113646935
t116,9733.872061941627,0.0,23122.91484125164,0.0,0.0,7021.748929990205,39878.53583318347
t117,9733.872061941627,0.0,22908.25610464723,0.0,0.0,7014.825975627403,39656.95414221626
t118,9733.872061941627,0.0,22693.309357240974,0.0,0.0,7021.847823450854,39449.029242633456
t119,9733.872061941627,0.0,22524.5957110078,0.0,0.0,7019.213109319524,39277.68088226895
t120,9733.872061941627,0.0,22083.184295579147,0.0,0.0,7014.825975627403,38831.882333148176
t121,9733.872061941627,0.0,21591.59637801257,0.0,0.0,7014.825975627403,38340.2944155816
t122,9733.872061941627,0.0,21059.152558927803,0.0,0.0,7021.847823450854,37814.87244432028
t123,9733.872061941627,0.0,20525.26518804911,0.0,0.0,7014.825975627403,37273.96322561814
t124,9733.872061941627,0.0,19739.293482797268,0.0,0.0,7019.581872451143,36492.74741719004
t125,9733.872061941627,0.0,18618.956364865644,0.0,0.0,7021.847823450854,35374.676250258126
t126,9733.872061941627,0.0,17447.210283771477,0.0,0.0,7021.227237018494,34202.3095827316
t127,9733.872061941627,0.0,16916.412523600644,0.0,0.0,7020.049072473864,33670.333658016134
t128,9733.872061941627,282.9141521977919,17410.79940168129,0.0,0.0,7018.628969465927,34446.21458528664
t129,9733.872061941627,1283.820429522913,18409.85544292449,0.0,0.0,7018.628969465927,36446.17690385496
t130,9733.872061941627,2347.6152693688523,19358.423270485182,0.0,0.0,7018.628969465927,38458.53957126159
t131,9733.872061941627,3562.0334906792355,19602.41317836178,0.0,0.0,7014.825975627403,39913.14470661005
t132,9733.872061941627,5024.248352886233,19720.128421648635,0.0,0.0,7014.825975627403,41493.0748121039
t133,9733.872061941627,7231.42551805816,19533.239758516444,0.0,0.0,7016.345562533785,43514.88290105002
t134,9733.872061941627,9376.609911789374,19370.731071273356,0.0,0.0,7021.847823450854,45503.06086845521
t135,9733.872061941627,11110.025657882039,19038.307150373093,0.0,0.0,7016.546972941472,46898.75184313823
t136,9733.872061941627,5021.569636818979,17654.066869162674,0.0,0.0,7021.847823450854,39431.35639137413
t137,9733.872061941627,282.9141521977919,19855.161370767804,0.0,0.0,7020.49501641749,36892.442601324714
t138,9733.872061941627,0.0,20506.503958004207,0.0,0.0,7020.214415033625,37260.59043497946
t139,9733.872061941627,0.0,19903.13429077651,0.0,0.0,7019.988428213191,36656.99478093133
t140,9733.872061941627,0.0,18206.37904448499,0.0,0.0,7019.351701363195,34959.602807789815
t141,9733.872061941627,0.0,16104.52798236399,0.0,0.0,7019.287415890475,32857.687460196095
t142,9732.00014211593,0.0,12967.10009412874,0.0,0.0,7021.847823450854,29720.948059695525
t143,9729.635823301938,0.0,9528.223598950379,0.0,0.0,7021.847823450854,26279.70724570317
t144,9727.615371972,0.0,6434.868720342325,0.0,0.0,7021.847823450854,23184.33191576518
t145,9726.202127269255,0.0,4087.584995879721,0.0,0.0,7021.749434795778,20835.536557944753
t146,9726.202127269255,0.0,2852.225194232593,0.0,0.0,7021.002838397733,19599.43015989958
t147,9726.202127269255,0.0,2243.727250796711,0.0,0.0,7020.668731347247,18990.59810941321
t148,9726.202127269255,0.0,1953.3198855171763,0.0,0.0,7020.465033283904,18699.987046070335
t149,9726.202127269255,0.0,1807.7983080776928,0.0,0.0,7020.20436603922,18554.204801386168
t150,9726.202127269255,0.0,2021.833175938715,0.0,0.0,7020.0276151561975,18768.062918364165
t151,9726.202127269255,0.0,2366.527179264898,0.0,0.0,7019.642654198567,19112.37196073272
t152,9726.202127269255,282.9141521977919,2672.7916335936234,0.0,0.0,7019.497422573468,19701.40533563414
t153,9726.202127269255,975.8540876909303,3171.38096272168,0.0,0.0,7019.858144560076,20893.29532224194
t154,9726.202127269255,1931.1750017921406,2500.49458131572,0.0,0.0,7019.488863812023,21177.360574189137
t155,9726.202127269255,2845.2273982607508,1944.5605606969937,0.0,0.0,7019.5713406647255,21535.561426891723
t156,9726.202127269255,3110.793848765493,1913.44262424582,0.0,0.0,7019.899023861976,21770.337624142543
t157,9726.202127269255,4209.208582210309,2035.0663708925827,0.0,0.0,7021.352283601807,22991.829363973953
t158,9726.307632569251,4318.092422270159,2255.8976347255334,0.0,0.0,7021.847823450854,23322.1455130158
t159,9726.202127269255,3019.5132384609583,2351.781130450784,0.0,0.0,7020.877429163178,22118.373925344174
t160,9726.202127269255,1123.1478242067428,2825.7230504038207,0.0,0.0,7019.339581821535,20694.412583701353
t161,9726.202127269255,0.0,4709.337226510657,0.0,0.0,7019.178809401014,21454.718163180925
t162,9726.202127269255,0.0,6636.8552241759035,0.0,0.0,7019.851256846125,23382.908608291284
t163,9726.202127269255,0.0,8584.665854878454,0.0,0.0,7021.805017237219,25332.67299938493
t164,9728.224041697933,0.0,10281.687776548642,0.0,0.0,7021.847823450854,27031.75964169743
t165,9731.184845067019,0.0,12738.032342265149,0.0,0.0,7021.847823450854,29491.065010783022
t166,9733.872061941627,0.0,15729.20386496969,0.0,0.0,7021.847823450854,32484.923750362173
t167,9733.872061941627,0.0,18131.163405051084,0.0,0.0,7021.0033105421735,34886.038777534886
t168,9733.872061941627,0.0,19139.94963862335,0.0,0.0,7019.21239841997,35893.03409898495
t169,9733.872061941627,0.0,22446.30218519692,0.0,0.0,7021.847823450854,39202.0220705894
t170,9733.872061941627,0.0,23055.08152060607,0.0,0.0,7014.825975627403,39803.7795581751
t171,9733.872061941627,0.0,23616.22978154243,0.0,0.0,7021.847823450854,40371.94966693491
t172,9733.872061941627,0.0,23611.797139913357,0.0,0.0,7020.1508700189,40365.82007187388
t173,9733.872061941627,0.0,23404.79412814737,0.0,0.0,7014.825975627403,40153.4921657164
t174,9733.872061941627,0.0,23056.980842976627,0.0,0.0,7014.825975627403,39805.67888054566
t175,9733.872061941627,0.0,23180.936245085064,0.0,0.0,7021.847823450854,39936.65613047754
t176,9733.872061941627,4068.590007075697,22842.787185352314,0.0,0.0,7014.825975627403,43660.07522999705
t177,9733.872061941627,13634.320192887277,23790.35274646848,0.0,0.0,7019.058668316234,54177.60366961362
t178,9733.872061941627,15045.462260682922,25322.25587337001,0.0,0.0,7019.511815312545,57121.102011307106
t179,9733.872061941627,14710.74069918618,25685.859605158843,0.0,0.0,7019.239205230698,57149.71157151734
t180,9733.872061941627,14237.6545678968,25798.04576854922,0.0,0.0,7018.96693109751,56788.53932948515
t181,9733.872061941627,15165.348066293438,25792.211982027056,0.0,0.0,7021.847823450854,57713.27993371297
t182,9733.872061941627,17062.54918066183,25813.73041703629,0.0,0.0,7021.847823450854,59631.9994830906
t183,9733.872061941627,19226.373712807577,25810.43055334725,0.0,0.0,7021.646863326099,61792.32319142255
t184,9733.872061941627,13847.336471277891,25758.270236247787,0.0,0.0,7018.919625236906,56358.398394704214
t185,9733.872061941627,2490.8803083573684,25551.0169501695,0.0,0.0,7018.628969465927,44794.39828993443
t186,9733.872061941627,0.0,24916.37282878896,0.0,0.0,7018.628969465927,41668.873860196516
t187,9733.872061941627,0.0,24491.86528875635,0.0,0.0,7018.628969465927,41244.36632016391
t188,9733.872061941627,0.0,24116.707016228273,0.0,0.0,7014.825975627403,40865.40505379731
t189,9733.872061941627,0.0,23461.58528025552,0.0,0.0,7014.825975627403,40210.28331782455
t190,9733.872061941627,0.0,22956.480045256387,0.0,0.0,7014.825975627403,39705.17808282542
t191,9733.872061941627,0.0,22718.17365948768,0.0,0.0,7017.162535041793,39469.2082564711
t192,9733.872061941627,0.0,22528.097490434808,0.0,0.0,7021.847823450854,39283.81737582729
t193,9733.872061941627,0.0,22523.989410088936,0.0,0.0,7021.847823450854,39279.709295481414
t194,9733.872061941627,0.0,22650.425388083462,0.0,0.0,7021.847823450854,39406.145273475944
t195,9733.872061941627,0.0,22806.865237868315,0.0,0.0,7021.847823450854,39562.5851232608
t196,9733.872061941627,0.0,22752.682456094568,0.0,0.0,7018.628969465927,39505.18348750212
t197,9733.872061941627,0.0,22538.31932802462,0.0,0.0,7018.628969465927,39290.820359432175
t198,9733.872061941627,0.0,22275.48418404651,0.0,0.0,7014.825975627403,39024.18222161554
t199,9733.872061941627,0.0,22224.76266931532,0.0,0.0,7014.825975627403,38973.460706884354
t200,9733.872061941627,3588.3767590469806,22400.776740637197,0.0,0.0,7014.825975627403,42737.85153725321
t201,9733.872061941627,14494.722531892257,21475.80836775615,0.0,0.0,7018.564113486887,52722.96707507692
t202,9733.872061941627,17922.425384217968,22594.33422440535,0.0,0.0,7021.847823450854,57272.479494015795
t203,9733.872061941627,16418.369131511583,22990.197021082913,0.0,0.0,7021.847823450854,56164.286037986974
t204,9733.872061941627,14434.873061485765,23280.796031639355,0.0,0.0,7018.65231741262,54468.19347247937
t205,9733.872061941627,14078.374381163501,23790.534650695878,0.0,0.0,7021.847823450854,54624.62891725186
t206,9733.872061941627,14601.76921232198,24241.923531964305,0.0,0.0,7018.953018016744,55596.51782424466
t207,9733.872061941627,14455.29137192969,24645.747079244673,0.0,0.0,7020.098848508249,55855.00936162424
t208,9733.872061941627,9454.99034403907,24804.767841404442,0.0,0.0,7018.628969465927,51012.25921685107
t209,9733.872061941627,1669.3517318522966,23849.540192260334,0.0,0.0,7014.825975627403,42267.58996168166
t210,9733.872061941627,0.0,24287.653758774937,0.0,0.0,7014.825975627403,41036.351796343966
t211,9733.872061941627,0.0,24254.496357945078,0.0,0.0,7017.162535041793,41005.5309549285
t212,9733.872061941627,0.0,24111.23984185492,0.0,0.0,7021.847823450854,40866.9597272474
t213,9733.872061941627,0.0,23733.369693962704,0.0,0.0,7021.847823450854,40489.08957935518
t214,9733.872061941627,0.0,23337.26209224478,0.0,0.0,7014.825975627403,40085.960129813815
t215,9733.872061941627,0.0,22863.036262691174,0.0,0.0,7021.847823450854,39618.75614808365
t216,9733.872061941627,0.0,22294.121686973765,0.0,0.0,7021.847823450854,39049.84157236625
t217,9733.872061941627,0.0,21626.614943002038,0.0,0.0,7018.628969465927,38379.11597440959
t218,9733.872061941627,0.0,21048.177434373498,0.0,0.0,7014.825975627403,37796.87547194253
t219,9733.872061941627,0.0,19915.700331762688,0.0,0.0,7014.825975627403,36664.39836933172
t220,9733.872061941627,0.0,18722.440270849453,0.0,0.0,7014.825975627403,35471.138308418485
t221,9733.872061941627,0.0,17700.070190956743,0.0,0.0,7014.825975627403,34448.768228525776
t222,9733.872061941627,0.0,16660.671476182033,0.0,0.0,7021.093927733708,33415.63746585737
t223,9733.872061941627,0.0,15905.393098592142,0.0,0.0,7016.1468636623695,32655.412024196135
t224,9733.872061941627,4160.91049663805,15877.240434948248,0.0,0.0,7021.58052376789,36793.603517295815
t225,9733.872061941627,14422.859847589481,13048.796998266984,0.0,0.0,7018.722430699562,44224.251338497656
t226,9733.872061941627,18596.785243971084,8532.539159188422,0.0,0.0,7021.847823450854,43885.04428855199
t227,9733.872061941627,17657.194498189147,9624.06270527887,0.0,0.0,7021.847823450854,44036.9770888605
t228,9733.872061941627,14932.004887021474,11655.260819682047,0.0,0.0,7018.988466769056,43340.1262354142
t229,9733.872061941627,13454.882287935641,14163.113794236346,0.0,0.0,7018.318286623903,44370.186430737514
t230,9733.872061941627,14333.019072279725,16638.671253850334,0.0,0.0,7018.8091678351175,47724.37155590681
t231,9733.872061941627,17524.48221366044,18879.18335245534,0.0,0.0,7021.847823450854,53159.385451508264
t232,9733.872061941627,14884.965995757813,20498.325198540224,0.0,0.0,7020.927502035126,52138.09075827479
t233,9733.872061941627,3622.839012880253,19648.049926396972,0.0,0.0,7018.628969465927,40023.38997068478
t234,9733.872061941627,0.0,21963.36730292783,0.0,0.0,7014.825975627403,38712.06534049686
t235,9733.872061941627,0.0,22660.832359058913,0.0,0.0,7021.847823450854,39416.55224445139
t236,9733.872061941627,0.0,22598.980311835825,0.0,0.0,7019.213109319524,39352.06548309697
t237,9733.872061941627,0.0,22154.146825870834,0.0,0.0,7018.628969465927,38906.64785727839
t238,9733.872061941627,0.0,21640.161377799886,0.0,0.0,7018.628969465927,38392.66240920744
t239,9733.872061941627,0.0,20641.24114188111,0.0,0.0,7014.825975627403,37389.93917945014
t240,9733.872061941627,0.0,19288.800639422196,0.0,0.0,7014.825975627403,36037.49867699123
t241,9733.872061941627,0.0,18181.01402989793,0.0,0.0,7021.847823450854,34936.73391529041
t242,9733.872061941627,0.0,17295.381353492685,0.0,0.0,7020.237290880939,34049.49070631525
t243,9733.872061941627,0.0,16914.285068711273,0.0,0.0,7014.825975627403,33662.983106280306
t244,9733.872061941627,0.0,16664.8542962335,0.0,0.0,7014.825975627403,33413.55233380253
t245,9733.872061941627,0.0,16498.283824802955,0.0,0.0,7021.35842438531,33253.51431112989
t246,9733.872061941627,0.0,16777.64881056771,0.0,0.0,7014.825975627403,33526.34684813674
t247,9733.872061941627,0.0,16497.613792464403,0.0,0.0,7019.900021057571,33251.3858754636
t248,9733.872061941627,3023.8960313411458,15685.588293323231,0.0,0.0,7020.5554452580345,35463.91183186404
t249,9733.872061941627,9642.72521574938,12878.064931641009,0.0,0.0,7021.847823450854,39276.51003278287
t250,9733.872061941627,11020.95786061892,13241.486515794008,0.0,0.0,7016.688185680516,41013.004624035064
t251,9733.872061941627,11196.215143143529,16344.41555733641,0.0,0.0,7021.847823450854,44296.35058587242
t252,9733.872061941627,11423.149156920192,19584.90206396136,0.0,0.0,7017.014179662655,47758.93746248583
t253,9733.872061941627,11684.289726719366,22187.544183983857,0.0,0.0,7017.254632722344,50622.960605367196
t254,9733.872061941627,13841.833479812076,23895.445921151033,0.0,0.0,7021.847823450854,54492.99928635559
t255,9733.872061941627,17362.265293153083,24755.332969538184,0.0,0.0,7021.847823450854,58873.318148083745
t256,9733.872061941627,14952.886186475473,25187.017595909536,0.0,0.0,7018.944275348033,56892.72011967467
t257,9733.872061941627,3923.7877540412146,24261.949254643336,0.0,0.0,7018.628969465927,44938.2380400921
t258,9733.872061941627,0.0,23927.289157589024,0.0,0.0,7015.4101154810005,40676.57133501165
t259,9733.872061941627,0.0,23110.404131604606,0.0,0.0,7021.847823450854,39866.124016997084
t260,9733.872061941627,0.0,22873.591085105167,0.0,0.0,7018.628969465927,39626.09211651272
t261,9733.872061941627,0.0,22540.0806382711,0.0,0.0,7018.628969465927,39292.58166967866
t262,9733.872061941627,0.0,22275.91121285566,0.0,0.0,7018.628969465927,39028.412244263214
t263,9733.872061941627,0.0,22163.326809490714,0.0,0.0,7018.628969465927,38915.827840898266
t264,9733.872061941627,0.0,22003.387283675664,0.0,0.0,7014.825975627403,38752.0853212447
t265,9733.872061941627,0.0,22107.60817466853,0.0,0.0,7014.825975627403,38856.30621223756
t266,9733.872061941627,0.0,22423.266617458554,0.0,0.0,7014.825975627403,39171.96465502759
t267,9733.872061941627,0.0,22758.25650025883,0.0,0.0,7018.837468039317,39510.966030239775
t268,9733.872061941627,0.0,23123.694356653472,0.0,0.0,7021.847823450854,39879.414242045954
t269,9733.872061941627,0.0,23718.403234846573,0.0,0.0,7014.825975627403,40467.1012724156
t270,9733.872061941627,0.0,24133.595580138433,0.0,0.0,7014.825975627403,40882.293617707466
t271,9733.872061941627,0.0,24282.957289754864,0.0,0.0,7021.847823450854,41038.67717514734
t272,9733.872061941627,6304.254420643556,24170.457460736714,0.0,0.0,7015.568849540634,47224.15279286253
t273,9733.872061941627,20353.74864223655,23303.609654921118,0.0,0.0,7021.52925109465,60412.75961019395
t274,9733.872061941627,22182.448817602468,23888.975221000615,0.0,0.0,7021.847823450854,62827.143923995565
t275,9733.872061941627,19555.527467206237,24036.469285812476,0.0,0.0,7021.225482167802,60347.09429712814
t276,9733.872061941627,17283.106196282293,24404.939066493236,0.0,0.0,7020.164727120967,58442.08205183812
t277,9733.872061941627,16516.76316551049,24739.503438949916,0.0,0.0,7019.8918581845155,58010.030524586546
t278,9733.872061941627,18063.898737305524,25045.763203249466,0.0,0.0,7017.819430198113,59861.35343269473
t279,9733.872061941627,20412.21750180166,25068.215517814642,0.0,0.0,7021.847823450854,62236.152905008785
t280,9733.872061941627,16613.79994715564,25006.866546515816,0.0,0.0,7020.134242634331,58374.67279824741
t281,9733.872061941627,3808.020952155376,23976.204374958415,0.0,0.0,7018.628969465927,44536.726358521344
t282,9733.872061941627,0.0,23245.842072106323,0.0,0.0,7018.628969465927,39998.34310351388
