Resource,natural_gas_combined_cycle,solar_pv,onshore_wind_1,onshore_wind_2,onshore_wind_3,battery,Total
t629,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t630,0.0,0.0,0.0,0.0,0.0,631.3703518318761,631.3703518318761
t631,0.0,0.0,0.0,0.0,0.0,1849.2580783617534,1849.2580783617534
t632,0.0,0.0,0.0,0.0,0.0,4487.610019200168,4487.610019200168
t633,0.0,0.0,0.0,0.0,0.0,7021.847823450854,7021.847823450854
t634,0.0,0.0,0.0,0.0,0.0,7021.847823450854,7021.847823450854
t635,0.0,0.0,0.0,0.0,0.0,7021.847823450854,7021.847823450854
t636,0.0,0.0,0.0,0.0,0.0,6188.253268467235,6188.253268467235
t637,0.0,0.0,0.0,0.0,0.0,3216.1893294879123,3216.1893294879123
t638,0.0,0.0,0.0,0.0,0.0,2836.992002837588,2836.992002837588
t639,0.0,0.0,0.0,0.0,0.0,2832.6866068303575,2832.6866068303575
t640,0.0,0.0,0.0,0.0,0.0,2229.7915529986794,2229.7915529986794
t641,0.0,0.0,0.0,0.0,0.0,1681.6329847663062,1681.6329847663062
t642,0.0,0.0,0.0,0.0,0.0,1083.9435832230374,1083.9435832230374
t643,0.0,0.0,0.0,0.0,0.0,910.5281367632192,910.5281367632192
t644,0.0,0.0,0.0,0.0,0.0,1869.7978686427011,1869.7978686427011
t645,0.0,0.0,0.0,0.0,0.0,1972.5077939716425,1972.5077939716425
t646,0.0,0.0,0.0,0.0,0.0,737.3243253746869,737.3243253746869
t647,0.0,0.0,0.0,0.0,0.0,377.74601049693104,377.74601049693104
t648,0.0,0.0,0.0,0.0,0.0,384.6870406751838,384.6870406751838
t649,0.0,0.0,0.0,0.0,0.0,996.2853891060738,996.2853891060738
t650,0.0,0.0,0.0,0.0,0.0,1086.563571946773,1086.563571946773
t651,0.0,0.0,0.0,0.0,0.0,1415.5229092554825,1415.5229092554825
t652,0.0,0.0,0.0,0.0,0.0,2184.180325576127,2184.180325576127
t653,0.0,0.0,0.0,0.0,0.0,4497.6152986783645,4497.6152986783645
t654,0.0,0.0,0.0,0.0,0.0,3162.797290029583,3162.797290029583
t655,0.0,0.0,0.0,0.0,0.0,4334.382199577803,4334.382199577803
t656,0.0,0.0,0.0,0.0,0.0,4309.507487967461,4309.507487967461
t657,0.0,0.0,0.0,0.0,0.0,4466.329693841228,4466.329693841228
t658,0.0,0.0,0.0,0.0,0.0,5384.09426094575,5384.09426094575
t659,0.0,0.0,0.0,0.0,0.0,6647.021765492496,6647.021765492496
t660,0.0,0.0,0.0,0.0,0.0,7021.847823450854,7021.847823450854
t661,0.0,0.0,0.0,0.0,0.0,7021.847823450854,7021.847823450854
t662,0.0,0.0,0.0,0.0,0.0,2268.6071436336306,2268.6071436336306
t663,0.0,0.0,0.0,0.0,0.0,7021.847823450854,7021.847823450854
t664,0.0,0.0,0.0,0.0,0.0,3802.9938385240757,3802.9938385240757
t665,0.0,0.0,0.0,0.0,0.0,0.0,0.0
