Resource,natural_gas_combined_cycle,solar_pv,onshore_wind_1,onshore_wind_2,onshore_wind_3,battery
t82,0.0,0.0,0.0,0.0,0.0,24221.023937194263
t83,0.0,0.0,0.0,0.0,0.0,20369.33748060376
t84,0.0,0.0,0.0,0.0,0.0,23812.886662641868
t85,0.0,0.0,0.0,0.0,0.0,25823.759147912355
t86,0.0,0.0,0.0,0.0,0.0,27979.57597866997
t87,0.0,0.0,0.0,0.0,0.0,23001.16127915948
t88,0.0,0.0,0.0,0.0,0.0,19230.959164445172
t89,0.0,0.0,0.0,0.0,0.0,12394.06209332981
t90,0.0,0.0,0.0,0.0,0.0,7118.895738745676
t91,0.0,0.0,0.0,0.0,0.0,4581.229862432129
t92,0.0,0.0,0.0,0.0,0.0,1847.0007100126943
t93,0.0,0.0,0.0,0.0,0.0,4600.250586970698
t94,0.0,0.0,0.0,0.0,0.0,9968.305187992022
t95,0.0,0.0,0.0,0.0,0.0,7632.443286359622
t96,0.0,0.0,0.0,0.0,0.0,0.0
t97,0.0,0.0,0.0,0.0,0.0,6460.099997574785
t98,0.0,0.0,0.0,0.0,0.0,6415.470636624355
t99,0.0,0.0,0.0,0.0,0.0,0.0
t100,0.0,0.0,0.0,0.0,0.0,6460.099997574785
t101,0.0,0.0,0.0,0.0,0.0,12920.199995149569
t102,0.0,0.0,0.0,0.0,0.0,19380.299992724355
t103,0.0,0.0,0.0,0.0,0.0,25840.39999029914
t104,0.0,0.0,0.0,0.0,0.0,31283.66886258394
t105,0.0,0.0,0.0,0.0,0.0,24823.568865009158
t106,0.0,0.0,0.0,0.0,0.0,31283.66886258394
t107,0.0,0.0,0.0,0.0,0.0,23651.22557622432
t108,0.0,0.0,0.0,0.0,0.0,28687.86334052203
t109,0.0,0.0,0.0,0.0,0.0,31262.006103088992
t110,0.0,0.0,0.0,0.0,0.0,23629.56281672937
t111,0.0,0.0,0.0,0.0,0.0,15997.119530369748
t112,0.0,0.0,0.0,0.0,0.0,21140.722029653207
t113,0.0,0.0,0.0,0.0,0.0,13508.278743293586
t114,0.0,0.0,0.0,0.0,0.0,19139.697980766337
t115,0.0,0.0,0.0,0.0,0.0,25022.043740815072
t116,0.0,0.0,0.0,0.0,0.0,31283.66886258394
t117,0.0,0.0,0.0,0.0,0.0,23651.22557622431
t118,0.0,0.0,0.0,0.0,0.0,30111.3255737991
t119,0.0,0.0,0.0,0.0,0.0,31283.66886258394
t120,0.0,0.0,0.0,0.0,0.0,23651.22557622432
t121,0.0,0.0,0.0,0.0,0.0,16018.782289864695
t122,0.0,0.0,0.0,0.0,0.0,22478.882287439483
t123,0.0,0.0,0.0,0.0,0.0,14846.43900107986
t124,0.0,0.0,0.0,0.0,0.0,16758.87386184341
t125,0.0,0.0,0.0,0.0,0.0,23218.973859418198
t126,0.0,0.0,0.0,0.0,0.0,28433.583869264614
t127,0.0,0.0,0.0,0.0,0.0,31283.66886258394
t128,0.0,0.0,0.0,0.0,0.0,31283.66886258394
t129,0.0,0.0,0.0,0.0,0.0,31283.66886258394
t130,0.0,0.0,0.0,0.0,0.0,31283.66886258394
t131,0.0,0.0,0.0,0.0,0.0,23651.22557622432
t132,0.0,0.0,0.0,0.0,0.0,16018.782289864695
t133,0.0,0.0,0.0,0.0,0.0,11436.08385561764
t134,0.0,0.0,0.0,0.0,0.0,17896.183853192426
t135,0.0,0.0,0.0,0.0,0.0,13717.707350198687
t136,0.0,0.0,0.0,0.0,0.0,20177.807347773472
t137,0.0,0.0,0.0,0.0,0.0,23922.882447083277
t138,0.0,0.0,0.0,0.0,0.0,27104.80276903708
t139,0.0,0.0,0.0,0.0,0.0,29833.17736789321
t140,0.0,0.0,0.0,0.0,0.0,31283.66886258394
t141,0.0,0.0,0.0,0.0,0.0,31283.66886258394
t142,0.0,0.0,0.0,0.0,0.0,31283.66886258394
t143,0.0,0.0,0.0,0.0,0.0,31283.66886258394
t144,0.0,0.0,0.0,0.0,0.0,31283.66886258394
t145,0.0,0.0,0.0,0.0,0.0,31176.7246722845
t146,0.0,0.0,0.0,0.0,0.0,30258.262658022915
t147,0.0,0.0,0.0,0.0,0.0,28976.640806276144
t148,0.0,0.0,0.0,0.0,0.0,27473.608016113205
t149,0.0,0.0,0.0,0.0,0.0,25687.241264337037
t150,0.0,0.0,0.0,0.0,0.0,23708.75398753696
t151,0.0,0.0,0.0,0.0,0.0,21311.830887224434
t152,0.0,0.0,0.0,0.0,0.0,18757.047324848238
t153,0.0,0.0,0.0,0.0,0.0,16594.352878350157
t154,0.0,0.0,0.0,0.0,0.0,14030.266314403307
t155,0.0,0.0,0.0,0.0,0.0,11555.828503394048
t156,0.0,0.0,0.0,0.0,0.0,9437.5680807009
t157,0.0,0.0,0.0,0.0,0.0,8898.937809998411
t158,0.0,0.0,0.0,0.0,0.0,8898.937809998411
t159,0.0,0.0,0.0,0.0,0.0,7844.161410350516
t160,0.0,0.0,0.0,0.0,0.0,5117.811813264769
t161,0.0,0.0,0.0,0.0,0.0,2216.709585178557
t162,0.0,0.0,0.0,0.0,0.0,46.5284930818645
t163,0.0,0.0,0.0,0.0,0.0,0.0
t164,0.0,0.0,0.0,0.0,0.0,0.0
t165,0.0,0.0,0.0,0.0,0.0,0.0
t166,0.0,0.0,0.0,0.0,0.0,844.5129086807957
t167,0.0,0.0,0.0,0.0,0.0,4428.883671231
t168,0.0,0.0,0.0,0.0,0.0,5599.800215517543
t169,0.0,0.0,0.0,0.0,0.0,21741.327429685804
t170,0.0,0.0,0.0,0.0,0.0,14108.88414332618
t171,0.0,0.0,0.0,0.0,0.0,20568.984140900968
t172,0.0,0.0,0.0,0.0,0.0,23623.372381128393
t173,0.0,0.0,0.0,0.0,0.0,15990.92909476877
t174,0.0,0.0,0.0,0.0,0.0,8358.485808409148
t175,0.0,0.0,0.0,0.0,0.0,14818.585805983932
t176,0.0,0.0,0.0,0.0,0.0,7186.14251962431
t177,0.0,0.0,0.0,0.0,0.0,8048.52942963091
t178,0.0,0.0,0.0,0.0,0.0,9820.362659191078
t179,0.0,0.0,0.0,0.0,0.0,11045.079307096461
t180,0.0,0.0,0.0,0.0,0.0,11723.353607699299
t181,0.0,0.0,0.0,0.0,0.0,18183.45360527408
t182,0.0,0.0,0.0,0.0,0.0,24643.553602848868
t183,0.0,0.0,0.0,0.0,0.0,30700.335367437012
t184,0.0,0.0,0.0,0.0,0.0,31283.66886258394
t185,0.0,0.0,0.0,0.0,0.0,31283.66886258394
t186,0.0,0.0,0.0,0.0,0.0,31283.66886258394
t187,0.0,0.0,0.0,0.0,0.0,31283.66886258394
t188,0.0,0.0,0.0,0.0,0.0,23651.22557622432
t189,0.0,0.0,0.0,0.0,0.0,16018.782289864695
t190,0.0,0.0,0.0,0.0,0.0,8386.339003505072
t191,0.0,0.0,0.0,0.0,0.0,5443.268872284801
t192,0.0,0.0,0.0,0.0,0.0,11903.368869859585
t193,0.0,0.0,0.0,0.0,0.0,18363.46886743437
t194,0.0,0.0,0.0,0.0,0.0,24823.568865009158
t195,0.0,0.0,0.0,0.0,0.0,31283.66886258394
t196,0.0,0.0,0.0,0.0,0.0,31283.66886258394
t197,0.0,0.0,0.0,0.0,0.0,31283.66886258394
t198,0.0,0.0,0.0,0.0,0.0,23651.22557622432
t199,0.0,0.0,0.0,0.0,0.0,16018.782289864695
t200,0.0,0.0,0.0,0.0,0.0,8386.339003505072
t201,0.0,0.0,0.0,0.0,0.0,8256.175873397719
t202,0.0,0.0,0.0,0.0,0.0,14716.275870972504
t203,0.0,0.0,0.0,0.0,0.0,21176.37586854729
t204,0.0,0.0,0.0,0.0,0.0,21223.234182431832
t205,0.0,0.0,0.0,0.0,0.0,27683.33418000662
t206,0.0,0.0,0.0,0.0,0.0,28333.6855324281
t207,0.0,0.0,0.0,0.0,0.0,31283.66886258394
t208,0.0,0.0,0.0,0.0,0.0,31283.66886258394
t209,0.0,0.0,0.0,0.0,0.0,23651.22557622432
t210,0.0,0.0,0.0,0.0,0.0,16018.782289864695
t211,0.0,0.0,0.0,0.0,0.0,13075.712158644423
t212,0.0,0.0,0.0,0.0,0.0,19535.81215621921
t213,0.0,0.0,0.0,0.0,0.0,25995.912153793994
t214,0.0,0.0,0.0,0.0,0.0,18363.46886743437
t215,0.0,0.0,0.0,0.0,0.0,24823.568865009158
t216,0.0,0.0,0.0,0.0,0.0,31283.66886258394
t217,0.0,0.0,0.0,0.0,0.0,31283.66886258394
t218,0.0,0.0,0.0,0.0,0.0,23651.22557622432
t219,0.0,0.0,0.0,0.0,0.0,16018.782289864695
t220,0.0,0.0,0.0,0.0,0.0,8386.339003505072
t221,0.0,0.0,0.0,0.0,0.0,753.8957171454506
t222,0.0,0.0,0.0,0.0,0.0,5700.959788483975
t223,0.0,0.0,0.0,0.0,0.0,719.4813583883138
t224,0.0,0.0,0.0,0.0,0.0,6643.122513979572
t225,0.0,0.0,0.0,0.0,0.0,6830.695146353145
t226,0.0,0.0,0.0,0.0,0.0,13290.79514392793
t227,0.0,0.0,0.0,0.0,0.0,19750.89514150272
t228,0.0,0.0,0.0,0.0,0.0,20472.390598565027
t229,0.0,0.0,0.0,0.0,0.0,19848.86364257335
t230,0.0,0.0,0.0,0.0,0.0,20210.513934826224
t231,0.0,0.0,0.0,0.0,0.0,26670.61393240101
t232,0.0,0.0,0.0,0.0,0.0,31283.66886258394
t233,0.0,0.0,0.0,0.0,0.0,31283.66886258394
t234,0.0,0.0,0.0,0.0,0.0,23651.22557622432
t235,0.0,0.0,0.0,0.0,0.0,30111.325573799106
t236,0.0,0.0,0.0,0.0,0.0,31283.66886258394
t237,0.0,0.0,0.0,0.0,0.0,31283.66886258394
t238,0.0,0.0,0.0,0.0,0.0,31283.66886258394
t239,0.0,0.0,0.0,0.0,0.0,23651.22557622432
t240,0.0,0.0,0.0,0.0,0.0,16018.782289864695
t241,0.0,0.0,0.0,0.0,0.0,22478.882287439483
t242,0.0,0.0,0.0,0.0,0.0,25706.713440351785
t243,0.0,0.0,0.0,0.0,0.0,18074.270153992158
t244,0.0,0.0,0.0,0.0,0.0,10441.826867632537
t245,0.0,0.0,0.0,0.0,0.0,15919.724218882051
t246,0.0,0.0,0.0,0.0,0.0,8287.280932522428
t247,0.0,0.0,0.0,0.0,0.0,10838.226213839045
t248,0.0,0.0,0.0,0.0,0.0,14704.579368781828
t249,0.0,0.0,0.0,0.0,0.0,21164.679366356613
t250,0.0,0.0,0.0,0.0,0.0,17269.61069093978
t251,0.0,0.0,0.0,0.0,0.0,23729.710688514566
t252,0.0,0.0,0.0,0.0,0.0,20488.897761600158
t253,0.0,0.0,0.0,0.0,0.0,17730.663670998652
t254,0.0,0.0,0.0,0.0,0.0,24190.76366857344
t255,0.0,0.0,0.0,0.0,0.0,30650.86366614822
t256,0.0,0.0,0.0,0.0,0.0,31283.66886258394
t257,0.0,0.0,0.0,0.0,0.0,31283.66886258394
t258,0.0,0.0,0.0,0.0,0.0,24823.568865009158
t259,0.0,0.0,0.0,0.0,0.0,31283.66886258394
t260,0.0,0.0,0.0,0.0,0.0,31283.66886258394
t261,0.0,0.0,0.0,0.0,0.0,31283.66886258394
t262,0.0,0.0,0.0,0.0,0.0,31283.66886258394
t263,0.0,0.0,0.0,0.0,0.0,31283.66886258394
t264,0.0,0.0,0.0,0.0,0.0,23651.22557622431
t265,0.0,0.0,0.0,0.0,0.0,16018.782289864688
t266,0.0,0.0,0.0,0.0,0.0,8386.339003505063
t267,0.0,0.0,0.0,0.0,0.0,8804.78657514446
t268,0.0,0.0,0.0,0.0,0.0,15264.886572719244
t269,0.0,0.0,0.0,0.0,0.0,7632.443286359622
t270,0.0,0.0,0.0,0.0,0.0,0.0
t271,0.0,0.0,0.0,0.0,0.0,6460.099997574785
t272,0.0,0.0,0.0,0.0,0.0,318.57235620347615
t273,0.0,0.0,0.0,0.0,0.0,6139.311485849893
t274,0.0,0.0,0.0,0.0,0.0,12599.411483424677
t275,0.0,0.0,0.0,0.0,0.0,17810.499584230023
t276,0.0,0.0,0.0,0.0,0.0,20892.698425823546
t277,0.0,0.0,0.0,0.0,0.0,23427.26117582614
t278,0.0,0.0,0.0,0.0,0.0,21802.551062683087
t279,0.0,0.0,0.0,0.0,0.0,28262.65106025787
t280,0.0,0.0,0.0,0.0,0.0,31283.66886258394
t281,0.0,0.0,0.0,0.0,0.0,31283.66886258394
t282,0.0,0.0,0.0,0.0,0.0,31283.66886258394
t283,0.0,0.0,0.0,0.0,0.0,23651.22557622432
t284,0.0,0.0,0.0,0.0,0.0,16018.782289864695
t285,0.0,0.0,0.0,0.0,0.0,21279.725463423125
t286,0.0,0.0,0.0,0.0,0.0,27229.203985654647
t287,0.0,0.0,0.0,0.0,0.0,24823.568865009158
t288,0.0,0.0,0.0,0.0,0.0,31283.66886258394
t289,0.0,0.0,0.0,0.0,0.0,23651.22557622432
t290,0.0,0.0,0.0,0.0,0.0,16018.782289864695
t291,0.0,0.0,0.0,0.0,0.0,10043.085199858193
t292,0.0,0.0,0.0,0.0,0.0,16503.185197432977
t293,0.0,0.0,0.0,0.0,0.0,8870.741911073355
t294,0.0,0.0,0.0,0.0,0.0,1238.2986247137328
t295,0.0,0.0,0.0,0.0,0.0,5213.187121558697
t296,0.0,0.0,0.0,0.0,0.0,1210.6472264748106
t297,0.0,0.0,0.0,0.0,0.0,5241.030877350585
t298,0.0,0.0,0.0,0.0,0.0,3793.107591342995
t299,0.0,0.0,0.0,0.0,0.0,2640.605570813752
t300,0.0,0.0,0.0,0.0,0.0,9100.705568388537
t301,0.0,0.0,0.0,0.0,0.0,8222.798811783136
t302,0.0,0.0,0.0,0.0,0.0,14056.504776851834
t303,0.0,0.0,0.0,0.0,0.0,20516.604774426618
t304,0.0,0.0,0.0,0.0,0.0,26976.7047720014
t305,0.0,0.0,0.0,0.0,0.0,26738.533484431013
t306,0.0,0.0,0.0,0.0,0.0,25364.897795092675
t307,0.0,0.0,0.0,0.0,0.0,25951.007784835747
t308,0.0,0.0,0.0,0.0,0.0,18318.56449847612
t309,0.0,0.0,0.0,0.0,0.0,10686.121212116499
t310,0.0,0.0,0.0,0.0,0.0,15165.711789839133
t311,0.0,0.0,0.0,0.0,0.0,7533.26850347951
t312,0.0,0.0,0.0,0.0,0.0,13993.368501054296
t313,0.0,0.0,0.0,0.0,0.0,6360.925214694675
t314,0.0,0.0,0.0,0.0,0.0,12821.02521226946
t315,0.0,0.0,0.0,0.0,0.0,5188.581925909837
t316,0.0,0.0,0.0,0.0,0.0,1235.4235887020977
t317,0.0,0.0,0.0,0.0,0.0,5216.082157820847
t318,0.0,0.0,0.0,0.0,0.0,1207.732050829967
t319,0.0,0.0,0.0,0.0,0.0,5243.966332478175
t320,0.0,0.0,0.0,0.0,0.0,1179.6538993054578
t321,0.0,0.0,0.0,0.0,0.0,7639.753896880243
t322,0.0,0.0,0.0,0.0,0.0,12872.011110260784
t323,0.0,0.0,0.0,0.0,0.0,5239.567823901161
t324,0.0,0.0,0.0,0.0,0.0,9538.327521791558
t325,0.0,0.0,0.0,0.0,0.0,14272.959780678053
t326,0.0,0.0,0.0,0.0,0.0,20733.05977825284
t327,0.0,0.0,0.0,0.0,0.0,27193.159775827626
t328,0.0,0.0,0.0,0.0,0.0,31283.66886258394
t329,0.0,0.0,0.0,0.0,0.0,23651.22557622432
t330,0.0,0.0,0.0,0.0,0.0,18040.80645016012
t331,0.0,0.0,0.0,0.0,0.0,14383.127004230002
t332,0.0,0.0,0.0,0.0,0.0,13042.699333126726
t333,0.0,0.0,0.0,0.0,0.0,13609.082811416432
t334,0.0,0.0,0.0,0.0,0.0,15361.290937085527
t335,0.0,0.0,0.0,0.0,0.0,7728.847650725906
t336,0.0,0.0,0.0,0.0,0.0,8331.301524095492
t337,0.0,0.0,0.0,0.0,0.0,6033.005381226848
t338,0.0,0.0,0.0,0.0,0.0,385.1258832611428
t339,0.0,0.0,0.0,0.0,0.0,6845.2258808359275
t340,0.0,0.0,0.0,0.0,0.0,7632.443286359622
t341,0.0,0.0,0.0,0.0,0.0,0.0
t342,0.0,0.0,0.0,0.0,0.0,6460.099997574785
t343,0.0,0.0,0.0,0.0,0.0,4562.70635460354
t344,0.0,0.0,0.0,0.0,0.0,1865.6530770261775
t345,0.0,0.0,0.0,0.0,0.0,6776.858439761315
t346,0.0,0.0,0.0,0.0,0.0,446.1289595847022
t347,0.0,0.0,0.0,0.0,0.0,6010.867532184277
t348,0.0,0.0,0.0,0.0,0.0,10974.676154813906
t349,0.0,0.0,0.0,0.0,0.0,11903.368869859585
t350,0.0,0.0,0.0,0.0,0.0,18363.46886743437
t351,0.0,0.0,0.0,0.0,0.0,24823.568865009158
t352,0.0,0.0,0.0,0.0,0.0,31283.66886258394
t353,0.0,0.0,0.0,0.0,0.0,31283.66886258394
t354,0.0,0.0,0.0,0.0,0.0,29639.521865511153
t355,0.0,0.0,0.0,0.0,0.0,29207.543968089165
t356,0.0,0.0,0.0,0.0,0.0,31002.973607082906
t357,0.0,0.0,0.0,0.0,0.0,23370.530320723283
t358,0.0,0.0,0.0,0.0,0.0,26619.71306269629
t359,0.0,0.0,0.0,0.0,0.0,29406.907018696264
t360,0.0,0.0,0.0,0.0,0.0,31283.66886258394
t361,0.0,0.0,0.0,0.0,0.0,31283.66886258394
t362,0.0,0.0,0.0,0.0,0.0,30374.22741623125
t363,0.0,0.0,0.0,0.0,0.0,28126.636411554297
t364,0.0,0.0,0.0,0.0,0.0,24815.400628726387
t365,0.0,0.0,0.0,0.0,0.0,20781.784922568248
t366,0.0,0.0,0.0,0.0,0.0,13149.341636208623
t367,0.0,0.0,0.0,0.0,0.0,5516.898349849001
t368,0.0,0.0,0.0,0.0,0.0,4417.475369267859
t369,0.0,0.0,0.0,0.0,0.0,5332.644663440834
t370,0.0,0.0,0.0,0.0,0.0,7491.288316880063
t371,0.0,0.0,0.0,0.0,0.0,9345.905512328252
t372,0.0,0.0,0.0,0.0,0.0,11214.18176294081
t373,0.0,0.0,0.0,0.0,0.0,14201.950239700023
t374,0.0,0.0,0.0,0.0,0.0,19388.085417521463
t375,0.0,0.0,0.0,0.0,0.0,25848.185415096246
t376,0.0,0.0,0.0,0.0,0.0,31283.66886258394
t377,0.0,0.0,0.0,0.0,0.0,31283.66886258394
t378,0.0,0.0,0.0,0.0,0.0,25182.90390367197
t379,0.0,0.0,0.0,0.0,0.0,18005.344176409486
t380,0.0,0.0,0.0,0.0,0.0,11618.978550014579
t381,0.0,0.0,0.0,0.0,0.0,6171.912358499918
t382,0.0,0.0,0.0,0.0,0.0,2209.814454409937
t383,0.0,0.0,0.0,0.0,0.0,192.00632184185278
t384,0.0,0.0,0.0,0.0,0.0,0.0
t385,0.0,0.0,0.0,0.0,0.0,0.0
t386,0.0,0.0,0.0,0.0,0.0,0.0
t387,0.0,0.0,0.0,0.0,0.0,0.0
t388,0.0,0.0,0.0,0.0,0.0,0.0
t389,0.0,0.0,0.0,0.0,0.0,0.0
t390,0.0,0.0,0.0,0.0,0.0,0.0
t391,0.0,0.0,0.0,0.0,0.0,0.0
t392,0.0,0.0,0.0,0.0,0.0,0.0
t393,0.0,0.0,0.0,0.0,0.0,3980.4318478645105
t394,0.0,0.0,0.0,0.0,0.0,4390.423967992869
t395,0.0,0.0,0.0,0.0,0.0,8899.48254428901
t396,0.0,0.0,0.0,0.0,0.0,11139.119249766458
t397,0.0,0.0,0.0,0.0,0.0,17599.219247341243
t398,0.0,0.0,0.0,0.0,0.0,20734.33256692067
t399,0.0,0.0,0.0,0.0,0.0,27194.43256449546
t400,0.0,0.0,0.0,0.0,0.0,31283.66886258394
t401,0.0,0.0,0.0,0.0,0.0,24131.429116587085
t402,0.0,0.0,0.0,0.0,0.0,16498.985830227462
t403,0.0,0.0,0.0,0.0,0.0,8866.54254386784
t404,0.0,0.0,0.0,0.0,0.0,5443.268872284801
t405,0.0,0.0,0.0,0.0,0.0,11903.368869859585
t406,0.0,0.0,0.0,0.0,0.0,18363.46886743437
t407,0.0,0.0,0.0,0.0,0.0,24823.568865009158
t408,0.0,0.0,0.0,0.0,0.0,31283.66886258394
t409,0.0,0.0,0.0,0.0,0.0,31283.66886258394
t410,0.0,0.0,0.0,0.0,0.0,31283.66886258394
t411,0.0,0.0,0.0,0.0,0.0,23651.22557622432
t412,0.0,0.0,0.0,0.0,0.0,16018.782289864695
t413,0.0,0.0,0.0,0.0,0.0,8386.33900350507
t414,0.0,0.0,0.0,0.0,0.0,4351.929649173796
t415,0.0,0.0,0.0,0.0,0.0,2077.8960551893465
t416,0.0,0.0,0.0,0.0,0.0,4367.749013305861
t417,0.0,0.0,0.0,0.0,0.0,10827.849010880645
t418,0.0,0.0,0.0,0.0,0.0,17287.94900845543
t419,0.0,0.0,0.0,0.0,0.0,23748.049006030215
t420,0.0,0.0,0.0,0.0,0.0,29890.614392640102
t421,0.0,0.0,0.0,0.0,0.0,22258.17110628048
t422,0.0,0.0,0.0,0.0,0.0,28718.271103855266
t423,0.0,0.0,0.0,0.0,0.0,24823.568865009158
t424,0.0,0.0,0.0,0.0,0.0,31283.66886258394
t425,0.0,0.0,0.0,0.0,0.0,31283.66886258394
t426,0.0,0.0,0.0,0.0,0.0,25398.961418020965
t427,0.0,0.0,0.0,0.0,0.0,20253.16599300188
t428,0.0,0.0,0.0,0.0,0.0,13493.134382067417
t429,0.0,0.0,0.0,0.0,0.0,7252.32679003969
t430,0.0,0.0,0.0,0.0,0.0,2606.8265120366545
t431,0.0,0.0,0.0,0.0,0.0,455.54845343282926
t432,0.0,0.0,0.0,0.0,0.0,0.0
t433,0.0,0.0,0.0,0.0,0.0,0.0
t434,0.0,0.0,0.0,0.0,0.0,1814.2219000857658
t435,0.0,0.0,0.0,0.0,0.0,3905.782653059707
t436,0.0,0.0,0.0,0.0,0.0,6091.269923124516
t437,0.0,0.0,0.0,0.0,0.0,8885.530935172974
t438,0.0,0.0,0.0,0.0,0.0,12370.323950997326
t439,0.0,0.0,0.0,0.0,0.0,16246.767477662168
t440,0.0,0.0,0.0,0.0,0.0,20195.7299798977
t441,0.0,0.0,0.0,0.0,0.0,21680.357209343598
t442,0.0,0.0,0.0,0.0,0.0,14047.913922983977
t443,0.0,0.0,0.0,0.0,0.0,6415.470636624355
t444,0.0,0.0,0.0,0.0,0.0,0.0
t445,0.0,0.0,0.0,0.0,0.0,6460.099997574785
t446,0.0,0.0,0.0,0.0,0.0,12920.19999514957
t447,0.0,0.0,0.0,0.0,0.0,19380.299992724355
t448,0.0,0.0,0.0,0.0,0.0,25840.39999029915
t449,0.0,0.0,0.0,0.0,0.0,18363.46886743437
t450,0.0,0.0,0.0,0.0,0.0,24823.568865009158
