region,Resource,technology,cluster,R_ID,Zone,Num_VRE_Bins,CapRes_1,THERM,VRE,MUST_RUN,STOR,FLEX,HYDRO,ESR_1,ESR_2,MinCapTag_1,MinCapTag_2,Min_Share,Max_Share,Existing_Cap_MWh,Existing_Cap_MW,Existing_Charge_Cap_MW,num_units,unmodified_existing_cap_mw,New_Build,Cap_Size,Min_Cap_MW,Max_Cap_MW,Max_Cap_MWh,Min_Cap_MWh,Max_Charge_Cap_MW,Min_Charge_Cap_MW,Min_Share_percent,Max_Share_percent,capex_mw,Inv_Cost_per_MWyr,Fixed_OM_Cost_per_MWyr,capex_mwh,Inv_Cost_per_MWhyr,Fixed_OM_Cost_per_MWhyr,Var_OM_Cost_per_MWh,Var_OM_Cost_per_MWh_In,Inv_Cost_Charge_per_MWyr,Fixed_OM_Cost_Charge_per_MWyr,Start_Cost_per_MW,Start_Fuel_MMBTU_per_MW,Heat_Rate_MMBTU_per_MWh,heat_rate_mmbtu_mwh_iqr,heat_rate_mmbtu_mwh_std,Fuel,Min_Power,Self_Disch,Eff_Up,Eff_Down,Hydro_Energy_to_Power_Ratio,Ratio_power_to_energy,Min_Duration,Max_Duration,Max_Flexible_Demand_Delay,Max_Flexible_Demand_Advance,Flexible_Demand_Energy_Eff,Ramp_Up_Percentage,Ramp_Dn_Percentage,Up_Time,Down_Time,NACC_Eff,NACC_Peak_to_Base,Reg_Max,Rsv_Max,Reg_Cost,Rsv_Cost,spur_miles,spur_capex,offshore_spur_miles,offshore_spur_capex,tx_miles,tx_capex,interconnect_annuity,Commit,Hydro_level
CA_S,CA_S_conventional_hydroelectric_1.0,conventional_hydroelectric,1.0,11,2,0,0.0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,1396.2,0.0,40.0,1396.2,-1,34.905,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0,44560,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,9.1,0.0,0.0,None,0.078,0.0,1.0,1.0,158.73,0.0,0.0,0.0,0.0,0.0,0.0,0.083,0.083,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.5
CA_S,CA_S_geothermal_1.0,geothermal,1.0,12,2,0,0.9,0,0,1,0,0,0,1,1,0,0,0.0,0.0,0.0,705.3,0.0,60.0,941.52,-1,11.755,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0,198040,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,9.1,0.0,0.0,None,0.35,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
CA_S,CA_S_hydroelectric_pumped_storage_1.0,hydroelectric_pumped_storage,1.0,13,2,0,0.0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,1665.0,0.0,8.0,1665.0,1,208.125,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0,38460,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.036,0.0,0.866,0.866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
CA_S,CA_S_natural_gas_fired_combined_cycle_1.0,natural_gas_fired_combined_cycle,1.0,14,2,0,0.9,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,8815.104,0.0,32.0,8815.104,1,275.472,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0,10613,0.0,0,0,3.56,0.0,0.0,0.0,87.0,0.0,7.6,1.671,2.261,pacific_naturalgas,0.431,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.64,6.0,6.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
CA_S,CA_S_natural_gas_fired_combustion_turbine_1.0,natural_gas_fired_combustion_turbine,1.0,15,2,0,0.9,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,4838.368,0.0,94.0,4838.368,1,51.472,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0,11053,0.0,0,0,4.41,0.0,0.0,0.0,113.0,0.0,10.63,2.074,3.219,pacific_naturalgas,0.469,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.78,3.78,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
CA_S,CA_S_onshore_wind_turbine_1.0,onshore_wind_turbine,1.0,16,2,1,0.0,0,1,0,0,0,0,1,1,0,0,0.0,0.0,0.0,4735.6,0.0,55.0,3788.675,0,68.885,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0,43205,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,9.11,0.0,0.007,None,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
CA_S,CA_S_small_hydroelectric_1.0,small_hydroelectric,1.0,17,2,0,0.0,0,0,1,0,0,0,1,1,0,0,0.0,0.0,0.0,175.767,0.0,123.0,454.239,-1,1.429,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0,44560,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,8.64,0.0,2.124,None,0.078,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
CA_S,CA_S_solar_photovoltaic_1.0,solar_photovoltaic,1.0,18,2,1,0.0,0,1,0,0,0,0,1,1,0,0,0.0,0.0,0.0,9520.0,0.0,521.0,7670.683,0,14.723,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0,18760,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,9.12,0.0,0.019,None,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
WECC_AZ,WECC_AZ_biomass_1.0,biomass,1.0,19,3,0,0.9,0,0,1,0,0,0,1,1,0,0,0.0,0.0,0.0,9.18,0.0,5.0,28.2,-1,1.836,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0,122976,0.0,0,0,5.54,0.0,0.0,0.0,0.0,0.0,15.83,1.579,2.035,None,0.262,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
WECC_AZ,WECC_AZ_conventional_hydroelectric_1.0,conventional_hydroelectric,1.0,20,3,0,0.0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,2837.9,0.0,37.0,2837.9,-1,76.7,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0,44560,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,9.1,0.0,0.007,None,0.011,0.0,1.0,1.0,158.73,0.0,0.0,0.0,0.0,0.0,0.0,0.083,0.083,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.5
WECC_AZ,WECC_AZ_conventional_steam_coal_1.0,conventional_steam_coal,1.0,21,3,0,0.9,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3213.0,0.0,9.0,3213.0,0,357.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0,59177,0.0,0,0,1.78,0.0,0.0,0.0,117.0,0.0,10.62,0.618,0.492,mountain_coal,0.434,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.57,24.0,24.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
WECC_AZ,WECC_AZ_hydroelectric_pumped_storage_1.0,hydroelectric_pumped_storage,1.0,22,3,0,0.0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,216.3,0.0,6.0,216.3,0,36.05,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0,38460,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.601,0.0,0.866,0.866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
WECC_AZ,WECC_AZ_natural_gas_fired_combined_cycle_1.0,natural_gas_fired_combined_cycle,1.0,23,3,0,0.9,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1160.8,0.0,5.0,1160.8,1,232.16,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0,11885,0.0,0,0,3.42,0.0,0.0,0.0,87.0,0.0,9.81,0.45,0.976,mountain_naturalgas,0.612,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.64,6.0,6.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
WECC_AZ,WECC_AZ_natural_gas_fired_combined_cycle_2.0,natural_gas_fired_combined_cycle,2.0,24,3,0,0.9,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,5842.001,0.0,11.0,5842.001,1,531.091,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0,9270,0.0,0,0,3.42,0.0,0.0,0.0,87.0,0.0,7.54,0.346,0.534,mountain_naturalgas,0.374,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.64,6.0,6.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
WECC_AZ,WECC_AZ_natural_gas_fired_combined_cycle_3.0,natural_gas_fired_combined_cycle,3.0,25,3,0,0.9,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2211.0,0.0,5.0,2211.0,1,442.2,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0,12173,0.0,0,0,3.49,0.0,0.0,0.0,87.0,0.0,7.67,0.424,0.218,mountain_naturalgas,0.387,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.64,6.0,6.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
WECC_AZ,WECC_AZ_natural_gas_fired_combustion_turbine_1.0,natural_gas_fired_combustion_turbine,1.0,26,3,0,0.9,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1953.396,0.0,36.0,1953.396,1,54.261,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0,9990,0.0,0,0,4.41,0.0,0.0,0.0,113.0,0.0,13.79,2.399,3.694,mountain_naturalgas,0.319,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.78,3.78,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
WECC_AZ,WECC_AZ_nuclear_1.0,nuclear,1.0,27,3,0,0.9,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,4002.999,0.0,3.0,4002.999,1,1334.333,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0,183051,0.0,0,0,2.32,0.0,0.0,0.0,235.0,0.0,10.46,0.0,0.0,mountain_uranium,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,24.0,24.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
WECC_AZ,WECC_AZ_onshore_wind_turbine_1.0,onshore_wind_turbine,1.0,28,3,1,0.0,0,1,0,0,0,0,1,1,0,0,0.0,0.0,0.0,257.3,0.0,4.0,204.3,0,51.075,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0,43205,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,9.1,0.0,0.0,None,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
WECC_AZ,WECC_AZ_solar_photovoltaic_1.0,solar_photovoltaic,1.0,29,3,1,0.0,0,1,0,0,0,0,1,1,0,0,0.0,0.0,0.0,2017.8,0.0,106.0,1839.206,0,17.351,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0,18760,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,9.11,0.0,0.015,None,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
CA_N,CA_N_naturalgas_ccccsavgcf_mid_0.0,naturalgas_ccccsavgcf_mid,0.0,30,1,0,0.9,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,500.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,2440577.736,191417,26350,0.0,0,0,5.58,0.0,0.0,0.0,95.0,0.0,7.52,0.0,0.0,pacific_naturalgas_ccs90,0.6,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.64,6.0,6.0,0.0,0.0,0,0,0.0,0.0,20.0,175500.0,0.0,0.0,0.0,0.0,0.0,0,0.0
CA_N,CA_N_naturalgas_ccavgcf_mid_0.0,naturalgas_ccavgcf_mid,0.0,31,1,0,0.9,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,500.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,883159.976,98998,11928,0.0,0,0,1.54,0.0,0.0,0.0,95.0,2.0,6.27,0.0,0.0,pacific_naturalgas,0.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.64,6.0,6.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
CA_N,CA_N_naturalgas_ctavgcf_mid_0.0,naturalgas_ctavgcf_mid,0.0,32,1,0,0.9,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,100.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,691657.584,70103,6673,0.0,0,0,4.3,0.0,0.0,0.0,123.0,3.5,9.9,0.0,0.0,pacific_naturalgas,0.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.78,3.78,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
CA_N,CA_N_battery_mid_0.0,battery_mid,0.0,33,1,0,0.0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,187754.371,15735,4693,215645.419,18072,5391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.92,0.92,0.0,0.0,1.0,10.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
CA_N,CA_N_nuclear_mid_0.0,nuclear_mid,0.0,34,1,0,0.9,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,5885000.0,612569,100889,0.0,0,0,2.31,0.0,0.0,0.0,256.0,0.0,10.46,0.0,0.0,pacific_uranium,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,24.0,24.0,0.0,0.0,0,0,0.0,0.0,50.0,438750.0,0.0,0.0,0.0,0.0,0.0,1,0.0
CA_N,CA_N_naturalgas_ccs100_mid_0.0,naturalgas_ccs100_mid,0.0,35,1,0,0.9,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,500.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,2556577.736,199910,36020,0.0,0,0,6.0,0.0,0.0,0.0,95.0,0.0,7.89,0.0,0.0,pacific_naturalgas_ccs100,0.6,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.64,6.0,6.0,0.0,0.0,0,0,0.0,0.0,20.0,175500.0,0.0,0.0,0.0,0.0,0.0,0,0.0
CA_N,CA_N_landbasedwind_ltrg1_mid_110_1.0,landbasedwind_ltrg1_mid_110,1.0,36,1,1,0.0,0,1,0,0,0,0,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1259.55,-1.0,-1.0,0.0,0.0,0.0,0.0,1455213.846,250738,39752,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,12.447,109222.425,0.0,0.0,128.248,0.0,38097.493,0,0.0
CA_N,CA_N_landbasedwind_ltrg1_mid_110_2.0,landbasedwind_ltrg1_mid_110,2.0,37,1,1,0.0,0,1,0,0,0,0,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,7164.881,-1.0,-1.0,0.0,0.0,0.0,0.0,1455213.846,249326,39752,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,30.629,268770.507,0.0,0.0,69.636,0.0,36685.661,0,0.0
CA_N,CA_N_offshorewind_otrg10_mid_floating_1_1.0,offshorewind_otrg10_mid_floating_1,1.0,38,1,1,0.0,0,1,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,18920.543,0.0,0.0,0.0,0.0,0.0,0.0,3793366.067,805905,67853,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,216.972,1903931.82,54.507,0.0,490.637,0.0,463176.255,0,0.0
CA_N,CA_N_offshorewind_otrg10_mid_floating_1_2.0,offshorewind_otrg10_mid_floating_1,2.0,39,1,1,0.0,0,1,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,15748.0,0.0,0.0,0.0,0.0,0.0,0.0,3793366.067,722163,67853,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,70.807,621331.35,70.688,0.0,291.024,0.0,379434.038,0,0.0
