Resource,NGCC_bf,NGCC_gf,NGCT_bf,NGCT_gf,NGST,Coal,Nuclear,Biomass,SolarPV,Wind,Hydro,PHS,Li-ion,Retro_NGCC_CCS,Retro_NGCC_H2,Retro_Coal_TES,Retro_Coal_SMR
Zone,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
t1,0.0,10.942638884665797,10.599343201063533,0.0,2.12,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,25.04756230608946,0.0,0.0,62.475
t2,0.0,23.942434007803058,10.599343201063533,0.0,2.12,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,25.04756230608946,0.0,0.0,62.475
t3,0.0,26.602704453114512,10.599343201063533,0.0,2.12,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,25.04756230608946,0.0,0.0,62.475
t4,0.0,39.39716577022005,10.599343201063533,0.0,2.12,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,25.04756230608946,0.0,0.0,62.475
t5,0.0,39.39716577022005,10.599343201063533,0.0,2.12,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,25.047562306089457,0.0,0.0,62.475
t6,0.0,39.39716577022005,10.599343201063533,0.0,2.12,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,25.047562306089457,0.0,0.0,62.475
t7,0.0,39.39716577022005,0.0,0.0,2.12,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,25.047562306089457,0.0,0.0,62.475
t8,0.0,39.39716577022005,0.0,0.0,2.12,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,25.047562306089457,0.0,0.0,62.475
t9,0.0,39.39716577022005,10.599343201063533,0.0,2.12,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,2.9557483354682326,0.0,0.0,62.475
t10,0.0,39.39716577022005,10.599343201063533,0.0,2.12,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,2.9557483354682326,0.0,0.0,62.475
t11,0.0,41.62593926269838,10.599343201063533,0.0,2.12,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,26.43766415017279,0.0,0.0,62.475
t12,0.0,41.62593926269838,10.599343201063533,0.0,2.12,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,26.43766415017279,0.0,0.0,62.475
t13,0.0,41.62593926269838,10.599343201063533,0.0,2.12,0.0,2.36,0.0,0.0,0.0,0.0,0.0,0.0,26.43766415017279,0.0,0.0,62.475
t14,0.0,41.62593926269838,10.599343201063533,0.0,2.12,0.0,2.36,0.0,0.0,0.0,0.0,0.0,0.0,26.43766415017279,0.0,0.0,62.475
t15,0.0,41.62593926269838,10.599343201063533,0.0,2.12,0.0,2.36,0.0,0.0,0.0,0.0,0.0,0.0,60.216928263806466,0.0,0.0,62.475
t16,0.0,41.62593926269838,10.599343201063533,0.0,2.12,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,60.216928263806466,0.0,0.0,62.475
t17,0.0,41.62593926269838,10.599343201063533,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,60.216928263806466,0.0,0.0,62.475
t18,0.0,0.0,10.599343201063533,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,60.216928263806466,0.0,0.0,62.475
t19,0.0,10.193797885105605,10.599343201063533,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,60.216928263806466,0.0,0.0,62.475
t20,0.0,10.193797885105605,10.599343201063533,0.0,2.12,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,60.216928263806466,0.0,0.0,62.475
t21,0.0,10.193797885105605,0.0,0.0,2.12,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,60.216928263806466,0.0,0.0,62.475
t22,0.0,10.193797885105605,0.0,0.0,2.12,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,60.216928263806466,0.0,0.0,62.475
t23,0.0,26.18339898362668,10.599343201063533,0.0,2.12,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,60.21692826380646,0.0,0.0,62.475
t24,0.0,26.18339898362668,10.599343201063533,0.0,2.12,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,3.064587691112744,0.0,0.0,62.475
t25,0.0,26.18339898362668,10.599343201063533,0.0,2.12,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,3.064587691112744,0.0,0.0,62.475
t26,0.0,26.18339898362668,10.599343201063533,0.0,2.12,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,3.064587691112744,0.0,0.0,62.475
t27,0.0,97.66729055066986,10.599343201063533,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,3.064587691112744,0.0,0.0,62.475
t28,0.0,97.66729055066986,10.599343201063533,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.475
t29,0.0,97.66729055066986,10.599343201063533,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,14.806840998483663,0.0,0.0,62.475
t30,0.0,110.5239913346461,10.599343201063533,0.0,2.12,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,14.806840998483663,0.0,0.0,62.475
t31,0.0,110.5239913346461,10.599343201063531,0.0,2.12,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,14.806840998483663,0.0,0.0,62.475
t32,0.0,95.8963819553711,10.599343201063531,0.0,2.12,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,60.21692826380646,0.0,0.0,62.475
t33,0.0,95.8963819553711,10.599343201063533,0.0,2.12,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,60.21692826380646,0.0,0.0,62.475
t34,0.0,95.8963819553711,10.599343201063533,0.0,2.12,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,60.21692826380645,0.0,0.0,62.475
t35,0.0,95.8963819553711,10.599343201063533,0.0,2.12,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,60.21692826380645,0.0,0.0,62.475
t36,0.0,95.8963819553711,10.599343201063533,0.0,2.12,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,60.21692826380645,0.0,0.0,62.475
t37,0.0,50.25348546713575,10.599343201063533,0.0,2.12,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,60.216928263806466,0.0,0.0,62.475
t38,0.0,50.25348546713575,10.599343201063533,0.0,2.12,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,60.216928263806466,0.0,0.0,62.475
t39,0.0,50.25348546713575,10.599343201063533,0.0,2.12,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,60.216928263806466,0.0,0.0,62.475
t40,0.0,97.96357305073317,10.599343201063533,0.0,2.12,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,60.216928263806466,0.0,0.0,62.475
t41,0.0,87.14468856715442,10.599343201063533,0.0,2.12,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,60.216928263806466,0.0,0.0,62.475
t42,0.0,87.14468856715442,10.599343201063533,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,60.216928263806466,0.0,0.0,62.475
t43,0.0,98.00969445548868,10.599343201063533,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,60.216928263806466,0.0,0.0,62.475
t44,0.0,98.00969445548868,10.599343201063533,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,60.216928263806466,0.0,0.0,62.475
t45,0.0,98.00969445548868,10.599343201063533,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,60.216928263806466,0.0,0.0,62.475
t46,0.0,95.8963819553711,10.599343201063533,0.0,0.0,0.0,2.36,0.003076923076923063,0.0,0.0,0.0,0.0,0.0,60.216928263806466,0.0,0.0,62.475
t47,0.0,48.18629437177367,0.0,0.0,0.0,0.0,2.36,4.807692307692282e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.475
t48,0.0,48.18629437177367,0.0,0.0,0.0,0.0,2.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.475
t49,0.0,48.18629437177367,10.599343201063533,0.0,2.12,0.0,2.36,0.19692307692307695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.475
t50,0.0,24.070086483509087,10.599343201063533,0.0,2.12,0.0,2.36,0.19995192307692308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.475
t51,0.0,24.070086483509087,10.599343201063533,0.0,2.12,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,45.054738676049396,0.0,0.0,62.475
t52,0.0,24.070086483509087,10.599343201063533,0.0,2.12,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,45.054738676049396,0.0,0.0,62.475
t53,0.0,24.070086483509087,10.599343201063533,0.0,2.12,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,45.054738676049396,0.0,0.0,62.475
t54,0.0,88.20284781501648,10.599343201063533,0.0,2.12,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,45.054738676049396,0.0,0.0,62.475
t55,0.0,88.20284781501648,10.599343201063533,0.0,2.12,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,60.216928263806466,0.0,0.0,62.475
t56,0.0,88.20284781501648,10.599343201063533,0.0,2.12,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,60.216928263806466,0.0,0.0,62.475
t57,0.0,88.20284781501648,10.599343201063533,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,60.216928263806466,0.0,0.0,62.475
t58,0.0,88.20284781501648,10.599343201063533,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,15.162189587757066,0.0,0.0,62.475
t59,0.0,88.20284781501648,10.599343201063533,0.0,2.12,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,15.162189587757066,0.0,0.0,62.475
t60,0.0,88.20284781501648,10.599343201063533,0.0,2.12,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,15.162189587757066,0.0,0.0,62.475
t61,0.0,88.20284781501648,10.599343201063533,0.0,2.12,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,15.162189587757066,0.0,0.0,62.475
t62,0.0,88.20284781501647,10.599343201063554,0.0,2.12,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.475
t63,0.0,63.15629101430733,10.599343201063533,0.0,2.12,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.475
t64,0.0,63.15629101430733,10.599343201063533,0.0,2.12,0.0,2.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.475
t65,0.0,97.03322413828863,10.599343201063533,0.0,2.12,0.0,2.36,0.0,0.0,0.0,0.0,0.0,0.0,14.376892861283839,0.0,0.0,62.475
t66,0.0,97.03322413828863,10.599343201063533,0.0,2.12,0.0,2.36,0.0,0.0,0.0,0.0,0.0,0.0,14.376892861283839,0.0,0.0,62.475
