Zone,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,Total
t2,30.432828814645145,68.29257530072908,342.0450576068381,965.2784323953293,226.06484638492952,918.7949773245496,2145.845040000127,1197.575548063944,349.03646070252586,69.4967282883827,258.20021452037867,1134.1844360582313,196.83296556226523,68.4878689407098,385.0723978699107,0.07895657375507202,417.3245391487864,4018.373572122056,12791.417445678093
t3,30.43281711512625,68.29246413688107,342.0451586507871,965.2778855551988,226.06476620505228,918.7982452630035,2061.2227914790933,1029.483577850393,349.0364328431323,69.49665384129409,258.198003502467,1134.1838206980156,196.83266091204325,68.48752561985334,385.07208048688807,0.0783311722872362,417.3244435687891,4018.37049237381,12538.698151274115
t4,30.438894161860762,68.29839395449366,342.0527389142205,965.2769029581997,226.06908675996686,918.7975931848066,2239.5271575684415,1168.3820491974184,349.043042151436,69.4969646241802,443.1598526376553,1134.188936236572,196.83261549951268,68.48756733668728,385.07211932352396,0.0783848522792474,704.7049800398688,4018.3736625923866,13328.28094199351
t5,68.38804811469889,68.30225623474044,769.5235187756094,965.2767343902158,226.15871718683408,918.7971299971313,2609.9628828080517,978.6468831598836,479.09169589466626,84.66636322705237,580.9231627499364,1663.3570243316296,196.83287284425938,68.48885252471406,385.0733212114179,0.0799331056873812,938.7707811900964,3951.443142119106,14953.783319865732
t6,68.40437132325548,153.5976179620465,769.5465424896125,965.2773337387844,226.16921902161897,918.7999514967614,3095.2212434162857,996.4553757936166,785.2928620034206,156.2354495885383,580.9229703940931,2378.2073135467367,318.7784261442406,68.53069428217847,1098.5321796462306,15.267001073332606,938.7778998903005,4018.35852439575,17552.374976206804
t7,68.42958103548843,153.62655475981984,769.5567787855723,965.277373317065,474.7144580429937,1658.5179604588761,3547.273452565344,2201.8255849069924,785.3004304519488,156.3060590589918,580.9222934803373,2489.6790552202533,392.6077577766748,68.53734626217727,1090.3421722469338,195.66490507037528,938.9428147788622,4353.98375807531,20891.508336294017
t8,68.4522735269981,153.65454896477192,769.5839834796848,1171.312165989424,474.7570672892764,2151.7947056653056,3497.8237684763512,2201.8647989698143,785.3282530442713,156.3546604642164,580.9296796005654,2551.8894703229334,413.63547046126814,115.10273669052356,1090.4648004284759,353.78805895648617,938.9831964748391,5530.455561175032,23006.175199980236
t9,68.4368167857478,153.62963725905854,769.5648496246424,2103.7927127781154,474.7335401115143,2067.2771827522965,1041.262435128036,2201.835316916468,785.3087081545032,156.33592500687575,580.9186130248845,1412.3208638548235,413.6233212865945,115.07808914959953,1090.4487189661643,351.12654815282644,938.9502529786465,5530.432795337711,20255.076327268507
t10,30.440274722729043,0.06521132554586896,342.054387392947,965.2792215677,226.06521825525195,2647.54147753642,0.025787664337837267,978.6115771300476,349.0443552410907,69.49963284362657,0.1267239826647468,335.3163905588917,196.9566928200872,68.49113601795293,484.6567032329283,156.0695546238782,720.816312843363,2422.9882555635304,9994.048913322993
t11,30.434002646331646,0.06489005778810779,342.04677953798574,965.2799408946963,226.06537122593903,2174.605289071687,0.02306732151227003,978.6033328017711,349.03778158121736,69.50009089076123,0.12471177972855015,335.31391288143004,196.95674489275717,68.49142877340583,484.6570028552522,156.06982739425973,417.3254308883886,2422.977882660184,9217.577488155095
t12,30.434221386567664,0.06495244357000447,342.04713138218995,965.2819745550025,226.06596418696267,1554.3473422176048,0.022837821857064768,978.6032535016615,349.03806341996597,69.50109561427844,0.12482861911232992,335.314020077907,196.95707545002853,68.49225255204925,484.6578861176524,156.07100904395398,417.32567527707175,2422.9778947357545,8597.32747840319
t13,30.47330252936316,0.07270734701963281,342.0755117278068,2026.9709062372879,226.09328690597545,1984.0529413566621,0.02445751483710966,978.612141849738,349.0554140613964,142.43717965970643,0.12692906287188985,335.31644968722395,413.6055014993243,68.55257609741724,1090.3580641475921,825.9506031030586,938.7680540816704,2422.9896491153304,12175.535675984283
t14,30.43944850683256,0.07112394558585061,342.05363889597186,965.3266473059645,226.07390779651254,1786.5335705093073,0.02471732505527722,978.6092129120567,349.04395810050806,69.51108954520308,0.12723028743781006,335.3168684734386,196.99556526836236,68.51056228879679,484.67870980721256,359.6770860622617,417.3362734147625,2422.9849906876016,9033.314601132872
t15,30.445210883132578,0.07354921866328674,342.06015124296255,965.368895326591,226.07981727854565,1425.3724478561858,0.02613160289992143,978.6132671409539,349.04936522323914,69.51938773421426,0.1288777899808052,335.3191139237628,413.59482589999743,68.53978916625445,1090.3688119655699,1882.5924149329562,938.7627241902718,2422.98926645891,11538.90404783509
t16,30.445204024920148,0.06901025687867972,342.05292260454195,965.2937577387048,226.07513576734797,1132.3318386444432,0.02663750449348461,978.60945282102,349.0443106294774,69.5152341822602,0.1295781427864572,364.0509405290896,196.96025383607247,68.49911598862887,1090.3773241583303,2085.6831691871375,417.33307427118837,2422.9840134612537,10739.480973748574
t17,68.43253325368973,0.09751856707676597,661.2903181735226,2027.1535855963907,226.1668379843838,2861.1553303783135,0.0330943570644614,978.6212531064922,349.08181299236605,156.26609511395415,410.25267849357124,2059.754338727492,420.4022987180827,728.801166732734,1370.7935821637216,3045.097690798563,938.7816213825977,2422.9972242182153,18725.17898075823
t18,68.45259257731696,1623.2469626801985,769.5697411888602,2616.0099308985073,650.8526085085583,2379.3782290254,1462.9674805600632,2201.8494685979654,785.3544884735592,598.7701118527401,666.8147722898796,2660.0654859074675,456.48249433700204,751.9615871808395,1360.7138162043432,4665.416780823611,1571.8758508380472,5391.594125533077,30681.376527477438
t19,567.809265676886,1673.7612868544782,769.6180878250415,3021.8733834905734,644.2526793719032,2854.1213459105816,3902.7156441740212,2277.5701081133534,1024.8236421147894,582.8882410893219,660.1510157010154,4455.519932356405,526.9946944028471,900.1521712757415,1360.7553019648853,5297.349767610889,1552.7191891346686,5532.166149742959,37605.24190681036
t20,550.9917458624461,1670.2769207178344,769.599363200281,3014.1471149014924,644.2354321393599,2177.881648871615,3146.720463144694,2275.192146878445,1017.8503271961152,582.8512286634508,660.1098566839421,4403.350902714544,525.2934956767798,895.5841363869769,1360.7400771294785,5279.741633029841,1552.7021308796323,5530.494003750162,36057.76262782709
t21,282.9370842816005,1670.2014314563805,769.5785747746608,3014.103315122491,644.2096416950319,2067.2219138226046,3039.9827719518075,2234.413037768032,1017.8209056400651,582.8286229541993,660.0772063007552,3027.6701104229082,525.2745535079214,895.2355185129401,1360.7218604372033,4966.502136932071,1552.6626124419306,4826.7817003525115,33138.22299837512
t22,68.66691035047829,1569.592315764456,769.5712673574402,2113.381956831468,644.1801320664221,1673.1736781857594,2675.701752729673,2201.830613517406,822.2989642435697,582.7806244606925,660.0749003823747,2219.213936794996,426.9446819132594,751.9504680591094,1360.71810808761,4716.021609246883,1552.6496398087218,3881.119169836504,28689.870729636827
t23,68.43316173087742,815.2313518230053,769.5590724678169,2103.9128143938124,301.50335524070243,0.04618795135487029,2342.2865193980942,1436.729027394589,785.3173158604018,417.9305599483537,660.0720310131628,1921.3383617913635,420.1989180729188,751.9314415109196,1360.7027578319287,3502.8754634031607,1552.6291343456414,2808.87168774873,22019.569161926833
t24,68.41138897970734,815.0959364729172,769.5539030712835,2027.3295026992416,301.4837937213825,0.021229040675266632,1765.6136180293313,978.6410660508101,785.3092902428566,345.7956325954238,393.5008888886262,1869.3225287257965,420.1916589446422,751.9049069696912,1360.5976427410096,2801.141992141778,1211.5362678647182,1675.9877555488274,18341.43900272872
t25,68.39915083690325,510.28456260764386,769.5406694868362,2027.1970355652318,301.4721684359618,0.019724169717615373,2178.461290989818,978.6063586674317,673.5791361676679,345.7886255635675,474.6941494126184,1869.3226746950677,420.1859427530359,751.6513945946168,1210.487643227575,2801.132261615133,1211.5292837549619,1248.421934059815,17840.774006603602
t26,30.443102149144277,510.2770136174348,342.05797479450655,965.4755451002145,301.38044451448553,0.019124982001095418,2167.428766966607,978.5989481066092,349.0550537419879,259.0544473052663,660.0701934384456,1880.4315510816925,420.1670593356872,705.3645441073301,1210.4652029590575,2048.923007941088,1211.4200706037518,1248.404280052645,15289.036330797953
t27,68.35187137707554,510.27897603083295,650.4567714355001,965.4950536847978,301.38156077743514,0.01911782968642918,2309.5382511432445,978.6287682163621,349.0734371115143,259.0560717863385,660.0739927130218,2170.209515614197,420.1710671623727,705.3829232923237,1210.4719754502212,2555.6105559909174,1211.526781123804,1276.3152740255723,16602.041964765216
t28,68.35573803304841,510.278417429774,569.6568438669462,1540.913431347046,301.39050238050726,0.01869872625205637,2416.0279153505094,978.6247723125608,349.08596317392414,259.0736326006822,660.0739858535638,2528.46349888515,420.17908007041785,705.3985844501489,1210.4760355880367,2801.1206049357065,1211.5273093398616,1767.374096670302,18298.039111014437
t29,68.41153369807931,815.2172302234426,769.5547690195082,2103.84164641602,301.4887472089471,0.018794125555476413,2839.3011655581518,1436.7147957655968,785.306726860492,345.8154511465775,660.0778666532206,3287.0540080438163,420.1895033670072,751.9169021068398,1360.6597504557988,2801.132651816305,1490.145846277602,2808.8184826267693,23045.665871369732
t30,68.41365643706588,815.2194233073825,769.5556397236905,2103.911352666174,301.4992962565837,0.019545403836947764,3242.8859526129622,1436.717620337772,785.3070363607266,521.3331866481037,660.0861119434894,4182.529050832229,420.1901022719376,751.9231311492591,1360.675407229502,2801.133872033982,1552.6187346334477,2808.825493214729,24582.844613062873
t31,68.42367832840735,815.2476960145914,769.5589246307189,2103.9480330488864,397.13414034747314,0.03460757837450748,3827.0156442006296,1831.4297324838785,785.3090033271202,582.6775148901054,660.1272241263185,4205.956959931698,420.19315847065894,751.9296817406391,1360.6889731482966,2801.180366917161,1552.6320488356143,2808.8559366921504,25742.343324712725
t32,68.45147382414177,1148.0877854542377,769.5846619357932,2104.0290152310863,644.1826603592107,84.55479284382535,3827.014277889392,2201.8031402000584,785.342250710083,582.819822374332,660.0784304612952,3892.3440070324173,420.2327462685121,751.9684221058884,1360.7133557489656,3633.6270684073497,1552.6619217710575,2808.882062245329,27296.377894862977
t33,68.42169823390181,1145.9958049294694,769.5570200500389,2103.942695112782,644.0467252484518,0.03461221356263006,1447.9677501151039,2201.6743334257235,785.3035627736995,582.6760643716087,629.3469895943451,1454.3998666037578,420.18732598278297,751.9256785752665,1360.6812176036863,2512.2689770056218,1552.6243820848072,2808.8406885648214,21239.89539248943
t34,0.10508090711369061,410.86569230478034,261.8985398942229,2027.134523975037,226.11448393959822,0.028110987034674233,0.02238683830956875,0.0761748364294435,0.27131047466107905,156.26073361479902,0.022877321603540376,0.02426669873009393,420.1579868204659,705.3525592424966,1090.333691832398,18.82683008516325,938.6434857759676,0.09145128531151774,6256.230186834122
t35,0.0587244363688867,376.4509153468174,0.053688877707262835,965.3321431262117,225.98412168892608,0.01864685285668588,0.017411189507273293,0.03405913263062199,0.033535418617787006,0.1720322366073419,0.017681711212520046,0.01845220597804363,196.83944535111672,68.49038585056103,0.10048155789282251,0.046500033161557104,0.04701736671167296,0.03529400726413003,1833.7505363901496
t36,0.0582814184535598,376.4508572091826,0.053395592075397215,965.3318212902625,225.9836878263527,0.018464092162634255,0.016651893560305327,0.03291247965791751,0.03287018512217068,0.17183657911457842,0.017116043827106214,0.017833474993897713,196.83896187795912,68.48961126676797,0.09947294595319953,0.04495271247488576,0.04619092527452502,0.03430628448091076,1833.739224097676
t37,0.05817672628354413,376.4514450049182,0.05344394906855182,965.3314047022712,225.98384283865613,0.018028135971738704,0.016544129708397384,0.03255606937972691,0.032726066276886324,0.1721441242300051,0.016930318338851662,0.017653977208873853,196.83888257641348,68.48940191685155,0.09911033749019339,0.04438448670940429,0.04598679749006119,0.034045768680756226,1833.7367079259475
t38,0.05830413040869305,376.45506340695994,0.05384391377440918,965.3318396801607,225.9842357065034,0.01808364558679347,0.016618877547620068,0.03270019056166888,0.033039678777683774,0.17297043385934746,0.017009391017472234,0.017781601015785346,196.83902607719222,68.48953927075026,0.09912207373226803,0.04437356254516656,0.04620072798231805,0.034185618174545934,1833.7439379865502
t39,0.058708136442275405,666.8774489233188,0.054708009630339616,965.3338561577402,225.98516619584967,0.018613845496873737,0.016889833072122704,0.033379282945540434,0.0338960897957919,0.17492080455543843,0.01735110378145039,0.018234170643684804,196.83962105869375,68.49004848891322,0.09947530424140782,0.04490950312273847,0.04692636685934746,0.034703431472370205,2124.178856706575
t40,0.059723253294529544,691.4915438821197,0.056666755943228946,965.4165999135448,225.9874538618412,0.0187246245366005,0.018067249354783658,0.03495735458670306,0.035843591687400325,0.1974645886551436,0.018103818573163816,0.01925766398695461,365.5374240083734,68.49125189918541,0.10036414688806247,0.04636436074429357,0.04872664881079865,0.035760913084875987,2317.6142985352108
t41,0.08389050181311956,1129.0665337130295,0.09212707549695942,1043.088908283128,226.02993678777042,0.01942088414316561,0.03213168611397768,0.037640923640349926,0.0647678349484325,0.22616797511625739,0.02185791949029721,1700.46828459069,420.1624243316863,728.5948495779943,427.46247612624177,0.11459568474664465,960.4408763079296,0.03785205058756801,6636.044742254567
t42,448.5682164460215,1577.868150343801,797.7949859468471,2223.0482396004913,426.99103228012694,0.021037810992968135,2687.222937827226,854.9659622540629,814.0869704951278,604.4667592965259,334.00242183635885,2573.6149107367632,450.32549100711145,751.9345489412333,1389.1429660766223,2213.455476237306,1572.1910825756033,828.8474636349364,20548.548653347156
t43,1744.4896015358142,1673.8605243810591,769.8042703681767,3038.282559601716,2095.9354003967374,0.04001322701444244,3407.857015515917,2322.978717514469,1024.8468671525475,583.5814612372299,668.713557132988,5390.266489965284,527.3275626636164,752.0204025388475,1360.7258823797383,3299.450146648845,1553.079558954459,2255.808506748044,32469.068537962503
t44,1176.7197435249896,1670.3727082939256,769.7159322489243,3014.1175729365664,1305.3514836936586,0.040456383013352325,3288.1890968861553,2275.1768323464435,1017.8657872322816,583.2913124626546,660.0699331283879,4143.138063117545,525.2697365603633,752.0045860676342,1360.7140687974616,3105.3788587713534,1552.7833148236557,2148.7870716785455,29348.986558953562
t45,908.6842890898969,1670.271517359375,769.6913388170544,3014.084771634635,1305.3291669334567,299.36939227817385,3081.8458589335337,2234.4327373026385,1017.8372575983608,583.2650865556237,660.063018327197,3582.822704248874,525.2559077664527,751.9714849191881,1360.7006888094068,2053.6397704578067,1552.7546393649104,2601.675291323363,27973.694921719947
t46,655.3641307182398,1178.085885926245,769.6363115460811,2384.5816996593785,711.7911975411421,601.9199863184261,2802.01386140118,2042.9638277693773,888.6520536978883,582.9101836407551,388.34324317112043,3095.799787090302,452.4167362101311,751.9434880970208,1360.6838160260015,1647.5085118267382,1552.7339659144513,2789.5890184503082,24656.937705004784
t47,655.3247670645371,1047.2328428375326,769.6272194608307,2307.944937968272,616.3222843147735,264.56968884555033,2457.0545476924276,1011.238569447601,888.646391226099,346.01438950799746,305.9340491261594,2829.0681470771538,452.40422374209,751.9101850302239,1360.5873738962623,1539.1974714236126,1211.6251786726298,2151.8693816344885,20966.571648968238
t48,634.0360673228181,785.9663817509149,342.23781586239977,1246.1395379363664,616.3024720197828,264.57006634253617,1997.674481122897,1011.209148375061,452.4135915366616,345.99825564584586,293.3769934672466,2695.329339277315,452.38623938233627,705.3882208807512,1210.4618118585174,1549.5287515656362,1211.6186039331812,1237.8910437814345,17052.5288220617
t49,655.3242148735294,1047.2463430279936,769.628190872214,1246.1272472065714,616.3225275463642,264.5740936133962,2320.819176243172,1011.2335646244794,888.6466459535538,346.01334263196605,293.37735083153405,2639.530237523547,452.3871079806563,705.3918940385981,1210.4640459211855,2309.340898037172,1211.6258934910943,2506.0500735572673,20494.102847974293
t50,655.3243557279092,1047.25461005559,769.6287726542453,1246.1201888734222,616.3229788846069,749.3087250449939,2292.225912892197,1011.2345054146572,888.6474609236676,346.014291612743,293.37775849352215,2626.782203605419,452.38587893666505,705.3908341083255,1210.463523145801,2367.301365845988,1211.6263380448847,2772.513776131775,21261.923480396414
t51,655.3297775604319,1047.3439308956906,769.631883024096,1246.1228731149042,616.3307865104479,824.2646268671921,2425.134835443753,2069.5251879236926,888.6506259355162,346.02669640981554,293.37875590189066,2742.0617868989525,452.38539459412755,705.3902919856242,1210.464114528945,2379.2127984002022,1517.2440151053372,3177.5811242264404,23366.07950532706
t52,655.3332871775602,1047.3497554648584,769.6344724181516,2274.730050025422,616.3459417027636,1761.5735539288678,2603.191409916587,2234.3855707413986,888.6528576923893,556.754119557566,317.18335895692485,3007.940818028342,452.3923055248007,705.4416652668104,1360.6638143950374,2636.556568285556,1552.7254756036043,3165.3999673371154,26606.254992023758
t53,655.4247778681267,1612.9651600239954,769.6422927869204,2253.1865893738045,964.1623197140393,2076.187467346362,2827.6760396668255,2234.4269901085963,888.6598950083683,582.9159793920995,660.0723356195708,3774.867288864326,452.3921868316068,751.9396577675415,1360.6791260762207,2996.220207783821,1552.7428461670006,5603.566462153086,32017.72762255231
t54,1176.7294178704383,1672.2817025597626,769.7265058540951,2582.112216243937,1305.379796380959,2863.5004092866575,3275.7224459793683,2543.0510242804207,1017.8797235222577,583.302187036242,2398.1684664261306,5303.548201379863,491.4774563637038,751.9930439882224,1360.7004967166438,3263.3344515170425,1553.0675773316757,5530.59135274395,38442.56647548137
t55,1176.731436520929,1672.2361035690803,769.7353117620715,2735.4084527963114,1305.417532354323,3637.2497439854465,3944.980114792001,2537.435806507929,1017.8851596432892,583.3049305183305,2349.1506879541703,5303.557685633461,492.70645029115775,751.971748414833,1360.6895514053645,3263.3100844769147,1553.101761158297,5530.538621837816,39985.41118362173
t56,1176.7408928026443,1672.2591256836442,769.7585951869404,2735.437175800263,1305.4268359687655,3622.2211293774935,4555.453805963839,2537.4648595274593,1017.9157269539041,583.3227349872201,2349.1899891467847,5303.5912003677295,492.7168262026767,751.9909735930494,1360.665585916759,3234.8794961716894,1553.1169354191554,5530.558373524007,40552.710262594024
t57,1176.7251911448973,1672.2166544937652,769.7198688643164,2522.99273884816,1305.3522122532268,3187.9055813881273,2822.556646331453,2358.137145360764,1017.8744758768817,583.2934102380634,660.1053251307052,5169.33895615555,452.3410582138903,751.9320167261958,1090.462780707555,1871.8739367818803,1552.782322759153,5530.52794900123,34496.13827027581
t58,397.8163207816433,899.6549593766981,455.7822519709869,965.4443532681689,243.52851941648407,2479.239970964386,1409.3568380456,2201.876780368375,785.3529379946608,222.6278100835884,660.0572679720436,773.7405610665306,420.01008762560946,371.8964703818887,1039.366336295837,608.7005886962038,1211.5554398593529,4722.001370264994,19868.00886443305
t59,397.8106857970427,697.6479532684439,517.4327181962248,965.3521889161634,243.46488970543055,2182.20633356796,1156.7123461312942,1731.5980345253172,710.9636366004858,150.85026862120273,293.3701649315033,558.9489926256387,199.87544186116827,351.53546165567985,484.74281371957073,293.58185754104574,1211.541413596949,4216.523894420728,16364.159095681847
t60,397.8061434899126,697.6481294605652,692.5604641808452,965.441002913457,243.4700648564305,1805.472422353012,1729.2784975324153,1303.5278203684354,525.2950022504941,150.85611506872624,293.3674976490293,558.9455391884038,420.0034625597654,378.7775240140418,1090.3870679246384,293.5998128479616,1211.5405459882306,4018.3987594013893,16776.375872047756
t61,359.88969621561404,697.6363777386109,342.07261752411205,965.3552233979117,243.46314680126153,1530.2626739501932,1156.708830276704,978.6487249586492,349.0861814722476,150.84796317356006,293.3644335638614,558.9423272722355,199.87567216580433,351.53502526808813,484.74216571826497,293.5814799509755,690.0927688378107,2458.0056430425766,12104.110951328481
t62,359.88852478940964,697.6345286719161,342.0705895991717,965.3502599768162,243.46163604011608,2869.1795738693477,1156.7083504667835,978.6467729849926,349.0845205647713,150.84622269252193,293.36360351541754,558.9415092259345,199.8745226015176,351.5326926522876,484.7401663125733,293.5796284717829,690.0908139728813,2458.003704726197,13442.997621134438
t63,359.88842801044404,697.6344276977171,342.07023520154723,965.3508795755504,243.46159254658448,1960.2662636288283,1644.9251087782511,978.6468959066478,349.08445414328173,150.84605610461767,293.3636227566121,558.9417096944209,199.87469599413066,351.53260396345735,484.74006852902994,293.57988429550045,690.0907029161813,2458.003866535661,13022.301496278464
t64,359.8904289968407,697.6448225134919,342.07278369579313,965.3543991986454,243.46282177746932,1414.1749578191236,2530.814557559437,1011.2344871735248,360.51424876663066,150.84718455320922,293.36691746668635,558.9462256397678,199.87608710185012,351.53441355809196,484.7403576424491,293.58097729546483,1211.5342000234104,4018.3926213186655,15487.982492100551
t65,397.86055166724003,1002.3841647176328,769.5727936486896,2027.301726657624,243.5762613368916,1330.7965571982807,1711.5865854263527,978.6836607044543,785.3441647586934,237.60173966173735,660.051707761082,2166.807433741394,420.173302090279,751.8762816052495,606.50526310389,578.572026860473,1211.5443357226377,3376.194367690928,19256.43292435353
t66,621.9117960304984,1569.612782880747,769.5916591192341,2506.3433457587903,687.3047159483643,2479.2410654211412,2896.758923540863,2201.8757260458965,785.379925695349,591.8214143126906,660.0620151376623,4480.223977202621,512.7689417001742,751.9204209711376,1274.295906273968,2175.9626966301435,1552.6610095546318,5530.155622025773,32047.891944249688
t67,621.9445112993959,1569.6898442052764,769.6273282833149,2497.922870420341,680.6811105316641,2978.910869960733,3196.1541604228532,2277.4561678276314,1024.7975432438086,582.7726272573535,660.0641373177209,5320.1859086169325,518.6683187972469,751.9557378685206,1362.5980070106193,4305.484315418057,1552.7071674282624,5530.519393242218,36202.14001915195
t68,621.9439958638495,1569.6884771986838,769.6257360109163,2497.888335034971,680.6785528854591,3078.805943724539,3188.1910958482895,2275.1117504636404,1017.847842168987,582.7713120452406,660.063509684203,4819.493936159526,518.4608428756547,751.9554700737793,1360.6433841787798,4366.710491345313,1552.7003654309271,5530.518107777583,35843.09914877034
t69,621.9472842296636,1569.7005346519632,769.6426115166419,2497.9042727761216,680.6919145310179,3078.8091139725984,3191.166909711914,2275.1345397733,1017.863586242386,582.7775861736977,660.0865949857338,5303.561173669837,518.4708304369265,751.9651826426377,1360.6502190894075,4365.196830632904,1552.7195339417933,5530.535489518095,36328.82420849663
t70,187.03853338091142,1568.733758742542,769.5788194431283,2103.9484340427443,570.9878777751105,2563.766545185657,2864.1205272272373,2275.1087432561476,785.3306712989623,582.6429698903788,447.0061004579652,4973.571581604571,420.2063619207894,751.8992950093071,1360.6162684146036,3466.7790418383215,1552.6501116522202,5530.513267284846,32774.49890842544
t71,30.448273155400294,697.6061021184536,342.08453859021,1804.8131288712832,0.24995415137225954,2479.2679441536225,2352.0654832929017,2234.4011729703143,349.0724091554202,255.1016001413845,298.9028724019965,3732.907426197323,420.163320994212,661.5764557030934,1090.343350355381,2310.68411694444,1211.5314231034915,5530.48442723474,25801.70399953504
t72,30.438006799829814,697.6018250007361,342.06571917341444,965.3292494101896,0.21888546119392874,1966.414056638769,2112.2335701677225,2234.3436726620575,349.0596333786591,219.63233984357402,293.3695482515847,3193.2009735273955,199.87869980417196,155.52507774116586,735.6578895360607,1124.53040332965,690.1205387407821,4216.52992129604,19526.150010762998
t73,30.429938038595836,697.5943197133914,342.0563895361098,965.3271944949281,0.21401347003108884,2005.7358598531137,2196.874560304714,2234.342247261595,349.052291483233,219.6279364789612,293.36903304818554,3395.8181256933317,199.8736772069954,155.51124933909898,484.6152038191699,1207.6379716311603,690.0807423774717,4216.528214759459,19684.688968509545
t74,30.42958438969401,697.5938210537661,342.0557846123006,965.3265746048552,0.21333863959003116,1588.6719484742443,2230.8824897556738,1011.2176005606443,349.0518919998426,219.6271649161245,293.3687285122655,3551.632424454233,199.87333312452677,155.5093862801197,484.6142728115527,1603.0919345721304,690.0802187303987,3187.5417790979336,17600.782276589896
t75,30.433553925092937,697.5980293914847,342.06048453896307,965.3270513928245,0.21321275877336704,1330.7971323513077,2367.9057484120754,1011.1993481750538,349.05591036295914,219.62695546293162,293.3684056857084,3774.879588348611,199.8733333036117,155.50856076645428,484.6139763035304,1124.5189685429698,690.0929252435641,3666.1796846302896,17703.252869596206
