Segment,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Total
Zone,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,0
AnnualSum,0.4810153257372189,0.036856460290472876,0.441820610331841,0.036992690797321065,0.4504490879227766,0.03753499703860032,0.0759607685704868,0.21831293114260594,0.31188676028472934,0.4746102629699028,0.10074481033170991,0.09800458075579208,0.03607326920996083,541.3127487086846,11.71619835036178,0.6009910988234347,0.037053984570314336,0.2714452327040233,556.7386999305276
t1,2.9625265758501305e-6,2.9658326376102654e-6,2.959345485981573e-6,2.9713877344338505e-6,2.9652188498020132e-6,2.9663385857735803e-6,2.9777444826542615e-6,2.977588835316922e-6,2.9539861164253978e-6,2.9588495836674293e-6,2.9733143631045693e-6,2.9834456311881253e-6,2.9666565178186726e-6,2.959333804204515e-6,2.965113988244054e-6,2.9824049345434342e-6,2.9672283578261426e-6,2.984788152260842e-6,5.344110463670578e-5
t2,2.9624971309776844e-6,2.9657133959451387e-6,2.9597060399461115e-6,2.972258338942041e-6,2.965075443328976e-6,2.974770027147958e-6,2.9777471372907048e-6,2.9773206931579825e-6,2.952843278219292e-6,2.958866821612629e-6,2.973057099703535e-6,2.98351559126054e-6,2.966747765147367e-6,2.9593994707821455e-6,2.964905636857781e-6,2.9825008132534082e-6,2.9671009231984674e-6,2.9844104038226726e-6,5.3448436010594424e-5
t3,2.962278813379555e-6,2.9654235874967883e-6,2.959485436107094e-6,2.9717007726755593e-6,2.965121741689873e-6,2.9763270197543557e-6,2.976438930358983e-6,2.977298068403939e-6,2.9526174387933635e-6,2.9588131965540607e-6,2.9638919379331508e-6,2.9829387296577643e-6,2.9668090919023384e-6,2.959442702940951e-6,2.9644131581475875e-6,2.9834936789417457e-6,2.9673029679877482e-6,2.984845849685402e-6,5.343864312241026e-5
t4,2.9728692325986847e-6,2.9745360704034878e-6,2.9703454120572947e-6,2.9714065232593917e-6,2.9730656530274724e-6,2.9760871850358636e-6,2.9764069603651634e-6,2.9774173104685612e-6,2.9617603632344567e-6,2.9587029124035995e-6,2.9654871752176523e-6,2.9928291144139775e-6,2.9670146732822135e-6,2.959716220567871e-6,2.9636292878780135e-6,2.9834396428629886e-6,2.9768322824493447e-6,2.9859285586851625e-6,5.3507474578211196e-5
t5,2.972195959479732e-6,2.97544204147807e-6,2.9694113562851587e-6,2.9713346952728255e-6,2.9750735146493625e-6,2.9760622509073784e-6,2.9762044559744108e-6,2.9779258892887037e-6,2.9631618041478884e-6,2.968135689499948e-6,2.966179423406729e-6,2.994983972268015e-6,2.9676008262645415e-6,2.9629938813990884e-6,2.9663839802692243e-6,2.985306583615515e-6,2.9779806358487336e-6,2.986066728419035e-6,5.353244368847436e-5
t6,2.9728933499052786e-6,2.9785165496143057e-6,2.9695790229552616e-6,2.9723918277763966e-6,2.975870564677299e-6,2.977025637897063e-6,2.99366876085025e-6,2.9786466539270093e-6,2.9632051294329695e-6,2.9687054850179333e-6,2.967084326255687e-6,2.9942190309789014e-6,2.9769033627640703e-6,2.9697998072774526e-6,2.9723315577481972e-6,2.9927346998473022e-6,2.978963811918847e-6,2.986758374525269e-6,5.3589297953369494e-5
t7,2.9745279517297544e-6,2.9802548526633354e-6,2.971476613674396e-6,2.974034472215061e-6,2.9779518158303078e-6,2.979626793330047e-6,3.0123351515768918e-6,2.9795289720743946e-6,2.9659316168101453e-6,2.969853977285623e-6,2.967232029528845e-6,2.9929823241007137e-6,2.9772292908691932e-6,2.9703195322893794e-6,2.9725690880730018e-6,2.992767424526469e-6,2.9803438562497455e-6,2.987978062892804e-6,5.362694382572011e-5
t8,2.9803055706838853e-6,2.9860503964355326e-6,2.9762163934307066e-6,2.982196806259335e-6,2.9838864251363737e-6,2.984518034524042e-6,2.986969798039522e-6,2.9853834275714376e-6,2.9716130812094268e-6,2.9750338949244245e-6,2.9721653040870462e-6,2.9974667915046855e-6,2.985896341551783e-6,2.968449837834665e-6,2.978998509890317e-6,2.9997749012014697e-6,2.985291362303757e-6,2.993762173414955e-6,5.369397905000337e-5
t9,2.9748910051663585e-6,2.9794069945444723e-6,2.9745932481458823e-6,2.9847933630556085e-6,2.978398652408107e-6,2.980391551826198e-6,2.9889299692229717e-6,2.983041974569602e-6,2.9647518720282997e-6,2.972138111228116e-6,2.9708038043512517e-6,2.998244266923443e-6,2.980052679661514e-6,2.9664801262057634e-6,2.976677144832481e-6,2.9976207142005353e-6,2.9842488962908348e-6,2.9907779370319096e-6,5.364624231169335e-5
