Line,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,Total
Sum,3.9581156338985353e6,4.233978697557574e6,-6.748830109250466e6,-5.298403549504555e6,-7.291982214267346e6,-2.5001767113361205e6,-1.8717958649212697e6,1.297810755994919e7,-382066.193906062,-1.3859671764002107e6,3.9994053680964736e6,5.277795001612736e6,2.7583671026828554e6,-2.3594022107438645e6,-2.05543169078707e6,-1.222670943014984e7,7.982390345007222e6,-3.8711894654936097e6,-8.764242215150774e6,-6.522499588080442e6,-4.990618809591921e6,-2.6412635392082753e6,1.346676629089965e6,-1.1711063197149152e7,-1.2245228715596309e7,6.405784786507655e6,-5.318706337623051e6,1.0765713581791429e7,-4.316642531062601e6,-1.0216104503068669e7,-625629.7211980089,1.4707795116245758e6,8.376860823042232e6,2.171691064879037e6,3.586453004873712e6,-3.8031834663876414e7
t1,1803.8884649481788,1038.9991835425126,-820.20923362938,-851.2803962905177,-1179.074882916827,1094.4987225540756,-7.903798417912666,3231.0252705076377,-74.68280208698638,-179.563892420104,793.0260639680835,1393.9272492243865,565.4571129261368,-1379.3596042581028,-444.2524350924864,-1733.4765488539106,1842.6577615937983,1399.9991896470053,-1731.9981365719793,-1948.9981507741397,-904.9994243643768,-955.999194468718,113.68522266507047,-2941.999173098199,-1823.5343418403618,1199.9991436171495,527.0952003689606,1660.1150749795534,-791.9991898290651,-1809.525399948859,71.93750086930729,-389.72521196597023,458.87262013900806,979.999197814599,599.9991682660465,-1193.3996691963862
t2,1464.572558543168,1038.9991283499799,-922.5307080493881,-962.6355635103052,-1178.7385388479788,1090.67320142005,20.245824081043917,3223.786706733225,-42.0019346923769,-178.43231608580368,940.3998960123412,1418.099078188809,557.0111267587295,-1253.3725263663785,-443.6829791194047,-1734.658528935759,1833.864636442577,988.1033727805924,-1731.9982560888955,-1948.9981930975466,-904.9994274580123,-955.9991777397923,60.466546669476315,-2941.9991625865932,-1231.480182347858,1199.9991391933354,399.41413998873145,2120.6551341170457,-791.9991309477624,-1555.621185790841,45.682353542428224,-306.3949309349083,53.68915349629377,979.9991717711381,599.9991576426733,-1049.8824168679662
t3,1283.4143600608988,1038.9911078320372,-965.8831856430294,-1009.3228212092633,-1389.7898689479687,928.2441987296688,-352.6653780295138,3265.3333532736915,-90.10631191195174,-191.7961912710459,786.8003371059517,1518.5477592113434,614.5090938236013,-1316.6536656248345,-416.6798129110595,-1693.1963820338767,1895.3849526158049,266.67791242608496,-1731.9993749753617,-1948.9981148028303,-904.9994203757682,-955.9991701457656,84.96916998813265,-2941.999164214477,-1568.0022591319719,1199.9991411862416,479.70903760048066,2142.999063789776,-791.9912195917377,-1715.996155401714,93.19558051786726,-339.46504600515493,-432.50815128063766,979.9991704552575,599.9991638897937,-3579.27829100133
t4,936.7064857892591,1038.9975464480258,-1129.9988635702712,-1171.9988641107025,-1479.9989983235416,175.0532667422844,-715.9599593294956,2921.1508839718276,-222.99883228127476,-299.9989079450862,1101.0632373499193,1967.9547233971268,715.9913259321173,-1615.9987795684174,-599.9988045477636,-1911.9988017222993,1999.991328065394,33.34455865483976,-1731.9961266831194,-1948.9961882478385,-904.9994238536624,-955.9928282045587,299.99615114727715,-2941.9927915377707,-1173.2703110593707,1199.9975572760266,222.24754602198925,2120.4938392228855,-791.9993463993792,-2118.996108803027,294.19812047914684,-201.68889740686623,-1555.1753735411112,979.9928242162383,599.9975497775868,-6866.88126264361
t5,288.7047592681373,1038.997473806906,-1129.998780122575,-1171.998792208327,-1479.9990945277514,-333.1549684594983,-555.669785286598,3022.9570804502914,-222.9604706486055,-299.9989001463182,1194.9990864516346,2909.132066485869,601.1904081352216,-1615.958689371137,-599.9991151112336,-1911.9987784928353,1880.4518700353717,676.6058070047021,-1731.9952124541205,-1948.9952200580572,-904.9993109379009,-955.9816121500398,299.99697245402353,-2941.9815107348973,-1852.127916261531,1199.997475198152,437.6186335661547,2081.7248523460516,-791.9991830973694,-2118.996872889268,1069.9968353535382,885.4510845504586,-970.7897999759444,979.9815745861769,599.997494694679,-4371.80053854664
t6,169.62418840727577,1038.9971083687362,-1129.991629778592,-1171.9917366579468,-1479.9990806081933,740.8579322050717,-365.9236040335756,2000.178102819309,-154.00507746287258,-299.9921998458243,1194.9991491907997,2999.998973873512,418.20912964097755,-1525.8476687261639,-599.9935106804483,-1911.991731997687,1637.7447736744211,-411.33019106818915,-1731.9982805931381,-1948.998280710898,-904.9990557219598,-861.1274137979381,299.9971968413649,-2842.299044505612,-2583.674715609833,1199.9971360647287,-241.93338178974733,1777.5748247374984,-791.9978815674359,-2118.997089143188,1069.9623539799259,1011.1122887864636,64.0300259708777,881.5554113020803,599.9971451280785,-5972.2558333081215
t7,-158.3376137144543,1038.9935781447728,-1129.9965244446698,-1171.9965409399724,-1479.99924023779,-613.3312737083497,-283.8290292805221,965.1615418083259,-55.016731667572984,-299.99657913144665,1194.9992677470996,2999.9989940128035,309.3185218724932,-1130.0245812197104,-599.9969696861365,-1911.9966102621154,1381.5098692246765,1399.9792363728689,-1731.999634358254,-1948.9996333839117,-904.9996827120884,-69.12962196486383,299.9937162442314,-1209.4179406621786,-2813.719526908664,1199.9935835875026,-1004.229267502366,1622.448124113911,-791.9977502813927,-2118.9934915940216,1069.9751033703817,1299.4502584868324,-164.4483245639825,13.953365248971838,599.9936610305826,-6196.687746959009
t8,-957.7059241398673,1038.9824876014957,-602.1395631079379,-627.1305060210514,-1479.999133676931,-1199.9953442437143,-327.68378997106674,-328.98359126602105,-50.25980655744053,-53.68175739232758,1194.9989266008602,2999.998829491844,318.7909883618376,-991.7943179704034,-568.0292890358406,-1866.4597543469813,1208.108903667719,1018.1018513717705,-1714.0445742931868,-1930.7766140202716,-904.9836808977146,286.87994706714284,299.982896915947,223.1400950267428,-5006.752038979192,1199.982375462781,-2050.73460750164,1169.7604497633254,-791.9827539178359,-2118.9822741226553,948.0008652227621,1388.324613085269,603.389852194503,-738.9622780470271,599.9826471799918,-9812.655870495113
t9,-207.42199204227086,313.35868489483664,-344.07941485153316,-227.48231520627172,-1275.9948502108512,-299.1135155897551,-208.35064194162223,997.4592598804945,-29.779309865908516,-44.945071993685026,830.4724599963415,1767.0051906606705,255.39015580945167,-869.5244779798613,-325.16853251727696,-1577.9152083892056,1226.4473947431798,-1178.5232299118359,-1731.9951735309455,-1948.9952287798642,-904.9951879008762,-94.84028952585032,97.0598481454093,-1149.1018833724042,-3319.805999009119,913.3503844130206,-614.8364822804946,1760.3848538757893,-278.26210118793017,-1860.451675880646,-111.57791045242527,1151.9129731422552,1280.0421325033478,-66.04974207389847,354.83446730392143,-7721.492429125814
t10,1170.0363531499245,-426.9224571739325,-1129.9990049744229,-1171.9990129368707,144.1061552696936,1199.9990331389017,-715.9989992644386,3051.877008757604,-222.9990180004845,-299.9990329329078,1146.9482573004616,1069.4612269575678,715.999014602751,-1322.5315470073383,-558.647370598905,-1872.5259728986173,1999.9990116430695,-1399.9996473429317,-1590.5892593300505,557.9667703459268,-904.9990060508078,-635.4884031194234,17.973701930798835,-2566.103227391166,2080.1998808149315,926.4985650617688,-66.60671820877528,2008.6968305721173,-791.9989884596492,-171.0975239446635,-677.0546124811157,1052.363794599853,-994.3060949701623,667.4169058054755,453.28061611616056,742.9572289803426
t11,1204.151067271658,-649.2049601779104,-880.9275013642716,-931.0735044289844,82.46260102534441,1032.0483542732843,-449.27311365198113,1899.3730553274727,-77.17190423009787,-157.50298563135775,516.3945562241435,891.1798368789152,477.635924775438,-1017.0342605120424,-276.66819082947825,-1586.2049050007877,1718.299573652844,-1399.9992531174166,-1416.1091409295939,1021.7591215131157,-706.8338613106795,-154.13942684071858,-44.143656884677696,-1361.0005930093894,1075.0081455434115,222.76975820722654,-416.702049011036,1874.0777381430407,-397.9167964180272,-165.10198825438073,-415.55898991945094,880.8871172360037,-789.234808708708,211.39149506641752,224.3166042664986,39.9530591738241
t12,371.56145336874056,-513.1963316170169,-473.73431451927553,-518.5250820928005,485.58577960284487,855.3113286692138,-216.1874535026538,552.021375786866,-22.62416281139573,-58.90723733852896,291.71214033300276,520.7127369284806,235.30843773277454,-802.2222195711907,-182.9011207021325,-1460.8084601915332,1085.530986364457,-1399.9992275497107,-808.5243007555456,885.6037605380392,-83.5128643449603,120.3339986696781,-45.98107451493533,-86.97952447889223,201.78241481906767,-229.2933644680324,-1303.103333731177,1454.4127082957164,99.60849398803606,-166.35256947152644,-405.6220735439213,989.0194638086858,-135.58512522071675,-8.398284879373886,-24.25783790362224,-798.2108843033384
t13,34.52403644291646,-214.52486266884785,-507.71458412051015,-245.86365936455078,-404.6396258569376,970.2413734502688,-309.54044520592856,1533.1309496979454,-67.75397297375835,-58.63580991149142,716.6723656990104,219.00514126874216,349.0528591278179,-1187.0955081577072,-379.27669699235764,-1629.3778862269264,1345.3393209314193,-1399.9954406686495,-1173.596955317624,1028.5285168609628,-462.27627028929817,-264.8193484185267,15.168763208915138,-1993.971271080787,2383.505392792591,688.2030291949961,-1281.7153820013218,1727.98776211576,8.429608203367799,-1248.6312789475533,81.7886909802894,1180.4659905303338,2142.5620332332214,420.3496598703298,267.7568168191182,2283.28331222523
t14,-1140.337945394196,-751.9568831061111,702.6197165031894,1037.5545936798949,494.6168847045902,718.3566785421449,-80.76537116823978,679.1504646046973,2.36481100333491,96.37846544938711,399.6826202003012,-222.91474217319163,106.81951679392677,-387.9809070584328,-162.15790576161587,-1148.3921692030033,273.03305010231327,-1399.997026648848,1154.1752973895145,1697.6890198946853,820.0677597283485,192.9079657502515,-12.101181730135302,540.8763394244618,1630.6108795578655,16.192927747958443,-1402.6048672065237,1758.7639094044355,697.3515054299766,-938.3530615525258,-9.022222320322015,1195.5855391715431,3168.0437482500192,-11.23848352637613,-118.31684148660315,9596.702084996714
t15,-846.5095025705698,1038.9811409992958,-807.0199174940719,-636.4723042488082,1086.7229874400675,1149.0314365084748,-599.2885532944947,2140.5694485411987,-167.36685891738477,-95.33621852895499,1070.034036582998,-299.3857634369115,608.9119887395384,-1424.7589649989095,-527.5079281225547,-1830.6607101222694,1872.8389929862167,-1399.9960104485879,-1641.4244554839054,125.65401360891548,-904.9816832281615,-470.8664593483919,299.98192648315086,-2390.7477070482655,4212.28321685581,1199.9818304297733,-1331.94174568227,2051.8501689323507,-791.9811733103087,-2118.981671667295,52.351423847127656,1377.6696838465334,2701.518920959173,647.5123689078326,599.981726760524,3950.647684476866
t16,-2099.9969286341175,881.8467873063618,-865.6584967098479,-261.9488080698459,1394.1362026134047,1199.9986876012001,-651.6667363353258,727.2012476407758,-169.28119949440241,299.9969727958279,1194.998682667579,389.03006016141006,651.9085134670646,-1033.3920166296118,-599.998702625075,-1911.998679715483,1928.631763034593,-433.24252626515124,-1148.783102285339,1948.997602873847,-791.1637653322293,231.6740285415404,299.99862164952543,-255.12180946543018,3956.5254153529113,1199.9986289689691,-2023.94762766893,2142.997605060886,-654.9303271178143,-2118.998614829068,882.6440169927803,1432.9990629869121,3047.067389275452,290.9593601330383,599.9976480668921,9681.478956013301
t17,-2099.994962414241,1038.993126254539,-636.5101694968412,-531.3874483277747,-365.80053768189845,38.689694637720876,-297.1242692635184,-521.652416986337,-7.98211220726,299.9950147176645,393.08349070103856,-447.39219762831794,279.7076066153631,339.2601859732942,-59.22689494738898,-1289.544430743128,-394.33763091416705,-1399.99937747357,-1731.9826321366947,-1347.117941689796,-904.9955169288781,661.2175387881862,299.99749935648265,2380.1112054971572,4416.763045084978,1199.997415118032,-2607.6172216349114,2142.9835989853227,-791.9931939532348,-2118.997471857875,-468.57037150633084,1432.9950035323893,1896.5572559942218,-257.25474839764183,599.9950871354974,-859.1347777979186
t18,-1929.710914588821,1038.9970130424151,-64.264399856923,98.61804237553895,1479.4123687943213,-66.19037374298964,-685.9933352136596,-2419.6894236805147,-194.64115481318512,162.91035861768012,113.50266637958661,1141.7420072376005,684.9265365185851,-20.978701629295273,31.887796890476494,72.7357241167943,-1998.6427036543546,168.87122089186968,-1637.2347017810869,-1848.2823902516839,-904.9972458603647,954.8354414064215,299.9972571868594,2654.3314248963616,-1418.5102108810863,1199.9970318561816,-3198.7179627629184,1130.647315868333,-791.9970273757672,-2118.998094762039,-91.97882505657984,1404.217753799409,1137.4072035364718,-753.3086869435468,599.9970244894427,-5769.101964950467
t19,130.48016255343907,77.1233950369663,287.9214733420412,355.69616684796546,954.623786278861,841.8497227128465,-152.02556056826012,-853.5888405311996,5.114096811889235,13.548475091635815,297.1664060080501,1444.9575465095927,113.63933906804013,-384.0520345916603,-52.29729787058523,115.55912804644741,-34.96195857939255,-559.4372329062729,-1093.9246142577113,-1385.607805888534,-322.0310095581436,101.88328496457544,9.664642768238195,-1078.8344349483575,-3122.9674648827045,-93.91432229640517,-1750.1058111192076,-692.1899040582633,143.49755641646055,-1038.2896547447056,197.01579039181905,710.658745142222,388.7156680756494,-50.0414666149952,-36.00945754987872,-6511.163484899537
t20,-679.5139638312422,124.54548163141932,284.0950693927631,341.4519466243506,1149.5883723681945,691.6519213905126,-117.9410831756561,-1532.9319633051712,18.203257745265656,29.421655589266628,379.1490859160882,1368.0832746385959,27.94040053621305,16.54994364050588,-21.348477109923493,586.893187626527,-1145.27128567217,-140.14529921961417,-1703.0455321689694,-1920.7566732371015,-874.3607632043879,425.75583819945615,65.32955887225283,211.54789359078174,-4528.357074403475,-176.21745280952484,-2374.4894544473646,-1358.5258122123992,117.40377207860364,-1845.2022941535286,219.7997770133524,693.6483685925958,244.90459978874935,-482.3577548268834,-154.94181393668305,-12059.443292478598
t21,-1876.4590780070534,655.2642275350946,-276.94887932817403,-246.88668292361905,1179.6789428814086,810.7578976913319,-622.4529188154722,-2017.589207163172,-113.77384953671294,123.84839864018427,814.2119146539095,1765.2790045718527,605.3489301638328,34.083684727864934,-228.20895501117656,-235.75081961217847,-1476.0461034209777,995.4293298150274,-1731.9949715512269,-1948.9948406032518,-904.995172657679,849.4735564583395,252.14398406383182,407.0838619862949,-5282.994364430053,1049.7312999510243,-3076.7383798146902,-536.7601591953432,-478.0730606063926,-2118.9956743364,524.3788970091123,1370.9995104107782,463.6964442032392,-979.9932808251485,253.55083619613706,-11998.695676879457
t22,-2099.9908940332252,1015.2787700055652,-467.8867678606107,-395.452847413992,1301.2531401008478,647.9127712145043,-715.9852578295703,-2213.216365659277,-222.98504226638573,299.9908615076413,324.53460829282955,1012.0034974634438,715.9851110410067,206.59127503602036,23.601294985981514,434.02216210143195,-1779.1330776579507,1399.9790114488162,-1731.9950107223142,-1948.9951323930422,-904.9949773073445,955.9840704960596,299.9940367199448,531.5125414331869,-5280.534592937891,1199.9895476711326,-3199.9845396572555,253.66192904409868,-769.0135948537277,-2118.994599486451,83.20658844871231,1432.9946091740433,1097.8152714424461,-977.3832293923132,576.8569424916379,-11013.377889352
t23,-2099.9835035771903,1038.9957687822055,42.807535942070096,561.9314543769036,29.430578774862106,227.88276903403505,-574.1685856424448,-2181.4736272618347,-111.02132349296582,299.9838897086589,5.687828608967216,1085.8294269681767,561.7248242362008,-499.5516558295281,-25.10043159319264,163.54659787809032,-258.20404347321204,-416.7691124602795,-1731.9948971480646,-1948.9949162764758,-904.9974634538871,794.4029576801719,299.99689268096324,-901.9431128452525,-4890.233280145507,1199.9965560347118,-3031.7501294731696,329.2933919661403,-791.9954903444434,-2118.9970082964796,117.20427635571085,1432.9849998917389,2476.0854414353116,-631.932057808825,599.9955630435064,-11851.329885724328
t24,-1088.7730510956608,1038.9962674490791,-506.7423800479205,860.0813265779294,-61.2734734653122,751.7507153363825,-311.40920224171214,-546.767603210533,-34.95000378922061,-15.769958207522638,110.44604265649083,1393.3965343087928,300.9964190441574,-820.0189835656978,-101.17116162064987,123.26371610394516,1161.682802098929,1399.9991373442965,-1731.9958503814037,-1948.9958550932606,-904.9980172731921,-546.4648689555452,299.99632008635086,-2530.8483158403546,-2103.1748211280515,1199.9962803402295,-1914.460436940842,95.40128633204192,-791.9961648078161,-2118.996324346064,345.150660238962,800.9624134144915,3120.6798306275577,610.3640715068566,599.996275811485,-3865.6463727327828
t25,137.6186603848253,1038.9969359299182,-955.5711145240965,120.52162728208415,-1158.6140094546677,104.28756463798572,-398.9293788290607,644.0882245588386,-38.86806929717268,-164.13965792843203,362.5585642423008,870.1748432949211,411.23357462347053,-411.55434527349644,-111.18351479919086,-1101.1925260015216,1568.7152069343417,1399.9991060473058,-1731.9960294594282,-1948.9960205876046,-904.9982500277489,-722.0106251132027,299.99696447300266,-2697.223429928652,-2521.199992171746,1199.9969436673105,-1437.0995033812192,-6.46937590674046,-791.9969157309187,-2118.996954934956,-150.436808709951,-1032.7914213655715,3188.6337288749855,747.3543099223884,599.9969485255249,-7710.094740026173
t26,-1451.9518323361538,1038.9978402882678,-1073.2043210546221,1171.9183002240484,-1040.0220975619413,3.6708857599758726,-656.9529997870993,-1762.8788464478062,-168.36238864044753,-243.52888425269217,718.2573577845852,1760.7702760999305,655.8029913872891,-225.27083084173083,-178.85394124108893,-487.83436734190275,325.3240424931114,1046.3692496749234,-1731.9948567418678,-1948.9948799804806,-904.9984202569188,893.6353045476171,299.9979323357438,-1322.5206407611286,-5282.9990262113415,1199.9978376872489,-3136.629613002772,267.9891176343179,-791.9976775383906,-2118.999337101009,412.00669683455857,491.3602349359989,3371.925794722795,-979.9990352354932,599.9978364222919,-11249.972297502183
t27,1120.6905642910403,1038.997536407871,-1129.9803346540186,-1171.9800127742085,-1479.9807188737777,224.54491175990165,-715.9798262871572,1799.5342956456386,-222.98013552511497,-299.98073329911165,1098.296820946383,2000.7879663042968,715.9798535347752,-818.2943662115758,-508.85051844706965,-1806.9667474204214,1999.9795712236316,1399.9991403870379,-1731.995112663751,-1948.9950931178716,-904.9984905261261,-955.9830839547545,299.9972057744363,-2941.9830095922816,-2112.465401567611,1199.9975339516304,-1342.2131351339908,-58.02353157702633,-791.9978105626719,-2118.997169688152,158.36218048917905,-1071.9765512810854,1488.2028303258598,979.983079914253,599.9975429678374,-8009.270749234006
t28,1593.0106351881764,1038.9975740570192,-1129.9599974454434,-1171.9599406923194,-1479.9610508648013,-27.248856239765917,-715.9600746377622,1993.5914660701558,-222.96047578834825,-299.9607916681608,1057.7521667398935,2467.3761539549027,715.9601428070299,-790.2287375387209,-450.6866144599253,-1676.201143582866,1999.9597966895406,1399.9991420261729,-1731.9951276042411,-1948.9950961487848,-904.9984349445346,-955.9840318647762,299.9972261281899,-2941.9839995859807,-2355.0034064066385,1199.997568182605,-1116.2595106697593,-173.3679288996315,-791.9977194591744,-2118.9971789548213,536.0976097146637,-482.40806592398775,148.71690173338203,979.9840719268493,599.9975839504862,-7455.6801442113765
t29,465.0848529891669,1038.997997842078,-480.4212549970908,-408.43516414707403,-1161.4944205003658,19.77498341335493,-288.35070844960165,403.3809630955787,-32.590251072085216,-46.70868271733719,516.1924486749167,2193.272406718794,305.15948709458553,-948.2816172063382,-103.25295586516175,-493.9540494249004,1307.170514934827,1399.999202175947,-1645.0600956312855,-1862.6520349370264,-904.9980585081032,-646.7684858754033,299.99808937898,-2630.1959050463006,-2091.695153477906,1199.9980436115238,-1548.412147667096,-458.56411380523343,-791.998006439485,-2118.9980320637533,166.98631224277304,503.0936097542182,1278.2201488017274,687.0264165108035,599.9980102263502,-6278.477650365922
t30,542.4676128857761,1038.9985344331108,-628.8775556945244,-642.8533651551459,-1217.795679444606,-327.33007820321944,-348.75583798141946,479.81018560407483,-54.7313299240347,-70.65675072046248,-80.733650849945,2187.388880084093,362.9528519984511,-1049.3092978413135,-36.73508263830083,-469.5326711395045,1485.5477874709636,1399.9992056334293,-1731.9946677930373,-1948.9946519910807,-904.9989052122262,-693.0391402943876,299.99862555593165,-2673.3176284965966,-2645.911539093434,1199.9985542493523,-1433.9865648724435,-754.0585248013658,-791.9985549339755,-2118.9985053471255,-30.90240590106408,471.9676689500059,557.4675712053545,719.2104458708719,599.9985528952202,-9309.705911492578
t31,714.6198295093043,1038.999490635127,-772.5720183061386,-806.7101443565044,-1313.5820274734644,-714.1231210259828,-395.3579780319714,601.0364811915658,-77.2488208941057,-107.72806948656105,27.902265327234055,2368.8319319807824,407.2220610903372,-1196.1164374940706,-117.21191046695535,-437.5698763318763,1564.210519904103,908.4304827822339,-1720.6746554182052,-1937.3720421174671,-904.9995123840761,-458.863727650087,299.9995247234138,-2426.526118858978,-3147.9763327292217,1199.9994830927133,-1667.4732888997505,-606.1832331670478,-791.9994979087879,-2118.999472153413,238.8549550663368,-56.367530220052366,284.17076781418336,483.504563660164,599.999496003136,-11037.873962594083
t32,116.05120318813445,1038.9655888296516,-512.5095360074191,-547.8525933521605,-1133.9533172812228,-381.2010466768897,-313.4284208824064,-299.119819535671,-47.45958357147778,-69.33100769489816,139.568853061073,2205.5922396423366,307.99429712526427,-1051.9351707851156,-83.48503711403798,287.8834539151005,612.4973638668197,670.4828859576546,-1731.9992670400632,-1948.9992461904314,-904.9993215382906,314.3526333267177,299.9665995293704,-1451.3927214458033,-4361.599219067961,1199.9646220764546,-2478.9531623942025,-362.7029023507471,-791.9669849628469,-2118.9689017863025,311.21876523665827,204.2532863761557,-144.37400905724607,-203.42621712204368,599.9656718426115,-12630.900021883233
t33,-624.1489954903769,1038.9933569868329,-450.33227544721353,-478.3188428367797,-1139.8691848039045,-373.68137709595015,-238.10791385574308,-78.52309321184504,-33.5193843647266,-33.26336833151117,405.02756467992106,2177.242508562318,231.65228697369943,-869.4626285713143,-76.58577930262855,-19.833436657719528,476.4396430026006,-1191.081576088439,-1731.996160211229,-1948.9951719162198,-904.997527207394,215.70511721047802,299.9955857724595,-1504.7376696669335,-4359.049743454411,1199.9950257498833,-2284.3260903367127,2142.9813515391993,-791.9933296823689,-2118.9962229110038,258.9502432746522,539.430109194182,249.91266789163592,-263.8864052740081,599.9951863690915,-11679.385529511477
