Resource,NENGREST_biomass_1,NENGREST_conventional_hydroelectric_1,NENGREST_hydroelectric_pumped_storage_1,NENGREST_natural_gas_fired_combined_cycle_1,NENGREST_natural_gas_fired_combined_cycle_2,NENGREST_natural_gas_fired_combustion_turbine_1,NENGREST_natural_gas_fired_combustion_turbine_2,NENGREST_natural_gas_steam_turbine_1,NENGREST_nuclear_1,NENGREST_offshore_wind_turbine_1,NENGREST_onshore_wind_turbine_1,NENGREST_small_hydroelectric_1,NENGREST_solar_photovoltaic_1,NENG_CT_biomass_1,NENG_CT_conventional_hydroelectric_1,NENG_CT_hydroelectric_pumped_storage_1,NENG_CT_natural_gas_fired_combined_cycle_1,NENG_CT_natural_gas_fired_combined_cycle_2,NENG_CT_natural_gas_fired_combustion_turbine_1,NENG_CT_natural_gas_fired_combustion_turbine_2,NENG_CT_nuclear_1,NENG_CT_onshore_wind_turbine_1,NENG_CT_small_hydroelectric_1,NENG_CT_solar_photovoltaic_1,NENG_ME_biomass_1,NENG_ME_conventional_hydroelectric_1,NENG_ME_natural_gas_fired_combined_cycle_1,NENG_ME_natural_gas_fired_combined_cycle_2,NENG_ME_natural_gas_fired_combustion_turbine_1,NENG_ME_onshore_wind_turbine_1,NENG_ME_small_hydroelectric_1,NENG_ME_solar_photovoltaic_1,NENGREST_naturalgas_ccccsavgcf_mid_0,NENGREST_naturalgas_ccavgcf_mid_0,NENGREST_naturalgas_ctavgcf_mid_0,NENGREST_battery_mid_0,NENGREST_naturalgas_ccs100_mid_0,NENGREST_landbasedwind_ltrg1_mid_130_1,NENGREST_utilitypv_losangeles_mid_80_0_2_1,NENGREST_offshorewind_otrg3_mid_fixed_1_176_77_1,NENG_CT_naturalgas_ccccsavgcf_mid_0,NENG_CT_naturalgas_ccavgcf_mid_0,NENG_CT_naturalgas_ctavgcf_mid_0,NENG_CT_battery_mid_0,NENG_CT_naturalgas_ccs100_mid_0,NENG_CT_landbasedwind_ltrg1_mid_110_1,NENG_CT_utilitypv_losangeles_mid_80_0_2_1,NENG_CT_offshorewind_otrg3_mid_fixed_1_176_77_1,NENG_ME_naturalgas_ccccsavgcf_mid_0,NENG_ME_naturalgas_ccavgcf_mid_0,NENG_ME_naturalgas_ctavgcf_mid_0,NENG_ME_battery_mid_0,NENG_ME_naturalgas_ccs100_mid_0,NENG_ME_landbasedwind_ltrg1_mid_110_1,NENG_ME_utilitypv_losangeles_mid_100_0_2_1,NENGREST_heat_load_shifting_1,NENG_CT_heat_load_shifting_1,NENG_ME_heat_load_shifting_1,Total
Zone,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,2,3,0
AnnualSum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4442115038593162e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.446598354963029e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5039917011447357e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0738314223441717e-12
t1,105.955938,316.44502125704,1768.002,7073.230523584391,2684.803,302.701,62.641296,0.5993999999999999,0.0,29.97,0.0,89.0217835,0.0,27.220752,21.525993549999995,30.999,3485.2152960000003,35.183596800000004,433.946184,124.77510000000001,0.0,0.0,5.953840199999999,0.0,24.92505,185.066676207,274.5,1112.9859,163.3365,0.0,110.3448166,0.0,0.0,0.0,1078.4361228303026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.31012067416043,0.0,0.0,0.0,0.0,68.08000008224,19.439999978650004,9.280000006080002,19685.894911269865
t2,105.955938,316.30115394603996,1768.002,7073.496983065073,2684.803,302.701,62.641296,0.5993999999999999,0.0,29.97,0.0,88.96587699999999,0.0,27.220752,21.516413999999997,30.999,3485.2152960000003,35.183596800000004,433.946184,124.77510000000001,0.0,0.0,5.950098,0.0,24.92505,185.05366215,274.5,1112.9859,163.3365,0.0,110.32529,0.0,0.0,0.0,1078.4361228303026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.31012067416043,0.0,0.0,0.0,0.0,65.42451006105888,18.686140009189703,8.929999992479999,19682.15638452831
t3,105.955938,315.98093315704,1768.002,7071.77584361735,2684.803,302.701,62.641296,0.5993999999999999,0.0,29.97,0.0,88.891335,0.0,27.220752,21.502874,30.999,3485.2152960000003,35.183596800000004,433.946184,124.77510000000001,0.0,0.0,5.9463558,0.0,24.92505,185.01530837999996,274.5,1112.9859,163.3365,0.0,110.28623679999998,0.0,0.0,0.0,1078.4361228303026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.31012067416043,0.0,0.0,0.0,0.0,64.52000006024,18.340179977293875,8.753100000324961,19678.518423096713
t4,105.955938,315.83706584604,1768.002,7071.837529413437,2684.803,302.701,62.641296,0.5993999999999999,0.0,29.97,0.0,88.83542849999999,0.0,27.220752,21.489333999999996,30.999,3485.2152960000003,35.183596800000004,433.946184,124.77510000000001,0.0,0.0,5.942613599999999,0.0,24.92505,184.96067884349998,274.5,1112.9859,163.3365,0.0,110.26671019999998,0.0,0.0,0.0,1078.4361228303026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.31012067416043,0.0,0.0,0.0,0.0,64.67000007744001,18.470000008870002,8.80999999104,19678.62561678479
t5,105.955938,315.51684505704003,1768.002,7073.354692172348,2684.803,302.701,62.641296,0.5993999999999999,0.0,29.97,0.0,88.7608865,0.0,27.220752,21.475794,30.999,3485.2152960000003,35.183596800000004,433.946184,124.77510000000001,0.0,0.0,5.9388714,0.0,24.92505,184.9006896135,274.5,1112.9859,163.3365,0.0,110.2471836,0.0,0.0,0.0,1078.4361228303026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.31012067416043,0.0,0.0,0.0,0.0,66.99000006760001,19.13999997825,9.13000000992,19682.96121870312
t6,105.955938,315.26432809199997,1768.002,7072.339950116939,2684.803,302.701,62.641296,0.5993999999999999,0.0,29.97,0.0,88.70497999999999,0.0,27.220752,21.458604969999996,30.999,3485.2152960000003,35.183596800000004,433.946184,124.77510000000001,0.0,0.0,5.9351291999999995,0.0,24.92505,184.858189047,274.5,1112.9859,163.3365,0.0,110.20813039999999,0.0,0.0,0.0,1078.4361228303026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.31012067416043,0.0,0.0,0.0,0.0,74.48000004368001,21.269999981090002,10.15000001088,19692.17556816605
t7,105.955938,314.99940008519997,1768.002,7070.527904849209,2684.803,302.701,62.641296,0.5993999999999999,0.0,29.97,0.0,88.630438,16.575687719999998,27.220752,21.432675870000004,30.999,3485.2152960000003,35.183596800000004,433.946184,124.77510000000001,0.0,0.0,5.9295159,13.210156620000001,24.92505,184.798199817,274.5,1112.9859,163.3365,0.0,110.18860380000001,0.39372588000000003,0.0,0.0,1078.4361228303026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.31012067416043,0.0,0.0,0.0,0.0,87.29000002288,24.908729985988913,11.900000011200001,19738.29129486594
t8,105.955938,314.74547759620003,1768.002,7070.2227,2684.803,302.701,62.641296,0.5993999999999999,0.0,29.97,0.0,88.57453149999999,164.36189358000001,27.220752,21.413516769999998,30.999,3485.2152960000003,35.1648,433.566,124.77510000000001,0.0,0.0,5.9257737,87.11967312000002,24.92505,184.73930697376457,274.5,1112.9859,163.3365,0.0,110.1690772,2.6641332,0.0,0.0,1078.4361228303026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.31012067416043,0.0,0.0,0.0,0.0,94.94000007248,27.119999988890005,12.95000000688,19972.053359212678
t9,105.955938,314.42525680719996,1768.002,7070.2227,2684.803,302.701,62.641296,0.5993999999999999,0.0,29.97,0.0,88.4999895,292.86450233999994,27.220752,21.394357669999998,30.999,3485.2152960000003,35.1648,433.566,124.77510000000001,0.0,0.0,5.922031499999999,149.35335714,24.92505,184.64653674376456,274.5,1112.9859,163.3365,0.0,110.13002399999999,5.1809139,0.0,0.0,1078.4361228303026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.31012067416043,0.0,0.0,0.0,0.0,97.22000000288,27.77000002127,13.2499999992,20167.986945128778
t10,105.955938,314.1550028369667,1768.002,7070.2227,2684.803,302.701,62.641296,0.5993999999999999,0.0,29.97,0.0,88.42544749999999,396.01123235999995,27.220752,21.381432144065457,30.999,3485.2152960000003,35.1648,433.566,124.77510000000001,0.0,0.0,5.9182893,203.69088521999998,24.92505,184.62190537573542,274.5,1112.9859,163.3365,0.0,110.1104974,7.02694602,0.0,0.0,1078.4361228303026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.31012067416043,0.0,0.0,0.0,0.0,98.13336135808852,28.040000021630007,13.37999999136,20328.224975032306
