Resource,NGCC,NGCT,NGST,Coal,Nuclear,Biomass,SolarPV,Wind,Hydro,PHS,Li-ion,Retro_NGCC_CCS,Retro_NGCC_H2,Retro_Coal_TES,Retro_Coal_SMR,Total
Zone,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
AnnualSum,0.0,0.0,0.0,0.0,0.0,0.0,2.5086659466914823e6,9.870690001540344e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2379355948231827e7
t1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10977.76936865662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10977.76936865662
t2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12503.914714011797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12503.914714011797
t3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15585.093662586289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15585.093662586289
t4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18050.002744020403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18050.002744020403
t5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12711.05581026869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12711.05581026869
t6,0.0,0.0,0.0,0.0,0.0,0.0,5962.276453719581,10811.486405631993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16773.762859351573
t7,0.0,0.0,0.0,0.0,0.0,0.0,4645.266757606865,6124.684062792122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10769.950820398986
t8,0.0,0.0,0.0,0.0,0.0,0.0,11526.387185358573,4322.3399027937485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15848.727088152322
t9,0.0,0.0,0.0,0.0,0.0,0.0,19806.192329136964,6993.345697696076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26799.53802683304
t10,0.0,0.0,0.0,0.0,0.0,0.0,25778.67816034579,8444.433466780383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34223.11162712617
t11,0.0,0.0,0.0,0.0,0.0,0.0,28790.444519673314,9042.691730367193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37833.13625004051
t12,0.0,0.0,0.0,0.0,0.0,0.0,30102.34952704141,11456.381935107673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41558.73146214908
t13,0.0,0.0,0.0,0.0,0.0,0.0,29591.88065257912,9111.676363205906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38703.55701578502
t14,0.0,0.0,0.0,0.0,0.0,0.0,29397.902480283446,9460.595391442728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38858.49787172618
t15,0.0,0.0,0.0,0.0,0.0,0.0,26692.417445633295,11221.408618717278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37913.82606435057
t16,0.0,0.0,0.0,0.0,0.0,0.0,21500.948992351776,7632.8298969865955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29133.77888933837
t17,0.0,0.0,0.0,0.0,0.0,0.0,15911.314816989669,4986.77983254687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20898.09464953654
t18,0.0,0.0,0.0,0.0,0.0,0.0,8545.248958498782,3882.2122671700154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12427.461225668798
t19,0.0,0.0,0.0,0.0,0.0,0.0,3746.8415385532303,661.8586881964578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4408.700226749688
t20,0.0,0.0,0.0,0.0,0.0,0.0,2889.2538294565775,958.5183627626185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3847.772192219196
t21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4034.871946638907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4034.871946638907
t22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8760.60342045341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8760.60342045341
t23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16442.50802852384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16442.50802852384
t24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20877.74882292443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20877.74882292443
t25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21753.790348331564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21753.790348331564
t26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22301.21434830953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22301.21434830953
t27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22894.728050629546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22894.728050629546
t28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14784.85794197616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14784.85794197616
t29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16442.807901119068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16442.807901119068
t30,0.0,0.0,0.0,0.0,0.0,0.0,7355.8564810016405,21089.660540023444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28445.517021025084
t31,0.0,0.0,0.0,0.0,0.0,0.0,4706.52302254234,13296.524696710252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18003.047719252594
t32,0.0,0.0,0.0,0.0,0.0,0.0,11613.166894017164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11613.166894017164
t33,0.0,0.0,0.0,0.0,0.0,0.0,20255.40493866378,5982.9745606323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26238.379499296083
t34,0.0,0.0,0.0,0.0,0.0,0.0,26860.87217420585,11184.1887646601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38045.06093886595
t35,0.0,0.0,0.0,0.0,0.0,0.0,31945.14216385029,12062.617928352041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44007.760092202334
t36,0.0,0.0,0.0,0.0,0.0,0.0,34114.63488031503,11321.066621576585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45435.70150189161
t37,0.0,0.0,0.0,0.0,0.0,0.0,33634.79413832048,6610.795256420513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40245.58939474099
t38,0.0,0.0,0.0,0.0,0.0,0.0,32552.60012446042,7041.871001689994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39594.47112615041
t39,0.0,0.0,0.0,0.0,0.0,0.0,28637.303857334635,2281.530599543516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30918.83445687815
