Resource,NGCC,NGCT,NGST,Coal,Nuclear,Biomass,SolarPV,Wind,Hydro,PHS,Li-ion,Retro_NGCC_CCS,Retro_NGCC_H2,Retro_Coal_TES,Retro_Coal_SMR
t101,84.74212304626381,25.234833374999997,0.0,0.0,1.6,0.2,0.0,0.0,0.0,0.0,0.0,12.211576875999999,0.0,0.0,26.460000000000008
t102,84.74212304626381,25.234833374999997,0.0,0.0,1.6,0.2,0.0,0.0,0.0,0.0,0.0,12.211576875999999,0.0,0.0,26.460000000000008
t103,84.74212304626381,25.234833374999997,0.0,0.0,1.6,0.2,0.0,0.0,0.0,0.0,0.0,12.211576875999999,0.0,0.0,26.460000000000008
t104,84.74212304626381,25.234833374999997,0.0,0.0,1.6,0.2,0.0,0.0,0.0,0.0,0.0,5.5567055934,0.0,0.0,26.460000000000008
t105,84.74212304626381,20.368651864,0.0,0.0,1.6,0.2,0.0,0.0,0.0,0.0,0.0,5.5567055934,0.0,0.0,26.460000000000008
t106,84.74212304626381,20.368651864,0.0,0.0,1.6,0.19860335696975137,0.0,0.0,0.0,0.0,0.0,5.5567055934,0.0,0.0,26.460000000000008
t107,84.74212304626381,35.7730189125,0.0,0.0,1.6,0.19860335696975137,0.0,0.0,0.0,0.0,0.0,5.5567055934,0.0,0.0,26.460000000000008
t108,84.74212304626381,35.7730189125,0.0,0.0,1.6,0.19860335696975137,0.0,0.0,0.0,0.0,0.0,17.99832606884705,0.0,0.0,26.460000000000008
t109,84.74212304626381,35.7730189125,0.0,0.0,1.6,0.19860335696975137,0.0,0.0,0.0,0.0,0.0,17.99832606884705,0.0,0.0,26.460000000000008
t110,84.74212304626381,35.7730189125,0.0,0.0,1.6,0.2,0.0,0.0,0.0,0.0,0.0,17.99832606884705,0.0,0.0,26.460000000000008
t111,84.74212304626381,35.7730189125,0.0,0.0,1.6,0.2,0.0,0.0,0.0,0.0,0.0,17.99832606884705,0.0,0.0,26.460000000000008
t112,84.74212304626381,35.7730189125,0.0,0.0,1.6,0.2,0.0,0.0,0.0,0.0,0.0,17.99832606884705,0.0,0.0,26.460000000000008
t113,84.74212304626381,35.7730189125,0.0,0.0,1.6,0.2,0.0,0.0,0.0,0.0,0.0,17.99832606884705,0.0,0.0,26.460000000000008
t114,84.74212304626381,44.31998552596213,0.0,0.0,1.6,0.2,0.0,0.0,0.0,0.0,0.0,17.99832606884705,0.0,0.0,26.460000000000008
t115,84.74212304626381,44.31998552596213,0.0,0.0,1.6,0.2,0.0,0.0,0.0,0.0,0.0,17.99832606884705,0.0,0.0,26.460000000000008
t116,84.74212304626381,80.09300443846213,0.0,0.0,1.6,0.00139664303024864,0.0,0.0,0.0,0.0,0.0,9.967057432,0.0,0.0,26.460000000000008
t117,84.74212304626381,80.09300443846213,0.0,0.0,1.6,0.0013966430302486312,0.0,0.0,0.0,0.0,0.0,11.19894093483146,0.0,0.0,26.460000000000008
t118,84.74212304626381,80.09300443846213,0.0,0.0,1.6,0.0013966430302486312,0.0,0.0,0.0,0.0,0.0,11.19894093483146,0.0,0.0,26.460000000000008
t119,84.74212304626381,80.09300443846213,0.0,0.0,1.6,0.0013966430302486312,0.0,0.0,0.0,0.0,0.0,11.19894093483146,0.0,0.0,26.460000000000008
t120,84.7421230462638,80.09300443846213,0.0,0.0,1.6,0.0013966430302486312,0.0,0.0,0.0,0.0,0.0,11.19894093483146,0.0,0.0,26.460000000000008
t121,84.7421230462638,80.09300443846213,0.0,0.0,1.6,0.0013966430302486312,0.0,0.0,0.0,0.0,0.0,1.2318835028314608,0.0,0.0,26.460000000000008
t122,84.7421230462638,80.09300443846213,0.0,0.0,1.6,0.09078179696616102,0.0,0.0,0.0,0.0,0.0,1.2318835028314608,0.0,0.0,26.460000000000008
t123,84.7421230462638,80.09300443846213,0.0,0.0,1.6,0.09078179696616102,0.0,0.0,0.0,0.0,0.0,1.2318835028314608,0.0,0.0,26.460000000000008
t124,84.7421230462638,80.09300443846215,0.0,0.0,1.6,0.2,0.0,0.0,0.0,0.0,0.0,1.2318835028314608,0.0,0.0,26.460000000000008
t125,61.34595352164609,21.9064864625,0.0,0.0,1.6,0.2,0.0,0.0,0.0,0.0,0.0,1.2318835028314608,0.0,0.0,26.460000000000008
t126,61.34595352164609,21.906486462500002,0.0,0.0,1.6,0.2,0.0,0.0,0.0,0.0,0.0,1.2318835028314608,0.0,0.0,26.460000000000008
t127,61.34595352164609,21.906486462500002,0.0,0.0,1.6,0.1986033569697514,0.0,0.0,0.0,0.0,0.0,11.15399628551695,0.0,0.0,26.460000000000008
t128,103.43594391680928,21.906486462500002,0.0,0.0,1.6,0.19860335696975137,0.0,0.0,0.0,0.0,0.0,11.153996285516921,0.0,0.0,26.460000000000008
t129,103.43594391680928,39.212683294499996,0.0,0.0,1.6,0.10921820303383899,0.0,0.0,0.0,0.0,0.0,11.153996285516921,0.0,0.0,26.460000000000008
t130,103.43594391680928,18.84767610993591,0.0,0.0,1.6,0.1106148460640876,0.0,0.0,0.0,0.0,0.0,11.153996285516921,0.0,0.0,26.460000000000008
t131,103.43594391680928,59.727997253898046,0.0,0.0,1.6,0.1106148460640876,0.0,0.0,0.0,0.0,0.0,11.153996285516921,0.0,0.0,26.460000000000008
t132,103.43594391680928,80.09300443846213,0.0,0.0,1.6,0.2,0.0,0.0,0.0,0.0,0.0,11.153996285516921,0.0,0.0,26.460000000000008
t133,103.43594391680928,80.09300443846213,0.0,0.0,1.6,0.2,0.0,0.0,0.0,0.0,0.0,11.153996285516921,0.0,0.0,26.460000000000008
t134,127.60192690462794,78.55152516052621,0.0,0.0,1.6,0.09078179696616102,0.0,0.0,0.0,0.0,0.0,11.153996285516921,0.0,0.0,26.460000000000008
t135,63.293185578048195,78.55152516052621,0.0,0.0,1.6,0.09078179696616102,0.0,0.0,0.0,0.0,0.0,11.153996285516921,0.0,0.0,26.460000000000008
t136,63.293185578048195,61.24532832852621,0.0,0.0,1.6,0.09078179696616104,0.0,0.0,0.0,0.0,0.0,11.153996285516921,0.0,0.0,26.460000000000008
t137,63.293185578048195,62.786807606462126,0.0,0.0,1.6,0.09078179696616104,0.0,0.0,0.0,0.0,0.0,19.230209571678508,0.0,0.0,26.460000000000008
t138,63.293185578048195,62.786807606462126,0.0,0.0,1.6,0.09078179696616104,0.0,0.0,0.0,0.0,0.0,8.076213286161586,0.0,0.0,26.460000000000008
t139,24.165982987818666,62.786807606462126,0.0,0.0,1.6,0.19719953325554257,0.0,0.0,0.0,0.0,0.0,8.076213286161586,0.0,0.0,26.460000000000008
t140,88.47472431439842,62.786807606462126,0.0,0.0,1.6,0.19719953325554257,0.0,0.0,0.0,0.0,0.0,8.076213286161586,0.0,0.0,26.460000000000008
t141,88.47472431439842,62.786807606462126,0.0,0.0,1.6,0.19719953325554257,0.0,0.0,0.0,0.0,0.0,8.076213286161586,0.0,0.0,26.460000000000008
t142,88.47472431439842,62.786807606462126,0.0,0.0,1.6,0.19719953325554257,0.0,0.0,0.0,0.0,0.0,8.076213286161586,0.0,0.0,26.460000000000008
t143,88.47472431439842,62.786807606462126,0.0,0.0,1.6,0.19719953325554257,0.0,0.0,0.0,0.0,0.0,8.076213286161586,0.0,0.0,26.460000000000008
t144,88.47472431439842,80.09300443846213,0.0,0.0,1.6,0.11201866977829641,0.0,0.0,0.0,0.0,0.0,8.076213286161586,0.0,0.0,26.460000000000008
t145,127.60192690462794,80.09300443846213,0.0,0.0,1.6,0.11201866977829641,0.0,0.0,0.0,0.0,0.0,8.076213286161586,0.0,0.0,26.460000000000008
t146,103.43594391680928,80.09300443846213,0.0,0.0,1.6,0.0028004667444574416,0.0,0.0,0.0,0.0,0.0,8.076213286161586,0.0,0.0,26.460000000000008
t147,103.43594391680928,80.09300443846213,0.0,0.0,1.6,0.09078179696616104,0.0,0.0,0.0,0.0,0.0,7.268591957545428,0.0,0.0,26.460000000000008
t148,103.43594391680928,80.09300443846213,0.0,0.0,1.6,0.09078179696616104,0.0,0.0,0.0,0.0,0.0,7.268591957545428,0.0,0.0,26.460000000000008
t149,39.12720259022953,17.306196832000005,0.0,0.0,1.6,0.09078179696616104,0.0,0.0,0.0,0.0,0.0,7.268591957545428,0.0,0.0,26.460000000000008
t150,39.12720259022953,17.306196832000005,0.0,0.0,1.6,0.09078179696616104,0.0,0.0,0.0,0.0,0.0,7.268591957545428,0.0,0.0,26.460000000000008
t151,63.29318557804821,17.306196832000005,0.0,0.0,1.6,0.19719953325554257,0.0,0.0,0.0,0.0,0.0,8.076213286161586,0.0,0.0,26.460000000000008
t152,63.29318557804821,17.306196832000005,0.0,0.0,1.6,0.19719953325554257,0.0,0.0,0.0,0.0,0.0,8.076213286161586,0.0,0.0,26.460000000000008
t153,63.29318557804821,17.306196832,0.0,0.0,1.6,0.19719953325554257,0.0,0.0,0.0,0.0,0.0,8.076213286161586,0.0,0.0,26.460000000000008
t154,127.60192690462794,17.306196832000005,0.0,0.0,1.6,0.10921820303383896,0.0,0.0,0.0,0.0,0.0,8.076213286161586,0.0,0.0,26.460000000000008
t155,127.60192690462794,22.304142332,0.0,0.0,1.6,0.11201866977829639,0.0,0.0,0.0,0.0,0.0,8.076213286161586,0.0,0.0,26.460000000000008
t156,127.60192690462794,22.304142332,0.0,0.0,1.6,0.1120186697782964,0.0,0.0,0.0,0.0,0.0,8.076213286161586,0.0,0.0,26.460000000000008
t157,127.60192690462794,22.304142332,0.0,0.0,1.6,0.1120186697782964,0.0,0.0,0.0,0.0,0.0,6.800070164271098,0.0,0.0,26.460000000000008
t158,127.60192690462794,22.304142332,0.0,0.0,1.6,0.1120186697782964,0.0,0.0,0.0,0.0,0.0,6.800070164271098,0.0,0.0,26.460000000000008
t159,127.60192690462794,22.304142332,0.0,0.0,1.6,0.1120186697782964,0.0,0.0,0.0,0.0,0.0,6.800070164271098,0.0,0.0,26.460000000000008
t160,127.60192690462794,23.16799389074446,0.0,0.0,1.6,0.19999999999999998,0.0,0.0,0.0,0.0,0.0,6.800070164271098,0.0,0.0,26.460000000000008
t161,127.60192690462794,23.16799389074446,0.0,0.0,1.6,0.09078179696616104,0.0,0.0,0.0,0.0,0.0,6.800070164271098,0.0,0.0,26.460000000000008
t162,127.60192690462794,23.16799389074446,0.0,0.0,1.6,0.09078179696616104,0.0,0.0,0.0,0.0,0.0,6.800070164271098,0.0,0.0,26.460000000000008
t163,127.60192690462794,39.11873714674446,0.0,0.0,1.6,0.09078179696616104,0.0,0.0,0.0,0.0,0.0,19.230209571678508,0.0,0.0,26.460000000000008
t164,127.60192690462794,39.11873714674446,0.0,0.0,1.6,0.09078179696616104,0.0,0.0,0.0,0.0,0.0,12.43013940740741,0.0,0.0,26.460000000000008
t165,127.60192690462794,39.11873714674446,0.0,0.0,1.6,0.09078179696616104,0.0,0.0,0.0,0.0,0.0,12.43013940740741,0.0,0.0,26.460000000000008
t166,127.60192690462794,16.814594814744456,0.0,0.0,1.6,0.19719953325554257,0.0,0.0,0.0,0.0,0.0,12.43013940740741,0.0,0.0,26.460000000000008
