Resource,Fuel,Zone,AnnualSumCosts
natural_gas_combined_cycle,NG,1,0.0
coal_super_1,coal,1,109674.01407681561
coal_super_2,coal,1,0.0
coal_super_3,coal,1,0.0
coal_super_4,coal,1,413682.20689432905
coal_super_5,coal,1,0.0
20A_retrofit_1,blue_ammonia,1,2.4339495496019047e8
20A_retrofit_2,blue_ammonia,1,1.7672499965853572e8
20A_retrofit_3,blue_ammonia,1,3.9712426195168877e8
20A_retrofit_4,blue_ammonia,1,0.0
20A_retrofit_5,blue_ammonia,1,2.7728085057958794e8
