BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
Zone,1,1,1,1,1,1,1,1,1,1
AnnualSum,1.16914524e8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.16914524e8
t1,11122.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11122.0
t2,10655.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10655.0
t3,10441.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10441.0
t4,10365.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10365.0
t5,10639.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10639.0
t6,11577.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11577.0
t7,13349.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13349.0
t8,14550.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14550.0
t9,14922.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14922.0
t10,15165.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15165.0
t11,15328.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15328.0
t12,15380.000000000002,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15380.0
t13,15275.000000000002,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15275.0
t14,15154.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15154.0
t15,14953.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14953.0
t16,14885.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14885.0
t17,15340.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15340.0
t18,16003.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16003.0
t19,15767.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15767.0
t20,15236.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15236.0
t21,14663.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14663.0
t22,13889.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13889.0
t23,12855.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12855.0
t24,11809.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11809.0
t25,14935.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14935.0
t26,14062.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14062.0
t27,13498.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13498.0
t28,13146.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13146.0
t29,13178.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13178.0
t30,13712.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13712.0
t31,15192.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15192.0
t32,17114.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17114.0
t33,18656.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18656.0
t34,20020.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20020.0
t35,21201.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21201.0
t36,22009.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22009.0
t37,22567.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22567.0
t38,23070.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23070.0
t39,23388.000000000004,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23388.0
t40,23629.000000000004,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23629.0
t41,23770.000000000004,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23770.0
t42,23575.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23575.0
t43,23034.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23034.0
t44,22325.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22325.0
t45,21921.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21921.0
t46,21122.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21122.0
t47,19311.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19311.0
t48,17514.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17514.0
t49,13039.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13039.0
t50,12260.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12260.0
t51,11788.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11788.0
t52,11579.999999999998,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11580.0
t53,11677.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11677.0
t54,12384.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12384.0
t55,13586.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13586.0
t56,14898.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14898.0
t57,15970.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15970.0
t58,16943.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16943.0
t59,17834.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17834.0
t60,18495.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18495.0
t61,18922.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18922.0
t62,19296.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19296.0
t63,19505.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19505.0
t64,19592.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19592.0
t65,19626.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19626.0
t66,19422.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19422.0
t67,18775.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18775.0
t68,18192.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18192.0
t69,18140.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18140.0
t70,17090.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17090.0
t71,15479.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15479.0
t72,13852.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13852.0
t73,11008.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11008.0
t74,10419.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10419.0
t75,10075.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10075.0
t76,9888.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9888.0
t77,9892.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9892.0
t78,10200.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10200.0
t79,10690.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10690.0
t80,11436.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11436.0
t81,12400.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12400.0
t82,13051.999999999998,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13052.0
t83,13360.999999999998,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13361.0
t84,13453.999999999998,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13454.0
t85,13444.999999999998,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13445.0
t86,13350.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13350.0
t87,13237.999999999998,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13238.0
t88,13182.999999999998,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13183.0
t89,13213.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13213.0
t90,13216.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13216.0
t91,13144.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13144.0
t92,13511.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13511.0
t93,13182.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13182.0
t94,12421.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12421.0
t95,11458.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11458.0
t96,10445.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10445.0
t97,9216.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9216.0
t98,8778.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8778.0
t99,8570.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8570.0
t100,8545.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8545.0
t101,8807.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8807.0
t102,9768.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9768.0
t103,11511.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11511.0
t104,12579.999999999998,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12580.0
t105,13062.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13062.0
t106,13411.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13411.0
t107,13705.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13705.0
t108,13871.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13871.0
t109,13896.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13896.0
t110,13948.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13948.0
t111,13840.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13840.0
t112,13733.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13733.0
t113,13743.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13743.0
t114,13881.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13881.0
t115,14145.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14145.0
t116,14632.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14632.0
t117,13992.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13992.0
t118,12868.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12868.0
t119,11487.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11487.0
t120,10287.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10287.0
t121,11232.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11232.0
t122,10825.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10825.0
t123,10632.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10632.0
t124,10622.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10622.0
t125,10948.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10948.0
t126,11984.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11984.0
t127,13879.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13879.0
t128,14890.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14890.0
t129,15134.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15134.0
t130,15241.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15241.0
t131,15360.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15360.0
t132,15407.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15407.0
t133,15385.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15385.0
t134,15372.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15372.0
t135,15285.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15285.0
t136,15482.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15482.0
t137,16543.999999999996,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16544.0
t138,17247.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17247.0
t139,17114.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17114.0
t140,16657.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16657.0
t141,15936.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15936.0
t142,14783.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14783.0
t143,13342.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13342.0
t144,12052.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12052.0
t145,11160.999999999998,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11161.0
t146,10629.999999999998,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10630.0
t147,10405.999999999998,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10406.0
t148,10407.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10407.0
t149,10756.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10756.0
t150,11852.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11852.0
t151,13811.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13811.0
t152,14821.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14821.0
t153,14963.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14963.0
t154,14911.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14911.0
t155,14823.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14823.0
t156,14669.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14669.0
t157,14452.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14452.0
t158,14423.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14423.0
t159,14473.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14473.0
t160,14794.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14794.0
t161,16027.999999999998,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16027.999999999998
t162,16906.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16906.0
t163,16806.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16806.0
t164,16485.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16485.0
t165,16018.999999999998,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16018.999999999998
t166,15060.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15060.0
t167,13617.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13617.0
t168,12207.999999999998,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12208.0
t169,11735.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11735.0
t170,11122.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11122.0
t171,10797.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10797.0
t172,10645.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10645.0
t173,10672.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10672.0
t174,10962.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10962.0
t175,11551.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11551.0
t176,12188.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12188.0
t177,13020.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13020.0
t178,13565.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13565.0
t179,13748.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13748.0
t180,13867.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13867.0
t181,13911.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13911.0
