Resource,natural_gas_combined_cycle,coal_super_1,coal_super_2,coal_super_3,coal_super_4,coal_super_5,20A_retrofit_1,20A_retrofit_2,20A_retrofit_3,20A_retrofit_4,20A_retrofit_5
t1,0.0,0.0,0.0,0.0,0.0,0.0,13556.640856941842,7414.859143058165,11865.424999999996,0.0,22773.074999999997
t2,0.0,0.0,0.0,0.0,0.0,0.0,13556.640856941842,7414.859143058165,11865.424999999996,0.0,20438.074999999997
t3,0.0,0.0,0.0,0.0,0.0,0.0,13556.640856941842,7414.859143058165,11865.424999999996,0.0,19368.075000000004
t4,0.0,0.0,0.0,0.0,0.0,0.0,13556.640856941842,7414.859143058165,14353.499999999993,0.0,16500.0
t5,0.0,0.0,0.0,0.0,0.0,0.0,13556.640856941842,7414.859143058165,11865.424999999996,0.0,20358.075
t6,0.0,0.0,0.0,0.0,0.0,0.0,13556.640856941842,7414.859143058165,20413.499999999993,0.0,16500.0
t7,0.0,0.0,0.0,0.0,0.0,0.0,13556.640856941842,13481.56207828757,21573.49999999999,0.0,18133.2970647706
t8,0.0,0.0,0.0,0.0,0.0,0.0,24648.43792171244,7414.859143058165,21573.49999999999,0.0,19113.202935229405
t9,0.0,0.0,0.0,0.0,0.0,0.0,24648.43792171244,11888.062078287574,21573.49999999999,0.0,16500.0
t10,0.0,0.0,0.0,0.0,0.0,0.0,24648.43792171244,13103.062078287567,21573.49999999999,0.0,16500.0
t11,0.0,0.0,0.0,0.0,0.0,0.0,24648.43792171244,13481.56207828757,21573.49999999999,0.0,16936.499999999996
t12,0.0,0.0,0.0,0.0,0.0,0.0,24648.43792171244,13481.56207828757,21573.49999999999,0.0,17196.50000000001
t13,0.0,0.0,0.0,0.0,0.0,0.0,24648.43792171244,13481.56207828757,21573.49999999999,0.0,16671.500000000007
t14,0.0,0.0,0.0,0.0,0.0,0.0,24648.43792171244,13048.06207828757,21573.49999999999,0.0,16500.0
