Time_Index,MA_natural_gas_combined_cycle,MA_solar_pv,CT_natural_gas_combined_cycle,CT_onshore_wind,CT_solar_pv,ME_natural_gas_combined_cycle,ME_onshore_wind,MA_battery,CT_battery,ME_battery
1,1.0,0.0,1.0,0.651539266,0.0,1.0,0.636501729,1.0,1.0,1.0
2,1.0,0.0,1.0,0.795783222,0.0,1.0,0.609356821,1.0,1.0,1.0
3,1.0,0.0,1.0,0.544809163,0.0,1.0,0.617870331,1.0,1.0,1.0
4,1.0,0.0,1.0,0.453593254,0.0,1.0,0.558220267,1.0,1.0,1.0
5,1.0,0.0,1.0,0.621475339,0.0,1.0,0.598413289,1.0,1.0,1.0
6,1.0,0.0,1.0,0.605395913,0.0,1.0,0.61399591,1.0,1.0,1.0
7,1.0,0.0,1.0,0.514229238,0.0,1.0,0.761583865,1.0,1.0,1.0
8,1.0,0.1375,1.0,0.218754798,0.1477,1.0,0.614878654,1.0,1.0,1.0
9,1.0,0.3806,1.0,0.536517859,0.3948,1.0,0.634433985,1.0,1.0,1.0
10,1.0,0.5627,1.0,0.646394074,0.584,1.0,0.647287786,1.0,1.0,1.0
11,1.0,0.7102,1.0,0.936359346,0.7282,1.0,0.753098845,1.0,1.0,1.0
12,1.0,0.7463,1.0,0.899665475,0.7649,1.0,0.719014406,1.0,1.0,1.0
13,1.0,0.7455,1.0,0.594976008,0.7661,1.0,0.478141487,1.0,1.0,1.0
14,1.0,0.7486,1.0,0.746641576,0.7688,1.0,0.721619546,1.0,1.0,1.0
15,1.0,0.7211,1.0,0.827233315,0.7453,1.0,0.705162168,1.0,1.0,1.0
16,1.0,0.5753,1.0,0.813318789,0.5992,1.0,0.83897388,1.0,1.0,1.0
17,1.0,0.3772,1.0,0.930550635,0.4054,1.0,0.861451507,1.0,1.0,1.0
18,1.0,0.1252,1.0,0.87779361,0.1689,1.0,0.960448265,1.0,1.0,1.0
19,1.0,0.0,1.0,0.995421588,0.0,1.0,0.85560751,1.0,1.0,1.0
20,1.0,0.0,1.0,0.997492433,0.0,1.0,0.746926546,1.0,1.0,1.0
21,1.0,0.0,1.0,0.404229462,0.0,1.0,0.817037702,1.0,1.0,1.0
22,1.0,0.0,1.0,0.855676293,0.0,1.0,0.853112578,1.0,1.0,1.0
23,1.0,0.0,1.0,0.951176286,0.0,1.0,0.837925315,1.0,1.0,1.0
24,1.0,0.0,1.0,0.578156769,0.0,1.0,0.78499949,1.0,1.0,1.0
25,1.0,0.0,1.0,0.766532242,0.0,1.0,0.735859871,1.0,1.0,1.0
26,1.0,0.0,1.0,0.755251288,0.0,1.0,0.797188938,1.0,1.0,1.0
27,1.0,0.0,1.0,0.814127564,0.0,1.0,0.769088507,1.0,1.0,1.0
28,1.0,0.0,1.0,0.635056913,0.0,1.0,0.651313007,1.0,1.0,1.0
29,1.0,0.0,1.0,0.438721806,0.0,1.0,0.832606494,1.0,1.0,1.0
30,1.0,0.0,1.0,0.431190372,0.0,1.0,0.866250396,1.0,1.0,1.0
31,1.0,0.0,1.0,0.903440833,0.0,1.0,0.864027858,1.0,1.0,1.0
32,1.0,0.156,1.0,0.570405245,0.166,1.0,0.758821309,1.0,1.0,1.0
33,1.0,0.404,1.0,0.424727678,0.415,1.0,0.766903937,1.0,1.0,1.0
34,1.0,0.5895,1.0,0.04422532,0.5985,1.0,0.158545822,1.0,1.0,1.0
35,1.0,0.7352,1.0,0.379491419,0.7319,1.0,0.481512964,1.0,1.0,1.0
36,1.0,0.7585,1.0,0.290955782,0.7612,1.0,0.515765071,1.0,1.0,1.0
37,1.0,0.7574,1.0,0.228433117,0.7616,1.0,0.327409714,1.0,1.0,1.0
38,1.0,0.7564,1.0,0.049992941,0.7613,1.0,0.150701791,1.0,1.0,1.0
39,1.0,0.7218,1.0,0.046729136,0.734,1.0,0.183942035,1.0,1.0,1.0
40,1.0,0.5695,1.0,0.032706205,0.5963,1.0,0.22856003,1.0,1.0,1.0
41,1.0,0.3748,1.0,0.08276625,0.4114,1.0,0.253796726,1.0,1.0,1.0
42,1.0,0.1256,1.0,0.073937908,0.1663,1.0,0.411970258,1.0,1.0,1.0
43,1.0,0.0,1.0,0.32332474,0.0,1.0,0.491147101,1.0,1.0,1.0
44,1.0,0.0,1.0,0.214101404,0.0,1.0,0.446698576,1.0,1.0,1.0
45,1.0,0.0,1.0,0.590696812,0.0,1.0,0.320417523,1.0,1.0,1.0
46,1.0,0.0,1.0,0.940650821,0.0,1.0,0.250929922,1.0,1.0,1.0
47,1.0,0.0,1.0,0.986708522,0.0,1.0,0.196168274,1.0,1.0,1.0
48,1.0,0.0,1.0,0.992123067,0.0,1.0,0.345403612,1.0,1.0,1.0
49,1.0,0.0,1.0,0.991291761,0.0,1.0,0.459766388,1.0,1.0,1.0
50,1.0,0.0,1.0,0.996148407,0.0,1.0,0.603367805,1.0,1.0,1.0
51,1.0,0.0,1.0,0.995660305,0.0,1.0,0.764377296,1.0,1.0,1.0
52,1.0,0.0,1.0,0.998087764,0.0,1.0,0.856861353,1.0,1.0,1.0
53,1.0,0.0,1.0,0.999179244,0.0,1.0,0.874952495,1.0,1.0,1.0
54,1.0,0.0,1.0,0.978411674,0.0,1.0,0.784491301,1.0,1.0,1.0
55,1.0,0.0,1.0,0.988471746,0.0,1.0,0.805743694,1.0,1.0,1.0
56,1.0,0.1417,1.0,0.972563863,0.1471,1.0,0.871245146,1.0,1.0,1.0
57,1.0,0.3746,1.0,0.860193193,0.3839,1.0,0.761437893,1.0,1.0,1.0
58,1.0,0.555,1.0,0.977611303,0.5632,1.0,0.658175886,1.0,1.0,1.0
59,1.0,0.6888,1.0,0.924170613,0.6936,1.0,0.690869927,1.0,1.0,1.0
60,1.0,0.7151,1.0,0.92140317,0.7288,1.0,0.662245572,1.0,1.0,1.0
61,1.0,0.7191,1.0,0.678457201,0.7308,1.0,0.78517282,1.0,1.0,1.0
62,1.0,0.7169,1.0,0.530529737,0.7273,1.0,0.941791952,1.0,1.0,1.0
63,1.0,0.6913,1.0,0.552220583,0.7098,1.0,0.24500373,1.0,1.0,1.0
64,1.0,0.5456,1.0,0.54663986,0.5645,1.0,0.245113075,1.0,1.0,1.0
65,1.0,0.3435,1.0,0.885551214,0.3522,1.0,0.941361308,1.0,1.0,1.0
66,1.0,0.1074,1.0,0.809209287,0.1413,1.0,0.98618567,1.0,1.0,1.0
67,1.0,0.0,1.0,0.947045088,0.0,1.0,0.995172977,1.0,1.0,1.0
