Resource,natural_gas_combined_cycle,coal_super_1,coal_super_2,coal_super_3,coal_super_4,coal_super_5,20A_retrofit_1,20A_retrofit_2,20A_retrofit_3,20A_retrofit_4,20A_retrofit_5
t1,0.0,0.0,0.0,0.0,0.0,0.0,12810.546874999984,15695.254545454549,8965.698579545473,0.0,18138.49999999999
t2,0.0,0.0,0.0,0.0,0.0,0.0,12810.546874999984,15695.254545454549,8965.698579545473,0.0,15803.499999999989
t3,0.0,0.0,0.0,0.0,0.0,0.0,13306.11844008265,15695.254545454549,8965.698579545473,0.0,14237.92843491733
t4,0.0,0.0,0.0,0.0,0.0,0.0,12810.546874999984,15695.254545454549,8965.698579545473,0.0,14353.499999999993
t5,0.0,0.0,0.0,0.0,0.0,0.0,12810.546874999984,15695.254545454549,8965.698579545473,0.0,15723.499999999987
t6,0.0,0.0,0.0,0.0,0.0,0.0,18986.118440082646,15695.254545454549,8965.698579545473,0.0,14237.92843491733
t7,0.0,0.0,0.0,0.0,0.0,0.0,12810.546874999984,28536.826446280993,11159.698243801693,0.0,14237.92843491733
t8,0.0,0.0,0.0,0.0,0.0,0.0,23291.90340909088,15695.254545454549,16301.27014462813,0.0,17461.571900826442
t9,0.0,0.0,0.0,0.0,0.0,0.0,23291.90340909088,20778.898011363657,16301.27014462813,0.0,14237.92843491733
t10,0.0,0.0,0.0,0.0,0.0,0.0,23291.90340909088,21993.898011363653,16301.27014462813,0.0,14237.92843491733
t11,0.0,0.0,0.0,0.0,0.0,0.0,23291.90340909088,22808.898011363653,16301.27014462813,0.0,14237.92843491733
t12,0.0,0.0,0.0,0.0,0.0,0.0,23291.90340909088,23068.89801136367,16301.27014462813,0.0,14237.92843491733
t13,0.0,0.0,0.0,0.0,0.0,0.0,23291.90340909088,22543.898011363664,16301.27014462813,0.0,14237.92843491733
t14,0.0,0.0,0.0,0.0,0.0,0.0,23291.90340909088,21938.898011363653,16301.27014462813,0.0,14237.92843491733
t15,0.0,0.0,0.0,0.0,0.0,0.0,23291.90340909088,20933.898011363653,16301.27014462813,0.0,14237.92843491733
t16,0.0,0.0,0.0,0.0,0.0,0.0,23291.90340909088,20593.898011363664,16301.27014462813,0.0,14237.92843491733
t17,0.0,0.0,0.0,0.0,0.0,0.0,23291.90340909088,22868.898011363653,16301.27014462813,0.0,14237.92843491733
t18,0.0,0.0,0.0,0.0,0.0,0.0,23291.90340909088,28536.826446280993,13948.341709710794,0.0,14237.92843491733
t19,0.0,0.0,0.0,0.0,0.0,0.0,23291.90340909088,28536.826446280993,12768.34170971079,0.0,14237.92843491733
t20,0.0,0.0,0.0,0.0,0.0,0.0,23291.90340909088,22348.898011363657,16301.27014462813,0.0,14237.92843491733
t21,0.0,0.0,0.0,0.0,0.0,0.0,23291.90340909088,15695.254545454549,16301.27014462813,0.0,18026.57190082644
t22,0.0,0.0,0.0,0.0,0.0,0.0,12810.546874999984,28536.826446280993,13859.698243801688,0.0,14237.92843491733
t23,0.0,0.0,0.0,0.0,0.0,0.0,12810.546874999984,28260.826110537215,8965.698579545473,0.0,14237.92843491733
t24,0.0,0.0,0.0,0.0,0.0,0.0,12810.546874999984,15695.254545454549,16301.27014462813,0.0,14237.92843491733
t25,0.0,0.0,0.0,0.0,0.0,0.0,23291.90340909088,18581.826446280993,16301.27014462813,0.0,16500.0
t26,0.0,0.0,0.0,0.0,0.0,0.0,21813.47530991731,15695.254545454549,16301.27014462813,0.0,16500.0
t27,0.0,0.0,0.0,0.0,0.0,0.0,12810.546874999984,28536.826446280993,9642.626678719014,0.0,16500.0
t28,0.0,0.0,0.0,0.0,0.0,0.0,12810.546874999984,27453.754545454543,8965.698579545473,0.0,16500.0
t29,0.0,0.0,0.0,0.0,0.0,0.0,12810.546874999984,27613.754545454543,8965.698579545473,0.0,16500.0
t30,0.0,0.0,0.0,0.0,0.0,0.0,12810.546874999984,28536.826446280993,10712.626678719018,0.0,16500.0
t31,0.0,0.0,0.0,0.0,0.0,0.0,23291.90340909088,19866.82644628099,16301.27014462813,0.0,16500.0
t32,0.0,0.0,0.0,0.0,0.0,0.0,23291.90340909088,28536.826446280993,16301.27014462813,0.0,17439.999999999996
t33,0.0,0.0,0.0,0.0,0.0,0.0,18441.903409090868,28536.826446280993,16301.27014462813,0.0,30000.0
t34,0.0,0.0,1781.1211669421439,0.0,2579.0261057851053,0.0,23291.90340909088,28536.826446280993,16301.27014462813,0.0,30000.0
t35,0.0,9062.906818181858,2174.2759008264397,0.0,3148.3059173553493,0.0,23291.90340909088,28536.826446280993,16301.27014462813,0.0,30000.0
t36,0.0,5482.5273437500255,1195.8517454545424,13467.776747159072,1731.568254545442,0.0,23291.90340909088,28536.826446280993,16301.27014462813,0.0,30000.0
t37,0.0,5482.5273437500255,1195.8517454545424,12024.944993440082,3148.305917355352,0.0,23291.90340909088,28536.826446280993,16301.27014462813,0.0,30000.0
t38,0.0,5745.655689462843,1195.8517454545424,15499.106647727242,3148.305917355352,0.0,23291.90340909088,28536.826446280993,16301.27014462813,0.0,30000.0
t39,0.0,7129.971534090965,2174.2759008264397,15499.106647727242,3148.305917355352,0.0,23291.90340909088,28536.826446280993,16301.27014462813,0.0,30000.0
t40,0.0,8920.601534090963,2174.2759008264397,15499.106647727242,3148.305917355352,0.0,23291.90340909088,28536.826446280993,16301.27014462813,0.0,30000.0
t41,0.0,9968.231534090955,2174.2759008264397,15499.106647727242,3148.3059173553493,0.0,23291.90340909088,28536.826446280993,16301.27014462813,0.0,30000.0
t42,0.0,9936.119196900854,2174.2759008264397,15499.106647727242,1731.5682545454436,0.0,23291.90340909088,28536.826446280993,16301.27014462813,0.0,30000.0
t43,0.0,7648.05745144631,2174.2759008264397,15499.106647727242,0.0,0.0,23291.90340909088,28536.826446280993,16301.27014462813,0.0,30000.0
t44,0.0,5482.5273437500255,1195.8517454545424,13375.190910795414,0.0,0.0,23291.90340909088,28536.826446280993,16301.27014462813,0.0,30000.0
t45,0.0,5482.5273437500255,1195.8517454545424,10373.470910795415,0.0,0.0,23291.90340909088,28536.826446280993,16301.27014462813,0.0,30000.0
t46,0.0,0.0,1195.8517454545424,9919.428254545435,0.0,0.0,23291.90340909088,28536.826446280993,16301.27014462813,0.0,30000.0
t47,0.0,0.0,0.0,0.0,0.0,0.0,23291.90340909088,28536.826446280993,16301.27014462813,0.0,28424.999999999993
t48,0.0,0.0,0.0,0.0,0.0,0.0,23291.90340909088,28536.826446280993,16301.27014462813,0.0,19439.99999999999
t49,0.0,0.0,0.0,0.0,0.0,0.0,12810.546874999984,26918.754545454536,8965.698579545473,0.0,16500.0
t50,0.0,0.0,0.0,0.0,0.0,0.0,12810.546874999984,15695.254545454549,16294.198579545462,0.0,16500.0
t51,0.0,0.0,0.0,0.0,0.0,0.0,12810.546874999984,15695.254545454549,13934.198579545464,0.0,16500.0
t52,0.0,0.0,0.0,0.0,0.0,0.0,12810.546874999984,15695.254545454549,8965.698579545473,0.0,20428.499999999993
t53,0.0,0.0,0.0,0.0,0.0,0.0,12810.546874999984,15695.254545454549,13379.19857954546,0.0,16500.0
t54,0.0,0.0,0.0,0.0,0.0,0.0,12810.546874999984,15695.254545454549,16301.27014462813,0.0,17112.928434917336
t55,0.0,0.0,0.0,0.0,0.0,0.0,12810.546874999984,28536.826446280993,10082.62667871902,0.0,16500.0
t56,0.0,0.0,0.0,0.0,0.0,0.0,23291.90340909088,15695.254545454549,16301.27014462813,0.0,19201.57190082644
t57,0.0,0.0,0.0,0.0,0.0,0.0,23291.90340909088,28536.826446280993,11521.270144628133,0.0,16500.0
t58,0.0,0.0,0.0,0.0,0.0,0.0,23291.90340909088,28536.826446280993,16301.27014462813,0.0,16585.0
t59,0.0,0.0,0.0,0.0,0.0,0.0,23291.90340909088,28536.826446280993,16301.27014462813,0.0,21039.999999999993
t60,0.0,0.0,0.0,0.0,0.0,0.0,23291.90340909088,28536.826446280993,16301.27014462813,0.0,24345.0
t61,0.0,0.0,0.0,0.0,0.0,0.0,19771.90340909088,28536.826446280993,16301.27014462813,0.0,30000.0
t62,0.0,0.0,0.0,0.0,0.0,0.0,21641.90340909087,28536.826446280993,16301.27014462813,0.0,30000.0
t63,0.0,0.0,0.0,0.0,0.0,0.0,23291.90340909088,28536.826446280993,15696.270144628119,0.0,30000.0
t64,0.0,0.0,0.0,0.0,0.0,0.0,23121.903409090868,28536.826446280993,16301.27014462813,0.0,30000.0
t65,0.0,0.0,0.0,0.0,0.0,0.0,23291.90340909088,28536.826446280993,16301.27014462813,0.0,30000.0
t66,0.0,0.0,0.0,0.0,0.0,0.0,22271.90340909088,28536.826446280993,16301.27014462813,0.0,30000.0
t67,0.0,0.0,0.0,0.0,0.0,0.0,19036.903409090868,28536.826446280993,16301.27014462813,0.0,30000.0
t68,0.0,0.0,0.0,0.0,0.0,0.0,16121.903409090877,28536.826446280993,16301.27014462813,0.0,30000.0
t69,0.0,0.0,0.0,0.0,0.0,0.0,15861.903409090879,28536.826446280993,16301.27014462813,0.0,30000.0
t70,0.0,0.0,0.0,0.0,0.0,0.0,23291.90340909088,28536.826446280993,16301.27014462813,0.0,17319.999999999993
t71,0.0,0.0,0.0,0.0,0.0,0.0,23291.90340909088,28536.826446280993,9066.27014462812,0.0,16500.0
t72,0.0,0.0,0.0,0.0,0.0,0.0,12810.546874999984,28536.826446280993,11412.62667871902,0.0,16500.0
t73,0.0,0.0,0.0,0.0,0.0,0.0,23291.90340909088,16021.826446280997,0.0,0.0,15726.27014462812
t74,0.0,0.0,0.0,0.0,0.0,0.0,12810.546874999984,28536.826446280993,0.0,0.0,10747.626678719025
t75,0.0,0.0,0.0,0.0,0.0,0.0,12810.546874999984,28536.826446280993,0.0,0.0,9027.626678719018
t76,0.0,0.0,0.0,0.0,0.0,0.0,12810.546874999984,27980.004545454547,0.0,0.0,8649.448579545468
t77,0.0,0.0,0.0,0.0,0.0,0.0,12810.546874999984,28000.004545454543,0.0,0.0,8649.448579545468
t78,0.0,0.0,0.0,0.0,0.0,0.0,12810.546874999984,28536.826446280993,0.0,0.0,9652.626678719018
t79,0.0,0.0,0.0,0.0,0.0,0.0,23291.90340909088,15695.254545454549,0.0,0.0,14462.842045454572
