Resource,natural_gas_combined_cycle,coal_super_1,coal_super_2,coal_super_3,coal_super_4,coal_super_5,20A_retrofit_1,20A_retrofit_2,20A_retrofit_3,20A_retrofit_4,20A_retrofit_5,solar_pv,onshore_wind,battery,Total
Zone,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
AnnualSum,0.0,10452.007334710794,2882.4519008264383,19917.014483471037,3241.526280991714,0.0,2.3779203258994117e7,4.166249385730702e7,2.0103237180420313e7,0.0,3.133309670327856e7,0.0,0.0,0.0,1.16914524e8
t1,0.0,0.0,0.0,0.0,0.0,0.0,2562.109374999997,3139.05090909091,1793.1397159090945,0.0,3627.699999999998,0.0,0.0,0.0,11122.0
t2,0.0,0.0,0.0,0.0,0.0,0.0,2562.109374999997,3139.05090909091,1793.1397159090945,0.0,3160.6999999999975,0.0,0.0,0.0,10655.0
t3,0.0,0.0,0.0,0.0,0.0,0.0,2661.2236880165296,3139.05090909091,1793.1397159090945,0.0,2847.585686983466,0.0,0.0,0.0,10441.0
t4,0.0,0.0,0.0,0.0,0.0,0.0,2562.109374999997,3139.05090909091,1793.1397159090945,0.0,2870.6999999999985,0.0,0.0,0.0,10365.0
t5,0.0,0.0,0.0,0.0,0.0,0.0,2562.109374999997,3139.05090909091,1793.1397159090945,0.0,3144.6999999999975,0.0,0.0,0.0,10639.0
t6,0.0,0.0,0.0,0.0,0.0,0.0,3797.2236880165287,3139.05090909091,1793.1397159090945,0.0,2847.585686983466,0.0,0.0,0.0,11576.999999999998
t7,0.0,0.0,0.0,0.0,0.0,0.0,2562.109374999997,5707.365289256199,2231.9396487603385,0.0,2847.585686983466,0.0,0.0,0.0,13349.0
t8,0.0,0.0,0.0,0.0,0.0,0.0,4658.380681818176,3139.05090909091,3260.2540289256262,0.0,3492.314380165288,0.0,0.0,0.0,14550.0
t9,0.0,0.0,0.0,0.0,0.0,0.0,4658.380681818176,4155.779602272732,3260.2540289256262,0.0,2847.585686983466,0.0,0.0,0.0,14922.0
t10,0.0,0.0,0.0,0.0,0.0,0.0,4658.380681818176,4398.779602272731,3260.2540289256262,0.0,2847.585686983466,0.0,0.0,0.0,15165.0
t11,0.0,0.0,0.0,0.0,0.0,0.0,4658.380681818176,4561.779602272731,3260.2540289256262,0.0,2847.585686983466,0.0,0.0,0.0,15328.0
t12,0.0,0.0,0.0,0.0,0.0,0.0,4658.380681818176,4613.779602272734,3260.2540289256262,0.0,2847.585686983466,0.0,0.0,0.0,15380.000000000004
t13,0.0,0.0,0.0,0.0,0.0,0.0,4658.380681818176,4508.779602272733,3260.2540289256262,0.0,2847.585686983466,0.0,0.0,0.0,15275.000000000002
t14,0.0,0.0,0.0,0.0,0.0,0.0,4658.380681818176,4387.779602272732,3260.2540289256262,0.0,2847.585686983466,0.0,0.0,0.0,15154.0
t15,0.0,0.0,0.0,0.0,0.0,0.0,4658.380681818176,4186.779602272731,3260.2540289256262,0.0,2847.585686983466,0.0,0.0,0.0,14953.0
t16,0.0,0.0,0.0,0.0,0.0,0.0,4658.380681818176,4118.779602272733,3260.2540289256262,0.0,2847.585686983466,0.0,0.0,0.0,14885.000000000002
t17,0.0,0.0,0.0,0.0,0.0,0.0,4658.380681818176,4573.779602272732,3260.2540289256262,0.0,2847.585686983466,0.0,0.0,0.0,15340.0
t18,0.0,0.0,0.0,0.0,0.0,0.0,4658.380681818176,5707.365289256199,2789.668341942159,0.0,2847.585686983466,0.0,0.0,0.0,16003.0
t19,0.0,0.0,0.0,0.0,0.0,0.0,4658.380681818176,5707.365289256199,2553.6683419421583,0.0,2847.585686983466,0.0,0.0,0.0,15767.0
t20,0.0,0.0,0.0,0.0,0.0,0.0,4658.380681818176,4469.7796022727325,3260.2540289256262,0.0,2847.585686983466,0.0,0.0,0.0,15236.0
t21,0.0,0.0,0.0,0.0,0.0,0.0,4658.380681818176,3139.05090909091,3260.2540289256262,0.0,3605.3143801652877,0.0,0.0,0.0,14663.0
t22,0.0,0.0,0.0,0.0,0.0,0.0,2562.109374999997,5707.365289256199,2771.9396487603376,0.0,2847.585686983466,0.0,0.0,0.0,13888.999999999998
t23,0.0,0.0,0.0,0.0,0.0,0.0,2562.109374999997,5652.165222107444,1793.1397159090945,0.0,2847.585686983466,0.0,0.0,0.0,12855.0
t24,0.0,0.0,0.0,0.0,0.0,0.0,2562.109374999997,3139.05090909091,3260.2540289256262,0.0,2847.585686983466,0.0,0.0,0.0,11809.0
t25,0.0,0.0,0.0,0.0,0.0,0.0,4658.380681818176,3716.365289256198,3260.2540289256262,0.0,3300.0000000000005,0.0,0.0,0.0,14935.0
t26,0.0,0.0,0.0,0.0,0.0,0.0,4362.695061983462,3139.05090909091,3260.2540289256262,0.0,3300.0000000000005,0.0,0.0,0.0,14061.999999999998
t27,0.0,0.0,0.0,0.0,0.0,0.0,2562.109374999997,5707.365289256199,1928.525335743803,0.0,3300.0000000000005,0.0,0.0,0.0,13497.999999999998
t28,0.0,0.0,0.0,0.0,0.0,0.0,2562.109374999997,5490.750909090909,1793.1397159090945,0.0,3300.0000000000005,0.0,0.0,0.0,13146.0
t29,0.0,0.0,0.0,0.0,0.0,0.0,2562.109374999997,5522.750909090909,1793.1397159090945,0.0,3300.0000000000005,0.0,0.0,0.0,13178.0
t30,0.0,0.0,0.0,0.0,0.0,0.0,2562.109374999997,5707.365289256199,2142.525335743803,0.0,3300.0000000000005,0.0,0.0,0.0,13711.999999999998
t31,0.0,0.0,0.0,0.0,0.0,0.0,4658.380681818176,3973.365289256198,3260.2540289256262,0.0,3300.0000000000005,0.0,0.0,0.0,15192.0
t32,0.0,0.0,0.0,0.0,0.0,0.0,4658.380681818176,5707.365289256199,3260.2540289256262,0.0,3487.9999999999995,0.0,0.0,0.0,17114.0
t33,0.0,0.0,0.0,0.0,0.0,0.0,3688.380681818174,5707.365289256199,3260.2540289256262,0.0,6000.0,0.0,0.0,0.0,18656.0
t34,0.0,0.0,160.9490909090905,0.0,233.05090909090742,0.0,4658.380681818176,5707.365289256199,3260.2540289256262,0.0,6000.0,0.0,0.0,0.0,20020.0
t35,0.0,858.6363636363674,292.63471074380084,0.0,423.72892561983167,0.0,4658.380681818176,5707.365289256199,3260.2540289256262,0.0,6000.0,0.0,0.0,0.0,21201.0
t36,0.0,737.8906250000033,160.9490909090905,1251.1093749999986,233.05090909090742,0.0,4658.380681818176,5707.365289256199,3260.2540289256262,0.0,6000.0,0.0,0.0,0.0,22009.0
t37,0.0,737.8906250000033,160.9490909090905,1618.4313584710744,423.728925619832,0.0,4658.380681818176,5707.365289256199,3260.2540289256262,0.0,6000.0,0.0,0.0,0.0,22567.0
t38,0.0,773.3049380165334,160.9490909090905,2086.0170454545414,423.728925619832,0.0,4658.380681818176,5707.365289256199,3260.2540289256262,0.0,6000.0,0.0,0.0,0.0,23069.999999999996
t39,0.0,959.6193181818257,292.63471074380084,2086.0170454545414,423.728925619832,0.0,4658.380681818176,5707.365289256199,3260.2540289256262,0.0,6000.0,0.0,0.0,0.0,23388.0
t40,0.0,1200.6193181818255,292.63471074380084,2086.0170454545414,423.728925619832,0.0,4658.380681818176,5707.365289256199,3260.2540289256262,0.0,6000.0,0.0,0.0,0.0,23629.0
