BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
t1550,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3449.760187156513,-42.000547332718504,-9448.341108979315,7477.6327147666825,0.0,-0.0,0.0,0.0,0.0,0.0,-4749.801455186555,-29.22514124494428,-2698.606118335182,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1300.0412680300428,-12.775406087774225,-1287.2658619422687
t1551,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3327.2108526440165,-41.00532178315261,-9326.787000016384,7305.261061469141,0.0,-0.0,0.0,0.0,0.0,0.0,-4612.158762299097,-28.37823697348722,-2664.7240621965575,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1284.947909655081,-12.627084809665392,-1272.3208248454157
t1552,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3249.8393427944234,-40.35238890196653,-9250.068423047976,7193.356710420621,0.0,-0.0,0.0,0.0,0.0,0.0,-4523.718789641199,-27.834073029580942,-2641.8038477498408,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1273.879446846776,-12.518315872385582,-1261.3611309743903
t1553,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3337.235988039394,-41.067005624191836,-9336.750451570722,7317.34094283136,0.0,-0.0,0.0,0.0,0.0,0.0,-4622.183897694475,-28.43992081452644,-2666.717124322359,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1284.947909655081,-12.627084809665392,-1272.3208248454157
t1554,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3629.6307607278477,-43.52533808139204,-9626.686891801975,7736.752425325407,0.0,-0.0,0.0,0.0,0.0,0.0,-4955.8338499411575,-30.49284177822917,-2750.4257336060205,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1326.20308921331,-13.032496303162873,-1313.1705929101472
t1555,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,4301.768414811949,-49.10808318024031,-10293.24180078723,8693.483949040614,0.0,-0.0,0.0,0.0,0.0,0.0,-5718.53165427503,-35.18565920842443,-2939.7666355571596,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1416.763239463081,-13.922423971815876,-1402.840815491265
t1556,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,4316.838475596868,-49.232966633650804,-10308.186978118738,8715.654220206363,0.0,-0.0,0.0,0.0,0.0,0.0,-5735.614162843278,-35.29076649142041,-2944.749290871663,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1418.7756872464092,-13.942200142230389,-1404.8334871041789
t1557,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3903.8993954749917,-45.791745395092526,-9898.68911923542,8125.888448262055,0.0,-0.0,0.0,0.0,0.0,0.0,-5266.32654478821,-32.403278024468456,-2827.158625449377,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1362.4271493132185,-13.388467370624074,-1349.0386819425944
t1558,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3140.3226842959166,-39.43735234575162,-9141.466801105686,7037.087515319124,0.0,-0.0,0.0,0.0,0.0,0.0,-4399.10877276773,-27.067357751474866,-2610.911384799918,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1258.786088471814,-12.369994594276749,-1246.4160938775374
t1559,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,2288.330635486404,-32.345995344155625,-8296.56610929777,5822.264974543498,0.0,-0.0,0.0,0.0,0.0,0.0,-3431.400976416844,-21.113130548713265,-2369.750867577941,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1143.0703409304401,-11.232864795442355,-1131.8374761349978
t1560,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,1482.5351037252613,-25.61927824096919,-7497.497294639813,4671.940173564645,0.0,-0.0,0.0,0.0,0.0,0.0,-2514.920816572648,-15.474102818324953,-2141.545254173673,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1032.385712847387,-10.145175422644238,-1022.2405374247428
t1561,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,863.6277403122167,-20.46053057518376,-6883.7486788925535,3788.792387672911,0.0,-0.0,0.0,0.0,0.0,0.0,-1811.4906462598176,-11.145954309948987,-1966.1557871031443,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,947.862905947601,-9.31457626523477,-938.5483296823662
t1562,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,569.2441193906136,-18.006040195701534,-6591.819548350432,3368.3922348298893,0.0,-0.0,0.0,0.0,0.0,0.0,-1476.85806967165,-9.086987338756984,-1882.4471778194827,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,907.6139502810362,-8.919052856944546,-898.6948974240917
t1563,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,441.6336806426505,-16.93143618783855,-6465.283713610332,3185.8980292934134,0.0,-0.0,0.0,0.0,0.0,0.0,-1331.1356008737325,-8.190368864624604,-1846.5720595550565,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,889.501920231082,-8.741067323213946,-880.7608529078681
t1564,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,430.5898528618088,-16.847405116769576,-6454.323916900559,3170.784241446344,0.0,-0.0,0.0,0.0,0.0,0.0,-1319.0855492012267,-8.116225878762888,-1843.5824663663543,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,888.4956963394179,-8.731179238006689,-879.7645171014112
t1565,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,640.5843691570552,-18.60578392633827,-6662.5600543862365,3471.222738712452,0.0,-0.0,0.0,0.0,0.0,0.0,-1558.2605583547327,-9.587850217321165,-1903.3743301403981,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,917.6761891976774,-9.017933709017102,-908.6582554886603
t1566,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,1349.9120972796097,-24.513832312586608,-7365.979734122543,4483.406027347061,0.0,-0.0,0.0,0.0,0.0,0.0,-2364.1857800770426,-14.546642423672967,-2104.673604846346,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1014.2736827974328,-9.96718988891364,-1004.3064929085192
t1567,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,2738.4274319548813,-36.08016217826232,-8742.92873893214,6463.432062284788,0.0,-0.0,0.0,0.0,0.0,0.0,-3941.8712063851694,-24.254012270384628,-2497.306843629234,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1203.4437744302877,-11.826149907877692,-1191.6176245224099
t1568,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3463.8439132478197,-42.135441247950894,-9462.289941155388,7498.826466444196,0.0,-0.0,0.0,0.0,0.0,0.0,-4766.903852952855,-29.3303709045549,-2702.5922425867852,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1303.0599397050353,-12.805070343395993,-1290.2548693616393
t1569,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3592.4406866893955,-43.20003479399198,-9589.822121050924,7682.297191468906,0.0,-0.0,0.0,0.0,0.0,0.0,-4912.606432552721,-30.226867002072638,-2739.463891914112,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1320.1657458633256,-12.97316779191934,-1307.1925780714062
t1570,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3597.453254387084,-43.23087671451159,-9594.803846828092,7688.337132150015,0.0,-0.0,0.0,0.0,0.0,0.0,-4917.61900025041,-30.25770892259225,-2740.460422977013,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1320.1657458633256,-12.97316779191934,-1307.1925780714062
t1571,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3623.599500644694,-43.472148930842685,-9620.708820869373,7727.678578159446,0.0,-0.0,0.0,0.0,0.0,0.0,-4948.79636596634,-30.449540712887067,-2748.4326714802187,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1325.196865321646,-13.022608217955618,-1312.1742571036905
t1572,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3584.4043995271663,-43.134508875234765,-9581.851359807451,7670.20944939276,0.0,-0.0,0.0,0.0,0.0,0.0,-4903.563921498828,-30.171229168522682,-2736.47429872541,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1319.1595219716612,-12.963279706712083,-1306.1962422649492
t1573,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3515.085355685728,-42.563280758731715,-9513.103544082516,7572.418064981594,0.0,-0.0,0.0,0.0,0.0,0.0,-4825.188862632413,-29.688993818884928,-2717.5402085302962,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1310.1035069466843,-12.874286939846787,-1297.2292200068375
t1574,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3491.962828892657,-42.35669254063821,-9490.187605507537,7538.127889304295,0.0,-0.0,0.0,0.0,0.0,0.0,-4798.041440272685,-29.521957941620446,-2710.564491089991,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1306.0786113800277,-12.83473459901776,-1293.24387678101
t1575,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3395.5273829459193,-41.570381515551766,-9394.538470585887,7402.04376395667,0.0,-0.0,0.0,0.0,0.0,0.0,-4689.531307625978,-28.854303939021072,-2683.658152391671,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1294.0039246800584,-12.716077576530694,-1281.2878471035276
t1576,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3324.1871331794755,-40.97063778491501,-9323.797964550082,7299.213260074105,0.0,-0.0,0.0,0.0,0.0,0.0,-4608.128818942892,-28.353441060456877,-2662.7310000707557,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1283.9416857634171,-12.617196724458138,-1271.324489038959
t1577,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3362.3635419115426,-41.285930610493196,-9361.65908045657,7354.645013418843,0.0,-0.0,0.0,0.0,0.0,0.0,-4651.3363471332805,-28.61929345999878,-2674.6893728255645,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1288.9728052217376,-12.666637150494417,-1276.3061680712433
t1578,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3641.677102048226,-43.615537536564936,-9638.643033667182,7752.874895096118,0.0,-0.0,0.0,0.0,0.0,0.0,-4968.8864151532,-30.573153148194805,-2753.4153267947227,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1327.2093131049742,-13.042384388370131,-1314.1669287166042
t1579,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,4316.838475596868,-49.232966633650804,-10308.186978118738,8715.654220206363,0.0,-0.0,0.0,0.0,0.0,0.0,-5735.614162843278,-35.29076649142041,-2944.749290871663,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1418.7756872464092,-13.942200142230389,-1404.8334871041789
t1580,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,4309.804701974178,-49.17360909899752,-10301.212562030702,8705.57169111676,0.0,-0.0,0.0,0.0,0.0,0.0,-5727.574165328922,-35.241297041974384,-2942.756228745862,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1417.769463354745,-13.93231205702313,-1403.837151297722
t1581,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3901.8943683959183,-45.779408626884695,-9896.696428924553,8123.871084414774,0.0,-0.0,0.0,0.0,0.0,0.0,-5264.321517709137,-32.390941256260625,-2827.158625449377,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1362.4271493132185,-13.388467370624074,-1349.0386819425944
t1582,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3178.4990930279823,-39.752645171329796,-9179.327917012171,7091.522737600959,0.0,-0.0,0.0,0.0,0.0,0.0,-4442.316300958117,-27.333210151016765,-2621.873226491826,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1263.8172079301348,-12.419435020313028,-1251.3977729098217
t1583,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,2187.836598843739,-31.48647424487602,-8196.931593754383,5677.066978880579,0.0,-0.0,0.0,0.0,0.0,0.0,-3315.813581399217,-20.4019307275425,-2340.8514667538193,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1127.9769825554783,-11.08454351733352,-1116.8924390381449
t1584,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,1368.9922122226783,-24.663389302412778,-7384.910292075786,4509.6110262073735,0.0,-0.0,0.0,0.0,0.0,0.0,-2385.2783428034395,-14.676423243084624,-2109.65626016085,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1016.2861305807611,-9.98696605932815,-1006.299164521433
t1585,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,813.388811413847,-20.03885944850687,-6833.93142112086,3716.2094710591555,0.0,-0.0,0.0,0.0,0.0,0.0,-1754.2081501197993,-10.79349977972289,-1951.2078211596333,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,940.8193387059522,-9.245359668783982,-931.5739790371682
t1586,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,521.0102175713187,-17.59670583723248,-6543.994980889606,3299.8197441892175,0.0,-0.0,0.0,0.0,0.0,0.0,-1421.5806006107061,-8.746869576738725,-1869.4922740017732,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,900.5703830393874,-8.849836260493756,-891.7205467788937
t1587,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,395.4209847483563,-16.550617443503167,-6419.451836460374,3120.3715959983333,0.0,-0.0,0.0,0.0,0.0,0.0,-1278.8855616294536,-7.868878631532756,-1833.6171557373468,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,883.4645768810974,-8.681738811970412,-874.7828380691269
t1588,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,364.2783496389821,-16.29468215257828,-6388.565136641924,3076.0189028061,0.0,-0.0,0.0,0.0,0.0,0.0,-1243.7180309534228,-7.652495681436888,-1824.6483761712402,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,879.4396813144407,-8.64218647114139,-870.7974948432994
t1589,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,566.2365787719997,-17.98753504338976,-6588.83051288413,3364.3696579960633,0.0,-0.0,0.0,0.0,0.0,0.0,-1473.8505290530359,-9.068482186445213,-1881.450646756582,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,907.6139502810362,-8.919052856944546,-898.6948974240917
t1590,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,1262.499273188713,-23.78303674443547,-7279.297705599797,4358.393101438013,0.0,-0.0,0.0,0.0,0.0,0.0,-2264.6982692861766,-13.934503878008897,-2079.760328273828,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1002.1989960974636,-9.848532866426574,-992.3504632310369
t1591,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,2653.0358137889866,-35.37788222424484,-8658.239400720262,6342.4617247842325,0.0,-0.0,0.0,0.0,0.0,0.0,-3845.4111254109685,-23.66050125364697,-2473.390098119617,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1192.3753116219823,-11.71738097059788,-1180.6579306513843
t1592,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3403.563670108146,-41.635907434308955,-9402.509231829357,7413.134974969912,0.0,-0.0,0.0,0.0,0.0,0.0,-4698.573818679868,-28.90994177257101,-2685.651214517473,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1295.0101485717223,-12.725965661737948,-1282.2841829099843
t1593,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3531.1579300101835,-42.69433259624611,-9529.045066569457,7594.600487008079,0.0,-0.0,0.0,0.0,0.0,0.0,-4843.273884740196,-29.80026948598482,-2721.5263327818993,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1312.1159547300124,-12.894063110261296,-1299.2218916197512
t1594,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3583.40188598763,-43.12834049113086,-9580.85501465202,7669.20076746912,0.0,-0.0,0.0,0.0,0.0,0.0,-4902.5614079592915,-30.165060784418774,-2736.47429872541,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1319.1595219716612,-12.963279706712083,-1306.1962422649492
t1595,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3649.713389210458,-43.68106345532216,-9646.613794910654,7763.966106109366,0.0,-0.0,0.0,0.0,0.0,0.0,-4977.928926207096,-30.62879098174478,-2755.408388920524,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1328.215536996638,-13.052272473577382,-1315.163264523061
t1596,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3199.600413896052,-39.93071777528963,-9200.251165276282,7121.7703248697635,0.0,-0.0,0.0,0.0,0.0,0.0,-4466.436293501179,-27.48161849935483,-2627.85241286923,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1266.835879605127,-12.449099275934794,-1254.3867803291923
t1597,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3380.441143315074,-41.42931921621545,-9379.593293254378,7379.841330355514,0.0,-0.0,0.0,0.0,0.0,0.0,-4671.426396320139,-28.742905895306517,-2679.6720281400685,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1290.9852530050662,-12.686413320908928,-1278.298839684157
t1598,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3373.4073696923833,-41.36996168156217,-9372.618877166342,7368.762270203011,0.0,-0.0,0.0,0.0,0.0,0.0,-4663.386398805785,-28.693436445860492,-2676.6824349513663,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1289.9790291134016,-12.676525235701671,-1277.3025038777
t1599,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3619.573267640618,-43.431296548501166,-9616.723440247637,7720.62209484077,0.0,-0.0,0.0,0.0,0.0,0.0,-4943.7639090706,-30.41857641575281,-2746.4396093544174,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1324.1906414299817,-13.012720132748361,-1311.1779212972335
t1600,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3028.800998718335,-38.50997902132887,-9030.872488852527,6878.800956370344,0.0,-0.0,0.0,0.0,0.0,0.0,-4272.493728815188,-26.28830570516095,-2580.018921849995,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1243.6927300968523,-12.221673316167916,-1231.4710567806844
t1601,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3437.7138458361333,-41.91034787754561,-9436.384967114109,7460.513713933071,0.0,-0.0,0.0,0.0,0.0,0.0,-4736.748889974512,-29.144829874978644,-2694.6199940835795,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1299.035044138379,-12.765518002566973,-1286.269526135812
t1602,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3661.775909376759,-43.78744175642086,-9658.569936775859,7782.113800441282,0.0,-0.0,0.0,0.0,0.0,0.0,-4992.003894156726,-30.715393112428963,-2759.394513172127,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1330.2279847799668,-13.072048643991897,-1317.1559361359748
t1603,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,4280.667093943879,-48.93001057628047,-10272.318552523118,8664.232892834707,0.0,-0.0,0.0,0.0,0.0,0.0,-5694.411661731968,-35.03725086008636,-2934.7839802426556,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1413.7445677880887,-13.89275971619411,-1399.8518080718945
t1604,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,4275.6545262461905,-48.89916865576086,-10267.33682674595,8657.1964210907,0.0,-0.0,0.0,0.0,0.0,0.0,-5689.399094034279,-35.006408939566754,-2932.7909181168543,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1413.7445677880887,-13.89275971619411,-1399.8518080718945
t1605,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3855.681672501624,-45.398589882549324,-9850.864551774595,8058.3446511196935,0.0,-0.0,0.0,0.0,0.0,0.0,-5212.071478464858,-32.06945102316878,-2814.203721631667,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1356.3898059632338,-13.329138859380542,-1343.0606671038531
t1606,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3147.3564579186063,-39.49670988040489,-9148.441217193722,7047.170044408725,0.0,-0.0,0.0,0.0,0.0,0.0,-4407.148770282085,-27.116827200920888,-2612.904446925719,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1259.7923123634782,-12.379882679484004,-1247.412429683994
t1607,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,2217.992899259504,-31.75241999762283,-8226.8219484174,5721.439683647482,0.0,-0.0,0.0,0.0,0.0,0.0,-3351.001001273303,-20.618436054253028,-2349.820246319926,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1133.008102013799,-11.133983943369797,-1121.8741180704292
t1608,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,1362.9771309854518,-24.626378997789242,-7378.932221143183,4501.565872539722,0.0,-0.0,0.0,0.0,0.0,0.0,-2379.2632615662133,-14.63941293846109,-2107.663198035048,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1016.2861305807611,-9.98696605932815,-1006.299164521433
t1609,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,780.2249703794707,-19.754408543448307,-6801.052030991543,3668.8107205213296,0.0,-0.0,0.0,0.0,0.0,0.0,-1716.0131896271023,-10.558489300700606,-1942.2390415935267,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,935.7882192476316,-9.195919242747703,-926.5923000048839
t1610,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,463.75369389618436,-17.13185602182814,-6487.203307029877,3218.1829919841693,0.0,-0.0,0.0,0.0,0.0,0.0,-1357.2805096939228,-8.351236357785167,-1852.551245932461,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,893.5268157977385,-8.780619664042968,-884.7461961336955
t1611,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,314.0394207406125,-15.873011025901391,-6338.747878870231,3004.432517255246,0.0,-0.0,0.0,0.0,0.0,0.0,-1186.4355348134045,-7.300041151210792,-1810.69694129063,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,872.3961140727921,-8.572969874690601,-863.8231441981014
t1612,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,279.8892450126237,-15.598570582664726,-6304.8721435854795,2956.0572472291856,0.0,-0.0,0.0,0.0,0.0,0.0,-1148.2604635187593,-7.065153048803149,-1800.7316306616228,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,868.3712185061355,-8.533417533861577,-859.837800972274
t1613,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,450.6886601903411,-17.019309336625494,-6474.250820009236,3200.0231467915073,0.0,-0.0,0.0,0.0,0.0,0.0,-1342.2030282047515,-8.258465842997037,-1849.5616527437587,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,891.5143680144103,-8.760843493628457,-882.7535245207819
t1614,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,1092.7023715505322,-22.368466374578617,-7110.915374331475,4115.435883799331,0.0,-0.0,0.0,0.0,0.0,0.0,-2071.758218139721,-12.747359467918924,-2030.9303061916917,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,979.0558465891888,-9.621106906659694,-969.4347396825291
t1615,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,2396.8286015994486,-33.238684670340795,-8404.171386084627,5976.496794223048,0.0,-0.0,0.0,0.0,0.0,0.0,-3553.986077013187,-21.867386681996862,-2400.6433305278633,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1157.1574754137382,-11.371297988343935,-1145.786177425394
t1616,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3274.950717820645,-40.55513504234206,-9274.977051933824,7229.6320875097945,0.0,-0.0,0.0,0.0,0.0,0.0,-4551.848836342414,-28.00715491433471,-2649.7760962530465,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1276.8981185217683,-12.54798012800735,-1264.350138393761
t1617,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3583.40188598763,-43.12834049113086,-9580.85501465202,7669.20076746912,0.0,-0.0,0.0,0.0,0.0,0.0,-4902.5614079592915,-30.165060784418774,-2736.47429872541,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1319.1595219716612,-12.963279706712083,-1306.1962422649492
t1618,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3802.435202984641,-44.958413603560665,-9798.058258536601,7982.735688735013,0.0,-0.0,0.0,0.0,0.0,0.0,-5151.781441706226,-31.69849134063091,-2799.255755688156,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1349.3462387215848,-13.25992226292975,-1336.0863164586551
t1619,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3983.275932403662,-46.457015044486475,-9977.400386514695,8239.810163157861,0.0,-0.0,0.0,0.0,0.0,0.0,-5356.771544525185,-32.959778736582585,-2850.0788398960935,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1373.4956121215237,-13.497236307903886,-1359.9983758136198
t1620,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,4031.509834222957,-46.86634940295553,-10025.224953975521,8309.379184861435,0.0,-0.0,0.0,0.0,0.0,0.0,-5412.04901358613,-33.29989649860085,-2864.0302747767037,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1380.5391793631727,-13.566452904354676,-1366.972726458818
t1621,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3977.2446723205085,-46.40382589393711,-9971.422315582093,8230.7363159919,0.0,-0.0,0.0,0.0,0.0,0.0,-5349.734060550368,-32.91647767124048,-2848.085777770292,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1372.4893882298597,-13.48734822269663,-1359.002040007163
t1622,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3966.2008445396677,-46.31979482286815,-9960.46251887232,8215.622528144833,0.0,-0.0,0.0,0.0,0.0,0.0,-5337.684008877864,-32.842334685378766,-2845.09618458159,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1371.4831643381956,-13.477460137489373,-1358.005704200706
t1623,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3880.8092263737726,-45.617514868850684,-9875.773180660442,8094.652190644278,0.0,-0.0,0.0,0.0,0.0,0.0,-5241.223927903663,-32.248823668641116,-2821.1794390719724,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1360.4147015298902,-13.368691200209563,-1347.0460103296807
t1624,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3824.522858546325,-45.12647574569861,-9819.977851956146,8012.963264429153,0.0,-0.0,0.0,0.0,0.0,0.0,-5175.881545051238,-31.84677731235435,-2805.2349420655605,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1351.3586865049133,-13.279698433344263,-1338.0789880715688
t1625,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3901.8943683959183,-45.779408626884695,-9896.696428924553,8123.871084414774,0.0,-0.0,0.0,0.0,0.0,0.0,-5264.321517709137,-32.390941256260625,-2827.158625449377,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1362.4271493132185,-13.388467370624074,-1349.0386819425944
