Time_Index,CT_NG,ME_NG,MA_NG,MA_NGCCS,None
378,5.45,5.45,5.28,5.28,0.0
379,5.45,5.45,5.28,5.28,0.0
380,5.45,5.45,5.28,5.28,0.0
381,5.45,5.45,5.28,5.28,0.0
382,5.45,5.45,5.28,5.28,0.0
383,5.45,5.45,5.28,5.28,0.0
384,5.45,5.45,5.28,5.28,0.0
385,5.45,5.45,5.28,5.28,0.0
386,5.45,5.45,5.28,5.28,0.0
387,5.45,5.45,5.28,5.28,0.0
388,5.45,5.45,5.28,5.28,0.0
389,5.45,5.45,5.28,5.28,0.0
390,5.45,5.45,5.28,5.28,0.0
391,5.45,5.45,5.28,5.28,0.0
392,5.45,5.45,5.28,5.28,0.0
393,5.45,5.45,5.28,5.28,0.0
394,5.45,5.45,5.28,5.28,0.0
395,5.45,5.45,5.28,5.28,0.0
396,5.45,5.45,5.28,5.28,0.0
397,5.45,5.45,5.28,5.28,0.0
398,5.45,5.45,5.28,5.28,0.0
399,5.45,5.45,5.28,5.28,0.0
400,5.45,5.45,5.28,5.28,0.0
401,5.45,5.45,5.28,5.28,0.0
402,5.45,5.45,5.28,5.28,0.0
403,5.45,5.45,5.28,5.28,0.0
404,5.45,5.45,5.28,5.28,0.0
405,5.45,5.45,5.28,5.28,0.0
406,5.45,5.45,5.28,5.28,0.0
407,5.45,5.45,5.28,5.28,0.0
408,5.45,5.45,5.28,5.28,0.0
409,5.45,5.45,5.28,5.28,0.0
410,5.45,5.45,5.28,5.28,0.0
411,5.45,5.45,5.28,5.28,0.0
412,5.45,5.45,5.28,5.28,0.0
413,5.45,5.45,5.28,5.28,0.0
414,5.45,5.45,5.28,5.28,0.0
415,5.45,5.45,5.28,5.28,0.0
416,5.45,5.45,5.28,5.28,0.0
417,5.45,5.45,5.28,5.28,0.0
418,5.45,5.45,5.28,5.28,0.0
419,5.45,5.45,5.28,5.28,0.0
420,5.45,5.45,5.28,5.28,0.0
421,5.45,5.45,5.28,5.28,0.0
422,5.45,5.45,5.28,5.28,0.0
423,5.45,5.45,5.28,5.28,0.0
424,5.45,5.45,5.28,5.28,0.0
425,5.45,5.45,5.28,5.28,0.0
426,5.45,5.45,5.28,5.28,0.0
427,5.45,5.45,5.28,5.28,0.0
428,5.45,5.45,5.28,5.28,0.0
429,5.45,5.45,5.28,5.28,0.0
430,5.45,5.45,5.28,5.28,0.0
431,5.45,5.45,5.28,5.28,0.0
432,5.45,5.45,5.28,5.28,0.0
433,5.45,5.45,5.28,5.28,0.0
434,5.45,5.45,5.28,5.28,0.0
435,5.45,5.45,5.28,5.28,0.0
436,5.45,5.45,5.28,5.28,0.0
437,5.45,5.45,5.28,5.28,0.0
438,5.45,5.45,5.28,5.28,0.0
439,5.45,5.45,5.28,5.28,0.0
440,5.45,5.45,5.28,5.28,0.0
441,5.45,5.45,5.28,5.28,0.0
442,5.45,5.45,5.28,5.28,0.0
443,5.45,5.45,5.28,5.28,0.0
444,5.45,5.45,5.28,5.28,0.0
445,5.45,5.45,5.28,5.28,0.0
446,5.45,5.45,5.28,5.28,0.0
447,5.45,5.45,5.28,5.28,0.0
448,5.45,5.45,5.28,5.28,0.0
449,5.45,5.45,5.28,5.28,0.0
450,5.45,5.45,5.28,5.28,0.0
451,5.45,5.45,5.28,5.28,0.0
452,5.45,5.45,5.28,5.28,0.0
453,5.45,5.45,5.28,5.28,0.0
454,5.45,5.45,5.28,5.28,0.0
455,5.45,5.45,5.28,5.28,0.0
456,5.45,5.45,5.28,5.28,0.0
457,5.45,5.45,5.28,5.28,0.0
458,5.45,5.45,5.28,5.28,0.0
459,5.45,5.45,5.28,5.28,0.0
460,5.45,5.45,5.28,5.28,0.0
461,5.45,5.45,5.28,5.28,0.0
462,5.45,5.45,5.28,5.28,0.0
463,5.45,5.45,5.28,5.28,0.0
464,5.45,5.45,5.28,5.28,0.0
465,5.45,5.45,5.28,5.28,0.0
466,5.45,5.45,5.28,5.28,0.0
467,5.45,5.45,5.28,5.28,0.0
468,5.45,5.45,5.28,5.28,0.0
469,5.45,5.45,5.28,5.28,0.0
470,5.45,5.45,5.28,5.28,0.0
471,5.45,5.45,5.28,5.28,0.0
472,5.45,5.45,5.28,5.28,0.0
473,5.45,5.45,5.28,5.28,0.0
474,5.45,5.45,5.28,5.28,0.0
475,5.45,5.45,5.28,5.28,0.0
476,5.45,5.45,5.28,5.28,0.0
477,5.45,5.45,5.28,5.28,0.0
478,5.45,5.45,5.28,5.28,0.0
479,5.45,5.45,5.28,5.28,0.0
480,5.45,5.45,5.28,5.28,0.0
481,5.45,5.45,5.28,5.28,0.0
482,5.45,5.45,5.28,5.28,0.0
483,5.45,5.45,5.28,5.28,0.0
484,5.45,5.45,5.28,5.28,0.0
485,5.45,5.45,5.28,5.28,0.0
486,5.45,5.45,5.28,5.28,0.0
487,5.45,5.45,5.28,5.28,0.0
488,5.45,5.45,5.28,5.28,0.0
489,5.45,5.45,5.28,5.28,0.0
490,5.45,5.45,5.28,5.28,0.0
491,5.45,5.45,5.28,5.28,0.0
492,5.45,5.45,5.28,5.28,0.0
493,5.45,5.45,5.28,5.28,0.0
494,5.45,5.45,5.28,5.28,0.0
495,5.45,5.45,5.28,5.28,0.0
496,5.45,5.45,5.28,5.28,0.0
497,5.45,5.45,5.28,5.28,0.0
498,5.45,5.45,5.28,5.28,0.0
499,5.45,5.45,5.28,5.28,0.0
500,5.45,5.45,5.28,5.28,0.0
501,5.45,5.45,5.28,5.28,0.0
502,5.45,5.45,5.28,5.28,0.0
503,5.45,5.45,5.28,5.28,0.0
504,5.45,5.45,5.28,5.28,0.0
505,1.94,1.94,1.95,1.95,0.0
506,1.94,1.94,1.95,1.95,0.0
507,1.94,1.94,1.95,1.95,0.0
508,1.94,1.94,1.95,1.95,0.0
509,1.94,1.94,1.95,1.95,0.0
510,1.94,1.94,1.95,1.95,0.0
511,1.94,1.94,1.95,1.95,0.0
512,1.94,1.94,1.95,1.95,0.0
513,1.94,1.94,1.95,1.95,0.0
514,1.94,1.94,1.95,1.95,0.0
515,1.94,1.94,1.95,1.95,0.0
516,1.94,1.94,1.95,1.95,0.0
517,1.94,1.94,1.95,1.95,0.0
518,1.94,1.94,1.95,1.95,0.0
519,1.94,1.94,1.95,1.95,0.0
520,1.94,1.94,1.95,1.95,0.0
521,1.94,1.94,1.95,1.95,0.0
522,1.94,1.94,1.95,1.95,0.0
523,1.94,1.94,1.95,1.95,0.0
524,1.94,1.94,1.95,1.95,0.0
525,1.94,1.94,1.95,1.95,0.0
526,1.94,1.94,1.95,1.95,0.0
527,1.94,1.94,1.95,1.95,0.0
528,1.94,1.94,1.95,1.95,0.0
529,1.94,1.94,1.95,1.95,0.0
530,1.94,1.94,1.95,1.95,0.0
531,1.94,1.94,1.95,1.95,0.0
532,1.94,1.94,1.95,1.95,0.0
533,1.94,1.94,1.95,1.95,0.0
534,1.94,1.94,1.95,1.95,0.0
535,1.94,1.94,1.95,1.95,0.0
536,1.94,1.94,1.95,1.95,0.0
537,1.94,1.94,1.95,1.95,0.0
538,1.94,1.94,1.95,1.95,0.0
539,1.94,1.94,1.95,1.95,0.0
540,1.94,1.94,1.95,1.95,0.0
541,1.94,1.94,1.95,1.95,0.0
542,1.94,1.94,1.95,1.95,0.0
543,1.94,1.94,1.95,1.95,0.0
544,1.94,1.94,1.95,1.95,0.0
545,1.94,1.94,1.95,1.95,0.0
546,1.94,1.94,1.95,1.95,0.0
547,1.94,1.94,1.95,1.95,0.0
548,1.94,1.94,1.95,1.95,0.0
549,1.94,1.94,1.95,1.95,0.0
550,1.94,1.94,1.95,1.95,0.0
551,1.94,1.94,1.95,1.95,0.0
552,1.94,1.94,1.95,1.95,0.0
553,1.94,1.94,1.95,1.95,0.0
554,1.94,1.94,1.95,1.95,0.0
555,1.94,1.94,1.95,1.95,0.0
556,1.94,1.94,1.95,1.95,0.0
557,1.94,1.94,1.95,1.95,0.0
558,1.94,1.94,1.95,1.95,0.0
559,1.94,1.94,1.95,1.95,0.0
560,1.94,1.94,1.95,1.95,0.0
561,1.94,1.94,1.95,1.95,0.0
562,1.94,1.94,1.95,1.95,0.0
563,1.94,1.94,1.95,1.95,0.0
564,1.94,1.94,1.95,1.95,0.0
565,1.94,1.94,1.95,1.95,0.0
566,1.94,1.94,1.95,1.95,0.0
567,1.94,1.94,1.95,1.95,0.0
568,1.94,1.94,1.95,1.95,0.0
569,1.94,1.94,1.95,1.95,0.0
570,1.94,1.94,1.95,1.95,0.0
571,1.94,1.94,1.95,1.95,0.0
572,1.94,1.94,1.95,1.95,0.0
573,1.94,1.94,1.95,1.95,0.0
574,1.94,1.94,1.95,1.95,0.0
575,1.94,1.94,1.95,1.95,0.0
576,1.94,1.94,1.95,1.95,0.0
577,1.94,1.94,1.95,1.95,0.0
578,1.94,1.94,1.95,1.95,0.0
579,1.94,1.94,1.95,1.95,0.0
580,1.94,1.94,1.95,1.95,0.0
581,1.94,1.94,1.95,1.95,0.0
582,1.94,1.94,1.95,1.95,0.0
583,1.94,1.94,1.95,1.95,0.0
584,1.94,1.94,1.95,1.95,0.0
585,1.94,1.94,1.95,1.95,0.0
586,1.94,1.94,1.95,1.95,0.0
587,1.94,1.94,1.95,1.95,0.0
588,1.94,1.94,1.95,1.95,0.0
589,1.94,1.94,1.95,1.95,0.0
590,1.94,1.94,1.95,1.95,0.0
591,1.94,1.94,1.95,1.95,0.0
592,1.94,1.94,1.95,1.95,0.0
593,1.94,1.94,1.95,1.95,0.0
594,1.94,1.94,1.95,1.95,0.0
595,1.94,1.94,1.95,1.95,0.0
596,1.94,1.94,1.95,1.95,0.0
597,1.94,1.94,1.95,1.95,0.0
598,1.94,1.94,1.95,1.95,0.0
599,1.94,1.94,1.95,1.95,0.0
600,1.94,1.94,1.95,1.95,0.0
601,1.94,1.94,1.95,1.95,0.0
602,1.94,1.94,1.95,1.95,0.0
603,1.94,1.94,1.95,1.95,0.0
604,1.94,1.94,1.95,1.95,0.0
605,1.94,1.94,1.95,1.95,0.0
606,1.94,1.94,1.95,1.95,0.0
607,1.94,1.94,1.95,1.95,0.0
608,1.94,1.94,1.95,1.95,0.0
609,1.94,1.94,1.95,1.95,0.0
610,1.94,1.94,1.95,1.95,0.0
611,1.94,1.94,1.95,1.95,0.0
612,1.94,1.94,1.95,1.95,0.0
613,1.94,1.94,1.95,1.95,0.0
614,1.94,1.94,1.95,1.95,0.0
615,1.94,1.94,1.95,1.95,0.0
616,1.94,1.94,1.95,1.95,0.0
617,1.94,1.94,1.95,1.95,0.0
618,1.94,1.94,1.95,1.95,0.0
619,1.94,1.94,1.95,1.95,0.0
620,1.94,1.94,1.95,1.95,0.0
621,1.94,1.94,1.95,1.95,0.0
622,1.94,1.94,1.95,1.95,0.0
623,1.94,1.94,1.95,1.95,0.0
624,1.94,1.94,1.95,1.95,0.0
625,1.82,1.82,2.23,2.23,0.0
626,1.82,1.82,2.23,2.23,0.0
627,1.82,1.82,2.23,2.23,0.0
628,1.82,1.82,2.23,2.23,0.0
629,1.82,1.82,2.23,2.23,0.0
630,1.82,1.82,2.23,2.23,0.0
631,1.82,1.82,2.23,2.23,0.0
