Time_Index,CT_NG,ME_NG,MA_NG,MA_NGCCS,None
632,1.82,1.82,2.23,2.23,0.0
633,1.82,1.82,2.23,2.23,0.0
634,1.82,1.82,2.23,2.23,0.0
635,1.82,1.82,2.23,2.23,0.0
636,1.82,1.82,2.23,2.23,0.0
637,1.82,1.82,2.23,2.23,0.0
638,1.82,1.82,2.23,2.23,0.0
639,1.82,1.82,2.23,2.23,0.0
640,1.82,1.82,2.23,2.23,0.0
641,1.82,1.82,2.23,2.23,0.0
642,1.82,1.82,2.23,2.23,0.0
643,1.82,1.82,2.23,2.23,0.0
644,1.82,1.82,2.23,2.23,0.0
645,1.82,1.82,2.23,2.23,0.0
646,1.82,1.82,2.23,2.23,0.0
647,1.82,1.82,2.23,2.23,0.0
648,1.82,1.82,2.23,2.23,0.0
649,1.82,1.82,2.23,2.23,0.0
650,1.82,1.82,2.23,2.23,0.0
651,1.82,1.82,2.23,2.23,0.0
652,1.82,1.82,2.23,2.23,0.0
653,1.82,1.82,2.23,2.23,0.0
654,1.82,1.82,2.23,2.23,0.0
655,1.82,1.82,2.23,2.23,0.0
656,1.82,1.82,2.23,2.23,0.0
657,1.82,1.82,2.23,2.23,0.0
658,1.82,1.82,2.23,2.23,0.0
659,1.82,1.82,2.23,2.23,0.0
660,1.82,1.82,2.23,2.23,0.0
661,1.82,1.82,2.23,2.23,0.0
662,1.82,1.82,2.23,2.23,0.0
663,1.82,1.82,2.23,2.23,0.0
664,1.82,1.82,2.23,2.23,0.0
665,1.82,1.82,2.23,2.23,0.0
666,1.82,1.82,2.23,2.23,0.0
667,1.82,1.82,2.23,2.23,0.0
668,1.82,1.82,2.23,2.23,0.0
669,1.82,1.82,2.23,2.23,0.0
670,1.82,1.82,2.23,2.23,0.0
671,1.82,1.82,2.23,2.23,0.0
672,1.82,1.82,2.23,2.23,0.0
673,1.89,1.89,2.34,2.34,0.0
674,1.89,1.89,2.34,2.34,0.0
675,1.89,1.89,2.34,2.34,0.0
676,1.89,1.89,2.34,2.34,0.0
677,1.89,1.89,2.34,2.34,0.0
678,1.89,1.89,2.34,2.34,0.0
679,1.89,1.89,2.34,2.34,0.0
680,1.89,1.89,2.34,2.34,0.0
681,1.89,1.89,2.34,2.34,0.0
682,1.89,1.89,2.34,2.34,0.0
683,1.89,1.89,2.34,2.34,0.0
684,1.89,1.89,2.34,2.34,0.0
685,1.89,1.89,2.34,2.34,0.0
686,1.89,1.89,2.34,2.34,0.0
687,1.89,1.89,2.34,2.34,0.0
688,1.89,1.89,2.34,2.34,0.0
689,1.89,1.89,2.34,2.34,0.0
690,1.89,1.89,2.34,2.34,0.0
691,1.89,1.89,2.34,2.34,0.0
692,1.89,1.89,2.34,2.34,0.0
693,1.89,1.89,2.34,2.34,0.0
694,1.89,1.89,2.34,2.34,0.0
695,1.89,1.89,2.34,2.34,0.0
696,1.89,1.89,2.34,2.34,0.0
697,1.89,1.89,2.34,2.34,0.0
698,1.89,1.89,2.34,2.34,0.0
699,1.89,1.89,2.34,2.34,0.0
700,1.89,1.89,2.34,2.34,0.0
701,1.89,1.89,2.34,2.34,0.0
702,1.89,1.89,2.34,2.34,0.0
703,1.89,1.89,2.34,2.34,0.0
704,1.89,1.89,2.34,2.34,0.0
705,1.89,1.89,2.34,2.34,0.0
706,1.89,1.89,2.34,2.34,0.0
707,1.89,1.89,2.34,2.34,0.0
708,1.89,1.89,2.34,2.34,0.0
709,1.89,1.89,2.34,2.34,0.0
710,1.89,1.89,2.34,2.34,0.0
711,1.89,1.89,2.34,2.34,0.0
712,1.89,1.89,2.34,2.34,0.0
713,1.89,1.89,2.34,2.34,0.0
714,1.89,1.89,2.34,2.34,0.0
715,1.89,1.89,2.34,2.34,0.0
716,1.89,1.89,2.34,2.34,0.0
717,1.89,1.89,2.34,2.34,0.0
718,1.89,1.89,2.34,2.34,0.0
719,1.89,1.89,2.34,2.34,0.0
720,1.89,1.89,2.34,2.34,0.0
721,1.89,1.89,2.34,2.34,0.0
722,1.89,1.89,2.34,2.34,0.0
723,1.89,1.89,2.34,2.34,0.0
724,1.89,1.89,2.34,2.34,0.0
725,1.89,1.89,2.34,2.34,0.0
726,1.89,1.89,2.34,2.34,0.0
727,1.89,1.89,2.34,2.34,0.0
728,1.89,1.89,2.34,2.34,0.0
729,1.89,1.89,2.34,2.34,0.0
730,1.89,1.89,2.34,2.34,0.0
731,1.89,1.89,2.34,2.34,0.0
732,1.89,1.89,2.34,2.34,0.0
733,1.89,1.89,2.34,2.34,0.0
734,1.89,1.89,2.34,2.34,0.0
735,1.89,1.89,2.34,2.34,0.0
736,1.89,1.89,2.34,2.34,0.0
737,1.89,1.89,2.34,2.34,0.0
738,1.89,1.89,2.34,2.34,0.0
739,1.89,1.89,2.34,2.34,0.0
740,1.89,1.89,2.34,2.34,0.0
741,1.89,1.89,2.34,2.34,0.0
742,1.89,1.89,2.34,2.34,0.0
743,1.89,1.89,2.34,2.34,0.0
744,1.89,1.89,2.34,2.34,0.0
745,1.89,1.89,2.34,2.34,0.0
746,1.89,1.89,2.34,2.34,0.0
747,1.89,1.89,2.34,2.34,0.0
748,1.89,1.89,2.34,2.34,0.0
749,1.89,1.89,2.34,2.34,0.0
750,1.89,1.89,2.34,2.34,0.0
751,1.89,1.89,2.34,2.34,0.0
752,1.89,1.89,2.34,2.34,0.0
753,1.89,1.89,2.34,2.34,0.0
754,1.89,1.89,2.34,2.34,0.0
755,1.89,1.89,2.34,2.34,0.0
756,1.89,1.89,2.34,2.34,0.0
757,1.89,1.89,2.34,2.34,0.0
758,1.89,1.89,2.34,2.34,0.0
759,1.89,1.89,2.34,2.34,0.0
760,1.89,1.89,2.34,2.34,0.0
761,1.89,1.89,2.34,2.34,0.0
762,1.89,1.89,2.34,2.34,0.0
763,1.89,1.89,2.34,2.34,0.0
764,1.89,1.89,2.34,2.34,0.0
765,1.89,1.89,2.34,2.34,0.0
766,1.89,1.89,2.34,2.34,0.0
767,1.89,1.89,2.34,2.34,0.0
768,1.89,1.89,2.34,2.34,0.0
769,1.89,1.89,2.34,2.34,0.0
770,1.89,1.89,2.34,2.34,0.0
771,1.89,1.89,2.34,2.34,0.0
772,1.89,1.89,2.34,2.34,0.0
773,1.89,1.89,2.34,2.34,0.0
774,1.89,1.89,2.34,2.34,0.0
775,1.89,1.89,2.34,2.34,0.0
776,1.89,1.89,2.34,2.34,0.0
777,1.89,1.89,2.34,2.34,0.0
778,1.89,1.89,2.34,2.34,0.0
779,1.89,1.89,2.34,2.34,0.0
780,1.89,1.89,2.34,2.34,0.0
781,1.89,1.89,2.34,2.34,0.0
782,1.89,1.89,2.34,2.34,0.0
783,1.89,1.89,2.34,2.34,0.0
784,1.89,1.89,2.34,2.34,0.0
785,1.89,1.89,2.34,2.34,0.0
786,1.89,1.89,2.34,2.34,0.0
787,1.89,1.89,2.34,2.34,0.0
788,1.89,1.89,2.34,2.34,0.0
789,1.89,1.89,2.34,2.34,0.0
790,1.89,1.89,2.34,2.34,0.0
791,1.89,1.89,2.34,2.34,0.0
792,1.89,1.89,2.34,2.34,0.0
793,1.89,1.89,2.34,2.34,0.0
794,1.89,1.89,2.34,2.34,0.0
795,1.89,1.89,2.34,2.34,0.0
796,1.89,1.89,2.34,2.34,0.0
797,1.89,1.89,2.34,2.34,0.0
798,1.89,1.89,2.34,2.34,0.0
799,1.89,1.89,2.34,2.34,0.0
800,1.89,1.89,2.34,2.34,0.0
801,1.89,1.89,2.34,2.34,0.0
802,1.89,1.89,2.34,2.34,0.0
803,1.89,1.89,2.34,2.34,0.0
804,1.89,1.89,2.34,2.34,0.0
805,1.89,1.89,2.34,2.34,0.0
806,1.89,1.89,2.34,2.34,0.0
807,1.89,1.89,2.34,2.34,0.0
808,1.89,1.89,2.34,2.34,0.0
809,1.89,1.89,2.34,2.34,0.0
810,1.89,1.89,2.34,2.34,0.0
811,1.89,1.89,2.34,2.34,0.0
812,1.89,1.89,2.34,2.34,0.0
813,1.89,1.89,2.34,2.34,0.0
814,1.89,1.89,2.34,2.34,0.0
815,1.89,1.89,2.34,2.34,0.0
816,1.89,1.89,2.34,2.34,0.0
817,1.89,1.89,2.34,2.34,0.0
818,1.89,1.89,2.34,2.34,0.0
819,1.89,1.89,2.34,2.34,0.0
820,1.89,1.89,2.34,2.34,0.0
821,1.89,1.89,2.34,2.34,0.0
822,1.89,1.89,2.34,2.34,0.0
823,1.89,1.89,2.34,2.34,0.0
824,1.89,1.89,2.34,2.34,0.0
825,1.89,1.89,2.34,2.34,0.0
826,1.89,1.89,2.34,2.34,0.0
827,1.89,1.89,2.34,2.34,0.0
828,1.89,1.89,2.34,2.34,0.0
829,1.89,1.89,2.34,2.34,0.0
830,1.89,1.89,2.34,2.34,0.0
831,1.89,1.89,2.34,2.34,0.0
832,1.89,1.89,2.34,2.34,0.0
833,1.89,1.89,2.34,2.34,0.0
834,1.89,1.89,2.34,2.34,0.0
835,1.89,1.89,2.34,2.34,0.0
836,1.89,1.89,2.34,2.34,0.0
837,1.89,1.89,2.34,2.34,0.0
838,1.89,1.89,2.34,2.34,0.0
839,1.89,1.89,2.34,2.34,0.0
840,1.89,1.89,2.34,2.34,0.0
841,5.45,5.45,5.28,5.28,0.0
842,5.45,5.45,5.28,5.28,0.0
843,5.45,5.45,5.28,5.28,0.0
844,5.45,5.45,5.28,5.28,0.0
845,5.45,5.45,5.28,5.28,0.0
846,5.45,5.45,5.28,5.28,0.0
847,5.45,5.45,5.28,5.28,0.0
848,5.45,5.45,5.28,5.28,0.0
849,5.45,5.45,5.28,5.28,0.0
850,5.45,5.45,5.28,5.28,0.0
851,5.45,5.45,5.28,5.28,0.0
852,5.45,5.45,5.28,5.28,0.0
853,5.45,5.45,5.28,5.28,0.0
854,5.45,5.45,5.28,5.28,0.0
855,5.45,5.45,5.28,5.28,0.0
856,5.45,5.45,5.28,5.28,0.0
857,5.45,5.45,5.28,5.28,0.0
858,5.45,5.45,5.28,5.28,0.0
859,5.45,5.45,5.28,5.28,0.0
860,5.45,5.45,5.28,5.28,0.0
861,5.45,5.45,5.28,5.28,0.0
862,5.45,5.45,5.28,5.28,0.0
863,5.45,5.45,5.28,5.28,0.0
864,5.45,5.45,5.28,5.28,0.0
865,5.45,5.45,5.28,5.28,0.0
866,5.45,5.45,5.28,5.28,0.0
867,5.45,5.45,5.28,5.28,0.0
868,5.45,5.45,5.28,5.28,0.0
869,5.45,5.45,5.28,5.28,0.0
870,5.45,5.45,5.28,5.28,0.0
871,5.45,5.45,5.28,5.28,0.0
872,5.45,5.45,5.28,5.28,0.0
873,5.45,5.45,5.28,5.28,0.0
874,5.45,5.45,5.28,5.28,0.0
875,5.45,5.45,5.28,5.28,0.0
876,5.45,5.45,5.28,5.28,0.0
877,5.45,5.45,5.28,5.28,0.0
878,5.45,5.45,5.28,5.28,0.0
879,5.45,5.45,5.28,5.28,0.0
880,5.45,5.45,5.28,5.28,0.0
881,5.45,5.45,5.28,5.28,0.0
882,5.45,5.45,5.28,5.28,0.0
883,5.45,5.45,5.28,5.28,0.0
884,5.45,5.45,5.28,5.28,0.0
885,5.45,5.45,5.28,5.28,0.0
886,5.45,5.45,5.28,5.28,0.0
887,5.45,5.45,5.28,5.28,0.0
888,5.45,5.45,5.28,5.28,0.0
889,5.45,5.45,5.28,5.28,0.0
890,5.45,5.45,5.28,5.28,0.0
891,5.45,5.45,5.28,5.28,0.0
892,5.45,5.45,5.28,5.28,0.0
893,5.45,5.45,5.28,5.28,0.0
894,5.45,5.45,5.28,5.28,0.0
895,5.45,5.45,5.28,5.28,0.0
896,5.45,5.45,5.28,5.28,0.0
897,5.45,5.45,5.28,5.28,0.0
898,5.45,5.45,5.28,5.28,0.0
899,5.45,5.45,5.28,5.28,0.0
900,5.45,5.45,5.28,5.28,0.0
901,5.45,5.45,5.28,5.28,0.0
902,5.45,5.45,5.28,5.28,0.0
903,5.45,5.45,5.28,5.28,0.0
904,5.45,5.45,5.28,5.28,0.0
905,5.45,5.45,5.28,5.28,0.0
906,5.45,5.45,5.28,5.28,0.0
907,5.45,5.45,5.28,5.28,0.0
908,5.45,5.45,5.28,5.28,0.0
909,5.45,5.45,5.28,5.28,0.0
910,5.45,5.45,5.28,5.28,0.0
911,5.45,5.45,5.28,5.28,0.0
912,5.45,5.45,5.28,5.28,0.0
913,5.45,5.45,5.28,5.28,0.0
914,5.45,5.45,5.28,5.28,0.0
915,5.45,5.45,5.28,5.28,0.0
916,5.45,5.45,5.28,5.28,0.0
917,5.45,5.45,5.28,5.28,0.0
918,5.45,5.45,5.28,5.28,0.0
919,5.45,5.45,5.28,5.28,0.0
920,5.45,5.45,5.28,5.28,0.0
921,5.45,5.45,5.28,5.28,0.0
922,5.45,5.45,5.28,5.28,0.0
923,5.45,5.45,5.28,5.28,0.0
924,5.45,5.45,5.28,5.28,0.0
925,5.45,5.45,5.28,5.28,0.0
926,5.45,5.45,5.28,5.28,0.0
927,5.45,5.45,5.28,5.28,0.0
928,5.45,5.45,5.28,5.28,0.0
929,5.45,5.45,5.28,5.28,0.0
930,5.45,5.45,5.28,5.28,0.0
931,5.45,5.45,5.28,5.28,0.0
932,5.45,5.45,5.28,5.28,0.0
933,5.45,5.45,5.28,5.28,0.0
934,5.45,5.45,5.28,5.28,0.0
935,5.45,5.45,5.28,5.28,0.0
936,5.45,5.45,5.28,5.28,0.0
937,5.45,5.45,5.28,5.28,0.0
938,5.45,5.45,5.28,5.28,0.0
939,5.45,5.45,5.28,5.28,0.0
940,5.45,5.45,5.28,5.28,0.0
941,5.45,5.45,5.28,5.28,0.0
942,5.45,5.45,5.28,5.28,0.0
943,5.45,5.45,5.28,5.28,0.0
944,5.45,5.45,5.28,5.28,0.0
945,5.45,5.45,5.28,5.28,0.0
946,5.45,5.45,5.28,5.28,0.0
947,5.45,5.45,5.28,5.28,0.0
948,5.45,5.45,5.28,5.28,0.0
949,5.45,5.45,5.28,5.28,0.0
950,5.45,5.45,5.28,5.28,0.0
951,5.45,5.45,5.28,5.28,0.0
952,5.45,5.45,5.28,5.28,0.0
953,5.45,5.45,5.28,5.28,0.0
954,5.45,5.45,5.28,5.28,0.0
955,5.45,5.45,5.28,5.28,0.0
956,5.45,5.45,5.28,5.28,0.0
957,5.45,5.45,5.28,5.28,0.0
958,5.45,5.45,5.28,5.28,0.0
959,5.45,5.45,5.28,5.28,0.0
960,5.45,5.45,5.28,5.28,0.0
961,5.45,5.45,5.28,5.28,0.0
962,5.45,5.45,5.28,5.28,0.0
963,5.45,5.45,5.28,5.28,0.0
964,5.45,5.45,5.28,5.28,0.0
965,5.45,5.45,5.28,5.28,0.0
966,5.45,5.45,5.28,5.28,0.0
967,5.45,5.45,5.28,5.28,0.0
968,5.45,5.45,5.28,5.28,0.0
969,5.45,5.45,5.28,5.28,0.0
970,5.45,5.45,5.28,5.28,0.0
971,5.45,5.45,5.28,5.28,0.0
972,5.45,5.45,5.28,5.28,0.0
973,5.45,5.45,5.28,5.28,0.0
974,5.45,5.45,5.28,5.28,0.0
975,5.45,5.45,5.28,5.28,0.0
976,5.45,5.45,5.28,5.28,0.0
977,5.45,5.45,5.28,5.28,0.0
978,5.45,5.45,5.28,5.28,0.0
979,5.45,5.45,5.28,5.28,0.0
980,5.45,5.45,5.28,5.28,0.0
981,5.45,5.45,5.28,5.28,0.0
982,5.45,5.45,5.28,5.28,0.0
983,5.45,5.45,5.28,5.28,0.0
984,5.45,5.45,5.28,5.28,0.0
985,5.45,5.45,5.28,5.28,0.0
986,5.45,5.45,5.28,5.28,0.0
987,5.45,5.45,5.28,5.28,0.0
988,5.45,5.45,5.28,5.28,0.0
989,5.45,5.45,5.28,5.28,0.0
990,5.45,5.45,5.28,5.28,0.0
991,5.45,5.45,5.28,5.28,0.0
992,5.45,5.45,5.28,5.28,0.0
993,5.45,5.45,5.28,5.28,0.0
994,5.45,5.45,5.28,5.28,0.0
995,5.45,5.45,5.28,5.28,0.0
996,5.45,5.45,5.28,5.28,0.0
997,5.45,5.45,5.28,5.28,0.0
998,5.45,5.45,5.28,5.28,0.0
999,5.45,5.45,5.28,5.28,0.0
1000,5.45,5.45,5.28,5.28,0.0
1001,5.45,5.45,5.28,5.28,0.0
1002,5.45,5.45,5.28,5.28,0.0
1003,5.45,5.45,5.28,5.28,0.0
1004,5.45,5.45,5.28,5.28,0.0
1005,5.45,5.45,5.28,5.28,0.0
1006,5.45,5.45,5.28,5.28,0.0
1007,5.45,5.45,5.28,5.28,0.0
1008,5.45,5.45,5.28,5.28,0.0
1009,1.76,1.76,2.11,2.11,0.0
1010,1.76,1.76,2.11,2.11,0.0
1011,1.76,1.76,2.11,2.11,0.0
1012,1.76,1.76,2.11,2.11,0.0
1013,1.76,1.76,2.11,2.11,0.0
1014,1.76,1.76,2.11,2.11,0.0
1015,1.76,1.76,2.11,2.11,0.0
1016,1.76,1.76,2.11,2.11,0.0
1017,1.76,1.76,2.11,2.11,0.0
1018,1.76,1.76,2.11,2.11,0.0
1019,1.76,1.76,2.11,2.11,0.0
1020,1.76,1.76,2.11,2.11,0.0
1021,1.76,1.76,2.11,2.11,0.0
1022,1.76,1.76,2.11,2.11,0.0
1023,1.76,1.76,2.11,2.11,0.0
1024,1.76,1.76,2.11,2.11,0.0
1025,1.76,1.76,2.11,2.11,0.0
1026,1.76,1.76,2.11,2.11,0.0
1027,1.76,1.76,2.11,2.11,0.0
1028,1.76,1.76,2.11,2.11,0.0
1029,1.76,1.76,2.11,2.11,0.0
1030,1.76,1.76,2.11,2.11,0.0
1031,1.76,1.76,2.11,2.11,0.0
1032,1.76,1.76,2.11,2.11,0.0
1033,1.76,1.76,2.11,2.11,0.0
1034,1.76,1.76,2.11,2.11,0.0
1035,1.76,1.76,2.11,2.11,0.0
1036,1.76,1.76,2.11,2.11,0.0
1037,1.76,1.76,2.11,2.11,0.0
1038,1.76,1.76,2.11,2.11,0.0
1039,1.76,1.76,2.11,2.11,0.0
1040,1.76,1.76,2.11,2.11,0.0
1041,1.76,1.76,2.11,2.11,0.0
1042,1.76,1.76,2.11,2.11,0.0
1043,1.76,1.76,2.11,2.11,0.0
1044,1.76,1.76,2.11,2.11,0.0
1045,1.76,1.76,2.11,2.11,0.0
1046,1.76,1.76,2.11,2.11,0.0
1047,1.76,1.76,2.11,2.11,0.0
1048,1.76,1.76,2.11,2.11,0.0
1049,1.76,1.76,2.11,2.11,0.0
1050,1.76,1.76,2.11,2.11,0.0
1051,1.76,1.76,2.11,2.11,0.0
1052,1.76,1.76,2.11,2.11,0.0
1053,1.76,1.76,2.11,2.11,0.0
1054,1.76,1.76,2.11,2.11,0.0
1055,1.76,1.76,2.11,2.11,0.0
1056,1.76,1.76,2.11,2.11,0.0
1057,1.76,1.76,2.11,2.11,0.0
1058,1.76,1.76,2.11,2.11,0.0
1059,1.76,1.76,2.11,2.11,0.0
1060,1.76,1.76,2.11,2.11,0.0
1061,1.76,1.76,2.11,2.11,0.0
1062,1.76,1.76,2.11,2.11,0.0
1063,1.76,1.76,2.11,2.11,0.0
1064,1.76,1.76,2.11,2.11,0.0
1065,1.76,1.76,2.11,2.11,0.0
1066,1.76,1.76,2.11,2.11,0.0
1067,1.76,1.76,2.11,2.11,0.0
1068,1.76,1.76,2.11,2.11,0.0
1069,1.76,1.76,2.11,2.11,0.0
1070,1.76,1.76,2.11,2.11,0.0
1071,1.76,1.76,2.11,2.11,0.0
1072,1.76,1.76,2.11,2.11,0.0
1073,1.76,1.76,2.11,2.11,0.0
1074,1.76,1.76,2.11,2.11,0.0
1075,1.76,1.76,2.11,2.11,0.0
1076,1.76,1.76,2.11,2.11,0.0
1077,1.76,1.76,2.11,2.11,0.0
1078,1.76,1.76,2.11,2.11,0.0
1079,1.76,1.76,2.11,2.11,0.0
1080,1.76,1.76,2.11,2.11,0.0
1081,1.76,1.76,2.11,2.11,0.0
1082,1.76,1.76,2.11,2.11,0.0
1083,1.76,1.76,2.11,2.11,0.0
1084,1.76,1.76,2.11,2.11,0.0
1085,1.76,1.76,2.11,2.11,0.0
1086,1.76,1.76,2.11,2.11,0.0
1087,1.76,1.76,2.11,2.11,0.0
1088,1.76,1.76,2.11,2.11,0.0
1089,1.76,1.76,2.11,2.11,0.0
1090,1.76,1.76,2.11,2.11,0.0
1091,1.76,1.76,2.11,2.11,0.0
1092,1.76,1.76,2.11,2.11,0.0
1093,1.76,1.76,2.11,2.11,0.0
1094,1.76,1.76,2.11,2.11,0.0
1095,1.76,1.76,2.11,2.11,0.0
1096,1.76,1.76,2.11,2.11,0.0
1097,1.76,1.76,2.11,2.11,0.0
1098,1.76,1.76,2.11,2.11,0.0
1099,1.76,1.76,2.11,2.11,0.0
1100,1.76,1.76,2.11,2.11,0.0
1101,1.76,1.76,2.11,2.11,0.0
1102,1.76,1.76,2.11,2.11,0.0
1103,1.76,1.76,2.11,2.11,0.0
1104,1.76,1.76,2.11,2.11,0.0
1105,1.76,1.76,2.11,2.11,0.0
1106,1.76,1.76,2.11,2.11,0.0
1107,1.76,1.76,2.11,2.11,0.0
1108,1.76,1.76,2.11,2.11,0.0
1109,1.76,1.76,2.11,2.11,0.0
1110,1.76,1.76,2.11,2.11,0.0
1111,1.76,1.76,2.11,2.11,0.0
1112,1.76,1.76,2.11,2.11,0.0
1113,1.76,1.76,2.11,2.11,0.0
1114,1.76,1.76,2.11,2.11,0.0
1115,1.76,1.76,2.11,2.11,0.0
1116,1.76,1.76,2.11,2.11,0.0
1117,1.76,1.76,2.11,2.11,0.0
1118,1.76,1.76,2.11,2.11,0.0
1119,1.76,1.76,2.11,2.11,0.0
1120,1.76,1.76,2.11,2.11,0.0
1121,1.76,1.76,2.11,2.11,0.0
1122,1.76,1.76,2.11,2.11,0.0
1123,1.76,1.76,2.11,2.11,0.0
1124,1.76,1.76,2.11,2.11,0.0
1125,1.76,1.76,2.11,2.11,0.0
1126,1.76,1.76,2.11,2.11,0.0
1127,1.76,1.76,2.11,2.11,0.0
1128,1.76,1.76,2.11,2.11,0.0
1129,1.76,1.76,2.11,2.11,0.0
1130,1.76,1.76,2.11,2.11,0.0
1131,1.76,1.76,2.11,2.11,0.0
1132,1.76,1.76,2.11,2.11,0.0
1133,1.76,1.76,2.11,2.11,0.0
1134,1.76,1.76,2.11,2.11,0.0
1135,1.76,1.76,2.11,2.11,0.0
1136,1.76,1.76,2.11,2.11,0.0
1137,1.76,1.76,2.11,2.11,0.0
1138,1.76,1.76,2.11,2.11,0.0
1139,1.76,1.76,2.11,2.11,0.0
1140,1.76,1.76,2.11,2.11,0.0
1141,1.76,1.76,2.11,2.11,0.0
1142,1.76,1.76,2.11,2.11,0.0
1143,1.76,1.76,2.11,2.11,0.0
1144,1.76,1.76,2.11,2.11,0.0
1145,1.76,1.76,2.11,2.11,0.0
1146,1.76,1.76,2.11,2.11,0.0
1147,1.76,1.76,2.11,2.11,0.0
1148,1.76,1.76,2.11,2.11,0.0
1149,1.76,1.76,2.11,2.11,0.0
1150,1.76,1.76,2.11,2.11,0.0
1151,1.76,1.76,2.11,2.11,0.0
1152,1.76,1.76,2.11,2.11,0.0
1153,1.75,1.75,2.11,2.11,0.0
1154,1.75,1.75,2.11,2.11,0.0
1155,1.75,1.75,2.11,2.11,0.0
1156,1.75,1.75,2.11,2.11,0.0
1157,1.75,1.75,2.11,2.11,0.0
1158,1.75,1.75,2.11,2.11,0.0
1159,1.75,1.75,2.11,2.11,0.0
1160,1.75,1.75,2.11,2.11,0.0
1161,1.75,1.75,2.11,2.11,0.0
1162,1.75,1.75,2.11,2.11,0.0
1163,1.75,1.75,2.11,2.11,0.0
1164,1.75,1.75,2.11,2.11,0.0
1165,1.75,1.75,2.11,2.11,0.0
1166,1.75,1.75,2.11,2.11,0.0
1167,1.75,1.75,2.11,2.11,0.0
1168,1.75,1.75,2.11,2.11,0.0
1169,1.75,1.75,2.11,2.11,0.0
1170,1.75,1.75,2.11,2.11,0.0
1171,1.75,1.75,2.11,2.11,0.0
1172,1.75,1.75,2.11,2.11,0.0
1173,1.75,1.75,2.11,2.11,0.0
1174,1.75,1.75,2.11,2.11,0.0
1175,1.75,1.75,2.11,2.11,0.0
1176,1.75,1.75,2.11,2.11,0.0
1177,5.45,5.45,5.28,5.28,0.0
1178,5.45,5.45,5.28,5.28,0.0
1179,5.45,5.45,5.28,5.28,0.0
1180,5.45,5.45,5.28,5.28,0.0
1181,5.45,5.45,5.28,5.28,0.0
1182,5.45,5.45,5.28,5.28,0.0
1183,5.45,5.45,5.28,5.28,0.0
1184,5.45,5.45,5.28,5.28,0.0
1185,5.45,5.45,5.28,5.28,0.0
1186,5.45,5.45,5.28,5.28,0.0
1187,5.45,5.45,5.28,5.28,0.0
1188,5.45,5.45,5.28,5.28,0.0
1189,5.45,5.45,5.28,5.28,0.0
1190,5.45,5.45,5.28,5.28,0.0
1191,5.45,5.45,5.28,5.28,0.0
1192,5.45,5.45,5.28,5.28,0.0
1193,5.45,5.45,5.28,5.28,0.0
1194,5.45,5.45,5.28,5.28,0.0
1195,5.45,5.45,5.28,5.28,0.0
1196,5.45,5.45,5.28,5.28,0.0
1197,5.45,5.45,5.28,5.28,0.0
1198,5.45,5.45,5.28,5.28,0.0
1199,5.45,5.45,5.28,5.28,0.0
1200,5.45,5.45,5.28,5.28,0.0
1201,5.45,5.45,5.28,5.28,0.0
1202,5.45,5.45,5.28,5.28,0.0
1203,5.45,5.45,5.28,5.28,0.0
1204,5.45,5.45,5.28,5.28,0.0
1205,5.45,5.45,5.28,5.28,0.0
1206,5.45,5.45,5.28,5.28,0.0
1207,5.45,5.45,5.28,5.28,0.0
1208,5.45,5.45,5.28,5.28,0.0
1209,5.45,5.45,5.28,5.28,0.0
1210,5.45,5.45,5.28,5.28,0.0
1211,5.45,5.45,5.28,5.28,0.0
1212,5.45,5.45,5.28,5.28,0.0
1213,5.45,5.45,5.28,5.28,0.0
1214,5.45,5.45,5.28,5.28,0.0
1215,5.45,5.45,5.28,5.28,0.0
1216,5.45,5.45,5.28,5.28,0.0
1217,5.45,5.45,5.28,5.28,0.0
1218,5.45,5.45,5.28,5.28,0.0
1219,5.45,5.45,5.28,5.28,0.0
1220,5.45,5.45,5.28,5.28,0.0
1221,5.45,5.45,5.28,5.28,0.0
1222,5.45,5.45,5.28,5.28,0.0
1223,5.45,5.45,5.28,5.28,0.0
1224,5.45,5.45,5.28,5.28,0.0
1225,5.45,5.45,5.28,5.28,0.0
1226,5.45,5.45,5.28,5.28,0.0
1227,5.45,5.45,5.28,5.28,0.0
1228,5.45,5.45,5.28,5.28,0.0
1229,5.45,5.45,5.28,5.28,0.0
1230,5.45,5.45,5.28,5.28,0.0
1231,5.45,5.45,5.28,5.28,0.0
1232,5.45,5.45,5.28,5.28,0.0
1233,5.45,5.45,5.28,5.28,0.0
1234,5.45,5.45,5.28,5.28,0.0
1235,5.45,5.45,5.28,5.28,0.0
1236,5.45,5.45,5.28,5.28,0.0
1237,5.45,5.45,5.28,5.28,0.0
1238,5.45,5.45,5.28,5.28,0.0
1239,5.45,5.45,5.28,5.28,0.0
1240,5.45,5.45,5.28,5.28,0.0
1241,5.45,5.45,5.28,5.28,0.0
1242,5.45,5.45,5.28,5.28,0.0
1243,5.45,5.45,5.28,5.28,0.0
1244,5.45,5.45,5.28,5.28,0.0
1245,5.45,5.45,5.28,5.28,0.0
1246,5.45,5.45,5.28,5.28,0.0
1247,5.45,5.45,5.28,5.28,0.0
1248,5.45,5.45,5.28,5.28,0.0
1249,5.45,5.45,5.28,5.28,0.0
1250,5.45,5.45,5.28,5.28,0.0
1251,5.45,5.45,5.28,5.28,0.0
1252,5.45,5.45,5.28,5.28,0.0
1253,5.45,5.45,5.28,5.28,0.0
1254,5.45,5.45,5.28,5.28,0.0
