Time_Index,NENG_CT_NG,NENG_ME_NG,NENGREST_NG,west_north_central_coal,new_england_uranium,NENG_CT_NG_ccs90,NENG_ME_NG_ccs90,NENGREST_NG_ccs90,NENG_CT_NG_ccs100,NENG_ME_NG_ccs100,NENGREST_NG_ccs100,None
28,532000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
29,533000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
30,534000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
31,535000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
32,536000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
33,537000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
34,538000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
35,539000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
36,540000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
37,541000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
38,542000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
39,543000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
40,544000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
41,545000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
42,546000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
43,547000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
44,548000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
45,549000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
46,550000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
47,551000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
48,552000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
49,553000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
50,554000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
51,555000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
52,556000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
53,557000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
54,558000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
55,559000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
56,560000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
57,561000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
58,562000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
59,563000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
60,564000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
61,565000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
62,566000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
63,567000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
64,568000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
65,569000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
66,570000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
67,571000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
68,572000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
69,573000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
70,574000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
71,575000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
72,576000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
73,577000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
74,578000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
75,579000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
76,580000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
77,581000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
78,582000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
79,583000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
80,584000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
81,585000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
82,586000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
83,587000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
84,588000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
85,589000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
86,590000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
87,591000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
88,592000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
89,593000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
90,594000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
91,595000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
92,596000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
93,597000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
94,598000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
95,599000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
96,600000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
97,601000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
98,602000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
99,603000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
100,604000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
101,605000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
102,606000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
103,607000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
104,608000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
105,609000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
106,610000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
107,611000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
108,612000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
109,613000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
110,614000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
111,615000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
112,616000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
113,617000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
114,618000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
115,619000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
116,620000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
117,621000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
118,622000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
119,623000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
120,624000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
121,625000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
122,626000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
123,627000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
124,628000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
125,629000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
126,630000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
127,631000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
128,632000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
129,633000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
130,634000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
131,635000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
132,636000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
133,637000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
134,638000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
135,639000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
136,640000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
137,641000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
138,642000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
139,643000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
140,644000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
141,645000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
142,646000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
143,647000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
144,648000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
145,649000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
146,650000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
147,651000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
148,652000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
149,653000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
150,654000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
151,655000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
152,656000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
153,657000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
154,658000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
155,659000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
156,660000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
157,661000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
158,662000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
159,663000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
160,664000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
161,665000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
162,666000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
163,667000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
164,668000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
165,669000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
166,670000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
167,671000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
168,672000.0,5450.0,5450.0,5280.0,1670.0,690.0,5450.0,5450.0,5280.0,4019.9999999999995,4019.9999999999995,3850.0
169,841000.0,4090.0,4090.0,3980.0,1670.0,690.0,4090.0,4090.0,3980.0,2660.0,2660.0,2550.0
170,842000.0,4090.0,4090.0,3980.0,1670.0,690.0,4090.0,4090.0,3980.0,2660.0,2660.0,2550.0
171,843000.0,4090.0,4090.0,3980.0,1670.0,690.0,4090.0,4090.0,3980.0,2660.0,2660.0,2550.0
172,844000.0,4090.0,4090.0,3980.0,1670.0,690.0,4090.0,4090.0,3980.0,2660.0,2660.0,2550.0
173,845000.0,4090.0,4090.0,3980.0,1670.0,690.0,4090.0,4090.0,3980.0,2660.0,2660.0,2550.0
174,846000.0,4090.0,4090.0,3980.0,1670.0,690.0,4090.0,4090.0,3980.0,2660.0,2660.0,2550.0
175,847000.0,4090.0,4090.0,3980.0,1670.0,690.0,4090.0,4090.0,3980.0,2660.0,2660.0,2550.0
176,848000.0,4090.0,4090.0,3980.0,1670.0,690.0,4090.0,4090.0,3980.0,2660.0,2660.0,2550.0
177,849000.0,4090.0,4090.0,3980.0,1670.0,690.0,4090.0,4090.0,3980.0,2660.0,2660.0,2550.0
178,850000.0,4090.0,4090.0,3980.0,1670.0,690.0,4090.0,4090.0,3980.0,2660.0,2660.0,2550.0
179,851000.0,4090.0,4090.0,3980.0,1670.0,690.0,4090.0,4090.0,3980.0,2660.0,2660.0,2550.0
180,852000.0,4090.0,4090.0,3980.0,1670.0,690.0,4090.0,4090.0,3980.0,2660.0,2660.0,2550.0
181,853000.0,4090.0,4090.0,3980.0,1670.0,690.0,4090.0,4090.0,3980.0,2660.0,2660.0,2550.0
182,854000.0,4090.0,4090.0,3980.0,1670.0,690.0,4090.0,4090.0,3980.0,2660.0,2660.0,2550.0
183,855000.0,4090.0,4090.0,3980.0,1670.0,690.0,4090.0,4090.0,3980.0,2660.0,2660.0,2550.0
184,856000.0,4090.0,4090.0,3980.0,1670.0,690.0,4090.0,4090.0,3980.0,2660.0,2660.0,2550.0
185,857000.0,4090.0,4090.0,3980.0,1670.0,690.0,4090.0,4090.0,3980.0,2660.0,2660.0,2550.0
186,858000.0,4090.0,4090.0,3980.0,1670.0,690.0,4090.0,4090.0,3980.0,2660.0,2660.0,2550.0
187,859000.0,4090.0,4090.0,3980.0,1670.0,690.0,4090.0,4090.0,3980.0,2660.0,2660.0,2550.0
188,860000.0,4090.0,4090.0,3980.0,1670.0,690.0,4090.0,4090.0,3980.0,2660.0,2660.0,2550.0
189,861000.0,4090.0,4090.0,3980.0,1670.0,690.0,4090.0,4090.0,3980.0,2660.0,2660.0,2550.0
190,862000.0,4090.0,4090.0,3980.0,1670.0,690.0,4090.0,4090.0,3980.0,2660.0,2660.0,2550.0
191,863000.0,4090.0,4090.0,3980.0,1670.0,690.0,4090.0,4090.0,3980.0,2660.0,2660.0,2550.0
192,864000.0,4090.0,4090.0,3980.0,1670.0,690.0,4090.0,4090.0,3980.0,2660.0,2660.0,2550.0
193,865000.0,4090.0,4090.0,3980.0,1670.0,690.0,4090.0,4090.0,3980.0,2660.0,2660.0,2550.0
194,866000.0,4090.0,4090.0,3980.0,1670.0,690.0,4090.0,4090.0,3980.0,2660.0,2660.0,2550.0
195,867000.0,4090.0,4090.0,3980.0,1670.0,690.0,4090.0,4090.0,3980.0,2660.0,2660.0,2550.0
196,868000.0,4090.0,4090.0,3980.0,1670.0,690.0,4090.0,4090.0,3980.0,2660.0,2660.0,2550.0
197,869000.0,4090.0,4090.0,3980.0,1670.0,690.0,4090.0,4090.0,3980.0,2660.0,2660.0,2550.0
198,870000.0,4090.0,4090.0,3980.0,1670.0,690.0,4090.0,4090.0,3980.0,2660.0,2660.0,2550.0
199,871000.0,4090.0,4090.0,3980.0,1670.0,690.0,4090.0,4090.0,3980.0,2660.0,2660.0,2550.0
200,872000.0,4090.0,4090.0,3980.0,1670.0,690.0,4090.0,4090.0,3980.0,2660.0,2660.0,2550.0
201,873000.0,4090.0,4090.0,3980.0,1670.0,690.0,4090.0,4090.0,3980.0,2660.0,2660.0,2550.0
