Resource,NGCC_bf,NGCC_gf,NGCT_bf,NGCT_gf,NGST,Coal,Nuclear,Biomass,SolarPV,Wind,Hydro,PHS,Li-ion,Retro_NGCC_CCS,Retro_NGCC_H2,Total
Zone,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
AnnualSum,0.0,5.59263828441646e7,0.0,0.0,271731.74251083087,1.1921212387399836e6,2.06736e7,91249.47441374551,6.194886908726601e7,9.480956911307581e7,1.764771088081134e6,0.0,3.222932403584385e6,1.1342232427926742e8,0.0,3.533235512711039e8
t1,0.0,2122.776868664383,0.0,0.0,0.0,0.0,2360.0,7.200000000000003,0.0,29031.137222510257,0.0,0.0,0.0,17626.90582882536,0.0,51148.01992
t2,0.0,2122.776868664383,0.0,0.0,0.0,0.0,2360.0,7.200000000000003,0.0,28639.530312411178,480.0,0.0,90.32315892444875,17650.000000000004,0.0,51349.830340000015
t3,0.0,2122.776868664383,0.0,0.0,0.0,0.0,2360.0,7.200000000000003,0.0,29478.396804081858,480.0,0.0,0.0,17650.000000000004,0.0,52098.37367274624
t4,0.0,2999.0335594139738,0.0,0.0,0.0,0.0,2360.0,20.000000000000004,0.0,29208.515900586022,480.0,0.0,0.0,17650.000000000004,0.0,52717.549459999995
t5,0.0,8553.362311784625,0.0,0.0,0.0,0.0,2360.0,20.000000000000004,0.0,24709.051608215377,480.0,0.0,0.0,17650.000000000004,0.0,53772.413920000006
t6,0.0,13649.26272567075,0.0,0.0,0.0,0.0,2360.0,20.000000000000004,0.0,20586.969404329247,480.0,0.0,0.0,17650.000000000004,0.0,54746.232130000004
t7,0.0,14307.685249166429,0.0,0.0,0.0,0.0,2360.0,20.000000000000004,0.0,18180.504455905324,480.0,0.0,2044.3455349282403,17650.000000000004,0.0,55042.53524
t8,0.0,14307.685249166429,0.0,0.0,0.0,0.0,2360.0,20.000000000000004,0.0,19814.31626152843,480.0,0.0,504.1587793051399,17650.000000000004,0.0,55136.16029
