Resource,NGCC_bf,NGCC_gf,NGCT_bf,NGCT_gf,NGST,Coal,Nuclear,Biomass,SolarPV,Wind,Hydro,PHS,Li-ion,Retro_NGCC_CCS,Retro_NGCC_H2,Total
Zone,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
AnnualSum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.188847409824444e7,1.0490309414528318e8,0.0,0.0,0.0,0.0,0.0,1.6679156824352762e8
t1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29002.10608528775,0.0,0.0,0.0,0.0,0.0,29002.10608528775
t2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28610.89078209877,0.0,0.0,0.0,0.0,0.0,28610.89078209877
t3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29448.91840727778,0.0,0.0,0.0,0.0,0.0,29448.91840727778
t4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29179.307384685442,0.0,0.0,0.0,0.0,0.0,29179.307384685442
t5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24684.34255660716,0.0,0.0,0.0,0.0,0.0,24684.34255660716
t6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20566.382434924923,0.0,0.0,0.0,0.0,0.0,20566.382434924923
t7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18162.323951449423,0.0,0.0,0.0,0.0,0.0,18162.323951449423
t8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19794.501945266908,0.0,0.0,0.0,0.0,0.0,19794.501945266908
t9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7077.615426706159,13802.152019628453,0.0,0.0,0.0,0.0,0.0,20879.767446334612
t10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17067.436863726492,243.5248498806608,0.0,0.0,0.0,0.0,0.0,17310.961713607154
t11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22867.97834328668,82.66410042546624,0.0,0.0,0.0,0.0,0.0,22950.642443712146
t12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25796.098047646283,70.20445146743519,0.0,0.0,0.0,0.0,0.0,25866.302499113717
