Resource,MA_natural_gas_combined_cycle,MA_solar_pv,CT_natural_gas_combined_cycle,CT_onshore_wind,CT_solar_pv,ME_natural_gas_combined_cycle,ME_onshore_wind,MA_battery,CT_battery,ME_battery
Zone,1,1,2,2,2,3,3,1,2,3
t1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-324.3016986157466,-320.3213434690302,-317.9677391158001
t2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-324.3016986157466,-320.3213434690302,-317.9677391158001
t3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-324.3016986157466,-320.3213434690302,-317.9677391158001
t4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-324.3016986157466,-320.3213434690302,-317.9677391158001
t5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-324.3016986157466,-320.3213434690302,-317.9677391158001
t6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-324.3016986157466,-320.3213434690302,-317.9677391158001
t7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-324.3016986157466,-320.3213434690302,-317.9677391158001
t8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-324.3016986157466,-320.3213434690302,-330.7613802483896
t9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-324.3016986157466,-320.3213434690302,-330.7613802483896
t10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-324.3016986157466,-320.3213434690302,-330.7613802483896
t11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-324.3016986157466,-320.3213434690302,-330.7613802483896
t12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-324.3016986157466,-320.3213434690302,-330.7613802483896
t13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-324.3016986157466,-320.3213434690302,-330.7613802483896
t14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-324.3016986157466,-320.3213434690302,-330.7613802483896
t15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-324.3016986157466,-320.3213434690302,-330.7613802483896
t16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-324.3016986157466,-320.3213434690302,-330.7613802483896
t17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-324.3016986157466,-320.3213434690302,-330.7613802483896
