Resource,natural_gas_combined_cycle,solar_pv,onshore_wind,battery
Zone,1,1,1,1
t1,0.0,0.0,0.0,36982.750907489775
t2,0.0,0.0,0.0,30056.496761637514
t3,0.0,0.0,0.0,23660.109899240048
t4,0.0,0.0,0.0,16805.514027300487
t5,0.0,0.0,0.0,9993.805021365743
t6,0.0,0.0,0.0,7154.737840430567
t7,0.0,0.0,0.0,1678.057598020306
t8,0.0,0.0,0.0,0.0
t9,0.0,0.0,0.0,2078.138893704681
t10,0.0,0.0,0.0,7347.505107839563
t11,0.0,0.0,0.0,14633.932191048723
t12,0.0,0.0,0.0,24333.385401786785
t13,0.0,0.0,0.0,28851.6517155557
t14,0.0,0.0,0.0,39554.26325885579
t15,0.0,0.0,0.0,50256.87480215588
t16,0.0,0.0,0.0,53042.712673538066
t17,0.0,0.0,0.0,53042.712673538066
t18,0.0,0.0,0.0,53042.712673538066
t19,0.0,0.0,0.0,53042.712673538066
t20,0.0,0.0,0.0,49898.8660950588
t21,0.0,0.0,0.0,38779.64154046861
t22,0.0,0.0,0.0,33238.40866309279
t23,0.0,0.0,0.0,27593.099887643533
t24,0.0,0.0,0.0,24926.562346148694
t25,0.0,0.0,0.0,23100.227730688235
t26,0.0,0.0,0.0,19747.984662327497
t27,0.0,0.0,0.0,18349.66034699456
t28,0.0,0.0,0.0,18349.66034699456
t29,0.0,0.0,0.0,18349.66034699456
t30,0.0,0.0,0.0,17617.040558981458
t31,0.0,0.0,0.0,12952.736713753373
t32,0.0,0.0,0.0,11326.171376929813
t33,0.0,0.0,0.0,11326.171376929813
t34,0.0,0.0,0.0,11873.48312039197
t35,0.0,0.0,0.0,14078.585054808438
t36,0.0,0.0,0.0,18559.848331631518
t37,0.0,0.0,0.0,24409.536515162137
t38,0.0,0.0,0.0,24662.615754210583
t39,0.0,0.0,0.0,24878.173315267148
t40,0.0,0.0,0.0,27623.793420155213
t41,0.0,0.0,0.0,30867.70636392947
t42,0.0,0.0,0.0,30769.99886789533
t43,0.0,0.0,0.0,29958.608046153477
t44,0.0,0.0,0.0,26809.854248202486
t45,0.0,0.0,0.0,22581.76407974145
t46,0.0,0.0,0.0,17724.745029873673
t47,0.0,0.0,0.0,14408.99043863472
t48,0.0,0.0,0.0,12538.1372648227
t49,0.0,0.0,0.0,11551.452850511218
t50,0.0,0.0,0.0,11096.153999904038
t51,0.0,0.0,0.0,10982.500901996398
t52,0.0,0.0,0.0,10982.500901996398
t53,0.0,0.0,0.0,10837.9440257052
t54,0.0,0.0,0.0,10837.9440257052
t55,0.0,0.0,0.0,10837.9440257052
t56,0.0,0.0,0.0,10837.9440257052
t57,0.0,0.0,0.0,11909.243550406154
t58,0.0,0.0,0.0,16379.772536100636
t59,0.0,0.0,0.0,22574.479292036456
t60,0.0,0.0,0.0,28842.287048794828
t61,0.0,0.0,0.0,34706.592617944
t62,0.0,0.0,0.0,40168.10848180711
t63,0.0,0.0,0.0,45048.18556375037
t64,0.0,0.0,0.0,47365.82142445401
t65,0.0,0.0,0.0,47321.47230254959
t66,0.0,0.0,0.0,43101.77213588938
t67,0.0,0.0,0.0,36711.902298083005
t68,0.0,0.0,0.0,27717.823487805064
t69,0.0,0.0,0.0,24435.124759981736
t70,0.0,0.0,0.0,21729.8927470192
