BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
Zone,1,1,1,1,1,1,1,1,1,1
AnnualSum,4.148556179834155e7,1.144616207889163e7,-1.3523348391885195e7,0.0,0.0,0.0,0.0,0.0,0.0,-3.940837548534798e7
t1,4331.225068038102,5187.774931961896,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9519.0
t2,2727.846185815917,6372.153814184083,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9100.0
t3,2987.3240865943317,5884.67591340567,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8872.0
t4,2509.771797815606,6306.228202184395,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8816.0
t5,2785.227714540033,6266.772285459967,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9052.0
t6,7160.05819353964,2611.9418064603615,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9772.0
t7,6337.454176982557,5038.545823017441,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11376.0
t8,11255.187009821318,1543.8129901786815,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12799.0
t9,15725.846623592044,0.0,-2258.846623592044,0.0,0.0,0.0,0.0,0.0,0.0,-13467.0
t10,20027.701147302854,2078.138893704681,-8182.840041007536,0.0,0.0,0.0,0.0,0.0,0.0,-13923.0
t11,22532.930150508728,1702.1716330609033,-9931.101783569626,0.0,0.0,0.0,0.0,0.0,0.0,-14304.0
t12,25157.592236001125,499.84059031470133,-11133.432826315828,0.0,0.0,0.0,0.0,0.0,0.0,-14524.0
t13,20042.36439240102,3081.454512114753,-8551.818904515776,0.0,0.0,0.0,0.0,0.0,0.0,-14572.0
t14,26300.273416630527,0.0,-11633.273416630529,0.0,0.0,0.0,0.0,0.0,0.0,-14667.0
t15,26215.27341663053,0.0,-11633.273416630529,0.0,0.0,0.0,0.0,0.0,0.0,-14582.0
t16,18206.940901287737,3944.6662576713975,-7688.607158959132,0.0,0.0,0.0,0.0,0.0,0.0,-14463.0
t17,15457.7593136885,5332.757051471014,-6300.516365159515,0.0,0.0,0.0,0.0,0.0,0.0,-14490.0
t18,15481.7593136885,5332.757051471014,-6300.516365159515,0.0,0.0,0.0,0.0,0.0,0.0,-14514.0
t19,14419.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14419.0
t20,11474.66114779908,2892.3388522009204,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14367.0
t21,4184.313409777016,10229.686590222984,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14414.0
t22,8420.065752814251,5097.934247185752,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13518.0
t23,6906.315926586678,5193.684073413322,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12100.0
t24,8373.785461824751,2453.2145381752516,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10827.0
t25,8307.772153776375,1680.2278462236227,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9988.0
t26,6439.9363771081225,3084.063622891878,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9524.0
t27,8015.541629893697,1286.4583701063032,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9302.0
t28,9215.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9215.0
t29,9456.999999999998,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9457.0
t30,9578.989795027948,674.0102049720509,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10253.0
t31,7599.840462390161,4291.159537609839,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11891.0
t32,11741.559890122324,1496.4401098776752,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13238.0
t33,13796.999999999998,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13797.0
t34,14769.904068980606,0.0,-594.9040689806043,0.0,0.0,0.0,0.0,0.0,0.0,-14175.0
t35,16934.849928713553,0.0,-2396.849928713553,0.0,0.0,0.0,0.0,0.0,0.0,-14538.0
t36,19575.938344372913,0.0,-4870.938344372913,0.0,0.0,0.0,0.0,0.0,0.0,-14705.0
t37,21051.356721228934,0.0,-6358.356721228934,0.0,0.0,0.0,0.0,0.0,0.0,-14693.0
t38,14981.086129400486,0.0,-275.08612940048624,0.0,0.0,0.0,0.0,0.0,0.0,-14706.0
t39,14827.301696800616,0.0,-234.30169680061408,0.0,0.0,0.0,0.0,0.0,0.0,-14593.0
t40,17482.369679226158,0.0,-2984.369679226156,0.0,0.0,0.0,0.0,0.0,0.0,-14498.0
t41,18029.99233018941,0.0,-3525.9923301894105,0.0,0.0,0.0,0.0,0.0,0.0,-14504.0
t42,14452.109103648592,89.89089635140681,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14542.0
t43,13640.520443997495,746.479556002505,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14387.0
t44,11387.14650588509,2896.85349411491,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14284.0
t45,10469.157045015845,3889.842954984154,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14359.0
t46,9110.542474121645,4468.457525878355,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13579.0
t47,9187.505776060163,3050.494223939836,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12238.0
t48,9227.81508009294,1721.1849199070593,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10949.0
t49,9117.250338833437,907.7496611665637,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10025.0
t50,9153.12505744139,418.87494255861,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9572.0
t51,9226.439149924972,104.56085007502837,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9331.0
t52,9251.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9251.0
t53,9361.007673812097,132.99232618790307,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9494.0
t54,10223.999999999998,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10224.0
t55,11893.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11893.0
t56,13304.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13304.0
t57,15126.456005109734,0.0,-1164.4560051097342,0.0,0.0,0.0,0.0,0.0,0.0,-13962.0
t58,19256.27063662444,0.0,-4859.2706366244365,0.0,0.0,0.0,0.0,0.0,0.0,-14397.0
t59,21522.376908625876,0.0,-6733.37690862588,0.0,0.0,0.0,0.0,0.0,0.0,-14789.0
