Resource,natural_gas_combined_cycle,solar_pv,onshore_wind,battery,Total
Zone,1,1,1,1,0
AnnualSum,0.0,499273.85081856954,1.4977925505402783e7,0.0,1.5477199356221352e7
t1,0.0,0.0,0.0,0.0,0.0
t2,0.0,0.0,-2.2737367544323206e-13,0.0,-2.2737367544323206e-13
t3,0.0,0.0,0.0,0.0,0.0
t4,0.0,0.0,2.2737367544323206e-13,0.0,2.2737367544323206e-13
t5,0.0,0.0,0.0,0.0,0.0
t6,0.0,-4.547473508864641e-13,0.0,0.0,-4.547473508864641e-13
t7,0.0,0.0,0.0,0.0,0.0
t8,0.0,0.0,0.0,0.0,0.0
t9,0.0,0.0,0.0,0.0,0.0
t10,0.0,0.0,0.0,0.0,0.0
t11,0.0,-3.637978807091713e-12,0.0,0.0,-3.637978807091713e-12
t12,0.0,3.637978807091713e-12,0.0,0.0,3.637978807091713e-12
t13,0.0,0.0,4720.79774628776,0.0,4720.79774628776
t14,0.0,0.0,1904.2953221206317,0.0,1904.2953221206317
t15,0.0,0.0,7802.983406234918,0.0,7802.983406234918
t16,0.0,0.0,9034.241573593252,0.0,9034.241573593252
t17,0.0,0.0,7263.580591020709,0.0,7263.580591020709
t18,0.0,9.094947017729282e-13,462.5911532200553,0.0,462.5911532200562
t19,0.0,-2.2737367544323206e-13,0.0,0.0,-2.2737367544323206e-13
t20,0.0,0.0,9.094947017729282e-13,0.0,9.094947017729282e-13
t21,0.0,0.0,-5.684341886080802e-14,0.0,-5.684341886080802e-14
t22,0.0,0.0,0.0,0.0,0.0
t23,0.0,0.0,0.0,0.0,0.0
t24,0.0,0.0,0.0,0.0,0.0
t25,0.0,0.0,0.0,0.0,0.0
t26,0.0,0.0,-4.547473508864641e-13,0.0,-4.547473508864641e-13
t27,0.0,0.0,0.0,0.0,0.0
t28,0.0,0.0,0.0,0.0,0.0
t29,0.0,0.0,0.0,0.0,0.0
t30,0.0,0.0,0.0,0.0,0.0
t31,0.0,4.547473508864641e-13,2.2737367544323206e-13,0.0,6.821210263296962e-13
t32,0.0,0.0,0.0,0.0,0.0
t33,0.0,0.0,2.2737367544323206e-13,0.0,2.2737367544323206e-13
t34,0.0,0.0,0.0,0.0,0.0
t35,0.0,1.8189894035458565e-12,0.0,0.0,1.8189894035458565e-12
t36,0.0,0.0,0.0,0.0,0.0
t37,0.0,0.0,0.0,0.0,0.0
t38,0.0,0.0,0.0,0.0,0.0
t39,0.0,1.8189894035458565e-12,0.0,0.0,1.8189894035458565e-12
t40,0.0,0.0,0.0,0.0,0.0
t41,0.0,0.0,0.0,0.0,0.0
t42,0.0,0.0,0.0,0.0,0.0
t43,0.0,1.1368683772161603e-13,0.0,0.0,1.1368683772161603e-13
t44,0.0,0.0,-4.547473508864641e-13,0.0,-4.547473508864641e-13
t45,0.0,0.0,0.0,0.0,0.0
t46,0.0,0.0,0.0,0.0,0.0
t47,0.0,0.0,0.0,0.0,0.0
t48,0.0,0.0,0.0,0.0,0.0
t49,0.0,0.0,1.7763568394002505e-15,0.0,1.7763568394002505e-15
t50,0.0,0.0,-3.552713678800501e-15,0.0,-3.552713678800501e-15
t51,0.0,0.0,-1.4210854715202004e-14,0.0,-1.4210854715202004e-14
t52,0.0,0.0,0.0,0.0,0.0
t53,0.0,0.0,0.0,0.0,0.0
t54,0.0,0.0,0.0,0.0,0.0
t55,0.0,0.0,0.0,0.0,0.0
t56,0.0,0.0,0.0,0.0,0.0
t57,0.0,-1.8189894035458565e-12,1.4210854715202004e-14,0.0,-1.8047785488306545e-12
t58,0.0,0.0,0.0,0.0,0.0
t59,0.0,0.0,3.552713678800501e-15,0.0,3.552713678800501e-15
t60,0.0,0.0,0.0,0.0,0.0
t61,0.0,0.0,0.0,0.0,0.0
t62,0.0,0.0,0.0,0.0,0.0
t63,0.0,0.0,0.0,0.0,0.0
t64,0.0,0.0,0.0,0.0,0.0
t65,0.0,0.0,0.0,0.0,0.0
t66,0.0,9.094947017729282e-13,0.0,0.0,9.094947017729282e-13
t67,0.0,0.0,0.0,0.0,0.0
t68,0.0,0.0,0.0,0.0,0.0
t69,0.0,0.0,0.0,0.0,0.0
t70,0.0,0.0,0.0,0.0,0.0
t71,0.0,0.0,9.094947017729282e-13,0.0,9.094947017729282e-13
t72,0.0,0.0,-9.094947017729282e-13,0.0,-9.094947017729282e-13
t73,0.0,0.0,0.0,0.0,0.0
t74,0.0,0.0,0.0,0.0,0.0
t75,0.0,0.0,-4.547473508864641e-13,0.0,-4.547473508864641e-13
t76,0.0,0.0,0.0,0.0,0.0
t77,0.0,0.0,0.0,0.0,0.0
t78,0.0,0.0,0.0,0.0,0.0
t79,0.0,0.0,4.547473508864641e-13,0.0,4.547473508864641e-13
t80,0.0,0.0,0.0,0.0,0.0
t81,0.0,-1.8189894035458565e-12,0.0,0.0,-1.8189894035458565e-12
t82,0.0,0.0,0.0,0.0,0.0
t83,0.0,0.0,0.0,0.0,0.0
t84,0.0,-3.637978807091713e-12,0.0,0.0,-3.637978807091713e-12
t85,0.0,0.0,1924.33375332975,0.0,1924.33375332975
t86,0.0,0.0,1804.1105644955169,0.0,1804.1105644955169
t87,0.0,3.637978807091713e-12,14319.660770981362,0.0,14319.660770981365
t88,0.0,-3.637978807091713e-12,18899.882121573974,0.0,18899.88212157397
t89,0.0,0.0,9907.032062360164,0.0,9907.032062360164
t90,0.0,0.0,5066.868621637977,0.0,5066.868621637977
t91,0.0,0.0,0.0,0.0,0.0
t92,0.0,0.0,0.0,0.0,0.0
t93,0.0,0.0,0.0,0.0,0.0
t94,0.0,0.0,0.0,0.0,0.0
t95,0.0,0.0,0.0,0.0,0.0
t96,0.0,0.0,0.0,0.0,0.0
t97,0.0,0.0,1.8189894035458565e-12,0.0,1.8189894035458565e-12
t98,0.0,0.0,0.0,0.0,0.0
t99,0.0,0.0,0.0,0.0,0.0
t100,0.0,0.0,0.0,0.0,0.0
t101,0.0,0.0,0.0,0.0,0.0
t102,0.0,0.0,0.0,0.0,0.0
t103,0.0,-4.547473508864641e-13,0.0,0.0,-4.547473508864641e-13
t104,0.0,0.0,0.0,0.0,0.0
t105,0.0,0.0,0.0,0.0,0.0
t106,0.0,0.0,2.2737367544323206e-13,0.0,2.2737367544323206e-13
t107,0.0,0.0,584.7237192912705,0.0,584.7237192912705
t108,0.0,0.0,3566.4191726770223,0.0,3566.4191726770223
t109,0.0,0.0,2342.096995583396,0.0,2342.096995583396
t110,0.0,0.0,7936.183324278398,0.0,7936.183324278398
t111,0.0,0.0,13623.217723742198,0.0,13623.217723742198
t112,0.0,0.0,15281.287466201327,0.0,15281.287466201327
t113,0.0,0.0,13183.105260852242,0.0,13183.105260852242
t114,0.0,0.0,11429.308375038157,0.0,11429.308375038157
t115,0.0,-2.2737367544323206e-13,0.0,0.0,-2.2737367544323206e-13
t116,0.0,0.0,0.0,0.0,0.0
t117,0.0,0.0,0.0,0.0,0.0
t118,0.0,0.0,0.0,0.0,0.0
t119,0.0,0.0,0.0,0.0,0.0
t120,0.0,0.0,8205.189144619406,0.0,8205.189144619406
t121,0.0,0.0,0.0,0.0,0.0
t122,0.0,0.0,21371.002489334413,0.0,21371.002489334413
t123,0.0,0.0,22083.895421089554,0.0,22083.895421089554
t124,0.0,0.0,17671.2063635913,0.0,17671.2063635913
t125,0.0,0.0,13290.937826647654,0.0,13290.937826647654
t126,0.0,0.0,12626.26147231197,0.0,12626.26147231197
t127,0.0,0.0,6788.004485013689,0.0,6788.004485013689
t128,0.0,0.0,8637.36497723975,0.0,8637.36497723975
t129,0.0,0.0,-9.094947017729282e-13,0.0,-9.094947017729282e-13
t130,0.0,0.0,1939.4234824966334,0.0,1939.4234824966334
t131,0.0,-3.637978807091713e-12,1600.8809106931599,0.0,1600.8809106931562
t132,0.0,0.0,6761.163147879256,0.0,6761.163147879256
t133,0.0,0.0,6758.196391766228,0.0,6758.196391766228
t134,0.0,0.0,4730.963955145205,0.0,4730.963955145205
t135,0.0,0.0,5500.976686370432,0.0,5500.976686370432
t136,0.0,-1.8189894035458565e-12,7471.895986244321,0.0,7471.895986244319
t137,0.0,0.0,0.0,0.0,0.0
t138,0.0,-9.094947017729282e-13,0.0,0.0,-9.094947017729282e-13
t139,0.0,0.0,0.0,0.0,0.0
t140,0.0,0.0,3803.4903120452973,0.0,3803.4903120452973
t141,0.0,0.0,5095.547018718905,0.0,5095.547018718905
t142,0.0,0.0,-1.8189894035458565e-12,0.0,-1.8189894035458565e-12
t143,0.0,0.0,23008.38258406988,0.0,23008.38258406988
t144,0.0,0.0,5034.429197662288,0.0,5034.429197662288
t145,0.0,0.0,4094.4087943501036,0.0,4094.4087943501036
t146,0.0,0.0,0.0,0.0,0.0
t147,0.0,0.0,16370.979278036264,0.0,16370.979278036264
t148,0.0,0.0,1.8189894035458565e-12,0.0,1.8189894035458565e-12
t149,0.0,0.0,13979.727393137933,0.0,13979.727393137933
t150,0.0,0.0,10818.68099432617,0.0,10818.68099432617
t151,0.0,0.0,10635.946803355033,0.0,10635.946803355033
t152,0.0,0.0,2156.143879756436,0.0,2156.143879756436
t153,0.0,1.8189894035458565e-12,591.4726246294858,0.0,591.4726246294877
t154,0.0,0.0,528.8181748931687,0.0,528.8181748931687
t155,0.0,15341.404377980534,453.3957480723936,0.0,15794.800126052927
t156,0.0,0.0,526.9553815310946,0.0,526.9553815310946
t157,0.0,0.0,811.8203750196192,0.0,811.8203750196192
t158,0.0,0.0,976.6162214434306,0.0,976.6162214434306
t159,0.0,0.0,2452.599003248321,0.0,2452.599003248321
t160,0.0,0.0,4414.804104984552,0.0,4414.804104984552
t161,0.0,0.0,4275.702863349832,0.0,4275.702863349832
t162,0.0,0.0,0.0,0.0,0.0
t163,0.0,0.0,0.0,0.0,0.0
t164,0.0,0.0,0.0,0.0,0.0
t165,0.0,0.0,0.0,0.0,0.0
t166,0.0,0.0,1.8189894035458565e-12,0.0,1.8189894035458565e-12
t167,0.0,0.0,9.094947017729282e-13,0.0,9.094947017729282e-13
t168,0.0,0.0,0.0,0.0,0.0
t169,0.0,0.0,0.0,0.0,0.0
t170,0.0,0.0,0.0,0.0,0.0
t171,0.0,0.0,5060.978523541006,0.0,5060.978523541006
t172,0.0,0.0,0.0,0.0,0.0
t173,0.0,0.0,4858.224401385643,0.0,4858.224401385643
t174,0.0,0.0,21007.65199140769,0.0,21007.65199140769
t175,0.0,0.0,0.0,0.0,0.0
t176,0.0,0.0,2305.915244572121,0.0,2305.915244572121
t177,0.0,0.0,146.02492436632903,0.0,146.02492436632903
t178,0.0,3.637978807091713e-12,3236.1091018600155,0.0,3236.109101860019
t179,0.0,0.0,2393.270719065873,0.0,2393.270719065873
t180,0.0,0.0,9656.69136074049,0.0,9656.69136074049
