Resource,natural_gas_combined_cycle,solar_pv,onshore_wind,battery,Total
Zone,1,1,1,1,0
AnnualSum,0.0,0.0,0.0,1.352334839188519e7,1.352334839188519e7
t1,0.0,0.0,0.0,0.0,0.0
t2,0.0,0.0,0.0,0.0,0.0
t3,0.0,0.0,0.0,0.0,0.0
t4,0.0,0.0,0.0,0.0,0.0
t5,0.0,0.0,0.0,0.0,0.0
t6,0.0,0.0,0.0,0.0,0.0
t7,0.0,0.0,0.0,0.0,0.0
t8,0.0,0.0,0.0,0.0,0.0
t9,0.0,0.0,0.0,2258.846623592044,2258.846623592044
t10,0.0,0.0,0.0,8182.840041007536,8182.840041007536
t11,0.0,0.0,0.0,9931.101783569626,9931.101783569626
t12,0.0,0.0,0.0,11133.432826315828,11133.432826315828
t13,0.0,0.0,0.0,8551.818904515776,8551.818904515776
t14,0.0,0.0,0.0,11633.273416630529,11633.273416630529
t15,0.0,0.0,0.0,11633.273416630529,11633.273416630529
t16,0.0,0.0,0.0,7688.607158959132,7688.607158959132
t17,0.0,0.0,0.0,6300.516365159515,6300.516365159515
t18,0.0,0.0,0.0,6300.516365159515,6300.516365159515
t19,0.0,0.0,0.0,0.0,0.0
t20,0.0,0.0,0.0,0.0,0.0
t21,0.0,0.0,0.0,0.0,0.0
t22,0.0,0.0,0.0,0.0,0.0
t23,0.0,0.0,0.0,0.0,0.0
t24,0.0,0.0,0.0,0.0,0.0
t25,0.0,0.0,0.0,0.0,0.0
t26,0.0,0.0,0.0,0.0,0.0
t27,0.0,0.0,0.0,0.0,0.0
t28,0.0,0.0,0.0,0.0,0.0
t29,0.0,0.0,0.0,0.0,0.0
t30,0.0,0.0,0.0,0.0,0.0
t31,0.0,0.0,0.0,0.0,0.0
t32,0.0,0.0,0.0,0.0,0.0
t33,0.0,0.0,0.0,0.0,0.0
t34,0.0,0.0,0.0,594.9040689806043,594.9040689806043
t35,0.0,0.0,0.0,2396.849928713553,2396.849928713553
t36,0.0,0.0,0.0,4870.938344372913,4870.938344372913
t37,0.0,0.0,0.0,6358.356721228934,6358.356721228934
t38,0.0,0.0,0.0,275.08612940048624,275.08612940048624
t39,0.0,0.0,0.0,234.30169680061408,234.30169680061408
t40,0.0,0.0,0.0,2984.369679226156,2984.369679226156
t41,0.0,0.0,0.0,3525.9923301894105,3525.9923301894105
t42,0.0,0.0,0.0,0.0,0.0
t43,0.0,0.0,0.0,0.0,0.0
t44,0.0,0.0,0.0,0.0,0.0
t45,0.0,0.0,0.0,0.0,0.0
t46,0.0,0.0,0.0,0.0,0.0
t47,0.0,0.0,0.0,0.0,0.0
t48,0.0,0.0,0.0,0.0,0.0
t49,0.0,0.0,0.0,0.0,0.0
t50,0.0,0.0,0.0,0.0,0.0
t51,0.0,0.0,0.0,0.0,0.0
t52,0.0,0.0,0.0,0.0,0.0
t53,0.0,0.0,0.0,0.0,0.0
t54,0.0,0.0,0.0,0.0,0.0
t55,0.0,0.0,0.0,0.0,0.0
t56,0.0,0.0,0.0,0.0,0.0
t57,0.0,0.0,0.0,1164.4560051097342,1164.4560051097342
t58,0.0,0.0,0.0,4859.2706366244365,4859.2706366244365
t59,0.0,0.0,0.0,6733.37690862588,6733.37690862588
t60,0.0,0.0,0.0,6812.834518215623,6812.834518215623
t61,0.0,0.0,0.0,6374.2451838577945,6374.2451838577945
t62,0.0,0.0,0.0,5936.430286807732,5936.430286807732
t63,0.0,0.0,0.0,5304.431610807889,5304.431610807889
t64,0.0,0.0,0.0,2519.169413808304,2519.169413808304
t65,0.0,0.0,0.0,0.0,0.0
t66,0.0,0.0,0.0,0.0,0.0
t67,0.0,0.0,0.0,0.0,0.0
t68,0.0,0.0,0.0,0.0,0.0
t69,0.0,0.0,0.0,0.0,0.0
t70,0.0,0.0,0.0,0.0,0.0
t71,0.0,0.0,0.0,0.0,0.0
t72,0.0,0.0,0.0,0.0,0.0
t73,0.0,0.0,0.0,0.0,0.0
t74,0.0,0.0,0.0,648.2532382131626,648.2532382131626
t75,0.0,0.0,0.0,0.0,0.0
t76,0.0,0.0,0.0,0.0,0.0
t77,0.0,0.0,0.0,0.0,0.0
t78,0.0,0.0,0.0,0.0,0.0
t79,0.0,0.0,0.0,0.0,0.0
t80,0.0,0.0,0.0,0.0,0.0
t81,0.0,0.0,0.0,2650.40272168254,2650.40272168254
t82,0.0,0.0,0.0,8152.6354589405255,8152.6354589405255
t83,0.0,0.0,0.0,10446.602336968906,10446.602336968906
t84,0.0,0.0,0.0,11137.920412925825,11137.920412925825
t85,0.0,0.0,0.0,11633.273416630529,11633.273416630529
t86,0.0,0.0,0.0,11633.273416630529,11633.273416630529
t87,0.0,0.0,0.0,8430.633629205546,8430.633629205546
t88,0.0,0.0,0.0,6737.843273309129,6737.843273309129
t89,0.0,0.0,0.0,6881.9312894255645,6881.9312894255645
t90,0.0,0.0,0.0,6300.516365159515,6300.516365159515
t91,0.0,0.0,0.0,0.0,0.0
t92,0.0,0.0,0.0,0.0,0.0
t93,0.0,0.0,0.0,0.0,0.0
t94,0.0,0.0,0.0,4537.625591978824,4537.625591978824
t95,0.0,0.0,0.0,0.0,0.0
t96,0.0,0.0,0.0,0.0,0.0
t97,0.0,0.0,0.0,0.0,0.0
t98,0.0,0.0,0.0,0.0,0.0
t99,0.0,0.0,0.0,0.0,0.0
t100,0.0,0.0,0.0,0.0,0.0
t101,0.0,0.0,0.0,0.0,0.0
t102,0.0,0.0,0.0,0.0,0.0
t103,0.0,0.0,0.0,0.0,0.0
t104,0.0,0.0,0.0,0.0,0.0
t105,0.0,0.0,0.0,807.8109877698062,807.8109877698062
t106,0.0,0.0,0.0,5755.4417295140565,5755.4417295140565
t107,0.0,0.0,0.0,11633.273416630529,11633.273416630529
t108,0.0,0.0,0.0,8776.950358664955,8776.950358664955
t109,0.0,0.0,0.0,8527.970386846882,8527.970386846882
t110,0.0,0.0,0.0,8286.36710630446,8286.36710630446
t111,0.0,0.0,0.0,8196.407605630033,8196.407605630033
t112,0.0,0.0,0.0,6854.035744192733,6854.035744192733
t113,0.0,0.0,0.0,4435.664321513444,4435.664321513444
t114,0.0,0.0,0.0,1713.6603999804956,1713.6603999804956
t115,0.0,0.0,0.0,6237.607401105157,6237.607401105157
t116,0.0,0.0,0.0,4239.759528583234,4239.759528583234
t117,0.0,0.0,0.0,5659.182626336053,5659.182626336053
t118,0.0,0.0,0.0,8156.324566302196,8156.324566302196
t119,0.0,0.0,0.0,8442.021351742067,8442.021351742067
t120,0.0,0.0,0.0,4181.500062003109,4181.500062003109
t121,0.0,0.0,0.0,10069.897736246563,10069.897736246563
t122,0.0,0.0,0.0,1088.9081857588735,1088.9081857588735
t123,0.0,0.0,0.0,1254.9423511724071,1254.9423511724071
t124,0.0,0.0,0.0,5107.010231000295,5107.010231000295
t125,0.0,0.0,0.0,7502.3251506868,7502.3251506868
t126,0.0,0.0,0.0,5090.3471706894325,5090.3471706894325
t127,0.0,0.0,0.0,7519.104127938956,7519.104127938956
t128,0.0,0.0,0.0,5073.451470117262,5073.451470117262
t129,0.0,0.0,0.0,9712.667290745741,9712.667290745741
t130,0.0,0.0,0.0,8802.05565146869,8802.05565146869
t131,0.0,0.0,0.0,9172.1780105773,9172.1780105773
t132,0.0,0.0,0.0,8789.66930422477,8789.66930422477
t133,0.0,0.0,0.0,8402.941107523293,8402.941107523293
t134,0.0,0.0,0.0,11633.273416630529,11633.273416630529
t135,0.0,0.0,0.0,6540.939248684088,6540.939248684088
t136,0.0,0.0,0.0,5994.974032562643,5994.974032562643
t137,0.0,0.0,0.0,6577.123319738894,6577.123319738894
t138,0.0,0.0,0.0,5656.846020483892,5656.846020483892
t139,0.0,0.0,0.0,4600.86414753452,4600.86414753452
t140,0.0,0.0,0.0,0.0,0.0
t141,0.0,0.0,0.0,0.0,0.0
t142,0.0,0.0,0.0,7024.7516845899445,7024.7516845899445
t143,0.0,0.0,0.0,0.0,0.0
t144,0.0,0.0,0.0,11633.273416630529,11633.273416630529
t145,0.0,0.0,0.0,11633.273416630529,11633.273416630529
t146,0.0,0.0,0.0,9475.208298132711,9475.208298132711
t147,0.0,0.0,0.0,1228.5278248566183,1228.5278248566183
t148,0.0,0.0,0.0,8087.799371481824,8087.799371481824
t149,0.0,0.0,0.0,1418.1463887663922,1418.1463887663922
t150,0.0,0.0,0.0,5998.788706837261,5998.788706837261
t151,0.0,0.0,0.0,3480.0517240843346,3480.0517240843346
t152,0.0,0.0,0.0,5626.546433424541,5626.546433424541
t153,0.0,0.0,0.0,8076.891343537108,8076.891343537108
t154,0.0,0.0,0.0,9808.509272386342,9808.509272386342
t155,0.0,0.0,0.0,4897.961791856059,4897.961791856059
t156,0.0,0.0,0.0,11073.70339212116,11073.70339212116
t157,0.0,0.0,0.0,11173.448766693913,11173.448766693913
t158,0.0,0.0,0.0,11231.975870097014,11231.975870097014
t159,0.0,0.0,0.0,10126.838174696228,10126.838174696228
t160,0.0,0.0,0.0,8125.246914015768,8125.246914015768
t161,0.0,0.0,0.0,6300.516365159515,6300.516365159515
t162,0.0,0.0,0.0,240.52256717283177,240.52256717283177
t163,0.0,0.0,0.0,0.0,0.0
t164,0.0,0.0,0.0,2327.5113895448358,2327.5113895448358
t165,0.0,0.0,0.0,834.5069035634115,834.5069035634115
t166,0.0,0.0,0.0,0.0,0.0
t167,0.0,0.0,0.0,0.0,0.0
t168,0.0,0.0,0.0,0.0,0.0
t169,0.0,0.0,0.0,7216.290987928191,7216.290987928191
t170,0.0,0.0,0.0,6849.735434047767,6849.735434047767
t171,0.0,0.0,0.0,3892.0269155678234,3892.0269155678234
t172,0.0,0.0,0.0,11196.922588352503,11196.922588352503
t173,0.0,0.0,0.0,9418.352715934156,9418.352715934156
t174,0.0,0.0,0.0,3314.4968016402813,3314.4968016402813
t175,0.0,0.0,0.0,6278.796118599629,6278.796118599629
t176,0.0,0.0,0.0,3138.43019007996,3138.43019007996
t177,0.0,0.0,0.0,5383.631653283861,5383.631653283861
t178,0.0,0.0,0.0,7571.73619562268,7571.73619562268
t179,0.0,0.0,0.0,11633.273416630529,11633.273416630529
t180,0.0,0.0,0.0,9366.016056206885,9366.016056206885
t181,0.0,0.0,0.0,9505.368101625074,9505.368101625074
t182,0.0,0.0,0.0,11633.273416630529,11633.273416630529
t183,0.0,0.0,0.0,8007.594014708517,8007.594014708517
t184,0.0,0.0,0.0,8930.059011938309,8930.059011938309
t185,0.0,0.0,0.0,7809.989293720457,7809.989293720457
t186,0.0,0.0,0.0,4101.677443841307,4101.677443841307
t187,0.0,0.0,0.0,3612.2984191743485,3612.2984191743485
t188,0.0,0.0,0.0,4204.6737469007785,4204.6737469007785
t189,0.0,0.0,0.0,1956.2073539422772,1956.2073539422772
t190,0.0,0.0,0.0,7573.9057297989475,7573.9057297989475
t191,0.0,0.0,0.0,6090.254738819854,6090.254738819854
t192,0.0,0.0,0.0,4862.283173405719,4862.283173405719
t193,0.0,0.0,0.0,5200.574494112219,5200.574494112219
t194,0.0,0.0,0.0,5450.815331066973,5450.815331066973
t195,0.0,0.0,0.0,6222.527793461923,6222.527793461923
t196,0.0,0.0,0.0,6235.5726085127235,6235.5726085127235
t197,0.0,0.0,0.0,5537.680983227746,5537.680983227746
t198,0.0,0.0,0.0,8103.255973910617,8103.255973910617
t199,0.0,0.0,0.0,1629.4777092918184,1629.4777092918184
t200,0.0,0.0,0.0,4628.652354822423,4628.652354822423
t201,0.0,0.0,0.0,6078.718300290463,6078.718300290463
t202,0.0,0.0,0.0,8170.967383788132,8170.967383788132
