Resource,natural_gas_combined_cycle,solar_pv,onshore_wind,battery,unmet,Total
t468,0.0,0.0,0.0,0.0,0.0,0.0
t469,0.0,0.0,0.0,0.0,0.0,0.0
t470,0.0,0.0,0.0,0.0,0.0,0.0
t471,0.0,0.0,0.0,0.0,0.0,0.0
t472,0.0,0.0,0.0,0.0,0.0,0.0
t473,0.0,0.0,0.0,0.0,0.0,0.0
t474,0.0,0.0,0.0,0.0,0.0,0.0
t475,0.0,0.0,0.0,0.0,0.0,0.0
t476,0.0,0.0,0.0,0.0,0.0,0.0
t477,0.0,0.0,0.0,0.0,0.0,0.0
t478,0.0,0.0,0.0,0.0,0.0,0.0
t479,0.0,0.0,0.0,0.0,0.0,0.0
t480,0.0,0.0,0.0,0.0,0.0,0.0
t481,0.0,0.0,0.0,0.0,0.0,0.0
t482,0.0,0.0,0.0,0.0,0.0,0.0
t483,0.0,0.0,0.0,0.0,0.0,0.0
t484,0.0,0.0,0.0,0.0,0.0,0.0
t485,0.0,0.0,0.0,0.0,0.0,0.0
t486,0.0,0.0,0.0,0.0,0.0,0.0
t487,0.0,0.0,0.0,0.0,0.0,0.0
t488,0.0,0.0,0.0,0.0,0.0,0.0
t489,0.0,0.0,0.0,0.0,0.0,0.0
t490,0.0,0.0,0.0,0.0,0.0,0.0
t491,0.0,0.0,0.0,0.0,0.0,0.0
t492,0.0,0.0,0.0,0.0,0.0,0.0
t493,0.0,0.0,0.0,0.0,0.0,0.0
t494,0.0,0.0,0.0,0.0,0.0,0.0
t495,0.0,0.0,0.0,0.0,0.0,0.0
t496,0.0,0.0,0.0,0.0,0.0,0.0
t497,0.0,0.0,0.0,0.0,0.0,0.0
t498,0.0,0.0,0.0,0.0,0.0,0.0
t499,0.0,0.0,0.0,0.0,0.0,0.0
t500,0.0,0.0,0.0,0.0,0.0,0.0
t501,0.0,0.0,0.0,0.0,0.0,0.0
t502,0.0,0.0,0.0,0.0,0.0,0.0
t503,0.0,0.0,0.0,0.0,0.0,0.0
t504,0.0,0.0,0.0,0.0,0.0,0.0
t505,313.56600000000003,0.0,0.0,0.0,0.0,313.56600000000003
t506,301.719,0.0,0.0,0.0,0.0,301.719
t507,521.2031707520218,0.0,0.0,0.0,0.0,521.2031707520218
t508,556.7382575205665,0.0,0.0,0.0,0.0,556.7382575205665
t509,817.2098550848787,0.0,0.0,0.0,0.0,817.2098550848787
t510,333.59700000000004,0.0,0.0,0.0,0.0,333.59700000000004
t511,375.83700000000005,0.0,0.0,0.0,0.0,375.83700000000005
t512,409.134,0.0,0.0,0.0,0.0,409.134
t513,430.947,0.0,0.0,0.0,0.0,430.947
t514,443.28900000000004,0.0,0.0,0.0,0.0,443.28900000000004
t515,446.6070000000001,0.0,0.0,0.0,0.0,446.6070000000001
t516,445.587,0.0,0.0,0.0,0.0,445.587
t517,446.847,0.0,0.0,0.0,0.0,446.847
t518,448.107,0.0,0.0,0.0,0.0,448.107
t519,444.74100000000004,0.0,0.0,0.0,0.0,444.74100000000004
t520,445.17,0.0,0.0,0.0,0.0,445.17
t521,476.916,0.0,0.0,0.0,0.0,476.916
t522,456.616,0.0,0.0,0.0,0.0,456.616
t523,461.616,0.0,0.0,0.0,0.0,461.616
t524,472.41600000000005,0.0,0.0,0.0,0.0,472.41600000000005
t525,460.086,0.0,0.0,0.0,0.0,460.086
t526,423.98400000000004,0.0,0.0,0.0,0.0,423.98400000000004
t527,381.315,0.0,0.0,0.0,0.0,381.315
t528,345.37800000000004,0.0,0.0,0.0,0.0,345.37800000000004
t529,320.232,0.0,0.0,0.0,0.0,320.232
t530,306.141,0.0,0.0,0.0,0.0,306.141
t531,298.716,0.0,0.0,0.0,0.0,298.716
t532,298.089,0.0,0.0,0.0,0.0,298.089
t533,307.03200000000004,0.0,0.0,0.0,0.0,307.03200000000004
t534,340.26300000000003,0.0,0.0,0.0,0.0,340.26300000000003
t535,399.59700000000004,0.0,0.0,0.0,0.0,399.59700000000004
t536,434.874,0.0,0.0,0.0,0.0,434.874
t537,444.675,0.0,0.0,0.0,0.0,444.675
t538,451.836,0.0,0.0,0.0,0.0,451.836
t539,458.898,0.0,0.0,0.0,0.0,458.898
t540,457.4180000000001,0.0,0.0,0.0,0.0,457.4180000000001
t541,457.89800000000014,0.0,0.0,0.0,0.0,457.89800000000014
t542,457.7180000000001,0.0,0.0,0.0,0.0,457.7180000000001
t543,458.56800000000004,0.0,0.0,0.0,0.0,458.56800000000004
t544,463.18800000000005,0.0,0.0,0.0,0.0,463.18800000000005
t545,1169.8396833682973,0.0,0.0,0.0,0.0,1169.8396833682973
t546,519.8820000000001,0.0,0.0,0.0,0.0,519.8820000000001
t547,2810.5525987553733,0.0,0.0,0.0,0.0,2810.5525987553733
t548,2819.1325987553732,0.0,0.0,0.0,0.0,2819.1325987553732
t549,479.952,0.0,0.0,0.0,0.0,479.952
t550,447.117,0.0,0.0,0.0,0.0,447.117
t551,403.98600000000005,0.0,0.0,0.0,0.0,403.98600000000005
t552,366.432,0.0,0.0,0.0,0.0,366.432
t553,342.474,0.0,0.0,0.0,0.0,342.474
t554,329.60400000000004,0.0,0.0,0.0,0.0,329.60400000000004
t555,324.225,0.0,0.0,0.0,0.0,324.225
t556,324.85200000000003,0.0,0.0,0.0,0.0,324.85200000000003
t557,336.534,0.0,0.0,0.0,0.0,336.534
t558,373.329,0.0,0.0,0.0,0.0,373.329
t559,435.468,0.0,0.0,0.0,0.0,435.468
t560,465.267,0.0,0.0,0.0,0.0,465.267
t561,468.732,0.0,0.0,0.0,0.0,468.732
t562,467.148,0.0,0.0,0.0,0.0,467.148
t563,466.026,0.0,0.0,0.0,0.0,466.026
t564,462.19800000000004,0.0,0.0,0.0,0.0,462.19800000000004
t565,456.88500000000005,0.0,0.0,0.0,0.0,456.88500000000005
t566,453.288,0.0,0.0,0.0,0.0,453.288
t567,450.846,0.0,0.0,0.0,0.0,450.846
t568,1158.3186573318146,0.0,0.0,0.0,0.0,1158.3186573318146
t569,488.30100000000004,0.0,0.0,0.0,0.0,488.30100000000004
t570,528.099,0.0,0.0,0.0,0.0,528.099
t571,2371.7991703525595,0.0,0.0,0.0,0.0,2371.7991703525595
t572,2379.119170352559,0.0,0.0,0.0,0.0,2379.119170352559
t573,495.495,0.0,0.0,0.0,0.0,495.495
t574,462.891,0.0,0.0,0.0,0.0,462.891
t575,420.684,0.0,0.0,0.0,0.0,420.684
t576,382.173,0.0,0.0,0.0,0.0,382.173
t577,356.796,0.0,0.0,0.0,0.0,356.796
t578,344.091,0.0,0.0,0.0,0.0,344.091
t579,338.25,0.0,0.0,0.0,0.0,338.25
t580,339.735,0.0,0.0,0.0,0.0,339.735
t581,350.856,0.0,0.0,0.0,0.0,350.856
t582,385.572,0.0,0.0,0.0,0.0,385.572
t583,447.084,0.0,0.0,0.0,0.0,447.084
t584,478.005,0.0,0.0,0.0,0.0,478.005
t585,482.889,0.0,0.0,0.0,0.0,482.889
t586,483.21900000000005,0.0,0.0,0.0,0.0,483.21900000000005
t587,481.99800000000005,0.0,0.0,0.0,0.0,481.99800000000005
t588,477.345,0.0,0.0,0.0,0.0,477.345
t589,470.877,0.0,0.0,0.0,0.0,470.877
t590,468.6,0.0,0.0,0.0,0.0,468.6
t591,464.77200000000005,0.0,0.0,0.0,0.0,464.77200000000005
t592,470.382,0.0,0.0,0.0,0.0,470.382
t593,0.0,0.0,0.0,0.0,0.0,0.0
t594,0.0,0.0,0.0,0.0,0.0,0.0
t595,0.0,0.0,0.0,0.0,0.0,0.0
t596,0.0,0.0,0.0,0.0,0.0,0.0
t597,0.0,0.0,0.0,0.0,0.0,0.0
t598,0.0,0.0,0.0,0.0,0.0,0.0
t599,0.0,0.0,0.0,0.0,0.0,0.0
t600,0.0,0.0,0.0,0.0,0.0,0.0
t601,359.832,0.0,0.0,0.0,0.0,359.832
t602,0.0,0.0,0.0,0.0,0.0,0.0
t603,0.0,0.0,0.0,0.0,0.0,0.0
t604,25.801433041984637,0.0,0.0,0.0,0.0,25.801433041984637
t605,0.0,0.0,0.0,0.0,0.0,0.0
t606,0.0,0.0,0.0,0.0,0.0,0.0
t607,443.42100000000005,0.0,0.0,0.0,0.0,443.42100000000005
t608,0.0,0.0,0.0,0.0,0.0,0.0
t609,479.55600000000004,0.0,0.0,0.0,0.0,479.55600000000004
t610,478.10400000000004,0.0,0.0,0.0,0.0,478.10400000000004
t611,3740.746588897836,0.0,0.0,0.0,0.0,3740.746588897836
t612,470.283,0.0,0.0,0.0,0.0,470.283
t613,813.9510537776305,0.0,0.0,0.0,0.0,813.9510537776305
t614,2189.1472557646457,0.0,0.0,0.0,0.0,2189.1472557646457
t615,457.97400000000005,0.0,0.0,0.0,0.0,457.97400000000005
t616,1651.8482453520865,0.0,0.0,0.0,0.0,1651.8482453520865
t617,489.98400000000004,0.0,0.0,0.0,0.0,489.98400000000004
t618,516.78,0.0,0.0,0.0,0.0,516.78
t619,509.75100000000003,0.0,0.0,0.0,0.0,509.75100000000003
t620,495.06600000000003,0.0,0.0,0.0,0.0,495.06600000000003
t621,478.5,0.0,0.0,0.0,0.0,478.5
t622,453.387,0.0,0.0,0.0,0.0,453.387
t623,420.75,0.0,0.0,0.0,0.0,420.75
t624,385.968,0.0,0.0,0.0,0.0,385.968
t625,359.172,0.0,0.0,0.0,0.0,359.172
t626,344.25600000000003,0.0,0.0,0.0,0.0,344.25600000000003
t627,337.392,0.0,0.0,0.0,0.0,337.392
t628,335.61,0.0,0.0,0.0,0.0,335.61
t629,339.339,0.0,0.0,0.0,0.0,339.339
t630,354.024,0.0,0.0,0.0,0.0,354.024
t631,377.619,0.0,0.0,0.0,0.0,377.619
t632,2747.089879699247,0.0,0.0,0.0,0.0,2747.089879699247
t633,425.898,0.0,0.0,0.0,0.0,425.898
t634,419.218000000001,0.0,0.0,0.0,0.0,419.218000000001
t635,419.5780000000003,0.0,0.0,0.0,0.0,419.5780000000003
t636,422.91800000000035,0.0,0.0,0.0,0.0,422.91800000000035
t637,422.30100000000004,0.0,0.0,0.0,0.0,422.30100000000004
t638,413.457,0.0,0.0,0.0,0.0,413.457
t639,407.814,0.0,0.0,0.0,0.0,407.814
t640,412.665,0.0,0.0,0.0,0.0,412.665
t641,2507.594037330603,0.0,0.0,0.0,0.0,2507.594037330603
t642,481.86600000000004,0.0,0.0,0.0,0.0,481.86600000000004
t643,476.88300000000004,0.0,0.0,0.0,0.0,476.88300000000004
t644,463.947,0.0,0.0,0.0,0.0,463.947
t645,450.05400000000003,0.0,0.0,0.0,0.0,450.05400000000003
t646,429.56100000000004,0.0,0.0,0.0,0.0,429.56100000000004
t647,403.95300000000003,0.0,0.0,0.0,0.0,403.95300000000003
t648,375.276,0.0,0.0,0.0,0.0,375.276
t649,352.308,0.0,0.0,0.0,0.0,352.308
t650,339.009,0.0,0.0,0.0,0.0,339.009
t651,332.574,0.0,0.0,0.0,0.0,332.574
t652,330.297,0.0,0.0,0.0,0.0,330.297
t653,333.201,0.0,0.0,0.0,0.0,333.201
t654,344.091,0.0,0.0,0.0,0.0,344.091
t655,361.51500000000004,0.0,0.0,0.0,0.0,361.51500000000004
t656,2537.07987191707,0.0,0.0,0.0,0.0,2537.07987191707
t657,406.857,0.0,0.0,0.0,0.0,406.857
t658,418.13800000000015,0.0,0.0,0.0,0.0,418.13800000000015
t659,416.27800000000025,0.0,0.0,0.0,0.0,416.27800000000025
t660,416.5380000000001,0.0,0.0,0.0,0.0,416.5380000000001
t661,418.63800000000003,0.0,0.0,0.0,0.0,418.63800000000003
t662,414.084,0.0,0.0,0.0,0.0,414.084
t663,412.038,0.0,0.0,0.0,0.0,412.038
t664,867.5455466547178,0.0,0.0,0.0,0.0,867.5455466547178
t665,462.56100000000004,0.0,0.0,0.0,0.0,462.56100000000004
t666,498.82800000000003,0.0,0.0,0.0,0.0,498.82800000000003
t667,496.617,0.0,0.0,0.0,0.0,496.617
t668,483.516,0.0,0.0,0.0,0.0,483.516
t669,466.29,0.0,0.0,0.0,0.0,466.29
t670,435.89700000000005,0.0,0.0,0.0,0.0,435.89700000000005
t671,400.22400000000005,0.0,0.0,0.0,0.0,400.22400000000005
t672,368.379,0.0,0.0,0.0,0.0,368.379
t673,343.398,0.0,0.0,0.0,0.0,343.398
t674,329.70300000000003,0.0,0.0,0.0,0.0,329.70300000000003
t675,323.565,0.0,0.0,0.0,0.0,323.565
t676,322.872,0.0,0.0,0.0,0.0,322.872
t677,334.257,0.0,0.0,0.0,0.0,334.257
t678,368.742,0.0,0.0,0.0,0.0,368.742
t679,430.98,0.0,0.0,0.0,0.0,430.98
t680,471.834,0.0,0.0,0.0,0.0,471.834
t681,481.107,0.0,0.0,0.0,0.0,481.107
t682,646.0728919308124,0.0,0.0,0.0,0.0,646.0728919308124
t683,642.9328919308127,0.0,0.0,0.0,0.0,642.9328919308127
t684,493.449,0.0,0.0,0.0,0.0,493.449
t685,643.3328919308126,0.0,0.0,0.0,0.0,643.3328919308126
t686,491.43600000000004,0.0,0.0,0.0,0.0,491.43600000000004
t687,487.31100000000004,0.0,0.0,0.0,0.0,487.31100000000004
t688,495.033,0.0,0.0,0.0,0.0,495.033
t689,531.63,0.0,0.0,0.0,0.0,531.63
t690,553.509,0.0,0.0,0.0,0.0,553.509
t691,546.777,0.0,0.0,0.0,0.0,546.777
t692,922.4275106865971,0.0,0.0,0.0,0.0,922.4275106865971
t693,506.682,0.0,0.0,0.0,0.0,506.682
t694,1283.3464265706648,0.0,0.0,0.0,0.0,1283.3464265706648
t695,1829.9713537841399,0.0,0.0,0.0,0.0,1829.9713537841399
t696,1858.21135378414,0.0,0.0,0.0,0.0,1858.21135378414
t697,1878.45135378414,0.0,0.0,0.0,0.0,1878.45135378414
t698,324.62100000000004,0.0,0.0,0.0,0.0,324.62100000000004
t699,315.64500000000004,0.0,0.0,0.0,0.0,315.64500000000004
t700,314.094,0.0,0.0,0.0,0.0,314.094
t701,322.90500000000003,0.0,0.0,0.0,0.0,322.90500000000003
t702,358.314,0.0,0.0,0.0,0.0,358.314
t703,423.093,0.0,0.0,0.0,0.0,423.093
t704,461.47200000000004,0.0,0.0,0.0,0.0,461.47200000000004
t705,469.72200000000004,0.0,0.0,0.0,0.0,469.72200000000004
t706,472.03200000000004,0.0,0.0,0.0,0.0,472.03200000000004
t707,471.90000000000003,0.0,0.0,0.0,0.0,471.90000000000003
t708,470.547,0.0,0.0,0.0,0.0,470.547
t709,466.19100000000003,0.0,0.0,0.0,0.0,466.19100000000003
t710,465.333,0.0,0.0,0.0,0.0,465.333
t711,463.617,0.0,0.0,0.0,0.0,463.617
t712,471.76800000000003,0.0,0.0,0.0,0.0,471.76800000000003
t713,517.506,0.0,0.0,0.0,0.0,517.506
t714,553.905,0.0,0.0,0.0,0.0,553.905
t715,553.6410000000001,0.0,0.0,0.0,0.0,553.6410000000001
t716,543.081,0.0,0.0,0.0,0.0,543.081
t717,524.337,0.0,0.0,0.0,0.0,524.337
t718,490.71000000000004,0.0,0.0,0.0,0.0,490.71000000000004
t719,442.20000000000005,0.0,0.0,0.0,0.0,442.20000000000005
t720,397.089,0.0,0.0,0.0,0.0,397.089
t721,1747.105454327555,0.0,0.0,0.0,0.0,1747.105454327555
t722,355.08000000000004,0.0,0.0,0.0,0.0,355.08000000000004
t723,349.00800000000004,0.0,0.0,0.0,0.0,349.00800000000004
t724,349.47,0.0,0.0,0.0,0.0,349.47
t725,361.87800000000004,0.0,0.0,0.0,0.0,361.87800000000004
t726,2373.6786625801287,0.0,0.0,0.0,0.0,2373.6786625801287
t727,1412.5933680933513,0.0,0.0,0.0,0.0,1412.5933680933513
t728,499.19100000000003,0.0,0.0,0.0,0.0,499.19100000000003
t729,1929.8677006707467,0.0,0.0,0.0,0.0,1929.8677006707467
t730,1449.9607853254192,0.0,0.0,0.0,0.0,1449.9607853254192
t731,2153.146112708716,0.0,0.0,0.0,0.0,2153.146112708716
t732,2155.226112708716,0.0,0.0,0.0,0.0,2155.226112708716
t733,2158.866112708716,0.0,0.0,0.0,0.0,2158.866112708716
t734,2159.8861127087166,0.0,0.0,0.0,0.0,2159.8861127087166
t735,2162.066112708716,0.0,0.0,0.0,0.0,2162.066112708716
t736,2156.7461127087163,0.0,0.0,0.0,0.0,2156.7461127087163
t737,537.3720000000001,0.0,0.0,0.0,0.0,537.3720000000001
t738,571.626,0.0,0.0,0.0,0.0,571.626
t739,569.3820000000001,0.0,0.0,0.0,0.0,569.3820000000001
t740,558.9870000000001,0.0,0.0,0.0,0.0,558.9870000000001
t741,539.946,0.0,0.0,0.0,0.0,539.946
t742,507.375,0.0,0.0,0.0,0.0,507.375
t743,458.898,0.0,0.0,0.0,0.0,458.898
t744,412.401,0.0,0.0,0.0,0.0,412.401
t745,381.15000000000003,0.0,0.0,0.0,0.0,381.15000000000003
t746,2155.2594932812704,0.0,0.0,0.0,0.0,2155.2594932812704
t747,358.677,0.0,0.0,0.0,0.0,358.677
t748,1021.4530763240853,0.0,0.0,0.0,0.0,1021.4530763240853
t749,1014.8330763240854,0.0,0.0,0.0,0.0,1014.8330763240854
t750,406.362,0.0,0.0,0.0,0.0,406.362
t751,471.504,0.0,0.0,0.0,0.0,471.504
t752,504.43800000000005,0.0,0.0,0.0,0.0,504.43800000000005
t753,506.154,0.0,0.0,0.0,0.0,506.154
t754,499.158,0.0,0.0,0.0,0.0,499.158
t755,492.65700000000004,0.0,0.0,0.0,0.0,492.65700000000004
t756,485.925,0.0,0.0,0.0,0.0,485.925
t757,478.69800000000004,0.0,0.0,0.0,0.0,478.69800000000004
t758,475.56300000000005,0.0,0.0,0.0,0.0,475.56300000000005
t759,472.13100000000003,0.0,0.0,0.0,0.0,472.13100000000003
t760,478.5,0.0,0.0,0.0,0.0,478.5
t761,1000.781840734041,0.0,0.0,0.0,0.0,1000.781840734041
t762,563.409,0.0,0.0,0.0,0.0,563.409
t763,563.97,0.0,0.0,0.0,0.0,563.97
t764,555.159,0.0,0.0,0.0,0.0,555.159
t765,537.9,0.0,0.0,0.0,0.0,537.9
t766,506.25300000000004,0.0,0.0,0.0,0.0,506.25300000000004
t767,458.733,0.0,0.0,0.0,0.0,458.733
t768,412.863,0.0,0.0,0.0,0.0,412.863
t769,382.437,0.0,0.0,0.0,0.0,382.437
t770,367.653,0.0,0.0,0.0,0.0,367.653
t771,361.053,0.0,0.0,0.0,0.0,361.053
t772,361.053,0.0,0.0,0.0,0.0,361.053
t773,371.91,0.0,0.0,0.0,0.0,371.91
t774,407.418,0.0,0.0,0.0,0.0,407.418
t775,471.009,0.0,0.0,0.0,0.0,471.009
t776,488.75099999999986,0.0,0.0,0.0,0.0,488.75099999999986
t777,487.9109999999997,0.0,0.0,0.0,0.0,487.9109999999997
t778,491.4109999999997,0.0,0.0,0.0,0.0,491.4109999999997
t779,494.571,0.0,0.0,0.0,0.0,494.571
t780,487.54200000000003,0.0,0.0,0.0,0.0,487.54200000000003
t781,477.87300000000005,0.0,0.0,0.0,0.0,477.87300000000005
t782,471.30600000000004,0.0,0.0,0.0,0.0,471.30600000000004
t783,467.77500000000003,0.0,0.0,0.0,0.0,467.77500000000003
t784,473.02200000000005,0.0,0.0,0.0,0.0,473.02200000000005
t785,515.955,0.0,0.0,0.0,0.0,515.955
t786,497.5150000000001,0.0,0.0,0.0,0.0,497.5150000000001
t787,501.57500000000005,0.0,0.0,0.0,0.0,501.57500000000005
t788,509.55500000000006,0.0,0.0,0.0,0.0,509.55500000000006
t789,509.85,0.0,0.0,0.0,0.0,509.85
t790,485.661,0.0,0.0,0.0,0.0,485.661
t791,447.41400000000004,0.0,0.0,0.0,0.0,447.41400000000004
t792,405.207,0.0,0.0,0.0,0.0,405.207
t793,373.329,0.0,0.0,0.0,0.0,373.329
t794,354.618,0.0,0.0,0.0,0.0,354.618
t795,346.533,0.0,0.0,0.0,0.0,346.533
t796,343.89300000000003,0.0,0.0,0.0,0.0,343.89300000000003
t797,347.91900000000004,0.0,0.0,0.0,0.0,347.91900000000004
t798,362.736,0.0,0.0,0.0,0.0,362.736
t799,390.819,0.0,0.0,0.0,0.0,390.819
t800,419.331,0.0,0.0,0.0,0.0,419.331
t801,446.68800000000005,0.0,0.0,0.0,0.0,446.68800000000005
t802,441.31600000000014,0.0,0.0,0.0,0.0,441.31600000000014
t803,439.976,0.0,0.0,0.0,0.0,439.976
t804,443.03600000000006,0.0,0.0,0.0,0.0,443.03600000000006
t805,448.536,0.0,0.0,0.0,0.0,448.536
t806,439.56,0.0,0.0,0.0,0.0,439.56
t807,436.12800000000004,0.0,0.0,0.0,0.0,436.12800000000004
t808,443.685,0.0,0.0,0.0,0.0,443.685
t809,492.16200000000003,0.0,0.0,0.0,0.0,492.16200000000003
t810,524.9970000000001,0.0,0.0,0.0,0.0,524.9970000000001
t811,520.938,0.0,0.0,0.0,0.0,520.938
t812,508.33200000000005,0.0,0.0,0.0,0.0,508.33200000000005
t813,495.59400000000005,0.0,0.0,0.0,0.0,495.59400000000005
t814,474.639,0.0,0.0,0.0,0.0,474.639
t815,443.42100000000005,0.0,0.0,0.0,0.0,443.42100000000005
t816,1929.8397583791557,0.0,0.0,0.0,0.0,1929.8397583791557
t817,2334.398804285889,0.0,0.0,0.0,0.0,2334.398804285889
t818,356.796,0.0,0.0,0.0,0.0,356.796
t819,1916.2718759738113,0.0,0.0,0.0,0.0,1916.2718759738113
t820,1385.8023261107878,0.0,0.0,0.0,0.0,1385.8023261107878
t821,343.66200000000003,0.0,0.0,0.0,0.0,343.66200000000003
t822,352.63800000000003,0.0,0.0,0.0,0.0,352.63800000000003
t823,1230.6096886992545,0.0,0.0,0.0,0.0,1230.6096886992545
t824,516.2498484033313,0.0,0.0,0.0,0.0,516.2498484033313
t825,502.057,0.0,0.0,0.0,0.0,502.057
t826,484.797,0.0,0.0,0.0,0.0,484.797
t827,475.497,0.0,0.0,0.0,0.0,475.497
t828,484.67100000000005,0.0,0.0,0.0,0.0,484.67100000000005
t829,491.733,0.0,0.0,0.0,0.0,491.733
t830,494.043,0.0,0.0,0.0,0.0,494.043
t831,494.83500000000004,0.0,0.0,0.0,0.0,494.83500000000004
t832,505.725,0.0,0.0,0.0,0.0,505.725
t833,543.114,0.0,0.0,0.0,0.0,543.114
t834,561.957,0.0,0.0,0.0,0.0,561.957
t835,557.37,0.0,0.0,0.0,0.0,557.37
t836,542.025,0.0,0.0,0.0,0.0,542.025
t837,521.3670000000001,0.0,0.0,0.0,0.0,521.3670000000001
t838,492.06300000000005,0.0,0.0,0.0,0.0,492.06300000000005
t839,449.196,0.0,0.0,0.0,0.0,449.196
t840,405.834,0.0,0.0,0.0,0.0,405.834
t841,366.927,0.0,0.0,0.0,0.0,366.927
t842,350.988,0.0,0.0,0.0,0.0,350.988
t843,342.309,0.0,0.0,0.0,0.0,342.309
t844,338.844,0.0,0.0,0.0,0.0,338.844
t845,342.21000000000004,0.0,0.0,0.0,0.0,342.21000000000004
t846,355.245,0.0,0.0,0.0,0.0,355.245
t847,378.774,0.0,0.0,0.0,0.0,378.774
t848,403.59000000000003,0.0,0.0,0.0,0.0,403.59000000000003
t849,429.033,0.0,0.0,0.0,0.0,429.033
t850,432.4000000000001,0.0,0.0,0.0,0.0,432.4000000000001
t851,429.78,0.0,0.0,0.0,0.0,429.78
t852,431.9599999999999,0.0,0.0,0.0,0.0,431.9599999999999
t853,436.92,0.0,0.0,0.0,0.0,436.92
t854,427.68,0.0,0.0,0.0,0.0,427.68
t855,421.21200000000005,0.0,0.0,0.0,0.0,421.21200000000005
t856,425.66700000000003,0.0,0.0,0.0,0.0,425.66700000000003
t857,456.85200000000003,0.0,0.0,0.0,0.0,456.85200000000003
t858,437.91200000000003,0.0,0.0,0.0,0.0,437.91200000000003
t859,441.37200000000007,0.0,0.0,0.0,0.0,441.37200000000007
t860,450.75200000000007,0.0,0.0,0.0,0.0,450.75200000000007
t861,452.232,0.0,0.0,0.0,0.0,452.232
t862,431.079,0.0,0.0,0.0,0.0,431.079
t863,403.392,0.0,0.0,0.0,0.0,403.392
t864,372.966,0.0,0.0,0.0,0.0,372.966
t865,347.42400000000004,0.0,0.0,0.0,0.0,347.42400000000004
t866,332.607,0.0,0.0,0.0,0.0,332.607
t867,323.862,0.0,0.0,0.0,0.0,323.862
t868,321.519,0.0,0.0,0.0,0.0,321.519
t869,323.961,0.0,0.0,0.0,0.0,323.961
t870,333.399,0.0,0.0,0.0,0.0,333.399
t871,351.615,0.0,0.0,0.0,0.0,351.615
t872,370.72200000000004,0.0,0.0,0.0,0.0,370.72200000000004
t873,397.32,0.0,0.0,0.0,0.0,397.32
t874,417.91200000000003,0.0,0.0,0.0,0.0,417.91200000000003
t875,430.91400000000004,0.0,0.0,0.0,0.0,430.91400000000004
t876,434.845,0.0,0.0,0.0,0.0,434.845
t877,434.0049999999999,0.0,0.0,0.0,0.0,434.0049999999999
t878,435.5049999999999,0.0,0.0,0.0,0.0,435.5049999999999
t879,436.425,0.0,0.0,0.0,0.0,436.425
t880,442.56300000000005,0.0,0.0,0.0,0.0,442.56300000000005
t881,480.51300000000003,0.0,0.0,0.0,0.0,480.51300000000003
t882,468.9419999999998,0.0,0.0,0.0,0.0,468.9419999999998
t883,469.42199999999957,0.0,0.0,0.0,0.0,469.42199999999957
t884,477.56199999999967,0.0,0.0,0.0,0.0,477.56199999999967
t885,488.202,0.0,0.0,0.0,0.0,488.202
t886,459.42600000000004,0.0,0.0,0.0,0.0,459.42600000000004
t887,421.509,0.0,0.0,0.0,0.0,421.509
t888,388.344,0.0,0.0,0.0,0.0,388.344
t889,366.59700000000004,0.0,0.0,0.0,0.0,366.59700000000004
t890,356.16900000000004,0.0,0.0,0.0,0.0,356.16900000000004
t891,352.27500000000003,0.0,0.0,0.0,0.0,352.27500000000003
t892,353.595,0.0,0.0,0.0,0.0,353.595
t893,366.399,0.0,0.0,0.0,0.0,366.399
t894,403.161,0.0,0.0,0.0,0.0,403.161
t895,469.35900000000004,0.0,0.0,0.0,0.0,469.35900000000004
t896,507.639,0.0,0.0,0.0,0.0,507.639
t897,505.3789999999999,0.0,0.0,0.0,0.0,505.3789999999999
t898,505.07899999999995,0.0,0.0,0.0,0.0,505.07899999999995
t899,505.2189999999998,0.0,0.0,0.0,0.0,505.2189999999998
t900,507.24300000000005,0.0,0.0,0.0,0.0,507.24300000000005
t901,498.663,0.0,0.0,0.0,0.0,498.663
t902,493.317,0.0,0.0,0.0,0.0,493.317
t903,486.42,0.0,0.0,0.0,0.0,486.42
t904,488.03700000000003,0.0,0.0,0.0,0.0,488.03700000000003
t905,520.905,0.0,0.0,0.0,0.0,520.905
t906,503.36,0.0,0.0,0.0,0.0,503.36
t907,504.20000000000005,0.0,0.0,0.0,0.0,504.20000000000005
t908,513.3600000000001,0.0,0.0,0.0,0.0,513.3600000000001
t909,526.6800000000001,0.0,0.0,0.0,0.0,526.6800000000001
t910,490.47900000000004,0.0,0.0,0.0,0.0,490.47900000000004
t911,444.345,0.0,0.0,0.0,0.0,444.345
t912,403.524,0.0,0.0,0.0,0.0,403.524
t913,376.761,0.0,0.0,0.0,0.0,376.761
t914,363.396,0.0,0.0,0.0,0.0,363.396
t915,356.103,0.0,0.0,0.0,0.0,356.103
t916,355.575,0.0,0.0,0.0,0.0,355.575
t917,365.87100000000004,0.0,0.0,0.0,0.0,365.87100000000004
t918,399.82800000000003,0.0,0.0,0.0,0.0,399.82800000000003
t919,464.211,0.0,0.0,0.0,0.0,464.211
t920,498.63,0.0,0.0,0.0,0.0,498.63
t921,497.52999999999986,0.0,0.0,0.0,0.0,497.52999999999986
t922,496.00999999999965,0.0,0.0,0.0,0.0,496.00999999999965
t923,495.88999999999965,0.0,0.0,0.0,0.0,495.88999999999965
