Resource,NGCC_bf,NGCC_gf,NGCT_bf,NGCT_gf,NGST,Coal,Nuclear,Biomass,SolarPV,Wind,Hydro,PHS,Li-ion,Retro_NGCC_CCS,Retro_NGCC_H2,Total
Zone,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
AnnualSum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.719619216997142e7,1.418050357708415e8,0.0,0.0,0.0,0.0,0.0,2.3900122794081295e8
t1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39199.58871898713,0.0,0.0,0.0,0.0,0.0,39199.58871898713
t2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38670.81750008033,0.0,0.0,0.0,0.0,0.0,38670.81750008033
t3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39803.505524376305,0.0,0.0,0.0,0.0,0.0,39803.505524376305
t4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39439.09608567397,0.0,0.0,0.0,0.0,0.0,39439.09608567397
t5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33363.648597521904,0.0,0.0,0.0,0.0,0.0,33363.648597521904
t6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27797.765118010717,0.0,0.0,0.0,0.0,0.0,27797.765118010717
t7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24548.41131137676,0.0,0.0,0.0,0.0,0.0,24548.41131137676
t8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26754.482342414165,0.0,0.0,0.0,0.0,0.0,26754.482342414165
t9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11115.154081488368,18655.151491940516,0.0,0.0,0.0,0.0,0.0,29770.305573428886
t10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26803.828560756097,329.1510599300076,0.0,0.0,0.0,0.0,0.0,27132.979620686107
t11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35913.38148420188,111.72977331281203,0.0,0.0,0.0,0.0,0.0,36025.11125751469
t12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40511.893796723205,94.88916479626235,0.0,0.0,0.0,0.0,0.0,40606.782961519464
t13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38787.45167952771,196.11843431071628,0.0,0.0,0.0,0.0,0.0,38983.570113838425
t14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37237.952965525954,339.7608728401628,0.0,0.0,0.0,0.0,0.0,37577.713838366115
t15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31321.117150366044,4443.219907037379,0.0,0.0,0.0,0.0,0.0,35764.33705740342
t16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20687.05742766048,8891.097809732366,0.0,0.0,0.0,0.0,0.0,29578.155237392843
t17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4011.202316085178,6253.355932042259,0.0,0.0,0.0,0.0,0.0,10264.558248127438
t18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24982.157445047997,0.0,0.0,0.0,0.0,0.0,24982.157445047997
t19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41680.42765434967,0.0,0.0,0.0,0.0,0.0,41680.42765434967
t20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40683.353554440415,0.0,0.0,0.0,0.0,0.0,40683.353554440415
t21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42004.757702211886,0.0,0.0,0.0,0.0,0.0,42004.757702211886
t22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40939.38690797217,0.0,0.0,0.0,0.0,0.0,40939.38690797217
t23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37428.960293749034,0.0,0.0,0.0,0.0,0.0,37428.960293749034
t24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29324.051594479493,0.0,0.0,0.0,0.0,0.0,29324.051594479493
