region,Resource,zone,Cluster,R_ID,Inv_cost_MW,Inv_cost_MWh,Fixed_OM_cost_MW,Fixed_OM_cost_MWh,Var_OM_cost_out,Fuel_cost,Var_OM_cost_in,StartCost,Charge_cost,EnergyRevenue,SubsidyRevenue,ReserveMarginRevenue,ESRRevenue,EmissionsCost,RegSubsidyRevenue,Revenue,Cost,Profit
MO,NGCC_bf,1,1,1,0.0,0.0,-1.0658141036401503e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0658141036401503e-8,1.0658141036401503e-8
MO,NGCC_gf,1,1,2,1.0985438208914776e9,0.0,3.2956314626744324e8,0.0,1.8896664654959673e8,1.6553478237744665e9,0.0,2.87885901301494e8,0.0,6.3968507e9,0.0,0.0,0.0,2.8365434527134075e9,0.0,6.396850688e9,6.396850791497886e9,-103.49788570404053
MO,NGCT_bf,1,1,3,0.0,0.0,-1.9539925233402755e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9539925233402755e-8,1.9539925233402755e-8
MO,NGCT_gf,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MO,NGST,1,1,5,0.0,0.0,1.166e7,0.0,758911.0257600705,8.264541070527169e6,0.0,2.885168571428572e6,0.0,6.808397e7,0.0,0.0,0.0,1.4230909276229067e7,0.0,6.8083968e7,3.779952994394488e7,3.028443805605512e7
MO,Coal,1,1,6,0.0,0.0,1.7795606834775385e8,0.0,3.794489920946059e6,1.5390451119357217e7,0.0,2.3684385811313014e7,0.0,3.249012e8,0.0,0.0,0.0,1.0407579059617738e8,0.0,3.24901184e8,3.2490118579554754e8,-1.7955475449562073
MO,Nuclear,1,1,7,0.0,0.0,2.36e8,0.0,4.134720000000001e7,1.0137919968000002e8,0.0,0.0,0.0,1.1459044e9,0.0,0.0,0.0,0.0,0.0,1.145904384e9,3.7872639968e8,7.671779843199999e8
MO,Biomass,1,1,8,0.0,0.0,2.0e6,0.0,29264.175824175833,77608.59428571431,0.0,84909.42857142858,0.0,1.5440592e6,0.0,0.0,0.0,374474.3501193903,0.0,1.54405925e6,2.566256548800709e6,-1.0221972988007092e6
MO,SolarPV,1,1,9,2.250083850627363e9,0.0,6.254232918409342e8,0.0,0.0,0.0,0.0,0.0,0.0,2.8769472e9,0.0,0.0,0.0,0.0,0.0,2.8769472e9,2.8755071424682975e9,1.4400575317025185e6
MO,Wind,1,1,10,2.302955509733419e9,0.0,1.7641036731556127e9,0.0,1.1136953629078392e7,0.0,0.0,0.0,0.0,4.421396e9,0.0,0.0,0.0,0.0,0.0,4.421395968e9,4.07819613651811e9,3.431998314818902e8
MO,Hydro,1,1,11,0.0,0.0,8.64e6,0.0,175152.2788774866,0.0,0.0,0.0,0.0,1.5447667e8,0.0,0.0,0.0,0.0,0.0,1.54476672e8,8.815152278877487e6,1.456615197211225e8
MO,PHS,1,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MO,Li-ion,1,0,13,1.3216672232229064e8,3.5914799921209186e8,3.304168058057266e7,8.619551981090204e7,1.6714233433783462e6,0.0,2.063485609109071e6,0.0,1.5703888e8,7.487313e8,0.0,0.0,0.0,0.0,0.0,7.48731328e8,7.713257108783445e8,-2.2594382878344536e7
MO,Retro_NGCC_CCS,1,1,14,0.0,0.0,1.6432000000000003e8,0.0,1.7814676294318822e8,1.7773108716298752e9,0.0,7.959180944217096e7,0.0,4.6879867e9,0.0,0.0,0.0,2.659645078298675e8,0.0,4.687986688e9,2.465333951845102e9,2.222652736154898e9
MO,Retro_NGCC_H2,1,1,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
