Region,Resource,Zone,Cluster,AnnualSum
MO,NGCC_bf,1,1,0.0
MO,NGCC_gf,1,1,6.3968507e9
MO,NGCT_bf,1,1,0.0
MO,NGCT_gf,1,1,0.0
MO,NGST,1,1,6.808397e7
MO,Coal,1,1,3.249012e8
MO,Nuclear,1,1,1.1459044e9
MO,Biomass,1,1,1.5440592e6
MO,SolarPV,1,1,2.8769472e9
MO,Wind,1,1,4.421396e9
MO,Hydro,1,1,1.5447667e8
MO,PHS,1,0,0.0
MO,Li-ion,1,0,7.487313e8
MO,Retro_NGCC_CCS,1,1,4.6879867e9
MO,Retro_NGCC_H2,1,1,0.0
