Resource,NGCC_bf,NGCC_gf,NGCT_bf,NGCT_gf,NGST,Coal,Nuclear,Biomass,SolarPV,Wind,Hydro,PHS,Li-ion,Retro_NGCC_CCS,Retro_NGCC_H2,Total
Zone,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
AnnualSum,0.0,6.29888821831989e7,0.0,0.0,189727.75644001763,758897.9841892117,2.06736e7,5852.835164835166,9.483809666304672e7,1.1136953629078391e8,1.751522788774866e6,0.0,1.1142822289188975e7,5.938225431439607e7,0.0,3.6310119310518354e8
t1,0.0,197.71262674492422,0.0,0.0,0.0,0.0,2360.0,0.0,0.0,39238.82754653366,480.0,0.0,1539.279483150112,7332.200263571282,0.0,51148.019919999984
t2,0.0,197.71262674492422,0.0,0.0,0.0,0.0,2360.0,0.0,0.0,38709.52702710744,480.0,0.0,0.0,10270.000000000004,0.0,52017.239653852375
t3,0.0,197.71262674492422,0.0,0.0,0.0,0.0,2360.0,0.0,0.0,39843.348873249546,480.0,0.0,0.0,10270.000000000004,0.0,53151.06149999448
t4,0.0,197.71262674492422,0.0,0.0,0.0,0.0,2360.0,0.0,0.0,39478.57466033431,480.0,0.0,0.0,10270.000000000004,0.0,52786.287287079234
t5,0.0,7265.368276834931,0.0,0.0,0.0,0.0,2360.0,0.0,0.0,33397.045643165075,480.0,0.0,0.0,10270.000000000004,0.0,53772.413920000006
t6,0.0,11572.876554725288,0.0,0.0,0.0,0.0,2360.0,0.0,0.0,27825.590708719435,480.0,0.0,2237.7648665552774,10270.000000000004,0.0,54746.232130000004
t7,0.0,11572.876554725288,0.0,0.0,0.0,0.0,2360.0,0.0,0.0,24572.98429567243,480.0,0.0,5786.674389602279,10270.000000000002,0.0,55042.53524
t8,0.0,11572.876554725288,0.0,0.0,0.0,0.0,2360.0,0.0,0.0,26781.263606020188,480.0,0.0,3672.0201292545303,10270.000000000002,0.0,55136.16029000001
t9,0.0,11572.876554725288,0.0,0.0,0.0,0.0,2360.0,0.0,11126.280361850218,18673.825317257775,480.0,0.0,0.0,10270.000000000002,0.0,54482.98223383328
t10,0.0,11572.876554725288,0.0,0.0,0.0,0.0,2360.0,0.0,26830.659219976078,329.48054047047805,480.0,0.0,1393.875164828156,10270.000000000002,0.0,53236.89147999999
t11,0.0,4629.150621890116,0.0,0.0,0.0,0.0,2360.0,0.0,35949.3308150169,111.84161492773978,0.0,0.0,0.0,10270.000000000002,0.0,53320.32305183476
t12,0.0,4629.150621890116,0.0,0.0,0.0,0.0,2360.0,0.0,40552.44624296617,94.98414894520755,0.0,0.0,0.0,8920.88385231305,0.0,56557.46486611455
t13,0.0,4629.150621890116,0.0,0.0,0.0,0.0,2360.0,0.0,38826.277957485196,196.31474905977606,0.0,0.0,0.0,9305.365022507043,0.0,55317.10835094213
t14,0.0,4629.150621890116,0.0,0.0,0.0,0.0,2360.0,0.0,37275.228193719675,340.1009738139768,480.0,0.0,0.0,4108.000000000001,0.0,49192.47978942376
t15,0.0,4629.150621890116,0.0,0.0,0.0,0.0,2360.0,0.0,31352.469619986026,4447.667574611991,23.693080319993065,0.0,0.0,5610.805333191868,0.0,48423.78622999999
t16,0.0,8910.453993363655,0.0,0.0,0.0,0.0,2360.0,0.0,20707.76519285333,8899.997807539907,480.0,0.0,0.0,10067.66196624312,0.0,51425.87896000001
t17,0.0,24751.261092676817,0.0,0.0,0.0,0.0,2360.0,0.0,4015.217533618797,6259.6155475898495,480.0,0.0,6608.336116114533,10270.000000000002,0.0,54744.430290000004
t18,0.0,11489.75394482157,0.0,0.0,0.0,0.0,2360.0,0.0,0.0,25007.164609657655,480.0,0.0,6320.991855520772,10270.000000000002,0.0,55927.91041
t19,0.0,7612.811098785116,0.0,0.0,0.0,0.0,2360.0,0.0,0.0,41722.14980415382,0.0,0.0,0.0,10085.140886585386,0.0,61780.10178952433
t20,0.0,7612.811098785116,0.0,0.0,0.0,0.0,2360.0,0.0,0.0,40724.07763207248,480.0,0.0,0.0,5243.903769142406,0.0,56420.79250000001
t21,0.0,7612.811098785116,0.0,0.0,0.0,0.0,2360.0,0.0,0.0,42046.8045067186,0.0,0.0,0.0,4108.000000000001,0.0,56127.61560550372
t22,0.0,7612.811098785116,0.0,0.0,0.0,0.0,2360.0,0.0,0.0,40980.367275247416,0.0,0.0,0.0,10270.0,0.0,61223.17837403253
t23,0.0,7612.811098785116,0.0,0.0,0.0,0.0,2360.0,0.0,0.0,37466.426720469506,0.0,0.0,0.0,10270.0,0.0,57709.237819254624
t24,0.0,11363.32241052103,0.0,0.0,0.0,0.0,2360.0,0.0,0.0,29353.40499947897,480.0,0.0,0.0,10270.000000000002,0.0,53826.72741
t25,0.0,17691.060465986768,0.0,0.0,0.0,0.0,2360.0,0.0,0.0,23261.942094013237,480.0,0.0,0.0,10270.000000000002,0.0,54063.00256000001
t26,0.0,13027.939236707594,0.0,0.0,0.0,0.0,2360.0,0.0,0.0,28587.398813292406,480.0,0.0,0.0,10270.000000000002,0.0,54725.33805
t27,0.0,10873.491547173027,0.0,0.0,0.0,0.0,2360.0,0.0,0.0,28062.525091520998,480.0,0.0,3451.6742813059764,10270.0,0.0,55497.69092
t28,0.0,7612.811098785116,0.0,0.0,0.0,0.0,2360.0,0.0,0.0,40346.893214432144,480.0,0.0,0.0,10270.000000000002,0.0,61069.70431321726
t29,0.0,8060.781688989034,0.0,0.0,0.0,0.0,2360.0,0.0,0.0,37825.79369101097,480.0,0.0,0.0,10270.000000000002,0.0,58996.57538000001
t30,0.0,11682.39398476243,0.0,0.0,0.0,0.0,2360.0,0.0,0.0,36374.430405237574,480.0,0.0,0.0,10270.000000000002,0.0,61166.82439
t31,0.0,17953.29478424596,0.0,0.0,0.0,0.0,2360.0,0.0,0.0,25871.763551160646,480.0,0.0,4696.047354593394,10270.000000000002,0.0,61631.10569
t32,0.0,19032.027746962787,0.0,0.0,0.0,0.0,2360.0,0.0,0.0,21432.440186922682,480.0,0.0,6608.336116114533,10270.000000000002,0.0,60182.804050000006
t33,0.0,12180.497758056183,0.0,0.0,0.0,0.0,2360.0,0.0,10006.772669454946,24957.171631561505,480.0,0.0,1624.9445009273788,6572.8,0.0,58182.18656000002
t34,0.0,0.0,0.0,0.0,0.0,0.0,2360.0,0.0,21376.96811512313,32721.14144900825,0.0,0.0,0.0,0.0,0.0,56458.10956413138
t35,0.0,0.0,0.0,0.0,0.0,0.0,2360.0,0.0,30970.96141196306,27022.20162415148,0.0,0.0,0.0,0.0,0.0,60353.163036114536
t36,0.0,0.0,0.0,0.0,0.0,0.0,2360.0,0.0,35361.43292068642,18359.519874259426,0.0,0.0,1259.5086455843466,0.0,0.0,57340.46144053019
t37,0.0,0.0,0.0,0.0,0.0,0.0,2360.0,0.0,35730.432662872576,5782.97110101289,0.0,0.0,6608.336116114533,0.0,0.0,50481.739879999994
t38,0.0,0.0,0.0,0.0,0.0,0.0,2360.0,0.0,33860.41702026818,19856.36072584635,0.0,0.0,0.0,0.0,0.0,56076.77774611453
t39,0.0,0.0,0.0,0.0,0.0,0.0,2360.0,0.0,29251.04735940049,24781.51877671405,0.0,0.0,0.0,0.0,0.0,56392.56613611454
t40,0.0,0.0,0.0,0.0,0.0,0.0,2360.0,0.0,19969.765708481023,30415.62594298956,0.0,0.0,2957.3216873219726,0.0,0.0,55702.71333879256
t41,0.0,0.0,0.0,0.0,0.0,0.0,2360.0,0.0,6272.99561716457,42406.8654756451,0.0,0.0,0.0,4298.302017190331,0.0,55338.16311
t42,0.0,3602.6506822002525,0.0,0.0,0.0,0.0,2360.0,0.0,0.0,35163.11655653181,480.0,0.0,4459.931191267945,10270.000000000004,0.0,56335.69843000002
t43,0.0,10007.363006111813,0.0,0.0,0.0,0.0,2360.0,0.0,0.0,31980.465630541195,480.0,0.0,1507.7601433469922,10270.000000000004,0.0,56605.588780000005
t44,0.0,12449.562231697539,0.0,0.0,0.0,0.0,2360.0,0.0,0.0,23967.485082187926,480.0,0.0,6608.336116114533,10270.000000000004,0.0,56135.38343
t45,0.0,5151.943491387651,0.0,0.0,0.0,0.0,2360.0,0.0,0.0,36398.15199861235,480.0,0.0,0.0,10270.000000000004,0.0,54660.09549000001
t46,0.0,4979.824892679016,0.0,0.0,0.0,0.0,2360.0,0.0,0.0,40621.9256211851,480.0,0.0,0.0,10270.000000000004,0.0,58711.75051386413
t47,0.0,4979.824892679016,0.0,0.0,0.0,0.0,2360.0,0.0,0.0,36402.168642163175,480.0,0.0,0.0,10270.000000000004,0.0,54491.9935348422
t48,0.0,4979.824892679016,0.0,0.0,0.0,0.0,2360.0,0.0,0.0,35329.937697306006,480.0,0.0,0.0,10270.000000000004,0.0,53419.762589985025
t49,0.0,4979.824892679016,0.0,0.0,0.0,0.0,2360.0,0.0,0.0,36987.65017434505,480.0,0.0,0.0,10270.000000000004,0.0,55077.475067024076
t50,0.0,8513.197312956023,0.0,0.0,0.0,0.0,2360.0,0.0,0.0,29046.08671704398,480.0,0.0,0.0,10270.000000000004,0.0,50669.28403000001
t51,0.0,10025.572509399719,0.0,0.0,0.0,0.0,2360.0,0.0,0.0,21403.813415079505,480.0,0.0,6320.991855520773,10270.000000000004,0.0,50860.377779999995
