Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Demand_MW_z1,Demand_MW_z2,Demand_MW_z3
50000,1,1.0,1.0,2000,11,168,673.8461538461539,1,8760.008255540373,2502.1674769908986,1194.8593112099704
,2,0.9,0.04,1800,,,842.3076923076924,2,8473.04074391612,2420.1619881366805,1155.8639027269671
,3,0.55,0.024,1100,,,673.8461538461539,3,8335.056365504459,2380.159310646818,1135.866257351068
,4,0.2,0.003,400,,,842.3076923076924,4,8274.063270699304,2364.1582396508734,1127.8671992007085
,,,,,,,1516.1538461538462,5,8329.057044703952,2379.1592437095715,1135.866257351068
,,,,,,,842.3076923076924,6,8556.031348323135,2444.1635946305983,1165.8627254149167
,,,,,,,1010.7692307692308,7,8957.985841957106,2559.171292413953,1221.8561324674342
,,,,,,,673.8461538461539,8,9397.93603399429,2684.1796595697733,1281.8490685951315
,,,,,,,336.92307692307696,9,9980.870038443558,2850.1907711527024,1360.839767829933
,,,,,,,673.8461538461539,10,10339.829399673896,2953.1976656890984,1409.8339990008856
,,,,,,,673.8461538461539,11,10481.813325285897,2994.2004101162074,1428.8317621079898
,,,,,,,,12,10479.813551685727,2993.200343178961,1427.8318798391947
,,,,,,,,13,10416.820683280404,2975.199138308523,1419.832821688835
,,,,,,,,14,10337.829626073728,2953.1976656890984,1408.8341167320907
,,,,,,,,15,10306.833135271108,2944.197063253879,1404.8345876569108
,,,,,,,,16,10324.831097672628,2949.1973979401123,1407.8342344632956
,,,,,,,,17,10806.776535313362,3086.206568342891,1473.8264642037627
,,,,,,,,18,11525.695144574123,3292.220357415683,1570.8150442768733
,,,,,,,,19,11529.69469177446,3293.2204243529295,1571.8149265456682
,,,,,,,,20,11318.71857695663,3233.216408118136,1543.8182230194095
,,,,,,,,21,10903.76555492156,3115.2085095230414,1486.824933698097
,,,,,,,,22,10220.842870463839,2920.195456759962,1392.8360004313713
,,,,,,,,23,9456.929355199276,2701.1807975029647,1288.8482444766962
,,,,,,,,24,8682.017085133783,2479.165937434228,1183.860606253226
,,,,,,,,25,8125.0801374867115,2321.155361349271,1107.8695538248094
,,,,,,,,26,7841.112286262711,2239.149872495053,1068.8741453418063
,,,,,,,,27,7726.1253042529925,2207.147730503163,1053.875911309882
,,,,,,,,28,7732.1246250535,2209.147864377656,1054.8757935786768
,,,,,,,,29,7972.097457073782,2277.152416110422,1086.8720261801154
,,,,,,,,30,8703.014707935557,2485.1663390577073,1185.8603707908158
,,,,,,,,31,10032.864152047952,2865.191775211401,1367.8389437114974
,,,,,,,,32,10779.77959171108,3079.206099782165,1468.827052859788
,,,,,,,,33,10940.761366524686,3126.209245832754,1491.8243450420719
,,,,,,,,34,11031.751065332375,3151.2109192639177,1503.8229322676113
,,,,,,,,35,11117.741330139643,3176.2125926950816,1515.8215194931508
,,,,,,,,36,11101.743141338291,3170.2121910716023,1513.821754955561
,,,,,,,,37,10994.755253729249,3140.2101829542057,1498.8235209236366
,,,,,,,,38,10919.763743722911,3119.208777272028,1488.824698235687
,,,,,,,,39,10801.777101312939,3085.2065014056448,1472.8265819349676
,,,,,,,,40,10806.776535313362,3086.206568342891,1473.8264642037627
,,,,,,,,41,11299.720727755024,3227.2160064946565,1539.8186939442296
,,,,,,,,42,12017.6394502157,3432.229728630202,1638.8070385549302
,,,,,,,,43,11917.65077020725,3404.227854387298,1624.8086867918007
,,,,,,,,44,11539.693559775305,3296.2206251646694,1573.8146910832581
,,,,,,,,45,10995.755140529334,3140.2101829542057,1498.8235209236366
,,,,,,,,46,10195.845700461727,2912.1949212619893,1389.8363536249865
,,,,,,,,47,9192.959239976966,2625.175710272226,1252.8524828000777
,,,,,,,,48,8284.062138700148,2366.158373525366,1129.8669637382984
,,,,,,,,49,7706.127568251302,2201.1473288796838,1049.876382234702
,,,,,,,,50,7340.1689994203725,2097.140367406041,999.8822687949544
,,,,,,,,51,7161.1892622052455,2045.1368866692198,975.8850943438755
,,,,,,,,52,7115.194469401358,2032.1360164850146,969.8858007311057
,,,,,,,,53,7318.171489818514,2090.139898845315,997.8825042573644
,,,,,,,,54,7993.095079875557,2283.1528177339014,1089.8716729865002
,,,,,,,,55,9335.94305238905,2666.178454699335,1272.8501281759768
,,,,,,,,56,10076.85917125167,2878.192645395606,1373.8382373242673
,,,,,,,,57,10151.850681258009,2900.1941180150307,1383.8370600122169
,,,,,,,,58,10109.85543565446,2888.193314768072,1377.837766399447
,,,,,,,,59,10121.854077255473,2891.1935155798114,1379.837530937037
,,,,,,,,60,10079.858831651924,2879.192712332853,1373.8382373242673
,,,,,,,,61,9963.871962842122,2846.1905034037163,1357.840121023548
,,,,,,,,62,9887.8805660357,2825.1890977215385,1347.8412983355984
,,,,,,,,63,9781.89256522674,2794.187022666895,1332.843064303674
,,,,,,,,64,9789.891659627418,2796.187156541388,1334.842828841264
,,,,,,,,65,10279.836191668826,2936.1965277559066,1401.834940850526
,,,,,,,,66,11180.734198544968,3194.21379756552,1524.8204599123053
,,,,,,,,67,11190.733066545812,3196.213931440013,1525.8203421811004
,,,,,,,,68,10924.763177723333,3120.208844209274,1488.824698235687
,,,,,,,,69,10491.812193286742,2997.2006109279473,1429.8316443767847
,,,,,,,,70,9774.89335762615,2792.186888792402,1331.8431820348792
,,,,,,,,71,8878.99478475043,2536.1697528572818,1210.8574275106896
,,,,,,,,72,8041.089646279613,2297.1537548553533,1095.8709665992699
,,,,,,,,73,7502.150661034063,2143.143446519383,1022.8795609772383
,,,,,,,,74,7231.181338211161,2065.1382254141513,985.883917031825
,,,,,,,,75,7110.195035400936,2031.135949547768,968.8859184623108
,,,,,,,,76,7116.194356201443,2033.136083422261,969.8858007311057
,,,,,,,,77,7345.168433420795,2098.140434343288,1000.8821510637493
,,,,,,,,78,8086.084552283415,2309.1545581023124,1101.8702602120397
,,,,,,,,79,9488.92573280198,2710.181399938184,1293.847655820671
,,,,,,,,80,10271.83709726815,2934.1963938814138,1400.8350585817311
,,,,,,,,81,10336.829739273642,2952.1975987518517,1408.8341167320907
,,,,,,,,82,10394.823173678544,2969.1987366850435,1417.8330571512452
,,,,,,,,83,10441.817853282517,2982.199606869249,1423.832350764015
,,,,,,,,84,10414.820909680235,2975.199138308523,1419.832821688835
,,,,,,,,85,10310.832682471446,2945.197130191126,1405.834469925706
,,,,,,,,86,10254.839021666714,2929.196059195181,1397.835411775346
,,,,,,,,87,10136.852379256741,2895.193783328798,1382.8371777434218
,,,,,,,,88,10120.85419045539,2891.1935155798114,1379.837530937037
,,,,,,,,89,10576.802571293925,3021.2022174218646,1441.8302316023241
,,,,,,,,90,11571.68993737801,3306.221294537135,1577.814220158438
,,,,,,,,91,11638.682352983673,3325.2225663448194,1586.8131605775925
,,,,,,,,92,11373.712350961277,3249.2174791140806,1550.8173989009742
,,,,,,,,93,10956.759555326038,3130.20951358174,1493.8241095796618
,,,,,,,,94,10209.84411566291,2916.1951890109754,1391.8361181625764
,,,,,,,,95,9241.953693181107,2639.1766473936777,1259.8516586816424
,,,,,,,,96,8384.0508187086,2394.16024776827,1142.8654332326328
,,,,,,,,97,7824.114210661274,2235.149604746067,1066.8743808042163
,,,,,,,,98,7538.146585837105,2153.1441158918487,1027.878972321213
,,,,,,,,99,7403.161867825696,2114.1415053392325,1009.8810914829039
,,,,,,,,100,7397.162547025189,2113.141438401986,1008.8812092141089
,,,,,,,,101,7631.136058244964,2180.145923197506,1039.8775595467525
,,,,,,,,102,8342.05557310505,2383.159511458558,1136.8661396198631
,,,,,,,,103,9735.897772422853,2780.186085545443,1327.8436529596993
,,,,,,,,104,10480.813438485811,2994.2004101162074,1428.8317621079898
,,,,,,,,105,10530.807778490038,3008.2013472376593,1435.8309379895545
,,,,,,,,106,10498.811400887333,2999.20074480244,1431.8314089143746
,,,,,,,,107,10472.814344085136,2991.2002093044675,1427.8318798391947
,,,,,,,,108,10403.822154879304,2972.198937496783,1417.8330571512452
,,,,,,,,109,10320.83155047229,2948.1973310028657,1406.8343521945008
,,,,,,,,110,10312.832456071616,2945.197130191126,1405.834469925706
,,,,,,,,111,10283.835738869164,2937.196594693153,1401.834940850526
,,,,,,,,112,10362.82679607584,2960.1981342498243,1412.8336458072704
,,,,,,,,113,10866.769743318431,3104.2077732133293,1481.8255223541223
,,,,,,,,114,11658.680088985362,3330.2229010310525,1589.8128073839773
,,,,,,,,115,11628.683484982826,3321.2222985958333,1584.8133960400025
,,,,,,,,116,11359.713935760094,3245.2172113650945,1548.8176343633843
,,,,,,,,117,10909.764875722067,3116.208576460288,1487.8248159668922
,,,,,,,,118,10189.84637966122,2910.194787387496,1388.8364713561916
,,,,,,,,119,9242.953579981191,2640.1767143309244,1259.8516586816424
,,,,,,,,120,8395.049573509528,2398.1605155172565,1144.8651977702227
,,,,,,,,121,7821.114550261021,2234.1495378088202,1065.8744985354213
,,,,,,,,122,7493.151679833302,2140.143245707643,1020.8797964396484
,,,,,,,,123,7342.168773020541,2097.140367406041,1000.8821510637493
,,,,,,,,124,7288.174885815978,2082.1393633473426,993.8829751821846
,,,,,,,,125,7481.153038232288,2137.1430448959036,1019.8799141708535
,,,,,,,,126,8141.078326288063,2325.155629098257,1109.8693183623993
,,,,,,,,127,9386.93727919336,2681.1794587580334,1279.8493040575415
,,,,,,,,128,10231.84162526477,2922.195590634455,1394.8357649689613
,,,,,,,,129,10492.812080086826,2997.2006109279473,1430.8315266455797
,,,,,,,,130,10663.792722901277,3046.2038908530285,1453.8288188278636
,,,,,,,,131,10778.779704910996,3079.206099782165,1468.827052859788
,,,,,,,,132,10815.775516514123,3089.206769154631,1473.8264642037627
,,,,,,,,133,10741.78389330787,3068.205363472453,1463.8276415158132
,,,,,,,,134,10655.793628500602,3044.2037569785357,1452.8289365590686
,,,,,,,,135,10514.809589688686,3003.2010125514266,1433.8311734519646
,,,,,,,,136,10466.81502328463,2990.2001423672214,1426.8319975703998
,,,,,,,,137,10786.77879931167,3081.2062336566582,1470.826817397378
,,,,,,,,138,11252.726048151053,3214.2151363104513,1534.8192826002548
,,,,,,,,139,11086.744839337023,3167.211990259863,1511.821990417971
,,,,,,,,140,10713.787062905503,3060.2048279744804,1460.8279947094284
,,,,,,,,141,10310.832682471446,2945.197130191126,1405.834469925706
,,,,,,,,142,9765.894376425389,2790.1867549179087,1331.8431820348792
,,,,,,,,143,9039.976559564037,2582.172831970624,1231.8549551553838
,,,,,,,,144,8304.059874701838,2372.1587751488455,1131.8667282758884
,,,,,,,,145,7712.1268890518095,2203.1474627541766,1050.876264503497
,,,,,,,,146,7355.16730142164,2101.140635155027,1002.8819156013392
,,,,,,,,147,7173.18790380626,2048.1370874809595,977.8848588814653
,,,,,,,,148,7105.195601400514,2029.135815673275,968.8859184623108
,,,,,,,,149,7169.188356605921,2048.1370874809595,977.8848588814653
,,,,,,,,150,7469.154396631274,2134.1428440841637,1018.8800319020585
,,,,,,,,151,7988.095645875133,2282.1527507966553,1088.8717907177054
,,,,,,,,152,8542.032933121951,2439.1632599443656,1164.8628431461218
,,,,,,,,153,9127.966597971474,2607.174505401788,1244.8534246497181
,,,,,,,,154,9502.924148003163,2715.1817346244165,1295.847420358261
,,,,,,,,155,9669.905243617277,2762.184880675005,1317.8448302717497
,,,,,,,,156,9576.915771209417,2735.1830733693478,1305.8462430462105
,,,,,,,,157,9395.93626039412,2684.1796595697733,1280.8491863263366
,,,,,,,,158,9150.963994373416,2614.174973962514,1246.853189187308
,,,,,,,,159,9000.98097436074,2571.1720956609115,1226.855543811409
,,,,,,,,160,9003.980634760994,2572.172162598158,1226.855543811409
,,,,,,,,161,9433.931958797331,2694.1803289422387,1286.8484799391063
,,,,,,,,162,10339.829399673896,2953.1976656890984,1409.8339990008856
,,,,,,,,163,10414.820909680235,2975.199138308523,1419.832821688835
,,,,,,,,164,10110.855322454545,2888.193314768072,1377.837766399447
,,,,,,,,165,9800.890414428346,2800.187424290374,1336.842593378854
,,,,,,,,166,9329.943731588543,2665.1783877620883,1271.850245907182
,,,,,,,,167,8729.011764737754,2493.16687455568,1189.8598998659957
,,,,,,,,168,8087.0844390835,2310.1546250395586,1102.8701424808346
,,,,,,,,169,8032.090665078852,2294.153554043614,1094.871084330475
,,,,,,,,170,7792.11783305857,2226.1490023108477,1061.8749694602416
,,,,,,,,171,7710.127115451641,2203.1474627541766,1050.876264503497
,,,,,,,,172,7717.126323052232,2204.147529691423,1051.876146772292
,,,,,,,,173,7821.114550261021,2234.1495378088202,1065.8744985354213
,,,,,,,,174,8061.087382281303,2303.154156478833,1098.870613405655
,,,,,,,,175,8450.043347514176,2414.161586513201,1151.8643736517874
,,,,,,,,176,8880.9945583506,2537.1698197945284,1210.8574275106896
,,,,,,,,177,9487.925846001895,2710.181399938184,1292.847773551876
,,,,,,,,178,9924.876377638826,2835.189767094004,1352.8407096795731
,,,,,,,,179,10140.851926457079,2896.193850266044,1382.8371777434218
,,,,,,,,180,10187.846606061052,2910.194787387496,1388.8364713561916
,,,,,,,,181,10144.851473657418,2898.1939841405374,1382.8371777434218
,,,,,,,,182,10034.863925648122,2866.1918421486475,1367.8389437114974
,,,,,,,,183,9924.876377638826,2835.189767094004,1352.8407096795731
,,,,,,,,184,9979.870151643474,2850.1907711527024,1360.839767829933
,,,,,,,,185,10402.82226807922,2971.1988705595363,1417.8330571512452
,,,,,,,,186,11367.71303016077,3247.2173452395878,1549.8175166321791
,,,,,,,,187,11756.668995393644,3358.224775273956,1602.811276878312
,,,,,,,,188,11554.691861776573,3301.220959850902,1574.814573352053
,,,,,,,,189,11150.737594542432,3185.213195130301,1519.8210485683305
,,,,,,,,190,10482.813212085981,2994.2004101162074,1428.8317621079898
,,,,,,,,191,9720.899470421586,2776.185817796457,1324.8440061533145
,,,,,,,,192,8996.981427160403,2569.1719617864183,1225.855661542614
