Time_Index,MA_natural_gas_combined_cycle,CT_natural_gas_combined_cycle,ME_natural_gas_combined_cycle,MA_solar_pv,CT_onshore_wind,CT_solar_pv,ME_onshore_wind,MA_battery,CT_battery,ME_battery
593,1.0,1.0,1.0,0.2741,0.870926797,0.258,0.704815924,1.0,1.0,1.0
594,1.0,1.0,1.0,0.1203,0.975161433,0.1186,0.880092621,1.0,1.0,1.0
595,1.0,1.0,1.0,0.0016,0.447313875,0.0007,0.902629614,1.0,1.0,1.0
596,1.0,1.0,1.0,0.0,0.154002219,0.0,0.910028458,1.0,1.0,1.0
597,1.0,1.0,1.0,0.0,0.238145694,0.0,0.947542071,1.0,1.0,1.0
598,1.0,1.0,1.0,0.0,0.160827205,0.0,0.835615695,1.0,1.0,1.0
599,1.0,1.0,1.0,0.0,0.040918317,0.0,0.688681483,1.0,1.0,1.0
600,1.0,1.0,1.0,0.0,0.195152611,0.0,0.598271847,1.0,1.0,1.0
601,1.0,1.0,1.0,0.0,0.577475309,0.0,0.427203566,1.0,1.0,1.0
602,1.0,1.0,1.0,0.0,0.951914668,0.0,0.374159575,1.0,1.0,1.0
603,1.0,1.0,1.0,0.0,0.999493182,0.0,0.369925082,1.0,1.0,1.0
604,1.0,1.0,1.0,0.0,1.0,0.0,0.361405373,1.0,1.0,1.0
605,1.0,1.0,1.0,0.0,1.0,0.0,0.339065343,1.0,1.0,1.0
606,1.0,1.0,1.0,0.0,1.0,0.0,0.368749678,1.0,1.0,1.0
607,1.0,1.0,1.0,0.0835,1.0,0.1167,0.469379961,1.0,1.0,1.0
608,1.0,1.0,1.0,0.2597,1.0,0.3008,0.421346366,1.0,1.0,1.0
609,1.0,1.0,1.0,0.426,1.0,0.4797,0.572523773,1.0,1.0,1.0
610,1.0,1.0,1.0,0.5534,1.0,0.6032,0.795023441,1.0,1.0,1.0
611,1.0,1.0,1.0,0.7817,1.0,0.8177,0.882801354,1.0,1.0,1.0
612,1.0,1.0,1.0,0.6721,1.0,0.6935,0.96761322,1.0,1.0,1.0
613,1.0,1.0,1.0,0.6865,1.0,0.6996,0.997336566,1.0,1.0,1.0
614,1.0,1.0,1.0,0.6856,1.0,0.6933,1.0,1.0,1.0,1.0
615,1.0,1.0,1.0,0.6293,1.0,0.6467,1.0,1.0,1.0,1.0
616,1.0,1.0,1.0,0.513,1.0,0.5478,1.0,1.0,1.0,1.0
617,1.0,1.0,1.0,0.3588,1.0,0.4061,1.0,1.0,1.0,1.0
618,1.0,1.0,1.0,0.1693,1.0,0.2237,1.0,1.0,1.0,1.0
619,1.0,1.0,1.0,0.0613,1.0,0.0894,1.0,1.0,1.0,1.0
620,1.0,1.0,1.0,0.0,1.0,0.0,0.999962866,1.0,1.0,1.0
621,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
622,1.0,1.0,1.0,0.0,0.994575143,0.0,1.0,1.0,1.0,1.0
623,1.0,1.0,1.0,0.0,0.981276035,0.0,0.999985516,1.0,1.0,1.0
624,1.0,1.0,1.0,0.0,0.896311998,0.0,1.0,1.0,1.0,1.0
625,1.0,1.0,1.0,0.0,0.857198417,0.0,1.0,1.0,1.0,1.0
626,1.0,1.0,1.0,0.0,0.807089388,0.0,1.0,1.0,1.0,1.0
627,1.0,1.0,1.0,0.0,0.960698903,0.0,1.0,1.0,1.0,1.0
628,1.0,1.0,1.0,0.0,0.857702792,0.0,0.999023259,1.0,1.0,1.0
629,1.0,1.0,1.0,0.0,0.921978414,0.0,0.990850806,1.0,1.0,1.0
630,1.0,1.0,1.0,0.0969,0.838033378,0.087,0.992687821,1.0,1.0,1.0
631,1.0,1.0,1.0,0.0994,0.782606661,0.1337,0.985980868,1.0,1.0,1.0
632,1.0,1.0,1.0,0.267,0.801607251,0.3054,0.990027905,1.0,1.0,1.0
633,1.0,1.0,1.0,0.4652,0.925497532,0.4933,0.999566913,1.0,1.0,1.0
634,1.0,1.0,1.0,0.6177,0.771592259,0.6328,0.997391582,1.0,1.0,1.0
635,1.0,1.0,1.0,0.7405,0.61442858,0.7381,0.98540175,1.0,1.0,1.0
636,1.0,1.0,1.0,0.7489,0.375686228,0.7418,0.983328342,1.0,1.0,1.0
637,1.0,1.0,1.0,0.7483,0.484907836,0.7424,0.994881809,1.0,1.0,1.0
638,1.0,1.0,1.0,0.7424,0.538775146,0.7348,0.995165467,1.0,1.0,1.0
639,1.0,1.0,1.0,0.6644,0.687196791,0.6813,0.979057074,1.0,1.0,1.0
640,1.0,1.0,1.0,0.5355,0.615338981,0.5282,0.98683989,1.0,1.0,1.0
641,1.0,1.0,1.0,0.3457,0.595331132,0.3801,0.990314007,1.0,1.0,1.0
642,1.0,1.0,1.0,0.15,0.357232004,0.2018,0.96430707,1.0,1.0,1.0
643,1.0,1.0,1.0,0.059,0.375199169,0.0706,0.908296227,1.0,1.0,1.0
644,1.0,1.0,1.0,0.0,0.477542132,0.0,0.808068037,1.0,1.0,1.0
645,1.0,1.0,1.0,0.0,0.534386039,0.0,0.91275084,1.0,1.0,1.0
646,1.0,1.0,1.0,0.0,0.702538669,0.0,0.956340551,1.0,1.0,1.0
647,1.0,1.0,1.0,0.0,0.805244803,0.0,0.960220277,1.0,1.0,1.0
648,1.0,1.0,1.0,0.0,0.799776375,0.0,0.945180953,1.0,1.0,1.0
649,1.0,1.0,1.0,0.0,0.895068109,0.0,0.887928367,1.0,1.0,1.0
650,1.0,1.0,1.0,0.0,0.962961137,0.0,0.798302293,1.0,1.0,1.0
651,1.0,1.0,1.0,0.0,0.984760702,0.0,0.629671037,1.0,1.0,1.0
652,1.0,1.0,1.0,0.0,0.994194925,0.0,0.505612791,1.0,1.0,1.0
653,1.0,1.0,1.0,0.0,0.999985814,0.0,0.40457505,1.0,1.0,1.0
654,1.0,1.0,1.0,0.0968,0.975248814,0.0727,0.416240692,1.0,1.0,1.0
655,1.0,1.0,1.0,0.0959,0.58400923,0.1334,0.367600381,1.0,1.0,1.0
656,1.0,1.0,1.0,0.2821,0.131447449,0.3146,0.246390373,1.0,1.0,1.0
657,1.0,1.0,1.0,0.4778,0.211835012,0.4983,0.47741586,1.0,1.0,1.0
658,1.0,1.0,1.0,0.6264,0.529911637,0.6336,0.730220437,1.0,1.0,1.0
659,1.0,1.0,1.0,0.7379,0.74610889,0.7354,0.894937754,1.0,1.0,1.0
660,1.0,1.0,1.0,0.758,0.90819943,0.7642,0.929054737,1.0,1.0,1.0
661,1.0,1.0,1.0,0.7581,0.989248514,0.7653,0.990611076,1.0,1.0,1.0
662,1.0,1.0,1.0,0.7456,1.0,0.7615,0.999107063,1.0,1.0,1.0
663,1.0,1.0,1.0,0.6691,1.0,0.7018,0.996322632,1.0,1.0,1.0
664,1.0,1.0,1.0,0.5448,0.989941597,0.5819,0.999952793,1.0,1.0,1.0
665,1.0,1.0,1.0,0.3721,1.0,0.4279,0.999979556,1.0,1.0,1.0
666,1.0,1.0,1.0,0.1593,1.0,0.2221,0.999992192,1.0,1.0,1.0
667,1.0,1.0,1.0,0.0698,1.0,0.1006,1.0,1.0,1.0,1.0
668,1.0,1.0,1.0,0.0,0.831628621,0.0,0.954586625,1.0,1.0,1.0
669,1.0,1.0,1.0,0.0,0.874698818,0.0,0.983723879,1.0,1.0,1.0
670,1.0,1.0,1.0,0.0,0.678449094,0.0,0.967501342,1.0,1.0,1.0
671,1.0,1.0,1.0,0.0,0.892120004,0.0,0.955243111,1.0,1.0,1.0
672,1.0,1.0,1.0,0.0,0.992359221,0.0,0.900340676,1.0,1.0,1.0
673,1.0,1.0,1.0,0.0,0.889629841,0.0,0.028145354,1.0,1.0,1.0
674,1.0,1.0,1.0,0.0,0.911478758,0.0,0.026687048,1.0,1.0,1.0
675,1.0,1.0,1.0,0.0,0.90429312,0.0,0.045300074,1.0,1.0,1.0
676,1.0,1.0,1.0,0.0,0.933805466,0.0,0.085520059,1.0,1.0,1.0
677,1.0,1.0,1.0,0.0,0.691581488,0.0,0.127922982,1.0,1.0,1.0
678,1.0,1.0,1.0,0.0,0.439968765,0.0,0.161266655,1.0,1.0,1.0
679,1.0,1.0,1.0,0.0825,0.56971103,0.0783,0.100241765,1.0,1.0,1.0
680,1.0,1.0,1.0,0.2082,0.262372345,0.2023,0.084521018,1.0,1.0,1.0
681,1.0,1.0,1.0,0.3309,0.01781223,0.3522,0.012488978,1.0,1.0,1.0
682,1.0,1.0,1.0,0.4573,0.011651794,0.4342,0.008727983,1.0,1.0,1.0
683,1.0,1.0,1.0,0.4965,0.05142523,0.4766,0.009843435,1.0,1.0,1.0
684,1.0,1.0,1.0,0.4893,0.234933957,0.4596,0.012780948,1.0,1.0,1.0
685,1.0,1.0,1.0,0.468,0.269241214,0.4479,0.042887859,1.0,1.0,1.0
686,1.0,1.0,1.0,0.4295,0.308216244,0.4338,0.160523087,1.0,1.0,1.0
687,1.0,1.0,1.0,0.4079,0.492160857,0.4112,0.159518525,1.0,1.0,1.0
688,1.0,1.0,1.0,0.3452,0.434786677,0.3684,0.225127652,1.0,1.0,1.0
689,1.0,1.0,1.0,0.2643,0.205275208,0.2748,0.28652221,1.0,1.0,1.0
690,1.0,1.0,1.0,0.1438,0.147605702,0.1397,0.380352437,1.0,1.0,1.0
691,1.0,1.0,1.0,0.0228,0.061660979,0.0223,0.473206997,1.0,1.0,1.0
692,1.0,1.0,1.0,0.0,0.021133337,0.0,0.701544046,1.0,1.0,1.0
693,1.0,1.0,1.0,0.0,0.042154603,0.0,0.475116074,1.0,1.0,1.0
694,1.0,1.0,1.0,0.0,0.086964674,0.0,0.28344661,1.0,1.0,1.0
695,1.0,1.0,1.0,0.0,0.254774988,0.0,0.426872909,1.0,1.0,1.0
696,1.0,1.0,1.0,0.0,0.34942171,0.0,0.502671778,1.0,1.0,1.0
697,1.0,1.0,1.0,0.0,0.29196167,0.0,0.528518975,1.0,1.0,1.0
698,1.0,1.0,1.0,0.0,0.434718728,0.0,0.532909513,1.0,1.0,1.0
699,1.0,1.0,1.0,0.0,0.544953108,0.0,0.531103134,1.0,1.0,1.0
700,1.0,1.0,1.0,0.0,0.402739882,0.0,0.450618774,1.0,1.0,1.0
701,1.0,1.0,1.0,0.0,0.265694559,0.0,0.400808573,1.0,1.0,1.0
702,1.0,1.0,1.0,0.0078,0.271681249,0.0014,0.320486605,1.0,1.0,1.0
703,1.0,1.0,1.0,0.121,0.345898747,0.0852,0.393584371,1.0,1.0,1.0
704,1.0,1.0,1.0,0.2329,0.269551188,0.2061,0.409064412,1.0,1.0,1.0
705,1.0,1.0,1.0,0.3461,0.422062159,0.2951,0.381627738,1.0,1.0,1.0
706,1.0,1.0,1.0,0.4434,0.565201998,0.3645,0.225584373,1.0,1.0,1.0
707,1.0,1.0,1.0,0.4744,0.833302319,0.3895,0.269298553,1.0,1.0,1.0
708,1.0,1.0,1.0,0.4548,0.874854088,0.3723,0.456370533,1.0,1.0,1.0
709,1.0,1.0,1.0,0.401,0.980396271,0.3623,0.63115871,1.0,1.0,1.0
710,1.0,1.0,1.0,0.3553,0.66045928,0.3359,0.68442595,1.0,1.0,1.0
711,1.0,1.0,1.0,0.3467,0.541325271,0.3835,0.802093744,1.0,1.0,1.0
712,1.0,1.0,1.0,0.3166,0.490410298,0.2429,0.769687712,1.0,1.0,1.0
713,1.0,1.0,1.0,0.2293,0.405053049,0.1303,0.838497758,1.0,1.0,1.0
714,1.0,1.0,1.0,0.0839,0.286999673,0.0098,0.856102705,1.0,1.0,1.0
715,1.0,1.0,1.0,0.002,0.217008129,0.001,0.856871247,1.0,1.0,1.0
716,1.0,1.0,1.0,0.0,0.123513862,0.0,0.77930069,1.0,1.0,1.0
717,1.0,1.0,1.0,0.0,0.039516836,0.0,0.774257421,1.0,1.0,1.0
718,1.0,1.0,1.0,0.0,0.05173675,0.0,0.700505197,1.0,1.0,1.0
719,1.0,1.0,1.0,0.0,0.040682856,0.0,0.622917593,1.0,1.0,1.0
720,1.0,1.0,1.0,0.0,0.05797955,0.0,0.445981741,1.0,1.0,1.0
721,1.0,1.0,1.0,0.0,0.012646789,0.0,0.475385308,1.0,1.0,1.0
722,1.0,1.0,1.0,0.0,0.034530938,0.0,0.351283848,1.0,1.0,1.0
723,1.0,1.0,1.0,0.0,0.076051399,0.0,0.28701365,1.0,1.0,1.0
724,1.0,1.0,1.0,0.0,0.035228528,0.0,0.325930238,1.0,1.0,1.0
725,1.0,1.0,1.0,0.0,0.018820198,0.0,0.313416541,1.0,1.0,1.0
726,1.0,1.0,1.0,0.0,0.002852182,0.0,0.219370127,1.0,1.0,1.0
727,1.0,1.0,1.0,0.0203,0.000193164,0.0079,0.264007479,1.0,1.0,1.0
728,1.0,1.0,1.0,0.1277,0.002148779,0.1093,0.341778219,1.0,1.0,1.0
729,1.0,1.0,1.0,0.1519,0.007277843,0.2011,0.232657045,1.0,1.0,1.0
730,1.0,1.0,1.0,0.2408,0.007993791,0.3287,0.220644414,1.0,1.0,1.0
731,1.0,1.0,1.0,0.4103,0.005597395,0.4937,0.228326619,1.0,1.0,1.0
732,1.0,1.0,1.0,0.3947,0.000278694,0.4051,0.249962687,1.0,1.0,1.0
733,1.0,1.0,1.0,0.4113,0.001278759,0.4479,0.294630557,1.0,1.0,1.0
734,1.0,1.0,1.0,0.4268,0.046346176,0.5024,0.435009688,1.0,1.0,1.0
735,1.0,1.0,1.0,0.4759,0.131557837,0.5042,0.534835398,1.0,1.0,1.0
736,1.0,1.0,1.0,0.4177,0.267515749,0.4513,0.485027254,1.0,1.0,1.0
737,1.0,1.0,1.0,0.3011,0.322509408,0.3717,0.371858001,1.0,1.0,1.0
738,1.0,1.0,1.0,0.1519,0.250873864,0.1946,0.454755306,1.0,1.0,1.0
739,1.0,1.0,1.0,0.0629,0.326118022,0.0958,0.431485951,1.0,1.0,1.0
740,1.0,1.0,1.0,0.0,0.556509852,0.0,0.381188035,1.0,1.0,1.0
741,1.0,1.0,1.0,0.0,0.7263484,0.0,0.264171302,1.0,1.0,1.0
742,1.0,1.0,1.0,0.0,0.575021565,0.0,0.118224435,1.0,1.0,1.0
743,1.0,1.0,1.0,0.0,0.781500399,0.0,0.135651886,1.0,1.0,1.0
744,1.0,1.0,1.0,0.0,0.822874248,0.0,0.251149178,1.0,1.0,1.0
745,1.0,1.0,1.0,0.0,0.913995326,0.0,0.233627915,1.0,1.0,1.0
746,1.0,1.0,1.0,0.0,0.991277099,0.0,0.334355146,1.0,1.0,1.0
747,1.0,1.0,1.0,0.0,0.999656141,0.0,0.423667073,1.0,1.0,1.0
748,1.0,1.0,1.0,0.0,1.0,0.0,0.541200876,1.0,1.0,1.0
749,1.0,1.0,1.0,0.0,0.998488963,0.0,0.704652429,1.0,1.0,1.0
750,1.0,1.0,1.0,0.0655,1.0,0.0876,0.81027323,1.0,1.0,1.0
751,1.0,1.0,1.0,0.1207,0.857438207,0.1365,0.924233258,1.0,1.0,1.0
752,1.0,1.0,1.0,0.2508,0.874512911,0.2938,0.937140346,1.0,1.0,1.0
753,1.0,1.0,1.0,0.4298,0.904477656,0.4662,0.98005265,1.0,1.0,1.0
754,1.0,1.0,1.0,0.5837,0.876388371,0.6014,0.991016746,1.0,1.0,1.0
755,1.0,1.0,1.0,0.6924,0.377057523,0.6941,0.952554226,1.0,1.0,1.0
756,1.0,1.0,1.0,0.7224,0.391678184,0.7264,0.915747762,1.0,1.0,1.0
757,1.0,1.0,1.0,0.7193,0.352144361,0.7241,0.849409342,1.0,1.0,1.0
758,1.0,1.0,1.0,0.713,0.238107786,0.7211,0.763644814,1.0,1.0,1.0
759,1.0,1.0,1.0,0.629,0.194672585,0.6509,0.86974442,1.0,1.0,1.0
760,1.0,1.0,1.0,0.5021,0.188734755,0.5351,0.754380822,1.0,1.0,1.0
761,1.0,1.0,1.0,0.3394,0.180827931,0.3904,0.666396976,1.0,1.0,1.0
762,1.0,1.0,1.0,0.1538,0.177002564,0.2148,0.586677849,1.0,1.0,1.0
763,1.0,1.0,1.0,0.0874,0.197509423,0.1168,0.558259547,1.0,1.0,1.0
764,1.0,1.0,1.0,0.0,0.19805795,0.0,0.454772532,1.0,1.0,1.0
765,1.0,1.0,1.0,0.0,0.372504592,0.0,0.345326543,1.0,1.0,1.0
766,1.0,1.0,1.0,0.0,0.483164936,0.0,0.390782446,1.0,1.0,1.0
767,1.0,1.0,1.0,0.0,0.590775192,0.0,0.382200956,1.0,1.0,1.0
768,1.0,1.0,1.0,0.0,0.861515999,0.0,0.451947719,1.0,1.0,1.0
769,1.0,1.0,1.0,0.0,0.94478178,0.0,0.52812326,1.0,1.0,1.0
770,1.0,1.0,1.0,0.0,0.802502394,0.0,0.646528125,1.0,1.0,1.0
771,1.0,1.0,1.0,0.0,0.762090623,0.0,0.636443138,1.0,1.0,1.0
772,1.0,1.0,1.0,0.0,0.543957233,0.0,0.63838315,1.0,1.0,1.0
773,1.0,1.0,1.0,0.0,0.197991416,0.0,0.611595929,1.0,1.0,1.0
774,1.0,1.0,1.0,0.1456,0.587909341,0.1737,0.511119843,1.0,1.0,1.0
775,1.0,1.0,1.0,0.1055,0.397725999,0.1423,0.32858789,1.0,1.0,1.0
776,1.0,1.0,1.0,0.2666,0.161050498,0.298,0.109039932,1.0,1.0,1.0
777,1.0,1.0,1.0,0.4338,0.024184516,0.4572,0.064888366,1.0,1.0,1.0
778,1.0,1.0,1.0,0.5573,5.58e-5,0.5676,0.067223519,1.0,1.0,1.0
779,1.0,1.0,1.0,0.6376,0.004360386,0.6456,0.140771076,1.0,1.0,1.0
780,1.0,1.0,1.0,0.6613,0.061291423,0.6885,0.125361189,1.0,1.0,1.0
781,1.0,1.0,1.0,0.6631,0.112109691,0.6972,0.134186745,1.0,1.0,1.0
782,1.0,1.0,1.0,0.6473,0.168797493,0.6911,0.219075739,1.0,1.0,1.0
783,1.0,1.0,1.0,0.5858,0.068475597,0.6217,0.271732807,1.0,1.0,1.0
784,1.0,1.0,1.0,0.4687,0.05623997,0.516,0.373480558,1.0,1.0,1.0
785,1.0,1.0,1.0,0.3282,0.196977526,0.3821,0.420947373,1.0,1.0,1.0
786,1.0,1.0,1.0,0.1581,0.145310938,0.2116,0.399564266,1.0,1.0,1.0
787,1.0,1.0,1.0,0.0825,0.08117944,0.1134,0.412721992,1.0,1.0,1.0
788,1.0,1.0,1.0,0.0,0.395142466,0.0,0.479608476,1.0,1.0,1.0
789,1.0,1.0,1.0,0.0,0.576718569,0.0,0.468876302,1.0,1.0,1.0
790,1.0,1.0,1.0,0.0,0.496503055,0.0,0.375555575,1.0,1.0,1.0
791,1.0,1.0,1.0,0.0,0.311145484,0.0,0.430018127,1.0,1.0,1.0
792,1.0,1.0,1.0,0.0,0.279244363,0.0,0.408354908,1.0,1.0,1.0
793,1.0,1.0,1.0,0.0,0.238546878,0.0,0.389663666,1.0,1.0,1.0
794,1.0,1.0,1.0,0.0,0.265967458,0.0,0.425297827,1.0,1.0,1.0
795,1.0,1.0,1.0,0.0,0.106788628,0.0,0.461385787,1.0,1.0,1.0
796,1.0,1.0,1.0,0.0,0.08154732,0.0,0.407570779,1.0,1.0,1.0
797,1.0,1.0,1.0,0.0,0.541567147,0.0,0.39393121,1.0,1.0,1.0
798,1.0,1.0,1.0,0.1377,0.602012873,0.1525,0.481090069,1.0,1.0,1.0
799,1.0,1.0,1.0,0.1,0.42094329,0.1393,0.414643407,1.0,1.0,1.0
800,1.0,1.0,1.0,0.2653,0.024047125,0.2971,0.160416484,1.0,1.0,1.0
801,1.0,1.0,1.0,0.4367,0.000509609,0.4571,0.008760532,1.0,1.0,1.0
802,1.0,1.0,1.0,0.5673,0.00273765,0.5769,0.005185987,1.0,1.0,1.0
803,1.0,1.0,1.0,0.6662,0.000276542,0.6647,0.008383668,1.0,1.0,1.0
804,1.0,1.0,1.0,0.692,0.000615481,0.6898,0.043350302,1.0,1.0,1.0
805,1.0,1.0,1.0,0.6929,0.041605111,0.6909,0.055970885,1.0,1.0,1.0
806,1.0,1.0,1.0,0.6872,0.019711893,0.6833,0.103029042,1.0,1.0,1.0
807,1.0,1.0,1.0,0.6049,0.007141376,0.6168,0.19579801,1.0,1.0,1.0
808,1.0,1.0,1.0,0.4851,0.024200801,0.5115,0.252473205,1.0,1.0,1.0
809,1.0,1.0,1.0,0.3326,0.067909464,0.3766,0.292085052,1.0,1.0,1.0
810,1.0,1.0,1.0,0.1486,0.101461813,0.2038,0.318196505,1.0,1.0,1.0
811,1.0,1.0,1.0,0.0793,0.117638834,0.1054,0.249658018,1.0,1.0,1.0
812,1.0,1.0,1.0,0.0,0.241314113,0.0,0.265596956,1.0,1.0,1.0
813,1.0,1.0,1.0,0.0,0.276252449,0.0,0.336648703,1.0,1.0,1.0
814,1.0,1.0,1.0,0.0,0.316608757,0.0,0.307750463,1.0,1.0,1.0
815,1.0,1.0,1.0,0.0,0.316823721,0.0,0.352189392,1.0,1.0,1.0
816,1.0,1.0,1.0,0.0,0.393531919,0.0,0.336882114,1.0,1.0,1.0
817,1.0,1.0,1.0,0.0,0.462306619,0.0,0.259165049,1.0,1.0,1.0
818,1.0,1.0,1.0,0.0,0.378718853,0.0,0.250301301,1.0,1.0,1.0
819,1.0,1.0,1.0,0.0,0.241549402,0.0,0.358863771,1.0,1.0,1.0
820,1.0,1.0,1.0,0.0,0.351319104,0.0,0.332545698,1.0,1.0,1.0
821,1.0,1.0,1.0,0.0,0.448488265,0.0,0.267654657,1.0,1.0,1.0
822,1.0,1.0,1.0,0.0891,0.370012134,0.1198,0.191739872,1.0,1.0,1.0
823,1.0,1.0,1.0,0.1098,0.051599134,0.1413,0.151774481,1.0,1.0,1.0
824,1.0,1.0,1.0,0.2557,0.011911712,0.2912,0.045926228,1.0,1.0,1.0
825,1.0,1.0,1.0,0.4128,1.8e-5,0.4455,0.005181845,1.0,1.0,1.0
826,1.0,1.0,1.0,0.5425,2.58e-5,0.5601,0.016048297,1.0,1.0,1.0
827,1.0,1.0,1.0,0.6428,0.00863152,0.6446,0.017921593,1.0,1.0,1.0
828,1.0,1.0,1.0,0.6633,0.024309885,0.651,0.042512566,1.0,1.0,1.0
829,1.0,1.0,1.0,0.6577,0.069976583,0.6554,0.030727932,1.0,1.0,1.0
830,1.0,1.0,1.0,0.6463,0.191727817,0.6337,0.091852367,1.0,1.0,1.0
831,1.0,1.0,1.0,0.5752,0.294740021,0.5998,0.198805764,1.0,1.0,1.0
832,1.0,1.0,1.0,0.462,0.356500685,0.4987,0.428083569,1.0,1.0,1.0
833,1.0,1.0,1.0,0.3197,0.649786055,0.3604,0.449233025,1.0,1.0,1.0
834,1.0,1.0,1.0,0.1594,0.734186053,0.2071,0.627118468,1.0,1.0,1.0
835,1.0,1.0,1.0,0.0775,0.37502557,0.1021,0.743794084,1.0,1.0,1.0
836,1.0,1.0,1.0,0.0,0.266916722,0.0,0.917536378,1.0,1.0,1.0
837,1.0,1.0,1.0,0.0,0.500507832,0.0,0.935731173,1.0,1.0,1.0
838,1.0,1.0,1.0,0.0,0.625470519,0.0,0.888777912,1.0,1.0,1.0
839,1.0,1.0,1.0,0.0,0.27575326,0.0,0.85444212,1.0,1.0,1.0
840,1.0,1.0,1.0,0.0,0.23257494,0.0,0.919506133,1.0,1.0,1.0
841,1.0,1.0,1.0,0.0,0.097527966,0.0,0.814444363,1.0,1.0,1.0
842,1.0,1.0,1.0,0.0,0.08142294,0.0,0.74986726,1.0,1.0,1.0
843,1.0,1.0,1.0,0.0,0.090510286,0.0,0.756672978,1.0,1.0,1.0
844,1.0,1.0,1.0,0.0,0.083085209,0.0,0.810284019,1.0,1.0,1.0
845,1.0,1.0,1.0,0.0,0.157645449,0.0,0.862936258,1.0,1.0,1.0
846,1.0,1.0,1.0,0.037,0.139673591,0.0449,0.880915284,1.0,1.0,1.0
847,1.0,1.0,1.0,0.0888,0.056160308,0.1338,0.940724015,1.0,1.0,1.0
848,1.0,1.0,1.0,0.2116,0.018709628,0.2638,0.860641241,1.0,1.0,1.0
849,1.0,1.0,1.0,0.3092,0.41582638,0.3827,0.852280736,1.0,1.0,1.0
850,1.0,1.0,1.0,0.3972,0.792123079,0.4632,0.853986025,1.0,1.0,1.0
851,1.0,1.0,1.0,0.4405,0.510253847,0.4917,0.851463377,1.0,1.0,1.0
852,1.0,1.0,1.0,0.4781,0.560122728,0.5261,0.893614471,1.0,1.0,1.0
853,1.0,1.0,1.0,0.5043,0.672975481,0.5423,0.75608778,1.0,1.0,1.0
854,1.0,1.0,1.0,0.4636,0.64916873,0.5338,0.616463423,1.0,1.0,1.0
855,1.0,1.0,1.0,0.4099,0.570341051,0.4952,0.635292292,1.0,1.0,1.0
856,1.0,1.0,1.0,0.3449,0.615030766,0.4282,0.572056532,1.0,1.0,1.0
857,1.0,1.0,1.0,0.2532,0.677582085,0.3241,0.472822785,1.0,1.0,1.0
858,1.0,1.0,1.0,0.1406,0.832187772,0.1906,0.457740575,1.0,1.0,1.0
859,1.0,1.0,1.0,0.0262,0.653441906,0.0738,0.453104764,1.0,1.0,1.0
860,1.0,1.0,1.0,0.0,0.341995627,0.0,0.345979661,1.0,1.0,1.0
861,1.0,1.0,1.0,0.0,0.581668198,0.0,0.438432783,1.0,1.0,1.0
862,1.0,1.0,1.0,0.0,0.34516561,0.0,0.52241075,1.0,1.0,1.0
863,1.0,1.0,1.0,0.0,0.267816097,0.0,0.593969762,1.0,1.0,1.0
864,1.0,1.0,1.0,0.0,0.443960428,0.0,0.533901632,1.0,1.0,1.0
865,1.0,1.0,1.0,0.0,0.632405758,0.0,0.546648681,1.0,1.0,1.0
866,1.0,1.0,1.0,0.0,0.507775664,0.0,0.599414408,1.0,1.0,1.0
867,1.0,1.0,1.0,0.0,0.448591948,0.0,0.524507523,1.0,1.0,1.0
868,1.0,1.0,1.0,0.0,0.570345581,0.0,0.623986125,1.0,1.0,1.0
869,1.0,1.0,1.0,0.0,0.486665815,0.0,0.598479927,1.0,1.0,1.0
870,1.0,1.0,1.0,0.0476,0.3174043,0.1079,0.598679245,1.0,1.0,1.0
871,1.0,1.0,1.0,0.1306,0.147287667,0.1604,0.584862709,1.0,1.0,1.0
872,1.0,1.0,1.0,0.2459,0.042292546,0.2594,0.365526319,1.0,1.0,1.0
873,1.0,1.0,1.0,0.3497,0.13928318,0.362,0.680097938,1.0,1.0,1.0
874,1.0,1.0,1.0,0.4365,0.116768688,0.4785,0.668012977,1.0,1.0,1.0
875,1.0,1.0,1.0,0.4947,0.323526323,0.5287,0.579514861,1.0,1.0,1.0
876,1.0,1.0,1.0,0.4811,0.374864936,0.5346,0.568216741,1.0,1.0,1.0
877,1.0,1.0,1.0,0.4833,0.239087999,0.491,0.607722163,1.0,1.0,1.0
878,1.0,1.0,1.0,0.5991,0.160967872,0.606,0.608702421,1.0,1.0,1.0
879,1.0,1.0,1.0,0.5007,0.259420633,0.5281,0.6631549,1.0,1.0,1.0
880,1.0,1.0,1.0,0.4215,0.17646119,0.4547,0.666192889,1.0,1.0,1.0
881,1.0,1.0,1.0,0.3054,0.170048535,0.339,0.426600128,1.0,1.0,1.0
882,1.0,1.0,1.0,0.1696,0.009064877,0.2035,0.327078551,1.0,1.0,1.0
883,1.0,1.0,1.0,0.0767,0.004807596,0.0981,0.263570219,1.0,1.0,1.0
884,1.0,1.0,1.0,0.0025,0.010724803,0.0148,0.157842815,1.0,1.0,1.0
885,1.0,1.0,1.0,0.0,0.010153291,0.0,0.199054897,1.0,1.0,1.0
886,1.0,1.0,1.0,0.0,0.006465196,0.0,0.201599255,1.0,1.0,1.0
887,1.0,1.0,1.0,0.0,0.008591793,0.0,0.181194186,1.0,1.0,1.0
888,1.0,1.0,1.0,0.0,0.035846695,0.0,0.186058491,1.0,1.0,1.0
