Line,1,2,Total
Sum,-7.3442875e6,-76663.23,-7.4209505e6
t1,-5900.0,0.0,-5900.0
t2,-5900.0,0.0,-5900.0
t3,-5900.0,0.0,-5900.0
t4,-5900.0,-2706.9060708947045,-8606.906070894704
t5,-2657.7341419686727,0.0,-2657.7341419686727
t6,0.0,-1261.3659688205794,-1261.3659688205794
t7,0.0,-3638.27416323912,-3638.27416323912
t8,-5900.0,-2731.0224227941867,-8631.022422794187
t9,-4598.344478788545,-2587.5948924587415,-7185.9393712472865
t10,0.0,-333.1553882721469,-333.1553882721469
t11,4150.691332418565,524.8089312852996,4675.500263703865
t12,2763.5408307033636,874.6212766811268,3638.1621073844904
t13,3972.484341474873,1001.3121558757115,4973.796497350584
t14,2412.6397312977297,1098.298945329426,3510.9386766271555
t15,0.0,902.7464373537144,902.7464373537144
t16,0.0,292.3398816966603,292.3398816966603
t17,-1782.97375034701,-1203.3574879607545,-2986.3312383077646
t18,-5900.0,-3120.497039884467,-9020.497039884467
t19,-5900.0,-4032.4788168670266,-9932.478816867027
t20,-5900.0,-4302.53734282244,-10202.537342822441
t21,0.0,-4139.623662126974,-4139.623662126974
t22,-5900.0,-4438.052587537227,-10338.052587537226
t23,-5900.0,-4291.011219856433,-10191.011219856433
t24,-5900.0,-4583.836685523477,-10483.836685523478
t25,-5900.0,-4855.584448720675,-10755.584448720674
t26,0.0,-539.2699868460576,-539.2699868460576
t27,0.0,-5234.260285889594,-5234.260285889594
t28,0.0,-429.1882217618299,-429.1882217618299
t29,0.0,-5355.487138183287,-5355.487138183287
t30,-2973.0509977221677,-5025.279025211805,-7998.330022933973
t31,0.0,-4737.347436207986,-4737.347436207986
t32,-5900.0,-5414.421363153222,-11314.421363153222
t33,0.0,-5434.574951467557,-5434.574951467557
t34,0.0,-4422.201345942941,-4422.201345942941
t35,0.0,-3320.138200823616,-3320.138200823616
t36,0.0,-2502.910570673348,-2502.910570673348
t37,0.0,0.0,0.0
t38,-2681.8423774342045,-3886.3874605106694,-6568.229837944874
t39,0.0,-4388.337787244613,-4388.337787244613
t40,0.0,-4551.491367507363,-4551.491367507363
t41,-5900.0,-4952.605837796286,-10852.605837796287
t42,-4740.136294236808,0.0,-4740.136294236808
t43,0.0,-4806.79927608549,-4806.79927608549
t44,0.0,-4274.980528557601,-4274.980528557601
t45,-1688.687869731103,-2030.6279364310376,-3719.3158061621407
t46,0.0,-5553.28654675676,-5553.28654675676
t47,0.0,-5553.28654675676,-5553.28654675676
t48,0.0,-5553.28654675676,-5553.28654675676
t49,0.0,-5208.936467301145,-5208.936467301145
t50,0.0,-4633.337630182289,-4633.337630182289
t51,-5900.0,-5034.542559938558,-10934.542559938558
t52,-5900.0,-5022.074501013239,-10922.074501013238
t53,0.0,-4727.668893703904,-4727.668893703904
t54,0.0,-4893.5734224080425,-4893.5734224080425
t55,-207.8489685068906,-5429.991848094128,-5637.840816601019
t56,-5900.0,0.0,-5900.0
t57,-5900.0,0.0,-5900.0
t58,-3260.881564716603,980.3850072463691,-2280.4965574702337
t59,3054.7199757051567,1305.1002017114447,4359.820177416601
t60,4296.5940435676375,1299.0406550095609,5595.634698577198
t61,3875.606368123874,1282.8818638045366,5158.488231928411
t62,4360.666865468399,1272.7826193013964,5633.449484769795
t63,4214.358009362243,1257.633752546686,5471.991761908929
t64,-559.6064909862671,0.0,-559.6064909862671
t65,-3839.48930862331,-2840.643428299458,-6680.132736922767
t66,-5900.0,-4018.806685653191,-9918.806685653191
t67,-3908.016327901725,0.0,-3908.016327901725
t68,-3640.369518899147,0.0,-3640.369518899147
t69,-5900.0,0.0,-5900.0
t70,-5900.0,-1440.007688227912,-7340.007688227912
t71,-1786.930582966686,-4104.207384013725,-5891.13796698041
t72,-5900.0,0.0,-5900.0
t73,0.0,-196.9055981896068,-196.9055981896068
t74,-5900.0,-4084.468672564496,-9984.468672564497
t75,-5900.0,0.0,-5900.0
t76,0.0,0.0,0.0
t77,-5900.0,0.0,-5900.0
t78,-5900.0,-5553.28654675676,-11453.28654675676
t79,-2195.479226689741,0.0,-2195.479226689741
t80,-2983.3267885281557,0.0,-2983.3267885281557
t81,-5900.0,0.0,-5900.0
t82,0.0,-676.0969998841928,-676.0969998841928
t83,2865.8070309796703,0.0,2865.8070309796703
t84,4290.975390849284,0.0,4290.975390849284
t85,3987.681196714005,0.0,3987.681196714005
t86,0.0,0.0,0.0
t87,354.43903542083984,0.0,354.43903542083984
t88,0.0,-2632.2211610876084,-2632.2211610876084
t89,-3044.97593446105,-1747.8622242049728,-4792.838158666023
t90,-5512.41842361212,-4967.583714116686,-10480.002137728807
t91,0.0,-4730.170496567664,-4730.170496567664
t92,-5357.9634768753685,-4922.646719748266,-10280.610196623635
t93,0.0,-5011.328346120557,-5011.328346120557
t94,-4214.409241824618,-4894.892015434362,-9109.30125725898
t95,-2835.8712187637634,-1480.3712172499347,-4316.242436013698
t96,0.0,-4612.882578870448,-4612.882578870448
t97,-1465.031633579026,-3895.0120146938057,-5360.043648272832
