Resource,MA_natural_gas_combined_cycle,MA_solar_pv,CT_natural_gas_combined_cycle,CT_onshore_wind,CT_solar_pv,ME_natural_gas_combined_cycle,ME_onshore_wind,MA_battery,CT_battery,ME_battery
Zone,1,1,2,2,2,3,3,1,2,3
t1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25145.334565714955,61100.867955297144,1.0604868270488992
t2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23193.860352403783,53442.81202211148,1.325608533811124
t3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21380.86613909261,45927.43906051068,1.5907302405733488
t4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22318.712413489735,38174.50631308227,1.8558519473355737
t5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17278.214552038506,33396.921852300824,2.1209736540977984
t6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10612.673259264076,31361.74580700289,1.9756328318651992
t7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5905.470467652247,29390.641003568,1.6623983011914931
t8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5739.369597837917,21113.137995100737,1.3491637705177872
t9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11381.083748042196,21229.9144813373,1.614285477280012
t10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16701.220436598753,30724.817058810957,1.8794071840422368
t11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22342.934586803032,47020.04881748233,1.5661726533685307
t12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27984.648737007312,63649.28470531586,1.2529381226948246
t13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33626.362887211595,81536.99862077468,0.9397035920211186
t14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39268.07703741587,95032.93104102445,0.626469061347412
t15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43908.54933191153,103362.29093799043,0.313234530673706
t16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45133.71320163422,110421.4833121134,0.0
t17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41855.625434829475,110421.4833121134,0.2651217067622248
t18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39941.111487550515,101363.58932867141,0.040722694158677714
t19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38928.744367495965,93268.8169535755,0.23065401842632
t20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38396.44594520516,83925.83559427108,0.313234530673706
t21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32234.62392157221,81415.80701370571,0.0
t22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32938.79490186815,72909.68823899465,0.2651217067622248
t23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34263.520447786446,65107.8333005547,0.040722694158677714
t24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36656.89805250346,57323.25119037213,0.23065401842631994
t25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39879.22628835035,49868.82820263386,0.4957757251885448
t26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33213.684995575924,49172.542588525044,0.3613473545851872
t27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31328.56661478149,48293.46414216228,0.626469061347412
t28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24663.025322007066,47555.08107736938,0.313234530673706
t29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22651.504369338483,46926.952340351185,0.0
t30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22543.375838188793,42839.87424974194,0.2651217067622248
t31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17849.491976707104,40709.59929847766,0.313234530673706
t32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18962.85537595971,31214.81730294521,0.0
t33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17976.34504017995,31753.14400655666,0.2651217067622248
t34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23618.05919038423,38517.38601809617,0.040722694158677714
t35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29259.773340588512,44363.0936790357,0.23065401842631997
t36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34901.48749079279,52836.67102435947,0.06989614556618753
t37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36586.13388455603,57912.037056709785,0.33501785232841236
t38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42227.84803476031,61312.0328007122,0.021783321654706332
t39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44990.94009433247,64870.24623973595,0.24668430331368135
t40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44042.99814898307,68951.7406014343,0.05632811243752486
t41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45133.71320163422,60539.00397812777,0.3214498191997497
t42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38468.1719088598,53358.46282112538,0.008215288526043656
t43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31951.740065310234,51210.592367196245,0.25816828655378143
t44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25286.198772535805,49366.425572907414,0.046608069023104146
t45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18620.657479761376,46100.87127954119,0.22567263714106942
t46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14573.937760875664,44640.35416339837,0.2698119445675225
t47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11533.70673764213,43333.7683008729,0.5349336513297474
t48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9405.63745353903,42586.58580141432,0.22169912065604128
t49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7515.426457337675,42070.56688631132,0.0774755710389514
t50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5420.563624638668,41671.11208087201,0.19954638343485628
t51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9788.060753612372,35376.94151128608,0.09622564782296243
t52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14189.329405326309,28661.759465099516,0.36134735458518724
t53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12210.272256220944,26970.013647909866,0.048112823911481195
t54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9718.712867134243,24738.234322124572,0.313234530673706
t55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6619.765320073667,21980.11348815646,0.0
t56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3058.7119763277124,13453.739804894605,0.2651217067622248
t57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3052.8203334405025,7972.246444766045,0.040722694158677714
t58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8694.53448364478,13200.317224088363,0.23065401842632
t59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14336.248633849058,29171.850338468183,0.4957757251885448
t60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19977.962784053336,48531.342154097016,0.7608974319507688
t61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25619.67693425761,67890.83396972586,1.0260191387129936
t62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31261.39108446189,87250.32578535471,1.2911408454752185
t63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36903.105234666175,104003.3562565425,1.5562625522374431
t64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42544.81938487045,110421.4833121134,1.243028021563737
t65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45133.71320163422,110421.4833121134,1.180267711578524
t66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44457.975130479535,101974.12644725628,0.867033180904818
t67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37792.4338377051,95622.33757562988,1.1321548876670426
t68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31126.892544930677,89160.84188127545,0.8189203569933367
t69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27149.395722923848,80308.29892105938,1.0840420637555614
t70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25322.209158858826,72612.95785637773,1.3491637705177864
t71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22939.35330445689,69521.17592870363,1.0359292398440803
t72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21421.381699841368,62694.97412234674,1.3010509466063052
t73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14755.840407066938,62027.26668166343,0.987816415932599
t74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18109.084343089457,55003.399282207436,1.2529381226948237
t75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17525.3509993435,48154.48088132685,1.5180598294570486
t76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11051.503534640244,47767.949009363976,1.7831815362192733
